id	motif	correlation	p-val
MA0781.1	PAX9	-0.01790343222976625	0.2882599911960977
MA0036.2	GATA2	-0.032064915314316	0.4361627116735077
MA0803.1	TBX15	0.0039054012298585968	0.04929509519979331
MA0818.1	BHLHE22	-0.06460286061838258	0.9095098691686393
MA0048.2	NHLH1	-0.023593342483042998	0.6170527193789122
MA0904.2	HOXB5	-0.04701454806327785	0.6976238200805225
MA0481.1	FOXP1	0.013319355726242117	0.18861621734792924
MA0750.2	ZBTB7A	-0.004300998270511517	0.09024529194715113
MA0846.1	FOXC2	-0.01550559688732057	0.251126732849156
MA0679.2	ONECUT1	0.01610789132583857	0.16773979013154636
MA1130.1	FOSL2::JUN	-0.027895711243152068	0.5651127601524251
MA0068.2	PAX4	-0.041776363328099246	0.7131988703868015
MA0881.1	Dlx4	-0.0031999878883366066	0.03587694524942818
MA0075.3	PRRX2	-0.07097884307801716	1.1723679136351177
MA0747.1	SP8	0.009759901374578361	0.10459568080780474
MA0620.1	Mitf	-0.00839622330665566	0.1502555553342889
MA0032.1	FOXC1	0.01934103286266301	0.4083698395033027
MA0511.2	RUNX2	-0.012406133770942273	0.2148536245670109
MA0761.2	ETV1	-0.0010536557137966343	0.01370146192804014
MA0800.1	EOMES	-0.01687846159189985	0.2946675711218754
MA1633.1	BACH1	-0.025717816386371262	0.45697246436336336
MA0102.4	CEBPA	0.12558193103969345	2.0551678244696223
MA0707.1	MNX1	-0.003668026506901242	0.039967481439004755
MA0032.2	FOXC1	-0.0202619389705353	0.3263993062231446
MA0811.1	TFAP2B	-0.03790882881917014	1.0188522814132315
MA0029.1	Mecom	-0.07118366119079275	0.8906603313703092
MA0003.3	TFAP2A	-0.023612320829182725	0.5941879936882024
MA0508.1	PRDM1	0.01398822992853836	0.3879272155426015
MA0065.1	PPARG::RXRA	0.019891408140770683	0.27545144834847174
MA0500.1	Myog	-0.005538853403180926	0.1135102599190928
MA0808.1	TEAD3	0.00949474197626202	0.07120435297634477
MA0519.1	Stat5a::Stat5b	0.062077669814230484	0.7649418967400679
MA1532.1	NR1D2	0.1378221506867548	2.1740740235583216
MA1597.1	ZNF528	0.014221387340686998	0.15191670166020071
MA0754.1	CUX1	0.03795450253784618	0.6791295515465346
MA1572.1	TGIF2LY	0.005717448018491196	0.07221816244891903
MA1117.1	RELB	-0.011236476421356159	0.15288052371930716
MA1487.1	FOXE1	0.027143339138478603	0.3001976702293434
MA1569.1	TFAP2E	-0.021054165557027518	0.49944590769031183
MA0643.1	Esrrg	-0.07405469268560404	2.109639562709899
MA1552.1	RARB(var.3)	-0.014669273070059514	0.18381912222984975
MA0764.2	ETV4	-0.043431603521109904	0.9226908566957597
MA0146.2	Zfx	-0.01485278748814019	0.2778594558167758
MA0836.2	CEBPD	0.04323931244574483	0.5552114787329723
MA0122.3	Nkx3-2	-0.04609373962879165	0.8435089639956527
MA0098.2	Ets1	0.001592423450201729	0.020524644721114045
MA0660.1	MEF2B	0.13069991825399102	2.2394290787931403
MA0609.1	Crem	-0.018134744092822667	0.19011259460232496
MA1580.1	ZBTB32	0.03177909246832151	0.48197061327067164
MA0144.1	Stat3	0.06159909767657322	0.814331540035484
MA1484.1	ETS2	0.004257630705833502	0.05946954000325265
MA0807.1	TBX5	0.009467715740203875	0.19420002081681972
MA0637.1	CENPB	-0.013434735950082316	0.16573204030487604
MA1509.1	IRF6	-0.04247596532106449	1.0740809604856103
MA0160.1	NR4A2	-0.0231105012893679	0.5284760881603602
MA0882.1	DLX6	-0.0014984912872310191	0.015264340488900371
MA0524.2	TFAP2C	-0.04182127390243127	1.2122649152508314
MA1152.1	SOX15	0.009976302981376549	0.14519199317221193
MA0143.4	SOX2	0.02471360111236548	0.34736102016395964
MA1113.1	PBX2	0.04365377919375862	1.1427106811673833
MA0492.1	JUND(var.2)	0.030219180490822475	0.2839809797763093
MA1560.1	SOHLH2	-0.02447470995038686	0.6033710364601649
MA0147.3	MYC	-0.03212187629048952	1.1105404052491323
MA1568.1	TCF21(var.2)	-0.04793048711493644	0.7118211385503933
MA0886.1	EMX2	-0.004684567064047148	0.04618201042757024
MA0885.1	Dlx2	0.01609384548664231	0.17223235974362056
MA0141.3	ESRRB	-0.07914388119708793	2.0138488382114015
MA0162.4	EGR1	-0.057394569240511964	1.7466917145896672
MA0898.1	Hmx3	0.0522290852628656	0.7145908536696045
MA0472.1	EGR2	-0.04256423191539921	0.9502978534074713
MA0693.2	VDR	-0.017888443827628848	0.741415203918577
MA1419.1	IRF4	-0.049618986563757406	1.602432427488942
MA0070.1	PBX1	-0.008511197116225682	0.08998160063914877
MA0158.2	HOXA5	-0.061636823058128246	1.4508504078602873
MA0910.2	HOXD8	-0.03590730804204869	0.6310062865996072
MA0711.1	OTX1	0.08542867839336415	1.6609952964016603
MA0007.1	Ar	0.04078854018263606	0.5031711935827718
MA0508.2	PRDM1	0.02360867332667063	0.7060969116350899
MA1594.1	ZNF382	0.0006405784683305516	0.005401505853763599
MA0733.1	EGR4	-0.06673099525645507	1.343388673469085
MA0041.1	Foxd3	-0.10824519555084232	2.6796097629715985
MA0604.1	Atf1	-0.03992987191676984	0.7623306871477572
MA0599.1	KLF5	0.015754109052941296	0.1506160452292597
MA0514.1	Sox3	0.014079342901707079	0.3293339113358183
MA0612.1	EMX1	0.012133066594600818	0.14416615524909956
MA0102.2	CEBPA	-0.053680300712586476	1.7734200805925087
MA1557.1	SMAD5	0.03289817865937897	0.6842876920071458
MA1478.1	DMRTA2	0.015893390774726502	0.2609979537217479
MA0692.1	TFEB	0.05496673563867794	0.9113133491926233
MA0153.1	HNF1B	0.041752548435701614	0.4937510527437673
MA0052.2	MEF2A	0.20611005955562056	3.6232690887944368
MA0033.1	FOXL1	0.026528219223021943	0.5583506544861766
MA0114.4	HNF4A	0.0013677645921708116	0.018504430960763936
MA0477.1	FOSL1	-0.02522374784201357	0.45637095344408146
MA1566.1	TBX3	0.014480088233948007	0.3964674430521581
MA0154.2	EBF1	0.014438283611088634	0.1618012894051669
MA0910.1	Hoxd8	0.14189413852989252	2.0775135773890874
MA0004.1	Arnt	-0.004521632194518596	0.08287982832503156
MA0145.1	Tcfcp2l1	-0.008022008437663456	0.10753757541033258
MA0117.1	Mafb	0.007283113002777139	0.20366002331095578
MA0685.1	SP4	-0.05516492540389397	0.6794053682720855
MA0478.1	FOSL2	-0.015005201265215972	0.24226303626499676
MA0706.1	MEOX2	-0.028601366043091138	0.4126769977057466
MA0813.1	TFAP2B(var.3)	-0.03026685408596036	0.5971888353111927
MA0913.2	HOXD9	0.006659648627043471	0.0640627065341007
MA0614.1	Foxj2	-0.0008823327058925994	0.011281380011464491
MA1128.1	FOSL1::JUN	-0.032501359766349235	0.648780408814798
MA0888.1	EVX2	0.007374469935893566	0.07812844950882934
MA0090.3	TEAD1	0.0765810676738626	0.7885793903229064
MA0132.1	Pdx1	-0.04147305703163285	0.951776709462296
MA1111.1	NR2F2	-0.06643477618694463	2.2825083457549518
MA0442.1	SOX10	-0.014474429845809142	0.4211801054392649
MA1524.1	MSGN1	-0.060643748402596384	1.5295328852625707
MA0518.1	Stat4	0.06681326808035448	0.7627891728597597
MA0098.3	ETS1	0.01620779222249969	0.24869942776252132
MA0621.1	mix-a	-0.008881318723317213	0.0774192684053731
MA0814.1	TFAP2C(var.2)	-0.03417610509693597	1.016302006500595
MA0852.1	Foxk1	0.010724536474794237	0.15140630089214915
MA0069.1	PAX6	-0.05358134453371246	1.2829800112610161
MA0704.1	Lhx4	-0.017739594936371242	0.2497803471015533
MA1483.1	ELF2	-0.04867764587886532	1.0840844222968473
MA0498.1	Meis1	0.03253155025839719	0.7748134236530015
MA0037.1	GATA3	0.003483755588531759	0.06355069140304456
MA1503.1	HOXB9	0.004090173482894843	0.042653387173061635
MA1421.1	TCF7L1	-0.004339699268340992	0.05316246749707418
MA0526.3	USF2	-0.04515148285776425	0.5989570854980295
MA0867.2	SOX4	-0.002357351899147157	0.04940775420762213
MA1495.1	HOXA1	-0.04507363331317998	0.7337426650504697
MA0063.2	NKX2-5	-0.05204147922992581	1.4245546873578931
MA0770.1	HSF2	0.011936067674309157	0.0847503177027301
MA0743.1	SCRT1	0.001091066071297935	0.016675684484526724
MA0682.2	PITX1	0.08279070091247362	1.2145494404604675
MA0710.1	NOTO	-0.06123188990354564	1.2315800579844651
MA1539.1	NR2F6(var.3)	-0.02521387087553788	0.6067873727344435
MA0079.3	SP1	0.005187131468206819	0.04390493432251742
MA0039.1	Klf4	0.002390133857727099	0.03905113273460734
MA0109.1	HLTF	-0.05484978580474805	2.0350278352548914
MA0731.1	BCL6B	-0.03657733114776848	0.62455061706114
MA1556.1	RXRG(var.2)	0.019263540556654395	0.24010096205604045
MA0883.1	Dmbx1	0.06232181251049042	0.7938658722109077
MA0680.1	PAX7	0.008218094699084761	0.07778955422898227
MA0258.1	ESR2	0.026486110968514807	0.40759555148284005
MA1630.1	Znf281	0.08578242421708952	1.4083298378350042
MA0764.1	ETV4	0.014147087931632954	0.23098069571626248
MA0678.1	OLIG2	-0.07022549703065274	1.090215578618725
MA0075.2	Prrx2	-0.029344915866851517	0.5563901567544527
MA0909.1	HOXD13	0.15022941237688048	2.0653780707928258
MA0058.1	MAX	-0.005900797802955155	0.08775477973469374
MA1564.1	SP9	-0.03608112192153912	0.5058269051709057
MA1150.1	RORB	-0.027144023597240472	0.43941911582508836
MA0703.2	LMX1B	-0.05663263420015608	0.8572365954255696
MA1148.1	PPARA::RXRA	-0.007172268081456214	0.09406005384134089
MA1108.1	MXI1	-0.030373499952257084	1.0384719515729828
MA0481.3	FOXP1	0.039298959195613985	0.9187048801083658
MA0068.1	Pax4	0.07464918056130343	1.724287121472964
MA1563.1	SOX18	-0.005414059519767628	0.11540162642654478
MA0162.3	EGR1	-0.06347649211972016	1.2706675466489794
MA0080.5	SPI1	0.039773963890968836	0.7224832054372922
MA0025.2	NFIL3	0.1586362314820285	2.5433547273517094
MA1619.1	Ptf1a(var.2)	-0.006610000610351645	0.18265375328804528
MA0798.2	RFX3	0.09029008067399366	1.2086330310367377
MA0856.1	RXRG	0.009787481646984932	0.12568847894547253
MA0471.2	E2F6	-0.00991355958953515	0.1289807333204776
MA1498.1	HOXA7	-0.023181341171264514	0.36582732020552244
MA0039.3	KLF4	0.013425120830536012	0.18800642971814435
MA0465.1	CDX2	0.07710232460498742	0.7735630668370619
MA0050.1	IRF1	-0.00801222443580615	0.5238930575391663
MA0833.1	ATF4	0.011908360429108058	0.09986269031325302
MA0506.1	NRF1	-0.016036244818941107	0.32306293308109185
MA0636.1	BHLHE41	0.02746838640433271	0.34599184801655897
MA0074.1	RXRA::VDR	-0.03713920252118222	0.641730729336844
MA0740.1	KLF14	-0.08194970122352312	1.4370579467844056
MA0861.1	TP73	0.10220973835140602	1.4002371366806128
MA1101.2	BACH2	-0.025952489178860217	0.3261144426696412
MA0814.2	TFAP2C(var.2)	-0.05376306314766331	2.2573252028684405
MA0485.1	Hoxc9	0.04708612494729529	0.5796772221174591
MA0087.1	Sox5	-0.010240850687026255	0.10021742416383758
MA1558.1	SNAI1	0.006009072184562793	0.1538581175909693
MA0676.1	Nr2e1	0.01699871373176534	0.44946517974545414
MA0470.1	E2F4	-0.031416330493985664	0.6844322025912873
MA0745.1	SNAI2	-0.007566041111946121	0.1939882756410146
MA0470.2	E2F4	-0.041204165281729196	0.6940713415067427
MA0594.2	HOXA9	0.026987640261650576	0.5757667584367189
MA0103.1	ZEB1	-0.011547020554542773	0.3687795598815517
MA0486.2	HSF1	0.03634130083303823	0.2751825308770145
MA1132.1	JUN::JUNB	-0.074359088093041	2.6126640869423086
MA0716.1	PRRX1	-0.0254631763696676	0.3960230985274301
MA1644.1	NFYC	-0.0415949668288226	0.6834911999905949
MA0774.1	MEIS2	0.025775349020957475	0.6255452132093452
MA1135.1	FOSB::JUNB	-0.01534278603084359	0.23846173068212842
MA0509.1	Rfx1	0.0033688153848050956	0.03761993090229121
MA1463.1	ARGFX	-0.09774497719295241	2.1313972594937156
MA0687.1	SPIC	-0.01210674688220017	0.15782505514631173
MA0871.2	TFEC	-0.0338472325205793	0.7357886892451854
MA1533.1	NR1I2	-0.04085956234857543	0.8268223591205544
MA1508.1	IKZF1	-0.000515874832868466	0.009668541263336182
MA0624.1	NFATC1	0.0254300143718723	0.5773379287826681
MA0602.1	Arid5a	0.06398139542341251	0.6944259955959041
MA0473.2	ELF1	-0.042865298263728466	0.9700492413790368
MA1628.1	Zic1::Zic2	0.02540839784871777	0.5327302570944208
MA0071.1	RORA	-0.07279310307651675	1.8754334258073126
MA0104.3	Mycn	-0.02847808873653384	0.7004109026272423
MA0900.2	HOXA2	-0.047820612013340445	0.5849953520953188
MA0608.1	Creb3l2	0.0037528274133803038	0.061538603215067635
MA0866.1	SOX21	-0.010884867508080513	0.1277220628658815
MA0860.1	Rarg(var.2)	-0.06529071175865815	1.4678827185315386
MA1578.1	VEZF1	0.015691299263387897	0.15942937877607952
MA0491.2	JUND	-0.040038485399913705	0.7685153907455625
MA1138.1	FOSL2::JUNB	-0.010635355092585057	0.1551652086721339
MA1103.2	FOXK2	0.04032314240932443	1.0640704154573932
MA0872.1	TFAP2A(var.3)	-0.02204520655050828	0.4151369435116984
MA0718.1	RAX	-0.015659258008003107	0.20009187597597253
MA1124.1	ZNF24	0.008175857099704283	0.08080410065302693
MA1538.1	NR2F1(var.3)	-0.02757542419980721	0.6688010383831752
MA1474.1	CREB3L4	-0.004434274040162063	0.05768575030064113
MA0473.3	ELF1	-0.01335368543863305	0.24147990313077944
MA0758.1	E2F7	-0.016123103131540494	0.17475151601820502
MA0469.3	E2F3	-0.020440872232429925	0.28922745066056904
MA0638.1	CREB3	-0.0034893495582500457	0.032632195644180295
MA0112.2	ESR1	-0.006114504121243857	0.0752703997859399
MA0035.2	Gata1	-0.01789481103420278	0.2878756700625136
MA1099.1	Hes1	-0.016023936986923136	0.5620300153113329
MA0014.3	PAX5	-0.051668270297349134	2.2493355245244526
MA0659.1	MAFG	-0.028490620700641765	0.3794653698022644
MA0106.2	TP53	0.03777018050290506	0.4372713097246005
MA0650.1	HOXA13	0.07045060621202008	0.7839353915267977
MA0616.2	HES2	-0.016393350653349983	0.2601447901129099
MA0043.3	HLF	0.08508177068829616	1.0932336325348324
MA0036.3	GATA2	-0.03938457459211372	0.7145520096603684
MA0752.1	ZNF410	1.7827678590491571	31.773375906042457
MA0750.1	ZBTB7A	-0.06630846507102252	1.7512555043959634
MA0035.4	GATA1	-0.0002892710268499801	0.0031229987715341127
MA1511.1	KLF10	0.015097617045045187	0.17354162719997723
MA0480.1	Foxo1	0.02996231538057354	0.6616213769122825
MA0496.2	MAFK	0.0037027172087691317	0.04171400509991617
MA0148.1	FOXA1	0.012136758223176223	0.2013989829302735
MA0163.1	PLAG1	-0.013128430210053625	0.14471428011697068
MA0817.1	BHLHE23	-0.06587892614304959	0.8980709548582466
MA0746.1	SP3	0.017526211738586053	0.23848150953122296
MA0462.2	BATF::JUN	-0.05296796227246675	1.2313533526475229
MA0108.2	TBP	0.009553316116332583	0.09524857100792355
MA0093.2	USF1	-0.02907636958546995	0.4275832719249675
MA0138.1	REST	-0.03327704011835186	0.6756128924601541
MA1615.1	Plagl1	-0.031030777819454656	0.7641504456497494
MA1108.2	MXI1	-0.0608379733562471	1.3540166225322747
MA0613.1	FOXG1	0.007656766206026122	0.09678142887549916
MA0748.2	YY2	0.004284947663545729	0.050288303939759825
MA0757.1	ONECUT3	0.009749598830938002	0.0929939715450503
MA0150.1	NFE2L2	0.015271695971489297	0.19375654088677968
MA0052.1	MEF2A	0.09480927189905211	1.333226935140216
MA0258.2	ESR2	0.01956190572958473	0.3003007192925355
MA0596.1	SREBF2	0.11739698387682286	1.603343341981058
MA1521.1	MAFA	-0.03582614304409089	0.6435965444276686
MA0669.1	NEUROG2	-0.08085404914990066	1.4151248594933175
MA0702.1	LMX1A	-0.004219577908515615	0.04712709594357227
MA1601.1	ZNF75D	0.06024201664328778	0.9753674839958489
MA0500.2	MYOG	0.0003214273378253489	0.006340350727957763
MA0102.3	CEBPA	0.15147251348197363	2.4841365030254594
MA0512.2	Rxra	0.011218220059760075	0.14244876436991255
MA1102.1	CTCFL	-0.007206292603164945	0.12018604316269096
MA0878.2	CDX1	0.046163962769090905	0.48546694687431574
MA0650.2	HOXA13	0.10026567005366098	0.9751700572814892
MA1481.1	DRGX	-0.05646632039547008	1.021870414651779
MA0002.1	RUNX1	0.07474947118759247	1.3267111900397397
MA1603.1	Dmrt1	-0.007039731882512734	0.09503550003023216
MA1525.1	NFATC4	0.029591970801354044	0.6708681823749876
MA1502.1	HOXB8	-0.025521070480346988	0.39431021621995876
MA0122.1	Nkx3-2	-0.07766109478473773	4.981987553035894
MA1099.2	HES1	-0.02449419889599119	0.5160875387562134
MA1113.2	PBX2	0.03304934757947878	0.4014518465092308
MA1640.1	MEIS2(var.2)	0.02911164323054219	0.32114361963402166
MA0619.1	LIN54	-0.020202523648738303	0.4531762081212709
MA0605.1	Atf3	-0.01632345888763666	0.22437848640511113
MA0726.1	VSX2	-0.04881529583036964	0.774526685585718
MA0130.1	ZNF354C	-0.013989566266536359	0.30476207973836905
MA1109.1	NEUROD1	-0.022609847072962905	0.46408158112568765
MA0712.1	OTX2	0.14956896257400698	3.8111109311701274
MA0077.1	SOX9	0.005970459103584214	0.08327482240466741
MA0100.1	Myb	-0.01269152843952174	0.3251368020597354
MA0067.1	Pax2	0.031883806467057095	1.186195035941665
MA0515.1	Sox6	-0.0002778291702268278	0.004170480571155063
MA1649.1	ZBTB12	-0.03665620517730654	0.9813280055457864
MA1554.1	RFX7	0.0012730216979980594	0.022567323118200856
MA0695.1	ZBTB7C	-0.045494059979916436	1.2043892839280492
MA0698.1	ZBTB18	-0.029743477992713294	0.6510237473079261
MA1499.1	HOXB4	-0.05607159805297921	0.8761576278566898
MA0891.1	GSC2	0.1782764928340906	5.65951666627507
MA1480.1	DPRX	0.17258116054534628	4.920108068731136
MA0153.2	HNF1B	-0.029584123210980758	0.36428061378655535
MA0828.1	SREBF2(var.2)	0.13167650641873463	2.402470191328156
MA1577.1	TLX2	-0.037853420853614136	0.6206899856570927
MA0131.2	HINFP	-0.032754510506987355	0.9879286723448953
MA0809.1	TEAD4	-0.0014754869937896363	0.01289110226551233
MA0656.1	JDP2(var.2)	0.00345379739080112	0.025225957873744095
MA1570.1	TFAP4(var.2)	-0.022586646080016426	0.2889245495674983
MA0666.1	MSX1	-0.050854976415633864	1.0455035312609104
MA0652.1	IRF8	-0.024808077797293358	0.8163289547039917
MA0870.1	Sox1	-0.08244478792021863	1.3506600871500318
MA1107.1	KLF9	-0.046751043308525544	0.8462740193834917
MA0027.1	En1	-0.014680207967757776	0.39770203298997564
MA0485.2	HOXC9	-0.003461363390088165	0.03513411560079793
MA0909.2	HOXD13	0.059553696259856084	0.5330463564336259
MA0729.1	RARA	0.01686091078817823	0.26556133874867993
MA0787.1	POU3F2	0.012403455793857267	0.12246689987648883
MA0035.3	Gata1	-0.03275681557506293	0.517518584270833
MA1136.1	FOSB::JUNB(var.2)	0.10514499314129461	1.7500144168941154
MA0795.1	SMAD3	0.029338271139190124	0.5282587460321481
MA0902.2	HOXB2	-0.05923667395114847	1.3000056846435855
MA1574.1	THRB	-0.010078850595280723	0.12614894876709576
MA1528.1	NFIX(var.2)	-0.01349149578576924	0.14980447014376208
MA0009.1	Tbxt	-0.009149214394390844	0.12154034556913483
MA1602.1	ZSCAN29	0.0398667685128746	0.890335700913266
MA0526.2	USF2	-0.03360301530920055	0.5908254052695396
MA0522.2	TCF3	-0.0034658182263373415	0.0836660841406823
MA0653.1	IRF9	-0.032449750363826135	0.7965069045859967
MA0520.1	Stat6	-0.0415850645690225	0.956004761161598
MA1141.1	FOS::JUND	-0.02833306903578309	0.5298364869231779
MA0810.1	TFAP2A(var.2)	-0.036227139666675595	0.9728488454929727
MA0634.1	ALX3	-0.05020739591121767	1.0638576009864211
MA0794.1	PROX1	-0.02977408145181869	0.36913404722731974
MA1625.1	Stat5b	0.1703758498132183	2.828905788652895
MA0137.2	STAT1	0.09393089471384831	1.2201878806916548
MA0009.2	TBXT	-0.0036043203147131334	0.046427191571083846
MA0489.1	JUN(var.2)	-0.006574999328702543	0.09176529768101925
MA1596.1	ZNF460	-0.07085954422969316	1.3867815007562563
MA0508.3	PRDM1	0.012192020118236564	0.2944819599957783
MA0640.1	ELF3	-0.02875852748285968	0.5176115708678364
MA0469.2	E2F3	-0.021497340789995732	0.24785592456090869
MA0473.1	ELF1	-0.013236374169588248	0.27477840824785754
MA0509.2	RFX1	0.06183186461031389	0.8084548956902177
MA0673.1	NKX2-8	-0.05047904825210607	2.1683427275406504
MA0046.2	HNF1A	-0.029438490116968273	0.3719912908929298
MA0114.1	HNF4A	-0.04126447218656463	1.591515409607079
MA0771.1	HSF4	0.0038080044388771723	0.034802328337831465
MA1144.1	FOSL2::JUND	-0.030777930749580417	0.5888560923388003
MA0083.3	SRF	0.0562008363995701	0.5822130515169124
MA1123.1	TWIST1	-0.02029114815592788	0.4445065660671476
MA0146.1	Zfx	-0.014909279100596863	0.2789288510585573
MA0006.1	Ahr::Arnt	-0.003775070726871672	0.06915292927848399
MA0842.1	NRL	0.002887125253677298	0.04677430384253961
MA1122.1	TFDP1	-0.028745317101478582	0.6874650785043839
MA0868.1	SOX8	0.001708016339689589	0.018364038045243457
MA0681.1	Phox2b	0.01029588849842546	0.10175137189867066
MA0024.1	E2F1	-0.011786806359887296	0.2970579441164081
MA0618.1	LBX1	-0.03224114161729782	0.352523666963592
MA0494.1	Nr1h3::Rxra	-0.016104869864880852	0.17336022217918023
MA1515.1	KLF2	-0.023879932551645645	0.40455238061468
MA0469.1	E2F3	-0.03041021205484927	0.5043106463685064
MA0503.1	Nkx2-5(var.2)	-0.06801927158236618	2.2451694274479603
MA0024.3	E2F1	0.011217566497624192	0.17349387383132184
MA0017.2	NR2F1	-0.02812702515721388	0.5912208578140239
MA0816.1	Ascl2	0.002536073271185194	0.04260560889582586
MA0079.1	SP1	-0.018809561908244656	0.2520542125930379
MA1501.1	HOXB7	-0.015708483584224314	0.1823094436689079
MA0647.1	GRHL1	-0.02544043808802976	0.44384520365363167
MA0871.1	TFEC	0.06493099576234929	1.2119810150474637
MA0622.1	Mlxip	0.0053746451139454025	0.08718993099127134
MA0598.3	EHF	0.010174718976020845	0.18635999043132748
MA1657.1	ZNF652	-0.03204758533835444	0.5458405934080478
MA0526.1	USF2	-0.03261819228529949	0.46212151986679795
MA0734.1	GLI2	-0.08634346399083871	2.533025545312055
MA1112.1	NR4A1	-0.027197780251503514	0.5203597880664474
MA0025.1	NFIL3	0.050153452590107644	0.5257652420401626
MA0645.1	ETV6	-0.007792597055435238	0.12387439478820263
MA0122.2	NKX3-2	-0.08095117187500059	2.9770500588154087
MA0734.2	GLI2	-0.06045321269519507	0.916911233196454
MA0035.1	Gata1	0.09564793872833086	3.7521213823834043
MA0623.2	NEUROG1	-0.09821415964187953	1.7348957148151056
MA0630.1	SHOX	3.2733082769937334e-05	0.00038438287836694256
MA1629.1	Zic2	0.018591579750180293	0.31131813567868044
MA1583.1	ZFP57	-0.017833052277564748	0.47285435832562683
MA0755.1	CUX2	0.023731072887778513	0.3827122467457599
MA0030.1	FOXF2	0.032458310130983034	0.5795577130522884
MA0036.1	GATA2	0.06375383329391349	3.494985485642554
MA0598.1	EHF	0.0009501530230047485	0.010438889445714186
MA0106.1	TP53	-0.024031131401075587	0.23828335534686132
MA0658.1	LHX6	-0.009188520967960698	0.09526121430003692
MA1125.1	ZNF384	-0.0537265851516288	1.1370712356942376
MA0482.1	Gata4	-0.05095795854926156	0.8774151158893126
MA0104.4	MYCN	-0.025284294813871	0.9197614406627045
MA1553.1	RARG(var.3)	-0.008772027332102878	0.10543991558600599
MA1106.1	HIF1A	-0.0192652419805529	0.33934236233925985
MA0461.2	Atoh1	-0.07540498248487802	1.4746703207424416
MA0700.2	LHX2	0.003750906229019165	0.0347702570364733
MA1541.1	NR6A1	-0.024213286690413623	0.4969913211371017
MA0155.1	INSM1	0.023331606879829735	0.33441918199151033
MA0709.1	Msx3	-0.03970437240600524	0.5837085852337836
MA0467.1	Crx	0.05949341934919438	0.8298656204434107
MA1103.1	FOXK2	0.0361960627436634	0.8234753772871184
MA0019.1	Ddit3::Cebpa	0.012927629560232034	0.15931352877036065
MA1140.1	JUNB(var.2)	0.09070342886447895	1.7234698296953583
MA1584.1	ZIC5	-0.014607864083722102	0.22003827047414
MA0902.1	HOXB2	-0.016655270993709267	0.2508965485958032
MA1618.1	Ptf1a	-0.029026860892772153	0.6910381680981492
MA0684.2	RUNX3	-0.039886236190794816	1.0936576455004374
MA0058.2	MAX	-0.048911296322943484	1.2256491624650723
