id	motif	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
MA1117.1	RELB	41868.2	49809.5	58409.0	1.16	3.22	6.48	492	273	219	0.16	0.24
MA1487.1	FOXE1	30728.9	37763.5	42631.1	-1.2	-0.09	0.76	391	189	202	-0.022	-0.014
MA1569.1	TFAP2E	28671.6	34878.5	41536.5	-0.06	1.2	3.25	395	214	181	0.108	0.138
MA0643.1	Esrrg	28689.0	34987.5	40094.8	-1.62	-0.29	0.46	381	183	198	-0.035	-0.064
MA1552.1	RARB(var.3)	59183.4	70388.0	78937.7	-0.45	0.29	1.62	539	277	262	0.075	0.054
MA0764.2	ETV4	28985.0	34708.5	41008.2	-0.07	1.2	3.29	394	213	181	0.133	0.17
MA0146.2	Zfx	43363.4	52756.5	58406.8	-0.86	0.03	1.06	460	242	218	0.058	-0.028
MA0836.2	CEBPD	44431.4	53600.5	60177.9	-1.0	-0.04	1.05	464	229	235	-0.033	0.06
MA0122.3	Nkx3-2	42211.8	50699.0	57875.3	-1.77	-0.38	0.36	460	220	240	-0.082	-0.017
MA0098.2	Ets1	50080.0	58230.0	68107.2	3.27	6.39	10.28	556	329	227	0.205	0.424
MA0660.1	MEF2B	12873.6	17243.5	19867.2	-0.84	0.03	1.14	263	136	127	0.032	0.017
MA0609.1	Crem	29501.2	35801.0	42633.6	0.63	2.37	5.23	413	230	183	0.305	0.309
MA1580.1	ZBTB32	27119.9	33539.5	38262.7	-0.72	0.15	1.52	370	189	181	0.008	0.041
MA0144.1	Stat3	25018.0	30515.5	36776.9	-3.59	-1.35	-0.15	372	163	209	-0.215	-0.21
MA1484.1	ETS2	41226.2	49322.5	57483.7	1.99	4.54	8.15	501	293	208	0.132	0.433
MA0807.1	TBX5	23966.2	30033.5	34407.0	-1.23	-0.1	0.81	349	171	178	-0.026	-0.052
MA0637.1	CENPB	76230.0	88420.5	100972.6	0.01	0.87	2.88	616	329	287	0.109	0.093
MA1509.1	IRF6	24514.4	29790.5	35672.0	2.55	5.22	8.7	401	236	165	0.259	0.481
MA0160.1	NR4A2	15384.7	19361.5	23359.0	-2.46	-0.72	0.09	291	132	159	-0.22	-0.142
MA0882.1	DLX6	16910.8	21525.0	25389.0	0.02	0.31	1.77	300	169	131	0.088	-0.057
MA0524.2	TFAP2C	34903.9	42067.0	50046.6	0.52	1.98	4.54	442	243	199	0.147	0.178
MA1152.1	SOX15	20102.3	25083.5	30050.8	-2.38	-0.63	0.39	329	158	171	-0.025	-0.12
MA0143.4	SOX2	33850.0	40720.5	48432.9	-3.17	-1.14	-0.07	425	192	233	-0.123	-0.101
MA1113.1	PBX2	41103.1	49949.5	56295.8	-1.32	-0.15	0.71	451	223	228	-0.006	-0.034
MA0492.1	JUND(var.2)	61513.3	73667.0	81547.4	-0.86	0.04	1.11	544	274	270	0.017	0.02
MA1560.1	SOHLH2	40539.1	49132.0	54991.5	-0.87	-0.04	1.06	444	222	222	-0.002	0.028
MA0147.3	MYC	55107.9	64921.5	73876.7	-0.13	0.38	1.82	520	275	245	0.068	0.043
MA1568.1	TCF21(var.2)	55717.0	64922.5	74819.2	-0.15	0.68	2.39	526	277	249	0.034	0.117
MA0886.1	EMX2	23195.4	29181.0	33748.7	-1.41	0.14	0.79	345	178	167	0.035	-0.071
MA0885.1	Dlx2	16502.6	21195.0	24628.2	-0.84	0.01	1.03	291	156	135	0.068	-0.116
MA0141.3	ESRRB	30948.8	37696.0	42795.1	-1.35	-0.15	0.74	392	193	199	-0.015	-0.046
MA0162.4	EGR1	72886.2	86015.0	94442.0	-0.94	-0.02	1.05	587	290	297	-0.056	0.016
MA0898.1	Hmx3	54755.3	64669.5	73143.9	-1.38	-0.22	0.54	515	247	268	-0.107	-0.048
MA0472.1	EGR2	56063.3	66660.5	77614.8	0.56	2.08	4.51	553	304	249	0.263	0.188
MA0693.2	VDR	16837.8	21323.0	25350.6	0.01	0.45	1.96	301	165	136	0.131	0.044
MA1419.1	IRF4	24802.1	30051.0	36000.9	4.14	7.4	11.66	417	250	167	0.272	0.668
MA0070.1	PBX1	29133.7	35310.5	41930.1	-3.48	-1.17	-0.03	397	181	216	-0.209	-0.176
MA0158.2	HOXA5	21301.9	26240.0	30667.3	0.01	0.55	2.23	335	185	150	0.182	0.072
MA0910.2	HOXD8	19344.7	24336.0	28348.8	0.02	0.44	2.05	321	179	142	0.079	0.037
MA0711.1	OTX1	17723.3	22000.5	27161.6	-3.89	-1.68	-0.21	321	144	177	-0.145	-0.22
MA0007.1	Ar	149514.7	167034.5	182594.4	-0.43	0.33	1.62	829	423	406	0.069	0.049
MA0508.2	PRDM1	27182.8	33339.5	38697.6	-0.87	-0.67	2.53	379	188	191	-0.008	0.187
MA1594.1	ZNF382	74327.2	86405.5	97497.9	-0.24	0.7	2.65	606	317	289	0.094	0.079
MA0733.1	EGR4	93552.2	106734.0	118110.2	-1.8	-0.34	0.5	664	325	339	-0.037	-0.051
MA0041.1	Foxd3	22806.1	28020.0	32791.2	-1.87	-0.38	0.43	343	167	176	-0.018	-0.09
MA0604.1	Atf1	24229.0	29745.0	35583.4	1.65	4.03	7.29	392	239	153	0.238	0.36
MA0599.1	KLF5	24568.9	29797.5	35168.1	0.0	0.83	2.74	361	195	166	0.097	0.128
MA0514.1	Sox3	17224.7	21570.0	26738.7	-4.56	-1.99	-0.44	321	138	183	-0.251	-0.228
MA0612.1	EMX1	26431.2	32733.5	37373.0	-1.42	-0.17	0.68	366	181	185	-0.027	-0.081
MA0102.2	CEBPA	22792.4	27993.0	33810.8	-0.12	1.29	3.46	356	191	165	0.133	0.138
MA1557.1	SMAD5	29826.8	37342.5	41770.2	-1.03	0.0	0.95	386	197	189	0.045	-0.014
MA1478.1	DMRTA2	45074.9	53421.0	61159.5	-1.94	-0.42	0.23	473	221	252	-0.083	-0.044
MA0692.1	TFEB	39002.2	47272.0	54545.0	0.01	0.57	2.22	448	242	206	0.084	0.083
MA0153.1	HNF1B	18688.5	23020.0	27927.8	-4.01	-1.58	-0.23	327	144	183	-0.292	-0.246
MA0052.2	MEF2A	30693.5	37294.5	43215.6	-0.52	0.37	1.77	395	201	194	0.06	0.105
MA0033.1	FOXL1	19455.3	24076.5	29055.4	-2.2	-0.54	0.33	321	152	169	-0.058	-0.07
MA0114.4	HNF4A	45358.7	54537.0	60750.1	-1.3	-0.14	0.72	471	227	244	-0.028	0.016
MA0477.1	FOSL1	27149.7	33501.0	38431.6	-0.72	-0.29	1.66	373	184	189	-0.013	0.121
MA1566.1	TBX3	39486.7	47165.5	54065.3	-0.46	0.39	1.88	444	231	213	0.015	0.035
MA0154.2	EBF1	23524.6	28870.5	34937.4	0.1	1.61	3.79	365	198	167	0.248	0.292
MA0910.1	Hoxd8	30770.8	37728.0	44423.6	-4.26	-1.85	-0.36	418	180	238	-0.215	-0.161
MA0004.1	Arnt	14250.4	17913.5	21927.5	0.02	0.64	2.32	279	156	123	0.234	0.185
MA0145.1	Tcfcp2l1	54814.7	64299.0	73339.5	-1.65	-0.32	0.44	516	249	267	-0.084	-0.031
MA0117.1	Mafb	16898.9	21076.5	25113.0	-0.19	0.38	1.8	298	162	136	0.125	0.05
MA0685.1	SP4	80274.2	92322.0	103941.6	-0.56	0.55	2.19	623	315	308	0.012	0.088
MA0478.1	FOSL2	27963.4	34619.0	39283.3	-0.81	-0.08	1.32	374	185	189	-0.007	0.083
MA0706.1	MEOX2	24435.8	29578.0	35362.3	-2.63	-0.92	0.16	361	169	192	-0.116	-0.119
MA0813.1	TFAP2B(var.3)	39035.5	47268.0	55766.4	0.04	1.21	3.36	458	248	210	0.168	0.184
MA0913.2	HOXD9	18338.7	23450.0	26952.5	-1.07	0.08	0.81	308	155	153	0.002	-0.04
MA0614.1	Foxj2	11006.0	14543.5	17405.2	-1.66	-0.25	0.56	246	119	127	-0.086	-0.05
MA1128.1	FOSL1::JUN	47784.4	56626.0	65395.2	-0.31	0.58	2.35	490	254	236	0.035	0.121
MA0888.1	EVX2	27665.9	34644.0	38797.8	-0.95	0.01	1.09	372	195	177	0.108	-0.061
MA0090.3	TEAD1	47682.2	56304.0	63469.2	-1.6	-0.27	0.52	482	236	246	-0.02	-0.037
MA0132.1	Pdx1	8641.5	11349.5	14409.2	-2.4	-0.7	0.35	224	106	118	-0.182	-0.183
MA1111.1	NR2F2	34352.0	41846.0	49552.5	-3.03	-0.95	-0.03	428	196	232	-0.072	-0.124
MA0442.1	SOX10	8830.4	11546.0	14083.7	-0.6	0.28	1.66	220	115	105	0.013	0.082
MA1524.1	MSGN1	49210.2	58994.0	66619.5	-0.5	0.26	1.69	493	254	239	0.067	0.021
MA0518.1	Stat4	47515.4	56300.0	64843.6	-1.85	-0.4	0.46	485	236	249	-0.024	-0.097
MA0098.3	ETS1	38500.3	45759.5	53871.9	3.27	6.45	10.29	498	289	209	0.278	0.511
MA0621.1	mix-a	12710.4	16110.5	19923.0	-4.29	-1.84	-0.41	278	117	161	-0.231	-0.209
MA0814.1	TFAP2C(var.2)	33826.8	40783.5	46489.5	-0.71	0.16	1.37	408	212	196	0.063	0.015
MA0852.1	Foxk1	50134.6	59805.5	66942.0	-1.41	-0.21	0.57	495	237	258	-0.088	-0.021
MA0069.1	PAX6	54399.6	63942.5	73989.1	-0.59	1.37	3.53	533	278	255	0.06	0.184
MA0704.1	Lhx4	12692.0	15884.5	19638.7	-3.16	-1.12	0.06	269	122	147	-0.082	-0.201
MA1483.1	ELF2	41518.9	49624.5	58130.0	1.69	3.88	7.29	497	286	211	0.294	0.375
MA0498.1	Meis1	63513.4	75234.0	82271.0	-0.77	0.05	1.21	550	287	263	0.05	-0.038
MA0037.1	GATA3	11914.2	15246.5	18573.7	-1.85	0.44	0.84	255	130	125	0.022	-0.097
MA1503.1	HOXB9	23102.0	28530.0	32521.7	-0.78	0.06	1.04	339	170	169	0.013	-0.023
MA1421.1	TCF7L1	27450.6	33313.5	38546.9	-2.82	-0.88	0.19	382	179	203	-0.205	-0.169
MA0526.3	USF2	59637.8	70105.0	79019.0	-0.46	0.34	1.81	539	275	264	0.036	0.06
MA0867.2	SOX4	18553.1	23184.5	28032.7	-1.94	-0.53	0.49	315	154	161	-0.027	-0.115
MA1495.1	HOXA1	19004.8	24162.0	27877.4	-1.19	0.1	0.84	313	160	153	0.082	-0.073
MA0063.2	NKX2-5	31142.0	38660.0	43894.6	-0.85	0.07	1.29	395	200	195	0.006	0.009
MA0770.1	HSF2	40552.7	48376.5	56423.9	-2.47	-0.67	0.11	455	213	242	-0.093	-0.066
MA0743.1	SCRT1	60235.2	69812.5	79730.0	0.01	0.78	2.56	547	295	252	0.04	0.087
MA0682.2	PITX1	13348.1	17119.5	21246.7	-3.9	-1.51	0.16	283	129	154	-0.16	-0.261
MA0710.1	NOTO	18993.4	23588.5	28263.6	-3.35	-1.23	0.37	327	154	173	-0.075	-0.213
MA1539.1	NR2F6(var.3)	31608.4	39242.5	44162.4	-1.03	0.04	0.89	397	207	190	0.014	-0.044
MA0079.3	SP1	34497.0	41902.5	48300.2	-0.38	0.61	2.32	423	218	205	0.038	0.094
MA0039.1	Klf4	20268.0	25434.5	30557.6	-2.88	-0.97	0.07	336	155	181	-0.137	-0.109
MA0109.1	HLTF	26152.3	32173.0	38325.6	-4.41	-1.92	-0.47	388	169	219	-0.133	-0.174
MA0731.1	BCL6B	10654.3	14425.5	16897.7	-1.08	0.01	1.02	240	126	114	0.102	0.008
MA1556.1	RXRG(var.2)	51518.2	60611.5	70233.1	0.07	1.21	3.37	517	278	239	0.182	0.109
MA0883.1	Dmbx1	85212.5	99127.0	109307.2	-1.32	0.16	0.77	635	326	309	0.044	-0.085
MA0680.1	PAX7	8578.4	11313.0	14178.4	-2.88	-0.91	0.55	226	108	118	-0.071	-0.204
MA0258.1	ESR2	106166.0	121526.0	136070.5	-2.49	-0.76	0.21	718	343	375	-0.113	-0.046
MA1630.1	Znf281	33904.6	40723.0	47093.4	-0.35	0.39	1.92	413	217	196	0.071	0.089
MA0764.1	ETV4	41035.8	48457.0	57319.0	3.42	6.41	10.5	511	290	221	0.298	0.47
MA0678.1	OLIG2	36207.1	44497.5	49701.4	-0.86	0.05	1.24	423	217	206	0.067	-0.005
MA0075.2	Prrx2	16614.9	20914.0	24836.8	-1.77	-0.38	0.39	297	141	156	-0.038	-0.11
MA0909.1	HOXD13	23253.2	28709.5	33537.7	-2.35	-0.66	0.62	352	173	179	-0.015	-0.151
MA0058.1	MAX	32885.0	39640.5	46806.0	0.44	2.02	4.59	430	246	184	0.365	0.245
MA1564.1	SP9	46237.8	55378.0	64065.7	-0.0	1.23	3.41	495	265	230	0.164	0.137
MA1150.1	RORB	42643.2	51244.5	57023.5	-0.8	-0.08	1.07	455	224	231	-0.008	0.026
MA0703.2	LMX1B	13689.4	17514.5	21565.1	-2.31	-0.64	0.17	276	128	148	-0.139	-0.107
MA1148.1	PPARA::RXRA	107951.4	124660.0	137576.4	-0.32	0.33	1.88	717	377	340	0.065	0.023
MA1108.1	MXI1	60586.4	70690.5	79719.0	-0.43	0.37	1.75	542	278	264	0.059	0.065
MA0481.3	FOXP1	23925.9	29677.5	35355.1	-2.82	-0.88	0.25	361	170	191	-0.058	-0.108
MA0068.1	Pax4	276095.1	308012.0	324607.0	-1.25	-0.09	0.44	1114	530	584	-0.143	-0.012
MA1563.1	SOX18	20639.3	25640.5	29817.0	-0.83	-0.12	1.26	323	158	165	-0.034	0.011
MA0162.3	EGR1	52685.6	62014.0	70753.0	-2.43	-0.61	0.28	513	246	267	-0.062	-0.116
MA0080.5	SPI1	98371.0	113571.5	129186.6	0.9	2.77	5.86	724	395	329	0.083	0.23
MA0025.2	NFIL3	38245.7	46100.5	51858.8	-0.61	0.17	1.41	434	226	208	0.037	0.014
MA1619.1	Ptf1a(var.2)	33026.5	39805.0	46762.5	-0.57	0.65	2.3	413	210	203	0.041	0.142
MA0798.2	RFX3	76812.4	89423.5	99469.6	-0.63	-0.25	1.58	606	302	304	-0.007	0.046
MA0856.1	RXRG	38811.9	47671.0	52780.9	-0.94	0.02	0.96	437	222	215	0.004	-0.009
MA0471.2	E2F6	53914.8	64199.5	71449.5	-1.48	-0.18	0.67	512	254	258	-0.005	-0.053
MA1498.1	HOXA7	20873.9	25737.5	30520.6	-0.02	0.62	2.36	333	182	151	0.186	0.075
MA0039.3	KLF4	31447.2	38234.5	45474.3	0.34	1.78	4.3	420	234	186	0.086	0.205
MA0465.1	CDX2	26878.8	32821.0	37864.6	-1.26	-0.15	0.68	366	178	188	-0.065	-0.058
MA0050.1	IRF1	24673.0	30203.0	35794.4	0.86	2.5	5.34	382	221	161	0.598	0.347
MA0833.1	ATF4	62154.3	73520.0	81917.1	-0.69	0.19	1.29	548	279	269	0.017	0.057
MA0506.1	NRF1	37140.8	44649.5	52068.5	-0.19	0.65	2.32	437	230	207	0.123	0.105
MA0636.1	BHLHE41	30754.8	37756.0	44138.0	-0.42	0.45	2.03	399	207	192	0.017	0.092
MA0074.1	RXRA::VDR	38586.2	46166.0	53007.0	-2.06	-0.58	0.69	443	221	222	-0.004	-0.136
MA0740.1	KLF14	74176.2	86650.0	96935.2	-0.4	0.35	1.9	599	312	287	0.05	0.061
MA0861.1	TP73	87450.5	100677.0	111291.4	-1.41	-0.19	0.61	641	317	324	-0.01	-0.025
MA1101.2	BACH2	80697.3	93851.5	102992.6	-0.83	-0.07	1.09	615	303	312	-0.003	0.07
MA0814.2	TFAP2C(var.2)	51393.4	61157.0	68416.3	-0.85	-0.19	1.39	500	245	255	-0.024	0.031
MA0485.1	Hoxc9	36325.2	44228.5	50267.5	-1.29	0.13	0.83	424	213	211	0.012	-0.029
MA0087.1	Sox5	10806.2	14327.5	16850.9	-1.17	-0.09	0.81	241	115	126	-0.061	0.009
MA1558.1	SNAI1	31789.8	38445.5	44452.6	-0.58	0.23	1.39	398	206	192	0.025	0.009
MA0676.1	Nr2e1	17834.8	22280.5	26820.2	-0.19	0.82	2.72	313	168	145	0.086	0.137
MA0470.1	E2F4	38696.8	46603.5	53430.9	-1.53	0.28	0.79	439	225	214	0.042	-0.08
MA0745.1	SNAI2	27998.4	34774.5	39210.6	-0.84	0.05	1.14	374	190	184	0.013	-0.012
MA0470.2	E2F4	68574.0	79668.0	90165.0	-0.44	0.97	2.97	587	304	283	0.051	0.158
MA0594.2	HOXA9	31901.0	38330.5	45575.7	-0.06	1.09	3.09	412	221	191	0.052	0.096
MA0103.1	ZEB1	11826.2	14905.5	17943.6	-0.45	0.31	1.53	250	134	116	0.15	0.102
MA0486.2	HSF1	35162.4	42603.5	49839.0	-2.54	-0.64	-0.02	427	195	232	-0.04	-0.074
MA1132.1	JUN::JUNB	28538.5	34364.5	40833.2	0.62	2.48	5.69	406	223	183	0.203	0.248
MA0716.1	PRRX1	15372.3	19097.0	23175.9	-2.32	-0.65	0.36	288	138	150	-0.054	-0.151
MA1644.1	NFYC	35925.5	43956.0	50363.3	-1.27	-0.14	0.79	423	208	215	-0.009	-0.027
MA0774.1	MEIS2	14469.8	18347.0	22316.4	-2.52	-0.76	0.27	284	133	151	-0.098	-0.165
MA1135.1	FOSB::JUNB	26136.6	32089.0	36887.2	-0.55	0.34	1.73	366	190	176	0.034	0.126
MA0509.1	Rfx1	53609.7	63444.0	71506.2	-1.49	-0.22	0.55	510	243	267	-0.049	-0.028
MA1463.1	ARGFX	13356.4	17031.5	20928.9	-3.02	-1.1	0.13	278	128	150	-0.113	-0.208
MA0687.1	SPIC	54369.2	63785.0	74092.1	3.49	6.8	10.59	583	338	245	0.297	0.39
MA0871.2	TFEC	40584.6	48244.0	55962.8	-0.2	0.49	2.06	451	239	212	0.06	0.099
MA1533.1	NR1I2	85309.8	100159.0	109051.0	-1.03	0.04	0.94	634	321	313	0.028	-0.015
MA1508.1	IKZF1	41997.4	49691.5	57531.4	0.32	1.73	4.38	476	261	215	0.154	0.179
MA0624.1	NFATC1	41676.2	50779.0	57404.6	-1.67	-0.28	0.42	458	217	241	-0.072	-0.044
MA0602.1	Arid5a	37674.0	45060.5	52308.4	-2.03	-0.43	0.39	435	211	224	-0.082	-0.059
MA0473.2	ELF1	40194.8	47592.5	56155.4	2.53	5.35	8.98	499	297	202	0.342	0.436
MA1628.1	Zic1::Zic2	30684.5	38084.0	44027.7	0.01	0.37	1.92	399	220	179	0.084	0.022
