id	motif	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
MA0898.1	Hmx3	1554042.8	1661968.0	1775427.6	-4.94	-2.18	0.79	2660	1299	1361	-0.05	-0.083
MA0472.1	EGR2	1542982.0	1660556.0	1776106.6	0.53	2.23	4.9	2660	1380	1280	0.095	0.129
MA0693.2	VDR	517435.8	569143.5	622704.8	0.25	1.59	4.04	1560	828	732	0.128	0.062
MA1419.1	IRF4	1249999.3	1349023.5	1429052.2	-0.44	0.33	1.82	2343	1201	1142	0.014	0.03
MA0070.1	PBX1	938463.5	1015953.0	1087736.6	-1.83	-0.39	0.59	2037	1017	1020	-0.01	-0.039
MA0158.2	HOXA5	574821.2	633259.5	682478.8	0.0	0.38	1.81	1610	838	772	0.055	0.02
MA0910.2	HOXD8	576258.3	633483.5	687742.1	-2.27	-0.54	0.31	1616	793	823	-0.014	-0.039
MA0711.1	OTX1	631755.2	691549.0	753265.0	-3.54	-1.38	0.01	1712	823	889	-0.129	-0.048
MA0007.1	Ar	2644777.8	2804417.5	2968130.5	-1.63	1.59	3.87	3425	1716	1709	0.003	0.074
MA0508.2	PRDM1	649828.4	719225.5	760566.6	-0.7	0.05	1.11	1699	876	823	0.028	-0.006
MA1594.1	ZNF382	2370041.8	2521583.5	2673058.9	0.29	1.74	4.3	3254	1695	1559	0.109	0.074
MA0733.1	EGR4	2366343.6	2530698.5	2643448.1	-0.59	0.2	1.36	3197	1614	1583	0.032	0.019
MA0041.1	Foxd3	1031574.4	1117295.0	1205075.2	-2.71	-0.9	0.62	2155	1064	1091	-0.058	-0.072
MA0604.1	Atf1	664480.7	728868.5	790066.9	3.05	6.07	10.58	1833	1048	785	0.189	0.167
MA0599.1	KLF5	826478.8	896158.5	969377.9	1.11	3.1	6.28	1981	1053	928	0.054	0.183
MA0514.1	Sox3	654889.4	715219.5	770675.0	-0.27	0.53	2.03	1716	878	838	0.049	0.047
MA0612.1	EMX1	715482.7	786026.5	855772.1	-4.49	-1.97	-0.4	1837	852	985	-0.119	-0.076
MA0102.2	CEBPA	486734.1	534835.0	590418.3	5.11	8.74	13.39	1608	939	669	0.242	0.217
MA1557.1	SMAD5	914536.1	984771.5	1060661.7	-4.89	-2.15	-0.46	2056	986	1070	-0.07	-0.125
MA1478.1	DMRTA2	1110082.0	1194844.0	1283414.3	0.5	2.11	4.8	2260	1191	1069	0.089	0.069
MA0692.1	TFEB	904857.2	987485.5	1045805.8	-0.75	-0.14	1.34	1996	994	1002	-0.005	0.035
MA0153.1	HNF1B	916439.0	992692.5	1071143.3	0.1	1.05	2.98	2037	1077	960	0.133	0.053
MA0052.2	MEF2A	1414842.9	1514868.0	1621213.6	-0.27	0.88	2.69	2505	1278	1227	0.044	0.062
MA0033.1	FOXL1	663227.2	731405.0	776610.3	-1.43	-0.15	0.75	1719	856	863	-0.004	-0.007
MA0114.4	HNF4A	1031569.1	1119689.5	1205617.4	1.05	3.06	6.11	2208	1171	1037	0.031	0.093
MA0477.1	FOSL1	668050.5	735737.0	802635.4	3.57	6.87	11.2	1851	997	854	0.209	0.298
MA1566.1	TBX3	970140.6	1053080.0	1120342.9	-1.61	-0.25	0.04	2067	997	1070	-0.015	-0.013
MA0154.2	EBF1	849616.6	927059.0	994246.5	-1.78	-0.36	0.6	1945	970	975	-0.014	-0.01
MA0910.1	Hoxd8	1510415.6	1623986.5	1739107.2	-0.1	0.94	2.98	2595	1331	1264	0.072	0.038
MA0004.1	Arnt	524442.6	578571.0	633445.6	-3.75	-1.42	-0.19	1569	716	853	-0.07	-0.113
MA0145.1	Tcfcp2l1	1301185.1	1396736.5	1481389.4	-1.67	-0.34	0.43	2384	1163	1221	-0.072	-0.002
MA0117.1	Mafb	550032.6	607409.5	655378.9	-0.76	-0.49	2.08	1581	788	793	-0.018	0.041
MA0685.1	SP4	1916171.7	2050903.5	2169019.6	-0.44	0.36	1.73	2888	1468	1420	0.018	0.042
MA0478.1	FOSL2	681919.0	746624.5	809496.6	4.87	8.46	13.88	1882	1034	848	0.194	0.306
MA0706.1	MEOX2	735363.2	810266.0	861214.5	-1.14	-0.1	0.71	1806	892	914	-0.017	-0.017
MA0813.1	TFAP2B(var.3)	1176349.5	1270641.5	1357604.7	-2.44	-0.63	0.69	2287	1139	1148	-0.018	-0.042
MA0913.2	HOXD9	745310.6	808829.0	877241.7	-5.38	-2.53	-0.59	1874	881	993	-0.066	-0.104
MA0614.1	Foxj2	569790.8	630165.5	688037.9	-0.08	1.45	3.87	1637	850	787	0.084	0.059
MA1128.1	FOSL1::JUN	816015.6	892352.5	963995.6	11.47	16.4	22.98	2126	1224	902	0.188	0.358
MA0888.1	EVX2	819161.5	893234.0	967494.4	-3.67	-1.37	-0.19	1942	930	1012	-0.063	-0.062
MA0090.3	TEAD1	1125900.4	1220479.0	1291928.9	-1.43	-0.18	0.62	2221	1098	1123	-0.017	-0.015
MA0132.1	Pdx1	316588.5	355897.5	394443.6	-3.63	-1.4	0.22	1235	593	642	-0.045	-0.139
MA1111.1	NR2F2	871449.0	959739.5	1013591.5	-1.11	0.06	0.82	1963	993	970	0.027	-0.008
MA0442.1	SOX10	282147.0	314736.5	349753.4	-0.11	1.08	3.11	1156	603	553	0.036	0.067
MA1524.1	MSGN1	899898.2	982303.5	1060956.3	1.32	3.51	6.62	2079	1108	971	0.074	0.132
MA0518.1	Stat4	1049275.3	1138073.0	1215749.5	-0.1	0.57	2.26	2163	1114	1049	0.042	0.034
MA0098.3	ETS1	797924.4	870820.0	946857.6	0.23	1.62	4.0	1924	1018	906	0.066	0.087
MA0621.1	mix-a	744844.0	824784.5	874012.0	-0.9	0.03	1.1	1818	926	892	0.016	-0.026
MA0814.1	TFAP2C(var.2)	1071060.7	1159435.5	1251578.6	-4.91	-2.12	-0.5	2227	1059	1168	-0.078	-0.105
MA0852.1	Foxk1	1680747.6	1801455.0	1914266.6	-0.4	0.92	2.81	2731	1387	1344	0.045	0.053
MA0069.1	PAX6	1423138.7	1529879.0	1638416.6	-2.56	-0.73	0.17	2512	1220	1292	-0.057	-0.037
MA0704.1	Lhx4	562234.7	615752.0	668268.7	-2.27	-0.58	0.15	1595	770	825	-0.055	-0.038
MA1483.1	ELF2	1039138.9	1127751.5	1218318.4	1.3	3.51	6.91	2224	1209	1015	0.125	0.121
MA0498.1	Meis1	1351614.1	1455936.5	1547549.7	-0.52	0.68	2.57	2449	1234	1215	0.019	0.038
MA0037.1	GATA3	380022.1	422964.0	464267.4	-4.06	-1.62	-0.22	1349	641	708	-0.081	-0.076
MA1503.1	HOXB9	867476.6	937491.0	1005175.3	-0.09	0.46	1.95	1960	1012	948	0.043	0.062
MA1421.1	TCF7L1	938400.3	1018805.5	1099622.6	-0.33	1.29	3.51	2070	1063	1007	0.088	0.1
MA0526.3	USF2	1265114.6	1356174.5	1457472.2	-0.63	1.57	4.0	2392	1219	1173	0.045	0.103
MA0867.2	SOX4	712665.2	783319.0	830674.0	-0.83	-0.1	1.31	1776	881	895	-0.004	0.03
MA1495.1	HOXA1	609643.8	672270.0	717439.8	-0.72	0.09	1.25	1645	834	811	0.023	0.003
MA0063.2	NKX2-5	939286.4	1023398.0	1087409.7	-0.65	0.16	1.33	2033	1038	995	0.013	-0.013
MA0770.1	HSF2	1168513.2	1267423.5	1333437.3	-1.22	-0.13	0.73	2260	1129	1131	-0.007	-0.021
MA0743.1	SCRT1	1331946.7	1426873.0	1534157.2	-10.11	-5.73	-3.02	2531	1159	1372	-0.104	-0.187
MA0682.2	PITX1	537464.2	589338.5	643093.8	-3.44	-1.28	-0.06	1580	755	825	-0.096	-0.063
MA0710.1	NOTO	780834.7	852643.0	906746.8	-0.56	0.23	1.47	1860	949	911	0.029	-0.017
MA1539.1	NR2F6(var.3)	1235148.6	1332946.0	1435466.1	0.98	2.97	5.83	2403	1277	1126	0.091	0.149
MA0079.3	SP1	1095905.9	1184949.0	1279220.4	0.0	0.88	2.76	2218	1146	1072	0.022	0.083
MA0039.1	Klf4	638214.1	699239.5	761581.0	-0.18	0.8	2.6	1706	878	828	0.046	0.047
MA0109.1	HLTF	907326.7	987437.0	1060795.4	-2.21	-0.52	0.32	2014	987	1027	-0.027	-0.015
MA0731.1	BCL6B	910122.6	985995.0	1058832.6	-2.95	-0.94	0.12	2027	980	1047	-0.097	-0.1
MA1556.1	RXRG(var.2)	1247325.8	1341465.5	1437678.5	-0.1	1.49	3.8	2377	1225	1152	0.088	0.073
MA0883.1	Dmbx1	1931329.0	2088183.0	2176555.4	-1.11	-0.02	0.75	2891	1415	1476	-0.037	-0.014
MA0680.1	PAX7	706137.8	777870.0	824500.6	-1.15	0.07	0.77	1768	893	875	0.012	-0.032
MA0258.1	ESR2	1935002.3	2069729.5	2186969.6	-2.11	-0.5	0.3	2908	1423	1485	-0.064	-0.013
MA1630.1	Znf281	1153678.4	1241789.0	1327482.9	-1.36	-0.41	1.56	2252	1098	1154	-0.036	0.099
MA0764.1	ETV4	779667.3	850346.0	922926.1	-0.08	1.16	3.28	1890	979	911	0.006	0.066
MA0678.1	OLIG2	858802.1	937650.5	1012460.1	0.22	1.45	3.69	1991	1043	948	0.074	0.098
MA0075.2	Prrx2	582588.0	643544.5	689715.0	-1.59	-0.18	0.49	1614	782	832	-0.037	-0.012
MA0909.1	HOXD13	765535.0	832410.0	899376.0	-0.84	0.98	2.99	1865	940	925	0.019	0.085
MA0058.1	MAX	1005713.5	1095507.5	1155875.8	-1.03	-0.0	0.85	2093	1023	1070	-0.024	0.002
MA1564.1	SP9	1332805.3	1431479.0	1537903.9	2.29	5.2	9.28	2527	1379	1148	0.106	0.173
MA1150.1	RORB	987055.0	1073570.0	1140216.5	-0.51	0.19	1.39	2084	1072	1012	0.038	0.003
MA0703.2	LMX1B	788504.0	861179.0	918670.6	-1.27	-0.12	0.75	1863	930	933	-0.01	-0.025
MA1148.1	PPARA::RXRA	2043067.5	2175959.5	2308480.7	0.11	1.14	3.19	3007	1563	1444	0.067	0.037
MA1108.1	MXI1	1584307.0	1700032.0	1796791.1	-1.86	-0.37	-0.04	2631	1248	1383	-0.082	0.008
MA0481.3	FOXP1	983521.0	1075509.0	1130693.7	-1.0	-0.0	0.92	2074	1023	1051	-0.018	0.005
MA0068.1	Pax4	3861883.2	4089923.5	4235654.2	-1.28	-0.14	0.71	4057	2015	2042	-0.015	0.008
MA1563.1	SOX18	780267.1	857154.5	901980.5	-0.77	0.07	1.16	1856	935	921	0.005	0.014
MA0162.3	EGR1	1694354.1	1815688.5	1937231.1	-0.09	0.98	2.93	2744	1411	1333	0.062	0.046
MA0080.5	SPI1	1646065.4	1762627.5	1883133.8	3.26	6.49	11.1	2816	1542	1274	0.117	0.193
MA0025.2	NFIL3	927585.7	1007025.5	1083530.4	4.24	7.46	12.23	2160	1200	960	0.152	0.193
MA1619.1	Ptf1a(var.2)	938152.4	1023380.5	1087982.3	-1.43	-0.21	0.58	2036	1002	1034	-0.027	-0.024
MA0798.2	RFX3	1354117.3	1455743.5	1552012.3	-3.18	-1.06	0.06	2462	1193	1269	-0.023	-0.057
MA0856.1	RXRG	1222037.8	1322717.0	1412079.7	-3.69	-1.33	-0.19	2356	1131	1225	-0.033	-0.063
MA0471.2	E2F6	1479528.7	1597045.0	1669913.8	-1.31	0.12	0.78	2536	1286	1250	0.037	-0.051
MA1498.1	HOXA7	617879.2	679920.5	731880.0	-2.2	-0.54	0.47	1674	827	847	-0.029	-0.037
MA0039.3	KLF4	1084403.6	1176810.0	1267120.0	-0.59	1.84	4.41	2237	1146	1091	0.023	0.109
MA0465.1	CDX2	851992.1	932262.0	992622.8	-1.21	-0.15	0.68	1940	966	974	-0.017	-0.021
MA0050.1	IRF1	702997.7	763109.0	828121.4	-0.63	2.84	5.85	1827	944	883	0.138	0.178
MA0833.1	ATF4	1025222.2	1110544.0	1200943.2	6.53	10.69	16.1	2301	1338	963	0.247	0.246
MA0506.1	NRF1	1478341.0	1580350.5	1690638.4	-3.77	-1.59	0.28	2580	1254	1326	-0.045	-0.106
MA0636.1	BHLHE41	945024.7	1029733.0	1098765.8	-1.62	-0.23	0.6	2043	1015	1028	-0.004	-0.029
MA0074.1	RXRA::VDR	1122970.0	1208620.0	1293466.6	-2.12	-0.56	0.25	2228	1092	1136	-0.04	-0.051
MA0740.1	KLF14	1558342.5	1675035.0	1787547.7	0.47	1.96	4.49	2665	1395	1270	0.05	0.106
MA0861.1	TP73	2062168.2	2196959.0	2321207.7	0.05	0.8	2.58	3009	1567	1442	0.026	0.021
MA1101.2	BACH2	1778859.0	1897338.5	2028773.5	2.56	5.3	9.0	2900	1537	1363	0.09	0.193
MA0814.2	TFAP2C(var.2)	1472780.4	1583742.0	1683792.6	-2.54	-0.67	-0.02	2553	1228	1325	-0.056	-0.034
MA0485.1	Hoxc9	1199366.2	1299778.0	1389157.0	-0.1	0.91	2.94	2323	1193	1130	0.058	0.071
MA0087.1	Sox5	384217.0	432417.0	463286.6	-1.05	-0.02	0.91	1316	640	676	-0.061	0.016
MA1558.1	SNAI1	752176.2	820982.5	892061.3	-8.5	-4.57	-2.06	1921	883	1038	-0.057	-0.164
MA0676.1	Nr2e1	550516.9	605235.0	658779.7	-0.23	0.9	2.71	1591	820	771	0.034	0.072
MA0470.1	E2F4	1326123.2	1437494.5	1496154.4	-1.06	0.02	0.99	2399	1223	1176	0.014	-0.031
MA0745.1	SNAI2	678004.6	739827.0	804795.9	-8.5	-4.61	-2.04	1827	840	987	-0.076	-0.18
MA0470.2	E2F4	1499037.9	1604822.5	1715322.2	-5.85	-2.98	-1.04	2632	1221	1411	-0.084	-0.125
MA0594.2	HOXA9	1082572.3	1183320.5	1239347.0	-1.06	-0.02	1.13	2177	1078	1099	-0.001	0.018
MA0103.1	ZEB1	362834.2	405387.5	450523.6	-25.24	-18.49	-12.95	1488	576	912	-0.169	-0.362
MA0486.2	HSF1	1116253.3	1210937.5	1274147.9	-1.46	-0.14	0.69	2210	1087	1123	-0.017	-0.012
