Merged motif (Total sequences: 1221)	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
HOXB4$MA1499.1|HOXC4$MA1504.1|HOXD4$MA1507.1|HOXB6$MA1500.1|HOXB8$MA1502.1|HOXD8$MA0910.2|HOXC8$MA1505.1|Barhl1$MA0877.1|HOXA4$MA1496.1|HOXA1$MA1495.1|PDX1$MA0132.2|Lhx8$MA0705.1|LHX2$MA0700.2|ISX$MA0654.1|HOXA7$MA1498.1|NKX6-2$MA0675.1|RAX$MA0718.1|HOXB2$MA0902.2|EMX1$MA0612.2|VAX1$MA0722.1|Lhx4$MA0704.1|HOXA6$MA1497.1|VAX2$MA0723.1|GBX2$MA0890.1|NKX6-1$MA0674.1|HOXD3$MA0912.2|HOXB5$MA0904.2|MNX1$MA0707.1|Dlx2$MA0885.1|Hoxd3$MA0912.1|BSX$MA0876.1|HESX1$MA0894.1|GSX2$MA0893.2|BARX1$MA0875.1|MSX2$MA0708.1|LHX9$MA0701.1|LMX1A$MA0702.2|Msx3$MA0709.1|Hoxb5$MA0904.1|TLX2$MA1577.1|VSX1$MA0725.1|Shox2$MA0720.1|LMX1B$MA0703.1|DRGX$MA1481.1|LBX2$MA0699.1|MSX1$MA0666.1|Dlx3$MA0880.1|LHX5$MA1519.1|DLX6$MA0882.1|LMX1A$MA0702.1|UNCX$MA0721.1|SHOX$MA0630.1|Dlx4$MA0881.1|ARGFX$MA1463.1|PRRX1$MA0716.1|LHX9$MA0701.2|EN1$MA0027.2|ALX3$MA0634.1|LMX1B$MA0703.2|VSX2$MA0726.1|HOXA2$MA0900.2|Pdx1$MA0132.1|DLX5$MA1476.1|LHX1$MA1518.1|RAX2$MA0717.1|MEOX2$MA0706.1|GSX2$MA0893.1|PRRX2$MA0075.3|Nobox$MA0125.1|ESX1$MA0644.1|Prrx2$MA0075.2|Alx1$MA0854.1|MIXL1$MA0662.1|EMX1$MA0612.1|HOXA5$MA0158.2|EN2$MA0642.1|HOXB7$MA1501.1|EMX2$MA0886.1|GBX1$MA0889.1|GSX1$MA0892.1|Alx4$MA0853.1|MEOX1$MA0661.1|HOXB3$MA0903.1|LHX6$MA0658.1|LBX1$MA0618.1|NOTO$MA0710.1|HOXB2$MA0902.1|HOXA2$MA0900.1|PAX4$MA0068.2|POU6F1$MA0628.1|Dlx1$MA0879.1|EVX1$MA0887.1|EVX2$MA0888.1|LHX2$MA0700.1|mix-a$MA0621.1|Prrx2$MA0075.1	3819.22	5268.35	6809.87	-2.98	-1.06	0.1	138	48	90	-0.449	-0.448
Foxo1$MA0480.1|FOXA1$MA0148.3|FOXP2$MA0593.1|FOXF2$MA0030.1|FOXP1$MA0481.2|FOXA3$MA1683.1|FOXP3$MA0850.1|Foxl2$MA1607.1|Foxa2$MA0047.2|FOXN3$MA1489.1|FOXA2$MA0047.3|FOXP1$MA0481.3|Foxj3$MA0851.1|FOXD1$MA0031.1|FOXD2$MA0847.2|FOXD2$MA0847.1|FOXP1$MA0481.1|Foxf1$MA1606.1|FOXA1$MA0148.2|FOXG1$MA0613.1|FOXA1$MA0148.1|FOXC2$MA0846.1|FOXL1$MA0033.2|Foxj2$MA0614.1|Foxk1$MA0852.1|FOXO3$MA0157.2|FOXK2$MA1103.2|FOXC1$MA0032.2|FOXK2$MA1103.1|FOXK1$MA0852.2|FOXO6$MA0849.1|FOXA1$MA0148.4|FOXI1$MA0042.2|FOXO4$MA0848.1|FOXB1$MA0845.1	6775.6	8999.43	10850.75	-0.76	0.2	1.42	189	110	79	0.329	0.255
TBX6$MA1567.1|TBX4$MA0806.1|TBX3$MA1566.1|MGA$MA0801.1|TBX1$MA0805.1|TBX5$MA0807.1|TBX18$MA1565.1|TBX2$MA0688.1|TBX21$MA0690.1|TBR1$MA0802.1|TBX15$MA0803.1|EOMES$MA0800.1|TBX20$MA0689.1	6827.03	9005.88	11270.85	-0.07	1.17	3.15	215	124	91	0.227	0.298
ZBTB7B$MA0694.1|ZBTB7A$MA0750.1|ZBTB7C$MA0695.1	11867.37	15252.33	17950.17	-0.91	0.15	1.34	249	127	122	0.028	0.104
SPIB$MA0081.2|ETS2$MA1484.1|ELF5$MA0136.2|ETV4$MA0764.1|Spi1$MA0080.3|ETS1$MA0098.3|Gabpa$MA0062.2|ETV2$MA0762.1|ETV1$MA0761.1|ETV5$MA0765.2|ELK3$MA0759.1|FEV$MA0156.2|EHF$MA0598.3|ETV5$MA0765.1|ELK1$MA0028.2|ERG$MA0474.2|SPI1$MA0080.5|ELF4$MA0641.1|ZBTB7A$MA0750.2|ELF1$MA0473.1|FLI1$MA0475.2|ETV6$MA0645.1|ERF$MA0760.1|ELF1$MA0473.2|EHF$MA0598.2|ELK4$MA0076.2|FEV$MA0156.1|ELK4$MA0076.1|ELF3$MA0640.1|ETV1$MA0761.2|ELF2$MA1483.1|FLI1$MA0475.1|ELF5$MA0136.1|ELF1$MA0473.3|ETV3$MA0763.1|GABPA$MA0062.3|ELF3$MA0640.2|Ets1$MA0098.2|ELK1$MA0028.1|Erg$MA0474.1|SPI1$MA0080.2|IKZF1$MA1508.1|GABPA$MA0062.1|ETS1$MA0098.1|EHF$MA0598.1|ETV4$MA0764.2	8162.7	10577.65	13331.8	7.31	11.26	15.86	338	238	100	0.643	0.911
Myb$MA0100.2	4887.9	6663.5	8629.4	0.0	1.01	3.05	176	99	77	0.16	0.235
NFIC$MA0161.1|NFIX$MA0671.1|NFIC$MA0161.2|NFIA$MA0670.1	3221.95	4523.38	5977.58	-5.11	-2.54	-0.84	110	34	76	-0.507	-0.585
THAP11$MA1573.1	15236.0	19567.0	22459.8	-0.85	0.07	1.19	281	146	135	0.035	0.01
BARHL1$MA0877.2|BARHL2$MA0635.1	5331.6	7331.5	8688.1	-1.05	0.06	0.88	173	87	86	0.01	-0.013
Esrra$MA0592.2|NR4A1$MA1112.1|NR2F2$MA1111.1|Esrrb$MA0141.2|Esrrb$MA0141.1|ESRRA$MA0592.1|NR4A1$MA1112.2|ESRRB$MA0141.3|ESRRA$MA0592.3|Nr5a2$MA0505.1|Esrrg$MA0643.1|NR5A1$MA1540.1	8973.6	11732.58	14052.59	-1.25	-0.15	0.98	213	96	117	-0.116	-0.181
NFIX(var.2)$MA1528.1|NFIC(var.2)$MA1527.1|NFIB$MA1643.1|NFIC::TLX1$MA0119.1	9452.1	12270.88	14765.32	-1.61	-0.24	0.66	238	110	128	-0.106	-0.117
THAP1$MA0597.1	4374.2	6047.0	7894.1	-5.88	-2.71	-0.88	181	67	114	-0.246	-0.214
TFDP1$MA1122.1|E2F1$MA0024.2|E2F3$MA0469.1|E2F6$MA0471.2|E2F6$MA0471.1|E2F4$MA0470.1	9776.08	12716.0	15019.13	-0.99	0.03	1.13	254	137	117	0.069	0.075
XBP1$MA0844.1|CREB3L4$MA1474.1|ATF6$MA1466.1|CREB3$MA0638.1|CREB3L1$MA0839.1	12188.54	15374.2	18993.36	-0.01	1.39	3.56	296	167	129	0.205	0.301
ONECUT1$MA0679.2|ONECUT2$MA0756.1|ONECUT3$MA0757.1|ONECUT1$MA0679.1	9394.02	12174.25	14715.78	-2.22	-0.66	0.21	259	108	151	-0.265	-0.217
IRF8$MA0652.1|IRF1$MA0050.1|STAT1$MA0137.1|STAT1::STAT2$MA0517.1|IRF1$MA0050.2|IRF4$MA1419.1|IRF9$MA0653.1|IRF7$MA0772.1|IRF5$MA1420.1|IRF3$MA1418.1|IRF2$MA0051.1	8525.37	11026.95	13821.83	8.04	12.13	16.78	281	196	85	1.357	1.26
EGR1$MA0162.2|EGR2$MA0472.1|Egr1$MA0162.1|EGR1$MA0162.4|EGR2$MA0472.2|EGR1$MA0162.3|EGR4$MA0733.1|EGR3$MA0732.1	12138.52	15638.75	18449.04	-0.48	0.55	2.08	239	135	104	0.227	0.266
TGIF1$MA0796.1|PKNOX2$MA0783.1|TGIF2$MA0797.1|TGIF2LX$MA1571.1|PKNOX1$MA0782.1|TGIF2LY$MA1572.1	6253.87	8341.33	10346.65	-0.45	0.4	1.84	158	83	75	0.011	0.167
TEAD1$MA0090.2|TEAD4$MA0809.1|TEAD1$MA0090.3|TEAD4$MA0809.2|TEAD3$MA0808.1|TEAD1$MA0090.1|TEAD2$MA1121.1	9897.87	12735.36	15537.84	-2.7	-0.56	0.46	227	95	132	-0.1	-0.273
TFCP2$MA0145.3|GRHL2$MA1105.2|GRHL1$MA0647.1|GRHL2$MA1105.1	7957.83	10416.25	12913.95	-0.16	1.0	2.91	208	120	88	0.231	0.235
PAX1$MA0779.1|PAX9$MA0781.1	10274.15	13148.25	16505.65	0.7	2.54	5.24	291	164	127	0.274	0.384
NEUROD2$MA0668.1|ATOH7$MA1468.1|TCF21(var.2)$MA1568.1|OLIG1$MA0826.1|NEUROG1$MA0623.2|NEUROG2$MA0669.1|BHLHE23$MA0817.1|Atoh1$MA0461.2|Neurog1$MA0623.1|OLIG3$MA0827.1|BHLHE22$MA0818.1|TFAP4(var.2)$MA1570.1|Bhlha15$MA0607.1|Twist2$MA0633.1|OLIG2$MA0678.1	6827.74	9149.5	11035.83	-0.73	0.14	1.42	204	111	93	0.199	0.109
RUNX2$MA0511.2|RUNX3$MA0684.1|RUNX1$MA0002.2|RUNX2$MA0511.1|RUNX1$MA0002.1	8766.8	11319.5	14013.3	-0.34	0.96	2.86	190	110	80	0.295	0.313
CEBPA$MA0102.3|CEBPA$MA0102.4|CEBPD$MA0836.2|CEBPB$MA0466.1	7985.83	10592.12	12774.95	-1.62	-0.29	0.52	191	83	108	-0.272	-0.123
TFAP2A(var.2)$MA0810.1|TFAP2C$MA0524.2|TFAP2B$MA0811.1	8046.6	10505.0	12749.57	-0.45	0.41	1.95	214	114	100	0.087	0.164
RXRG$MA0856.1|RXRB$MA0855.1|Rxra$MA0512.2|HNF4A$MA0114.1|Pparg::Rxra$MA0065.2|Nr2f6$MA0677.1|PPARG::RXRA$MA0065.1|HNF4A$MA0114.2|HNF4G$MA0484.1|THRB$MA1574.1|NR2F1(var.2)$MA1537.1|NR2C2$MA0504.1|PPARD$MA1550.1	12442.01	15894.85	18756.4	-0.97	0.17	1.45	231	122	109	0.033	0.28
Stat5a$MA1624.1|Stat5b$MA1625.1|Stat5a::Stat5b$MA0519.1	6951.97	9148.67	11440.67	-2.24	-0.58	0.37	188	88	100	-0.047	-0.197
NR1D2$MA1532.1|NR1D1$MA1531.1	13542.1	17125.25	20172.25	-0.54	0.32	1.68	286	147	139	0.042	0.11
CUX1$MA0754.1|CUX2$MA0755.1	4755.15	6484.0	7939.4	-1.44	-0.2	0.66	163	76	87	-0.048	-0.183
RARG(var.3)$MA1553.1|RARB(var.3)$MA1552.1|RXRB(var.2)$MA1555.1|RXRG(var.2)$MA1556.1	10611.82	13730.12	16329.8	-0.63	0.36	1.77	252	127	125	0.031	0.141
Zfx$MA0146.2|Zfx$MA0146.1	8368.9	11184.75	13201.7	-1.0	0.02	0.96	211	106	105	0.022	0.015
NKX2-3$MA0672.1|NKX2-8$MA0673.1|Nkx3-2$MA0122.3|Nkx3-1$MA0124.2|NKX3-2$MA0122.2|ISL2$MA0914.1	7295.27	9612.92	11711.97	-0.76	0.12	1.5	216	112	104	0.034	0.097
MEF2A$MA0052.4|MEF2D$MA0773.1|MEF2A$MA0052.3|MEF2B$MA0660.1|MEF2C$MA0497.1|MEF2A$MA0052.1|MEF2A$MA0052.2	6496.36	8609.5	10930.46	-0.26	1.34	3.46	224	126	98	0.245	0.242
JUND(var.2)$MA0492.1|Atf3$MA0605.1|JUN$MA0488.1|FOSL1::JUND(var.2)$MA1143.1|CREB1$MA0018.2|CREB3L4(var.2)$MA1475.1|Atf1$MA0604.1|JUN::JUNB(var.2)$MA1133.1|CREM$MA0609.2|ATF3$MA0605.2|FOSL1::JUN(var.2)$MA1129.1|ATF7$MA0834.1|JUNB(var.2)$MA1140.1|GMEB2$MA0862.1|CREB1$MA0018.3|FOSL2::JUN(var.2)$MA1131.1|JDP2(var.2)$MA0656.1|Crem$MA0609.1|FOSL2::JUNB(var.2)$MA1139.1|ATF2$MA1632.1|FOS::JUN(var.2)$MA1126.1|JUNB(var.2)$MA1140.2|FOSB::JUNB(var.2)$MA1136.1|Gmeb1$MA0615.1|FOSL2::JUND(var.2)$MA1145.1|Creb5$MA0840.1|FOSB::JUN$MA1127.1|CREB1$MA0018.4	11207.62	14507.46	17007.66	-1.03	-0.01	1.22	285	133	152	-0.109	-0.228
CENPB$MA0637.1	18129.2	22119.5	26135.1	-0.39	0.48	2.16	307	161	146	0.066	0.096
NR4A2$MA0160.1	3210.5	4432.0	5713.8	-0.53	0.62	2.2	141	73	68	0.06	0.219
SOX9$MA0077.1|Sox17$MA0078.1|SOX13$MA1120.1|SOX2$MA0143.4|SOX8$MA0868.2|SOX15$MA1152.1|Sox6$MA0515.1|SOX4$MA0867.2|SOX10$MA0442.2|Sox3$MA0514.1	4503.88	6195.4	7880.29	-2.95	-1.03	0.13	152	50	102	-0.562	-0.388
Meis1$MA0498.1|PBX2$MA1113.1|PBX3$MA1114.1|PKNOX1$MA0782.2	13278.3	16632.5	20105.62	-0.04	0.94	2.74	278	160	118	0.193	0.32
Hmx2$MA0897.1|Hmx3$MA0898.1|Hmx1$MA0896.1	16138.4	20029.17	23789.47	-1.95	-0.46	0.31	286	132	154	-0.155	-0.118
PBX1$MA0070.1	6504.3	8673.0	10915.7	-3.73	-1.46	-0.21	204	86	118	-0.334	-0.302
PITX2$MA1547.1|PITX1$MA0682.2|OTX2$MA0712.2|Pitx1$MA0682.1|OTX2$MA0712.1|GSC$MA0648.1|GSC2$MA0891.1|OTX1$MA0711.1|PITX3$MA0714.1	5327.52	7171.5	8951.43	-1.88	-0.42	0.39	155	67	88	-0.12	-0.15
SMAD5$MA1557.1|SMAD3$MA0795.1	4486.1	6198.25	7893.9	-2.27	-0.65	0.2	175	76	99	-0.085	-0.222
DMRT3$MA0610.1|DMRTC2$MA1479.1|DMRTA2$MA1478.1	7444.87	9813.5	12028.27	-2.51	-0.45	0.37	190	82	108	-0.191	-0.305
HNF4A$MA0114.4|HNF4G$MA0484.2	11365.25	14565.75	17537.9	-2.06	-0.48	0.41	250	119	131	-0.052	-0.079
EBF1$MA0154.4|EBF1$MA0154.2	8659.65	11269.25	13662.85	-0.38	0.48	2.06	252	139	113	0.11	0.183
Tcfcp2l1$MA0145.1|Tcfcp2l1$MA0145.2	12368.35	16202.25	18526.45	-1.1	-0.01	0.94	255	126	129	-0.015	-0.048
TFAP2B(var.3)$MA0813.1|TFAP2C(var.3)$MA0815.1|TFAP2A(var.3)$MA0872.1	5832.17	7902.5	9966.83	-0.09	0.79	2.65	197	112	85	0.329	0.119
Hoxd9$MA0913.1|CDX1$MA0878.1|HOXB13$MA0901.2|HOXA10$MA0899.1|HOXA13$MA0650.2|CDX2$MA0465.1|CDX2$MA0465.2|HOXB13$MA0901.1|HOXD9$MA0913.2|HOXD13$MA0909.1|HOXA13$MA0650.1|CDX1$MA0878.2|HOXD13$MA0909.2|CDX4$MA1473.1	5038.56	6895.29	8575.18	-1.81	-0.33	0.64	163	66	97	-0.298	-0.245
SOX10$MA0442.1	1520.9	2390.0	3013.0	-1.12	0.05	0.9	98	50	48	0.035	0.007
MSGN1$MA1524.1	9442.0	12367.0	14652.8	-0.61	0.19	1.39	226	118	108	0.059	0.027
Stat4$MA0518.1|STAT1$MA0137.3|STAT3$MA0144.2|STAT1$MA0137.2	8125.95	10648.88	12817.08	-0.52	0.26	1.66	226	125	101	0.157	0.06
HOXC12$MA0906.1|HOXC9$MA0485.2|HOXC11$MA0651.1|HOXC10$MA0905.1|HOXB9$MA1503.1|Hoxa11$MA0911.1|HOXD10$MA1506.1|HOXD11$MA0908.1|HOXD12$MA0873.1	6487.07	8586.22	10760.43	-0.29	0.79	2.53	205	114	91	0.176	0.204
Tcf7$MA0769.1|LEF1$MA0768.1|TCF7$MA0769.2|TCF7L2$MA0523.1|TCF7L1$MA1421.1	10325.88	13118.1	16266.86	-3.18	-1.13	0.07	234	97	137	-0.191	-0.243
Nkx2-5(var.2)$MA0503.1|NKX2-5$MA0063.2|NKX2-2$MA1645.1	7808.73	10367.0	12453.0	-0.68	0.11	1.45	179	90	89	0.037	0.156
HSF1$MA0486.1|HSF4$MA0771.1|HSF2$MA0770.1|HSF1$MA0486.2	8515.43	11098.25	13752.32	-3.13	-1.13	0.07	258	109	149	-0.201	-0.263
SCRT2$MA0744.2|SCRT1$MA0743.2|SCRT2$MA0744.1|SCRT1$MA0743.1	11903.85	15021.5	18105.97	-0.43	0.34	1.87	269	149	120	0.183	0.096
NR2F6(var.3)$MA1539.1|NR2F1(var.3)$MA1538.1|NR4A2::RXRA$MA1147.1|NR1H4::RXRA$MA1146.1	11782.08	15119.75	17755.97	-0.78	0.01	1.44	194	104	90	0.073	0.114
SP1$MA0079.3|SP2$MA0516.1	9095.6	11991.25	14184.85	-0.69	0.16	1.36	186	96	90	0.055	0.087
HLTF$MA0109.1	7235.6	9511.5	12094.7	-2.79	-0.83	-0.02	207	91	116	-0.107	-0.087
PAX3$MA0780.1|PAX7$MA0680.1	2547.55	3755.75	4702.2	-0.76	-0.12	1.35	124	62	62	-0.002	0.089
ESR2$MA0258.1|ESR1$MA0112.3|ESR2$MA0258.2|ESR1$MA0112.2	16447.12	20838.12	24041.65	-1.44	-0.2	0.58	325	148	177	-0.198	-0.079
Znf281$MA1630.1|Wt1$MA1627.1	8441.7	10988.0	13676.75	-0.63	0.78	2.59	197	103	94	0.089	0.229
RORB$MA1150.1|RORC$MA1151.1|RORA(var.2)$MA0072.1	8401.53	11079.67	13071.97	-0.74	-0.03	1.27	209	104	105	-0.008	0.012
NFIL3$MA0025.2|HLF$MA0043.3	9155.3	11902.5	14228.95	-1.57	-0.26	0.45	213	101	112	-0.061	-0.065
RFX2$MA0600.1|RFX3$MA0798.2|RFX2$MA0600.2|Rfx1$MA0509.1|RFX4$MA0799.1|RFX5$MA0510.2|RFX3$MA0798.1|RFX1$MA0509.2	11205.04	14339.81	16922.78	-0.98	0.05	1.09	316	175	141	0.109	0.055
ATF4$MA0833.1|CEBPG(var.2)$MA1636.1|ATF4$MA0833.2	13350.27	17048.17	20278.3	-1.92	-0.48	0.37	253	114	139	-0.122	-0.156
TP53$MA0106.1|TP53$MA0106.2|TP73$MA0861.1|TP63$MA0525.1|TP53$MA0106.3	13602.68	17267.2	20173.52	-1.24	-0.21	0.84	194	94	100	-0.116	-0.17
Hoxa9$MA0594.1|MEIS1(var.2)$MA1639.1|Hoxc9$MA0485.1|MEIS2(var.2)$MA1640.1|PBX2$MA1113.2	10154.38	13183.8	15633.8	-1.78	-0.3	0.62	211	95	116	-0.226	-0.279
E2F1$MA0024.3|E2F2$MA0864.2|E2F3$MA0469.3|E2F4$MA0470.2	10917.4	14012.38	16872.8	-2.34	-0.62	0.41	214	96	118	-0.154	-0.21
ZEB1$MA0103.1	2372.8	3504.5	4520.5	-1.44	0.2	0.7	121	62	59	0.059	-0.1
NFYC$MA1644.1|NFYA$MA0060.3	5557.45	7562.75	9434.35	-1.96	-0.46	0.46	180	84	96	-0.049	-0.196
SPI1$MA0080.4|SPIC$MA0687.1	11107.7	14188.75	17491.75	4.29	7.68	11.7	289	190	99	0.597	0.837
NR1I2$MA1533.1|Vdr$MA0693.1	14619.6	18223.25	21644.35	-2.09	-0.5	0.35	311	145	166	-0.115	-0.122
NFATC1$MA0624.1|NFATC3$MA0625.1|NFATC2$MA0152.1|NFATC4$MA1525.1|NFAT5$MA0606.1	6960.16	9198.4	11284.34	-0.86	0.24	1.67	225	121	104	0.148	0.097
Zic2$MA1629.1|Zic1::Zic2$MA1628.1	8317.8	10865.0	12992.1	-0.8	0.14	1.32	239	122	117	0.021	0.116
RORA$MA0071.1	5899.1	8315.5	9733.6	-1.07	-0.01	0.67	182	82	100	-0.128	0.089
Sox1$MA0870.1|SOX21$MA0866.1	8637.85	11257.5	13778.85	-1.7	-0.15	0.44	229	106	123	-0.123	-0.125
Rarg(var.2)$MA0860.1	8053.1	10920.0	12743.6	-0.84	0.07	1.2	210	106	104	0.006	0.057
ZNF740$MA0753.1|VEZF1$MA1578.1|ZNF740$MA0753.2	6441.03	8681.0	10570.33	-0.86	0.03	1.35	181	95	86	0.139	0.113
E2F8$MA0865.1|E2F7$MA0758.1	5469.95	7325.25	9280.85	-0.74	0.34	1.72	191	109	82	0.21	0.213
REST$MA0138.1|REST$MA0138.2	14456.25	18016.25	21635.7	-2.8	-0.98	0.3	274	126	148	-0.327	-0.235
YY2$MA0748.2	11378.5	14465.0	17258.5	-1.78	-0.35	0.57	247	121	126	-0.034	-0.08
SREBF1$MA0595.1|SREBF2$MA0596.1	6463.25	8831.25	10501.25	-0.92	0.09	1.04	200	102	98	0.022	0.04
CTCFL$MA1102.1|CTCFL$MA1102.2	9048.4	11732.5	14410.65	-1.23	0.08	1.28	237	122	115	0.027	0.133
Pax2$MA0067.1	4537.2	6271.0	8236.2	1.46	3.49	6.58	189	117	72	0.303	0.356
HNF1A$MA0046.1|HNF1B$MA0153.2|HNF1A$MA0046.2	7827.8	10152.67	12455.63	-0.41	0.87	2.61	219	120	99	0.5	0.344
HINFP$MA0131.1|HINFP$MA0131.2	11729.7	14877.0	18414.2	1.27	3.4	6.57	285	173	112	0.411	0.459
En1$MA0027.1	5946.0	8247.0	9940.2	-0.88	0.04	1.04	182	92	90	0.011	-0.005
Rarb$MA0857.1|Rarg$MA0859.1|Nr2f6(var.2)$MA0728.1|RARA$MA0729.1	7108.25	9443.75	11425.63	-0.76	0.06	1.39	190	99	91	0.088	0.211
