Merged motif (Total sequences: 12124)	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
GSX2$MA0893.2|EMX1$MA0612.1|LHX1$MA1518.1|LHX5$MA1519.1|PDX1$MA0132.2|Pdx1$MA0132.1|EVX2$MA0888.1|EVX1$MA0887.1|BARX1$MA0875.1|LHX2$MA0700.2|Alx4$MA0853.1|HOXA6$MA1497.1|GSX2$MA0893.1|Lhx8$MA0705.1|HOXB3$MA0903.1|HOXB7$MA1501.1|GBX2$MA0890.1|BSX$MA0876.1|MSX1$MA0666.1|HOXB2$MA0902.1|Nobox$MA0125.1|HESX1$MA0894.1|GBX1$MA0889.1|Alx1$MA0854.1|LHX6$MA0658.1|LMX1A$MA0702.2|HOXC4$MA1504.1|HOXB5$MA0904.2|LHX9$MA0701.1|EMX2$MA0886.1|HOXB8$MA1502.1|Lhx4$MA0704.1|LBX2$MA0699.1|Dlx2$MA0885.1|ARGFX$MA1463.1|HOXB6$MA1500.1|HOXD8$MA0910.2|EN1$MA0027.2|HOXA7$MA1498.1|MSX2$MA0708.1|ALX3$MA0634.1|NKX6-2$MA0675.1|Dlx4$MA0881.1|HOXA2$MA0900.1|POU6F1$MA0628.1|HOXD4$MA1507.1|SHOX$MA0630.1|ESX1$MA0644.1|HOXA5$MA0158.2|LHX9$MA0701.2|VSX1$MA0725.1|PRRX2$MA0075.3|MIXL1$MA0662.1|DLX6$MA0882.1|Dlx1$MA0879.1|LBX1$MA0618.1|Dlx3$MA0880.1|GSX1$MA0892.1|Msx3$MA0709.1|Prrx2$MA0075.1|RAX2$MA0717.1|VAX1$MA0722.1|EN2$MA0642.1|NOTO$MA0710.1|HOXC8$MA1505.1|EMX1$MA0612.2|PAX4$MA0068.2|VSX2$MA0726.1|ISX$MA0654.1|Shox2$MA0720.1|DLX5$MA1476.1|Prrx2$MA0075.2|DRGX$MA1481.1|HOXD3$MA0912.2|NKX6-1$MA0674.1|LMX1A$MA0702.1|RAX$MA0718.1|MNX1$MA0707.1|LMX1B$MA0703.2|LMX1B$MA0703.1|MEOX2$MA0706.1|HOXA1$MA1495.1|HOXA2$MA0900.2|VAX2$MA0723.1|HOXB2$MA0902.2|HOXA4$MA1496.1|MEOX1$MA0661.1|HOXB4$MA1499.1|PRRX1$MA0716.1|mix-a$MA0621.1|UNCX$MA0721.1|LHX2$MA0700.1|TLX2$MA1577.1	664796.42	728644.35	783205.98	-1.87	-0.35	0.63	1589	761	828	-0.097	-0.122
Foxj2$MA0614.1|FOXO4$MA0848.1|Foxl2$MA1607.1|FOXO6$MA0849.1|FOXO3$MA0157.2|FOXL1$MA0033.2|FOXI1$MA0042.2|FOXP1$MA0481.1|FOXG1$MA0613.1|Foxf1$MA1606.1|FOXA1$MA0148.4|FOXP3$MA0850.1|FOXK2$MA1103.1|FOXA3$MA1683.1|FOXA2$MA0047.3|Foxo1$MA0480.1|FOXD1$MA0031.1|FOXP1$MA0481.2|FOXN3$MA1489.1|FOXP2$MA0593.1|FOXK1$MA0852.2|FOXK2$MA1103.2|FOXD2$MA0847.1|FOXP1$MA0481.3	782651.83	854898.69	912355.36	-0.6	0.32	1.67	1637	850	787	0.084	0.059
TBX15$MA0803.1|TBX4$MA0806.1|EOMES$MA0800.1|TBX1$MA0805.1|TBX5$MA0807.1|TBX6$MA1567.1|MGA$MA0801.1|TBX21$MA0690.1|TBX20$MA0689.1|TBX3$MA1566.1|TBX18$MA1565.1|TBR1$MA0802.1|TBX2$MA0688.1	905351.68	983597.81	1050346.55	-1.54	-0.03	1.12	1727	845	882	-0.017	-0.118
Hoxd3$MA0912.1|Hoxb5$MA0904.1	1487912.35	1596774.0	1696445.05	-0.0	0.61	2.29	2581	1333	1248	0.067	0.011
ZBTB7B$MA0694.1|ZBTB7A$MA0750.1|ZBTB7C$MA0695.1	1326138.03	1429652.67	1529900.07	-6.02	-2.97	-0.97	2492	1172	1320	-0.08	-0.145
FOXA1$MA0148.3|FOXA1$MA0148.1|FOXA1$MA0148.2|FOXD2$MA0847.2|FOXB1$MA0845.1|FOXC1$MA0032.2|Foxa2$MA0047.2|FOXC2$MA0846.1	985450.13	1064024.06	1144030.06	0.47	2.11	4.57	2466	1323	1143	0.073	0.101
SPI1$MA0080.2|ETV6$MA0645.1|EHF$MA0598.3|ELF1$MA0473.3|ELF1$MA0473.1|ELF5$MA0136.2|GABPA$MA0062.3|ETV1$MA0761.2|ETV5$MA0765.2|EHF$MA0598.1|ETV4$MA0764.2|ELF3$MA0640.2|EHF$MA0598.2|FLI1$MA0475.1|Ets1$MA0098.2|Erg$MA0474.1|ELF2$MA1483.1|ELF1$MA0473.2|ELK4$MA0076.2|ETV2$MA0762.1|ERF$MA0760.1|ETV5$MA0765.1|ELF4$MA0641.1|Gabpa$MA0062.2|ETV3$MA0763.1|ELK1$MA0028.2|ELK3$MA0759.1|ETS1$MA0098.3|ERG$MA0474.2|FEV$MA0156.2|ZBTB7A$MA0750.2|ELF3$MA0640.1|ETV4$MA0764.1|FLI1$MA0475.2|ETV1$MA0761.1|ETS2$MA1484.1|ELK4$MA0076.1	815463.17	886751.58	959514.28	2.51	5.03	8.54	1004	634	370	0.475	0.481
Myb$MA0100.2	707850.8	782096.0	845523.7	-0.04	0.67	2.39	1799	930	869	0.035	0.04
NFIC$MA0161.1|NFIX$MA0671.1|NFIA$MA0670.1	506598.67	555724.83	605536.23	-3.66	-1.37	-0.02	1131	529	602	-0.18	-0.09
BARHL1$MA0877.2|BARHL2$MA0635.1	810314.9	885604.75	952167.4	-2.44	-0.7	0.35	1843	891	952	-0.041	-0.057
ESRRA$MA0592.3|Esrrb$MA0141.1|Esrrb$MA0141.2|Esrra$MA0592.2|ESRRB$MA0141.3|ESRRA$MA0592.1|NR5A1$MA1540.1|Esrrg$MA0643.1	907090.84	984710.06	1054821.24	-2.13	-0.46	0.44	2184	1033	1151	-0.044	-0.072
Rxra$MA0512.1	761800.0	830874.5	901982.6	0.26	1.71	4.13	1882	987	895	0.055	0.108
NFIB$MA1643.1|NFIC(var.2)$MA1527.1|NFIC::TLX1$MA0119.1|NFIX(var.2)$MA1528.1	1660971.15	1788622.0	1882568.4	-1.84	0.03	0.87	3087	1547	1540	0.007	-0.065
TFDP1$MA1122.1|E2F6$MA0471.1|E2F6$MA0471.2|E2F1$MA0024.2|E2F4$MA0470.1	1263760.9	1368012.9	1447664.64	-1.69	-0.26	1.03	2398	1132	1266	-0.069	-0.09
XBP1$MA0844.1|CREB3L1$MA0839.1|CREB3$MA0638.1|CREB3L4$MA1474.1|ATF6$MA1466.1	1538496.52	1650580.8	1761156.64	-0.23	1.08	3.06	2773	1473	1300	0.063	0.068
ONECUT1$MA0679.2|ONECUT1$MA0679.1|ONECUT3$MA0757.1|ONECUT2$MA0756.1	1386709.02	1488060.75	1583532.67	-1.16	0.28	1.83	2675	1384	1291	0.057	0.052
IRF2$MA0051.1	1483282.2	1588892.0	1699272.0	0.25	1.59	3.9	2587	1351	1236	0.124	0.126
EGR1$MA0162.4|Egr1$MA0162.1|EGR2$MA0472.1|EGR1$MA0162.2|EGR3$MA0732.1|EGR1$MA0162.3|EGR4$MA0733.1|EGR2$MA0472.2	1692000.5	1813316.94	1925972.17	0.09	1.53	3.7	2842	1484	1358	0.08	0.129
TGIF2LX$MA1571.1|TGIF1$MA0796.1|PKNOX2$MA0783.1|TGIF2LY$MA1572.1|PKNOX1$MA0782.1|TGIF2$MA0797.1	1000863.58	1083871.25	1164650.9	-0.16	0.76	2.58	2234	1149	1085	0.053	0.066
TFCP2$MA0145.3|GRHL1$MA0647.1|GRHL2$MA1105.1	1197190.07	1296652.5	1376915.57	-2.24	-0.6	0.6	2039	1006	1033	-0.028	-0.058
PAX1$MA0779.1|PAX9$MA0781.1	1873804.85	2004883.5	2119710.75	-2.2	-0.26	0.91	2953	1473	1480	-0.006	-0.08
Neurog1$MA0623.1|TCF21(var.2)$MA1568.1|Bhlha15$MA0607.1|OLIG3$MA0827.1|OLIG2$MA0678.1|ATOH7$MA1468.1|NEUROD2$MA0668.1|OLIG1$MA0826.1|BHLHE22$MA0818.1|Atoh1$MA0461.2|NEUROG2$MA0669.1|NEUROG1$MA0623.2|BHLHE23$MA0817.1	866588.94	941692.04	1010554.12	-0.1	1.25	3.35	1953	1075	878	0.143	0.08
RUNX2$MA0511.2|RUNX3$MA0684.1|RUNX1$MA0002.1	763565.93	832412.83	903144.47	0.26	1.56	3.91	1821	969	852	0.101	0.117
BACH1$MA1633.1|BACH2$MA1101.1|NFE2L2$MA0150.1|MAFK$MA0496.3|Bach1::Mafk$MA0591.1|MAF::NFE2$MA0501.1|NFE2L1$MA0089.2|Nfe2l2$MA0150.2	1105875.79	1192616.38	1283885.11	2.34	5.18	9.12	2149	1191	958	0.116	0.277
CEBPB$MA0466.1|CEBPA$MA0102.3|CEBPA$MA0102.4|CEBPD$MA0836.2	830344.32	901696.88	978317.15	6.14	10.17	15.34	1931	1117	814	0.345	0.355
PPARD$MA1550.1|RXRG$MA0856.1|Rxra$MA0512.2|RXRB$MA0855.1|THRB$MA1574.1|Nr2f6$MA0677.1|NR2F1(var.2)$MA1537.1|NR1H2::RXRA$MA0115.1|NR2C2$MA0504.1|PPARG::RXRA$MA0065.1	1350925.59	1456677.35	1546415.28	-2.39	-0.72	0.35	2623	1225	1398	-0.07	-0.079
TEAD1$MA0090.2|TEAD2$MA1121.1|TEAD3$MA0808.1|TEAD4$MA0809.1|TEAD4$MA0809.2|TEAD1$MA0090.3	900151.78	976725.0	1045294.58	-2.07	-0.44	0.47	1882	920	962	-0.057	-0.077
Stat5a::Stat5b$MA0519.1|Stat5a$MA1624.1|STAT3$MA0144.2|Stat5b$MA1625.1|STAT1$MA0137.3|STAT1$MA0137.2|Stat4$MA0518.1	929806.77	1007409.57	1086050.03	0.22	1.76	4.14	1759	949	810	0.177	0.176
NR1D1$MA1531.1|NR1D2$MA1532.1	1576614.8	1688412.5	1802355.1	-2.58	-0.75	0.44	2613	1281	1332	-0.031	-0.043
CUX2$MA0755.1|CUX1$MA0754.1	907638.05	982787.5	1055265.9	-2.37	-0.67	0.08	2042	973	1069	-0.049	-0.045
FOXE1$MA1487.1	1358244.7	1458947.5	1562687.3	0.07	0.89	2.82	2459	1299	1160	0.058	0.045
RXRB(var.2)$MA1555.1|RARB(var.3)$MA1552.1|RARG(var.3)$MA1553.1|RXRG(var.2)$MA1556.1	1271975.9	1368065.88	1469751.98	0.41	2.04	4.66	2437	1310	1127	0.103	0.086
Zfx$MA0146.2|Zfx$MA0146.1	1448649.3	1554785.75	1654998.0	-2.41	-0.7	0.38	2518	1243	1275	-0.02	-0.059
Nkx3-2$MA0122.3|Nkx3-1$MA0124.2|NKX3-2$MA0122.2|ISL2$MA0914.1	788843.45	858129.12	923927.4	-0.24	1.11	2.99	2257	1205	1052	0.087	0.078
MEF2C$MA0497.1|MEF2A$MA0052.1|MEF2A$MA0052.4|MEF2A$MA0052.2|MEF2B$MA0660.1|MEF2A$MA0052.3|MEF2D$MA0773.1	1161875.63	1256868.14	1341417.24	-0.33	0.79	2.5	2446	1294	1152	0.058	0.055
FOSL1::JUND(var.2)$MA1143.1|ATF2$MA1632.1|JUN$MA0488.1|FOSB::JUN$MA1127.1|JUNB(var.2)$MA1140.1|Creb5$MA0840.1|FOSL2::JUNB(var.2)$MA1139.1|CREB1$MA0018.4|FOSB::JUNB(var.2)$MA1136.1|FOS::JUN(var.2)$MA1126.1|FOSL2::JUN(var.2)$MA1131.1|Atf1$MA0604.1|FOSL2::JUND(var.2)$MA1145.1|FOSL1::JUN(var.2)$MA1129.1|JUNB(var.2)$MA1140.2|Crem$MA0609.1|JUND(var.2)$MA0492.1|ATF7$MA0834.1|JDP2(var.2)$MA0656.1|ATF3$MA0605.2|CREB1$MA0018.2|JUN::JUNB(var.2)$MA1133.1|CREM$MA0609.2|CREB1$MA0018.3|CREB3L4(var.2)$MA1475.1|GMEB2$MA0862.1	910708.3	986376.29	1066475.47	3.05	6.09	10.18	1849	1072	777	0.172	0.238
NR4A2$MA0160.1	456603.7	502841.0	548490.4	-0.9	1.14	3.33	1458	736	722	0.033	0.099
SOX9$MA0077.1|SOX15$MA1152.1|SOX8$MA0868.2|SOX2$MA0143.4|SOX13$MA1120.1	771147.94	841132.9	907259.82	0.19	1.44	3.61	1731	932	799	0.123	0.107
PBX2$MA1113.1|PBX3$MA1114.1|PKNOX1$MA0782.2	1418196.27	1523219.67	1610668.33	-1.66	-0.35	0.66	2152	1047	1105	-0.048	-0.047
Hmx1$MA0896.1|Hmx3$MA0898.1|Hmx2$MA0897.1	1592375.7	1709848.33	1825668.07	-4.87	-2.18	0.32	2719	1274	1445	-0.12	-0.085
VDR$MA0693.2	521357.2	569143.5	622140.3	0.27	1.59	3.91	1560	828	732	0.128	0.062
IRF8$MA0652.1|IRF5$MA1420.1|IRF4$MA1419.1|IRF9$MA0653.1	1182436.38	1281704.75	1363418.88	-0.5	0.4	1.88	2208	1143	1065	0.014	0.061
PITX2$MA1547.1|OTX1$MA0711.1|PITX1$MA0682.2|GSC$MA0648.1|OTX2$MA0712.2|GSC2$MA0891.1|Pitx1$MA0682.1|PITX3$MA0714.1|OTX2$MA0712.1	697207.33	759809.94	821861.16	-2.76	-0.9	0.1	1622	767	855	-0.044	-0.079
Ar$MA0007.1	2635909.8	2804417.5	2965288.5	-1.57	1.59	4.01	3425	1716	1709	0.003	0.074
Sox3$MA0514.1|Sox6$MA0515.1	660091.55	722503.25	781004.0	-0.36	0.44	1.98	1716	878	838	0.049	0.047
SMAD3$MA0795.1|SMAD5$MA1557.1	867349.7	938997.0	1015633.6	-4.65	-2.18	0.08	1961	951	1010	-0.043	-0.145
DMRTA2$MA1478.1|DMRT3$MA0610.1|DMRTC2$MA1479.1	1090890.6	1179339.83	1262396.93	0.06	1.34	3.42	2260	1191	1069	0.089	0.069
FOXL1$MA0033.1	667107.8	731405.0	778898.9	-1.27	-0.15	0.73	1719	856	863	-0.004	-0.007
HNF4A$MA0114.4|HNF4G$MA0484.2	1033600.35	1116646.0	1204168.6	1.0	3.0	6.0	2208	1171	1037	0.031	0.093
Hoxd8$MA0910.1	1512126.5	1623986.5	1734987.5	-0.17	0.94	2.91	2595	1331	1264	0.072	0.038
Tcfcp2l1$MA0145.2|Tcfcp2l1$MA0145.1	1293267.9	1392606.75	1482136.25	-1.74	-0.34	0.3	2377	1159	1218	-0.056	-0.002
Mafb$MA0117.1	551348.2	607409.5	659325.3	-0.76	-0.49	2.19	1581	788	793	-0.018	0.041
TFAP2C(var.3)$MA0815.1|TFAP2B(var.3)$MA0813.1|TFAP2A(var.3)$MA0872.1	1239532.87	1331780.0	1424205.43	-2.33	-0.73	0.66	2387	1175	1212	-0.032	-0.046
HOXD9$MA0913.2|HOXB13$MA0901.1|CDX1$MA0878.2|HOXA13$MA0650.1|HOXA10$MA0899.1|Hoxd9$MA0913.1|HOXD13$MA0909.1|HOXB13$MA0901.2|CDX4$MA1473.1|HOXD13$MA0909.2|HOXA13$MA0650.2|CDX1$MA0878.1|CDX2$MA0465.2|CDX2$MA0465.1	884962.94	961152.0	1034198.13	-1.88	-0.14	1.4	1874	881	993	-0.066	-0.104
NR4A1$MA1112.1|NR4A1$MA1112.2|NR2F2$MA1111.1	830257.13	908071.67	971532.2	-1.56	0.26	0.83	1775	895	880	0.002	-0.065
Foxk1$MA0852.1|Foxj3$MA0851.1	1597984.5	1720968.0	1833937.2	-1.23	0.2	1.41	2731	1387	1344	0.045	0.053
PAX6$MA0069.1	1421990.8	1529879.0	1626298.2	-2.48	-0.73	0.11	2512	1220	1292	-0.057	-0.037
Meis1$MA0498.1	1354892.0	1455936.5	1549538.6	-0.56	0.68	2.31	2449	1234	1215	0.019	0.038
GATA3$MA0037.1	382077.4	422964.0	466754.7	-4.08	-1.62	-0.24	1349	641	708	-0.081	-0.076
HOXC12$MA0906.1|HOXC11$MA0651.1|HOXD10$MA1506.1|HOXC10$MA0905.1|HOXD12$MA0873.1|Hoxa11$MA0911.1|HOXD11$MA0908.1|HOXB9$MA1503.1|HOXC9$MA0485.2	980607.26	1064232.78	1143977.23	-0.17	0.82	2.66	2168	1126	1042	0.052	0.072
Tcf7$MA0769.1|TCF7L1$MA1421.1|LEF1$MA0768.1|TCF7L2$MA0523.1	1135866.95	1226037.5	1316934.4	-0.25	1.35	3.4	2107	1086	1021	0.075	0.14
SOX10$MA0442.2|SOX4$MA0867.2	760751.15	835042.0	884470.85	-1.12	-0.14	0.96	1894	926	968	-0.041	0.008
NKX2-2$MA1645.1|NKX2-5$MA0063.2	1137905.4	1229312.25	1313199.1	-0.29	0.38	1.92	2428	1259	1169	0.017	0.02
HSF4$MA0771.1|HSF1$MA0486.1|HSF1$MA0486.2|HSF2$MA0770.1	1179270.38	1279062.5	1354298.6	-1.76	-0.33	0.65	2308	1141	1167	-0.007	-0.066
SCRT1$MA0743.1|SCRT1$MA0743.2|SCRT2$MA0744.1|SCRT2$MA0744.2	1408918.05	1511642.12	1622165.52	-5.46	-2.69	-0.61	2531	1159	1372	-0.104	-0.187
NR2F6(var.3)$MA1539.1|NR2F1(var.3)$MA1538.1|NR4A2::RXRA$MA1147.1|NR1H4::RXRA$MA1146.1	1438605.75	1544194.62	1644656.65	-0.2	1.66	3.98	2403	1277	1126	0.091	0.149
PAX3$MA0780.1|PAX7$MA0680.1	697820.95	769109.25	821306.15	-1.3	0.14	0.77	1755	880	875	0.003	-0.048
ESR2$MA0258.2|ESR2$MA0258.1|ESR1$MA0112.3|ESR1$MA0112.2	1806377.38	1929885.0	2040698.82	-2.0	-0.49	0.2	2561	1221	1340	-0.098	-0.03
Znf281$MA1630.1|Wt1$MA1627.1	1342974.35	1451644.5	1535731.7	-0.99	-0.11	1.74	2252	1098	1154	-0.036	0.099
RORA(var.2)$MA0072.1|RORB$MA1150.1|RORC$MA1151.1	1045348.4	1139046.0	1205366.63	-0.95	0.02	1.03	2230	1091	1139	-0.077	-0.025
SOX18$MA1563.1	782830.6	857154.5	906617.0	-0.84	0.07	1.06	1856	935	921	0.005	0.014
Spi1$MA0080.3|SPIB$MA0081.2|SPI1$MA0080.5	1197247.37	1288886.0	1387907.1	7.57	11.92	17.33	2231	1287	944	0.263	0.37
NFIL3$MA0025.2|HLF$MA0043.3	1049290.35	1133287.5	1222861.3	2.82	5.68	9.75	2160	1200	960	0.152	0.193
RFX3$MA0798.2|RFX1$MA0509.2	1345970.85	1447935.5	1547537.75	-2.79	-0.92	0.04	2462	1193	1269	-0.023	-0.057
CEBPG(var.2)$MA1636.1|ATF4$MA0833.2|ATF4$MA0833.1	1071214.5	1158404.33	1245837.97	8.31	13.34	19.03	2469	1443	1026	0.175	0.267
PBX2$MA1113.2|Hoxa9$MA0594.1|MEIS2(var.2)$MA1640.1|MEIS1(var.2)$MA1639.1|Hoxc9$MA0485.1	1168706.56	1259417.3	1348406.48	-0.14	1.32	3.63	2253	1177	1076	0.038	0.093
E2F4$MA0470.2|E2F1$MA0024.3|E2F2$MA0864.2	1549907.07	1658057.33	1773046.73	-5.22	-2.43	-0.58	2632	1221	1411	-0.084	-0.125
HOXA9$MA0594.2	1080151.0	1183320.5	1244191.1	-0.93	-0.02	1.01	2177	1078	1099	-0.001	0.018
NFYC$MA1644.1|NFYA$MA0060.3|NFYB$MA0502.1|NFYA$MA0060.1	1194918.52	1289530.38	1381540.9	-2.51	-1.03	1.59	2046	990	1056	-0.033	-0.098
Rfx1$MA0509.1|RFX2$MA0600.2|RFX5$MA0510.2|RFX2$MA0600.1|RFX3$MA0798.1|RFX4$MA0799.1	1534398.43	1647124.17	1761136.32	-3.65	-1.39	0.25	2410	1171	1239	-0.02	-0.106
SPIC$MA0687.1|SPI1$MA0080.4	884664.5	957653.5	1040572.7	11.78	17.33	23.6	2201	1285	916	0.298	0.385
NR1I2$MA1533.1|Vdr$MA0693.1	1702334.1	1823024.25	1934274.8	-2.77	-0.98	0.06	2884	1377	1507	-0.066	-0.041
NFAT5$MA0606.1|NFATC1$MA0624.1|NFATC3$MA0625.1|NFATC2$MA0152.1|NFATC4$MA1525.1	538492.02	591214.0	642689.1	-0.17	0.84	2.96	1631	868	763	0.109	0.073
Zic1::Zic2$MA1628.1|Zic2$MA1629.1	1177874.65	1271672.0	1350123.2	-0.3	0.6	2.28	2151	1113	1038	0.052	0.052
RORA$MA0071.1	719077.2	783363.0	842209.0	-0.96	-0.63	2.24	1799	894	905	-0.013	0.072
Sox1$MA0870.1|SOX21$MA0866.1|SOX4$MA0867.1|Sox11$MA0869.1	1230897.3	1335769.12	1405947.95	-0.94	0.12	0.98	2529	1265	1264	0.008	-0.038
ZNF740$MA0753.2|ZNF740$MA0753.1|VEZF1$MA1578.1	1221427.0	1316914.5	1409550.17	-0.09	1.17	3.2	2595	1356	1239	0.059	0.149
ZNF24$MA1124.1	1212208.8	1311701.0	1390478.3	-1.81	-0.36	0.01	2312	1117	1195	-0.035	-0.019
E2F7$MA0758.1|E2F8$MA0865.1	1102237.1	1190843.25	1276332.2	-0.14	0.81	2.62	2206	1151	1055	0.058	0.099
MAFG$MA0659.1|MAFK$MA0496.2|MAFF$MA0495.2|MAF$MA1520.1|MAFA$MA1521.1	1896625.62	2026590.6	2162291.82	1.35	3.53	6.68	3253	1758	1495	0.159	0.128
TP53$MA0106.2	1525390.6	1636014.0	1750429.2	0.78	2.74	5.64	2652	1379	1273	0.075	0.106
REST$MA0138.2|REST$MA0138.1	2157863.45	2296371.25	2429458.55	-0.08	0.88	2.64	3247	1671	1576	0.063	0.066
SREBF2$MA0596.1|SREBF1$MA0595.1	939760.8	1019911.75	1088050.8	-0.48	0.5	1.98	2008	1023	985	0.053	0.046
CTCFL$MA1102.2|CTCFL$MA1102.1	1338628.7	1440830.0	1537264.35	0.0	1.13	3.2	2390	1261	1129	0.079	0.058
