Merged motif (Total sequences: 106)	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
ZBTB7B$MA0694.1|ZBTB7C$MA0695.1|ZBTB7A$MA0750.1	33.33	101.5	177.0	-1.77	-0.33	0.45	25	9	16	-0.52	-0.228
Mafb$MA0117.2|MAFF$MA0495.1|MAFK$MA0496.1|JUNB$MA0490.2|JUN(var.2)$MA0489.1|FOSL1::JUN$MA1128.1|FOS::JUND$MA1141.1|JUND$MA0491.2|FOSL2$MA0478.1|JUNB$MA0490.1|MAFA$MA1521.1|FOS::JUN$MA0099.3|FOSL2::JUN$MA1130.1|NFE2$MA0841.1|FOS$MA0476.1|MAF$MA1520.1|FOSL1$MA0477.1|FOSL1::JUNB$MA1137.1|BACH1$MA1633.1|JDP2$MA0655.1|BATF$MA1634.1|NFE2L2$MA0150.1|FOSL1::JUND$MA1142.1|BATF::JUN$MA0462.1|FOS::JUNB$MA1134.1|JUND$MA0491.1|Smad2::Smad3$MA1622.1|BATF::JUN$MA0462.2|MAFK$MA0496.3|NFE2L1$MA0089.2|MAF::NFE2$MA0501.1|JUN::JUNB$MA1132.1|MAFF$MA0495.2|MAFF$MA0495.3|BACH2$MA1101.1|Nfe2l2$MA0150.2|FOSL2::JUND$MA1144.1|FOSL1$MA0477.2|FOSL2::JUNB$MA1138.1|MAFK$MA0496.2|Bach1::Mafk$MA0591.1|MAFG$MA0659.2|MAFG$MA0659.1|BATF3$MA0835.2|NRL$MA0842.1|BACH2$MA1101.2|FOSB::JUNB$MA1135.1|NRL$MA0842.2	25.48	85.35	142.79	-0.95	0.07	1.12	24	16	8	0.405	0.523
FLI1$MA0475.2|ERG$MA0474.2|ETV2$MA0762.1|ETS1$MA0098.3|ETV1$MA0761.1|FLI1$MA0475.1|ETV1$MA0761.2|ELK1$MA0028.1|Erg$MA0474.1|FEV$MA0156.2|ELK3$MA0759.1|ERF$MA0760.1|FEV$MA0156.1|ETV4$MA0764.1|STAT1$MA0137.3|ETV5$MA0765.1|Stat5a::Stat5b$MA0519.1|ETV5$MA0765.2|EHF$MA0598.2|SPI1$MA0080.1|ELK4$MA0076.1|GABPA$MA0062.3|SPI1$MA0080.2|ELF1$MA0473.3|ELF5$MA0136.2|Gabpa$MA0062.2|ELF3$MA0640.1|ELK1$MA0028.2|ETS2$MA1484.1|ELF3$MA0640.2|ETV6$MA0645.1|ELF1$MA0473.1|ELF1$MA0473.2|ELF5$MA0136.1|Stat5b$MA1625.1|ELF4$MA0641.1|ETS1$MA0098.1|Ets1$MA0098.2|EHF$MA0598.1|ETV4$MA0764.2|Stat4$MA0518.1|ELK4$MA0076.2|ELF2$MA1483.1|ETV3$MA0763.1|GABPA$MA0062.1|STAT1$MA0137.2|EHF$MA0598.3|ZBTB7A$MA0750.2|STAT3$MA0144.2|Stat3$MA0144.1|Stat5a$MA1624.1|SPIB$MA0081.1|Spi1$MA0080.3|SPI1$MA0080.5|SPI1$MA0080.4|SPIB$MA0081.2|SPIC$MA0687.1	33.14	95.46	173.44	-0.25	0.83	2.36	27	20	7	0.724	0.999
THAP11$MA1573.1	30.0	94.0	169.0	-0.38	0.34	1.76	21	13	8	0.151	0.407
BARHL1$MA0877.2|BARHL2$MA0635.1	0.0	31.0	61.0	-0.51	0.2	1.14	10	5	5	0.126	0.35
NR2F1$MA0017.2|NR4A1$MA1112.2|NR4A1$MA1112.1|NR2F1(var.2)$MA1537.1|THRB$MA1574.1|LEF1$MA0768.1|PPARD$MA1550.1|RXRG$MA0856.1|Pparg::Rxra$MA0065.2|NR4A2$MA0160.1|Rxra$MA0512.2|Nr2f6$MA0677.1|RXRB$MA0855.1|NR2C1$MA1535.1|Nr5a2$MA0505.1|PPARG::RXRA$MA0065.1|HNF4A$MA0114.1|NR2F2$MA1111.1|NR2C2(var.2)$MA1536.1|PPARA::RXRA$MA1148.1|Tcf7$MA0769.1|HNF4A$MA0114.2|ESRRA$MA0592.1|HNF4A(var.2)$MA1494.1|Esrrb$MA0141.1|TCF7L1$MA1421.1|Esrrb$MA0141.2|TCF7L2$MA0523.1|Esrrg$MA0643.1|NR5A1$MA1540.1|TCF7$MA0769.2|RORA$MA0071.1|NR2C2$MA0504.1|HNF4G$MA0484.1|RARA$MA0729.1|Esrra$MA0592.2|Nr2f6(var.2)$MA0728.1|ESRRA$MA0592.3|Rarb$MA0857.1|NR1H2::RXRA$MA0115.1|Rarg$MA0859.1|Hnf4a$MA0114.3|ESRRB$MA0141.3	17.1	64.49	122.06	-1.88	-0.53	0.52	13	2	11	-0.783	-1.174
NFIB$MA1643.1|NFIC(var.2)$MA1527.1|NFIX(var.2)$MA1528.1|NFIC::TLX1$MA0119.1	77.5	186.38	278.75	-1.21	-0.14	0.88	33	15	18	-0.038	-0.151
E2F6$MA0471.1|E2F6$MA0471.2|E2F3$MA0469.1|E2F4$MA0470.1|E2F1$MA0024.2|TFDP1$MA1122.1	24.83	75.33	152.17	-0.05	1.2	2.8	20	14	6	1.081	1.403
ONECUT3$MA0757.1|ONECUT2$MA0756.1|ONECUT1$MA0679.2|ONECUT1$MA0679.1	22.75	80.5	138.75	-0.78	0.21	1.39	15	11	4	0.728	0.493
IRF5$MA1420.1|IRF7$MA0772.1|STAT1$MA0137.1|IRF4$MA1419.1|IRF3$MA1418.1|IRF6$MA1509.1|IRF1$MA0050.1|IRF8$MA0652.1|STAT1::STAT2$MA0517.1|IRF9$MA0653.1|IRF1$MA0050.2|IRF2$MA0051.1	25.17	80.75	145.39	-0.28	0.7	2.16	23	17	6	1.112	1.149
TEAD4$MA0809.2|TEAD3$MA0808.1|TEAD4$MA0809.1|TEAD1$MA0090.3|TEAD1$MA0090.2|TEAD2$MA1121.1|TEAD1$MA0090.1	18.14	62.57	128.14	-2.63	-1.0	0.08	20	5	15	-0.536	-0.842
GRHL1$MA0647.1|GRHL2$MA1105.2|GRHL2$MA1105.1|TFCP2$MA0145.3	16.5	67.75	120.0	-1.2	-0.12	0.98	14	7	7	-0.292	-0.654
PAX1$MA0779.1|PAX9$MA0781.1	46.0	120.0	209.0	-0.22	0.52	2.0	28	18	10	0.174	0.385
NHLH1$MA0048.1|NHLH1$MA0048.2	30.0	87.0	173.5	-2.32	-0.72	0.15	25	7	18	-0.299	-0.39
Dmrt1$MA1603.1|FOXC1$MA0032.1	7.0	59.25	110.25	-1.44	-0.14	0.58	17	7	10	-0.048	-0.162
RUNX3$MA0684.1|RUNX2$MA0511.1|RUNX1$MA0002.2|RUNX2$MA0511.2	10.25	48.25	82.38	-0.75	0.08	1.02	10	5	5	0.815	0.422
TFAP2B$MA0811.1|TFAP2C$MA0524.2|TFAP2A(var.2)$MA0810.1	36.67	106.5	179.33	-0.66	0.17	1.54	21	13	8	0.573	0.257
Stat2$MA1623.1|PRDM1$MA0508.1	23.0	76.0	132.5	-0.74	0.2	1.38	13	9	4	0.574	0.583
NR1D1$MA1531.1|NR1D2$MA1532.1	27.0	85.0	147.05	-1.64	-0.2	0.6	18	8	10	-0.186	-0.335
CUX2$MA0755.1|CUX1$MA0754.1	18.5	72.5	122.5	-0.92	-0.08	1.23	18	8	10	-0.015	0.089
RELB$MA1117.1|MZF1$MA0056.1	10.0	35.0	70.5	-0.42	-0.06	0.64	17	8	9	-0.096	0.196
RARG(var.3)$MA1553.1|RARB(var.3)$MA1552.1|RXRB(var.2)$MA1555.1|RXRG(var.2)$MA1556.1	23.75	81.0	138.5	-1.49	-0.21	0.58	19	7	12	-0.807	-0.386
Zfx$MA0146.2|Zfx$MA0146.1	41.5	126.5	196.5	-0.86	0.06	1.32	22	13	9	0.169	0.023
ZBTB32$MA1580.1	21.0	73.0	127.0	-1.46	-0.23	0.61	18	7	11	-0.294	-0.09
PBX2$MA1113.1|PBX3$MA1114.1|PKNOX1$MA0782.2	22.33	79.67	136.0	-1.13	-0.06	0.96	16	5	11	-0.628	-0.126
OTX2$MA0712.2|RHOXF1$MA0719.1|Crx$MA0467.1|OTX1$MA0711.1|PITX2$MA1547.1|GSC2$MA0891.1|PITX3$MA0714.1|PITX1$MA0682.2|GSC$MA0648.1|OTX2$MA0712.1|DPRX$MA1480.1|Pitx1$MA0682.1|Dmbx1$MA0883.1	8.0	52.0	95.39	-1.3	-0.16	0.75	15	6	9	-0.581	-0.385
PRDM1$MA0508.2	0.0	46.0	84.0	-0.61	0.17	1.49	14	8	6	0.265	0.194
Smad4$MA1153.1|SMAD3$MA0795.1|Hand1::Tcf3$MA0092.1|SMAD5$MA1557.1|ZBTB26$MA1579.1	24.0	79.8	135.0	-1.62	-0.34	0.48	13	5	8	-0.245	-0.834
DMRT3$MA0610.1|DMRTC2$MA1479.1|DMRTA2$MA1478.1	14.33	61.33	102.67	-1.22	-0.04	0.75	12	3	9	-0.427	0.067
HNF4G$MA0484.2|HNF4A$MA0114.4	28.5	88.5	157.0	-1.74	-0.27	0.51	21	9	12	-0.145	-0.143
EBF1$MA0154.4|EBF3$MA1637.1|Ebf2$MA1604.1|EBF1$MA0154.1|EBF1$MA0154.3|EBF1$MA0154.2	12.33	58.25	112.08	-1.9	-0.48	0.41	23	8	15	-0.165	-0.49
Tcfcp2l1$MA0145.2|Tcfcp2l1$MA0145.1	22.5	75.0	139.5	-1.66	-0.38	0.38	19	7	12	-0.396	-0.281
TFAP2A(var.3)$MA0872.1|TFAP2B(var.3)$MA0813.1|TFAP2C(var.3)$MA0815.1	14.0	62.0	112.0	-1.39	-0.19	0.67	17	6	11	-0.247	-0.374
CDX2$MA0465.1|HOXD9$MA0913.2|CDX1$MA0878.2|HOXA10$MA0899.1|HOXB13$MA0901.2|CDX1$MA0878.1|Hoxd9$MA0913.1|CDX4$MA1473.1|CDX2$MA0465.2	3.89	50.06	91.44	-0.87	0.07	1.16	16	10	6	0.157	0.039
HOXC9$MA0485.2|HOXB9$MA1503.1|HOXC12$MA0906.1|HOXC11$MA0651.1|HOXD10$MA1506.1|HOXD12$MA0873.1|HOXD11$MA0908.1|HOXC10$MA0905.1|Hoxa11$MA0911.1	14.56	60.44	118.12	-0.19	0.57	2.14	14	10	4	1.451	0.705
HSF1$MA0486.1|HSF1$MA0486.2|HSF2$MA0770.1|HSF4$MA0771.1	19.5	73.5	137.25	-0.35	0.42	1.84	22	14	8	0.336	0.457
SCRT2$MA0744.1|SCRT1$MA0743.1|SCRT2$MA0744.2|SCRT1$MA0743.2	44.72	123.5	196.02	-1.62	-0.33	0.56	18	6	12	-0.379	-0.572
NR2F6(var.3)$MA1539.1|NR4A2::RXRA$MA1147.1|NR1H4::RXRA$MA1146.1|NR2F1(var.3)$MA1538.1	22.5	78.5	137.52	-1.47	-0.05	0.66	14	7	7	-0.346	-0.94
Klf4$MA0039.1	0.0	52.0	98.0	-1.46	-0.19	0.68	15	6	9	-0.303	-0.172
HOXD13$MA0909.2|HOXA13$MA0650.2|HOXB13$MA0901.1|HOXA13$MA0650.1|HOXD13$MA0909.1	0.8	21.8	54.4	0.49	1.81	3.23	17	15	2	1.341	1.43
RORC$MA1151.1|RORB$MA1150.1	35.5	108.0	170.5	-0.79	0.1	1.18	22	12	10	0.224	0.131
SOX18$MA1563.1	0.0	26.0	49.0	-0.7	0.06	0.95	10	5	5	0.133	0.224
RFX1$MA0509.2|RFX3$MA0798.2	21.0	70.0	129.5	-1.54	-0.3	0.54	19	9	10	-0.143	-0.331
RXRA::VDR$MA0074.1	29.0	88.5	164.5	-2.0	-0.46	0.0	21	7	14	-0.725	-0.298
Foxa2$MA0047.1|PBX2$MA1113.2|Hoxc9$MA0485.1|Hoxa9$MA0594.1|MEIS2(var.2)$MA1640.1|MEIS1(var.2)$MA1639.1	9.5	61.5	111.17	-1.38	-0.22	0.65	21	9	12	-0.604	-0.365
RFX4$MA0799.1|Rfx1$MA0509.1|RFX2$MA0600.1|RFX3$MA0798.1|RFX5$MA0510.2|RFX2$MA0600.2	37.5	106.42	178.7	-1.38	-0.19	0.69	23	10	13	-0.29	-0.196
IKZF1$MA1508.1	0.0	13.0	41.0	0.0	1.88	3.12	14	11	3	0.204	0.997
NFATC3$MA0625.1|NFATC1$MA0624.1|NFATC4$MA1525.1	34.33	106.0	174.0	-1.09	0.0	0.96	22	12	10	0.15	0.227
Zic1::Zic2$MA1628.1|Zic2$MA1629.1	4.0	33.5	77.5	-3.08	-1.53	-0.12	16	4	12	-0.336	-1.193
SOX21$MA0866.1|Sox1$MA0870.1|Sox11$MA0869.1|SOX4$MA0867.1	3.75	23.25	59.88	-0.1	0.3	2.04	15	11	4	0.16	0.713
Rarg(var.2)$MA0860.1|Nr1h3::Rxra$MA0494.1	66.25	144.25	248.05	-2.68	-1.06	0.21	20	7	13	-1.199	-1.295
ZNF24$MA1124.1	11.0	59.0	110.1	-0.61	0.19	1.52	16	10	6	0.144	-0.114
E2F8$MA0865.1|E2F7$MA0758.1	15.0	59.0	116.0	-0.31	0.54	1.9	16	9	7	0.541	0.869
ESR2$MA0258.2|ESR1$MA0112.1|ESR1$MA0112.2	79.0	175.33	276.0	-1.92	-0.54	0.31	26	9	17	-0.492	-0.446
PAX5$MA0014.3	27.0	87.5	143.5	-1.36	-0.12	0.66	19	9	10	-0.087	-0.014
TP53$MA0106.3|TP53$MA0106.1|TP53$MA0106.2	24.67	83.33	139.0	-1.18	-0.07	0.9	17	7	10	-0.314	-0.08
ZNF410$MA0752.1	20.0	75.0	121.0	-0.9	0.03	0.95	17	9	8	0.063	-0.006
REST$MA0138.2|REST$MA0138.1	62.0	154.5	245.0	-1.45	-0.24	0.7	28	14	14	-0.031	-0.407
Plagl1$MA1615.1|PLAGL2$MA1548.1	34.5	112.75	178.75	-1.2	-0.08	0.8	27	13	14	-0.095	0.018
ZFP42$MA1651.1|YY2$MA0748.2|Gata1$MA0035.1|GATA2$MA0036.1|YY2$MA0748.1|YY1$MA0095.2|YY1$MA0095.1	25.36	76.07	140.79	-1.05	0.09	1.35	39	11	28	-0.237	-0.542
SREBF2$MA0596.1|SREBF1$MA0595.1	0.0	25.5	53.5	-1.13	-0.2	0.79	10	4	6	-0.442	-0.399
ZNF75D$MA1601.1	14.0	58.0	101.0	-0.7	-0.22	1.32	16	7	9	-0.054	0.444
CTCFL$MA1102.2|CTCF$MA0139.1|CTCFL$MA1102.1	73.0	184.0	272.33	-1.17	-0.05	0.88	28	13	15	-0.007	-0.122
ZNF354C$MA0130.1	0.0	36.0	67.0	-0.74	0.09	1.13	12	6	6	0.055	0.145
Pax2$MA0067.1	5.0	33.0	76.0	-0.01	1.15	2.52	16	11	5	0.603	0.615
ZBTB12$MA1649.1	21.0	75.0	125.0	-0.83	0.03	1.15	17	9	8	0.056	-0.157
RFX7$MA1554.1	0.0	43.0	79.0	-1.06	-0.06	0.78	13	6	7	-0.035	-0.035
HINFP$MA0131.1|HINFP$MA0131.2	59.5	152.0	244.5	-0.55	0.36	1.74	29	17	12	0.897	0.538
