Merged motif (Total sequences: 5668)	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
Arx$MA0874.1|LMX1B$MA0703.1|Alx1$MA0854.1|LHX6$MA0658.1|Pdx1$MA0132.1|Alx4$MA0853.1|PAX4$MA0068.2|MEOX2$MA0706.1|LMX1A$MA0702.1|ALX3$MA0634.1|POU6F1$MA0628.1|RAX$MA0718.1|MNX1$MA0707.1|HOXB7$MA1501.1|HESX1$MA0894.1|Lhx8$MA0705.1|mix-a$MA0621.1|Barhl1$MA0877.1|HOXB6$MA1500.1|EMX1$MA0612.1|HOXA4$MA1496.1|LBX1$MA0618.1|TLX2$MA1577.1|LHX2$MA0700.2|MEOX1$MA0661.1|MSX1$MA0666.1|EN2$MA0642.1|PRRX1$MA0716.1|BSX$MA0876.1|Dlx4$MA0881.1|GBX1$MA0889.1|MIXL1$MA0662.1|UNCX$MA0721.1|NOTO$MA0710.1|SHOX$MA0630.1|Nobox$MA0125.1|LHX1$MA1518.1|GBX2$MA0890.1|DLX6$MA0882.1|VAX2$MA0723.1|GSX1$MA0892.1|Msx3$MA0709.1|PDX1$MA0132.2|VAX1$MA0722.1|NKX6-2$MA0675.1|RAX2$MA0717.1|HOXA2$MA0900.1|Dlx3$MA0880.1|HOXB3$MA0903.1|HOXA7$MA1498.1|Shox2$MA0720.1|LHX5$MA1519.1|BARX1$MA0875.1|LMX1A$MA0702.2|HOXB4$MA1499.1|DRGX$MA1481.1|ISX$MA0654.1|Lhx4$MA0704.1|HOXA2$MA0900.2|HOXD8$MA0910.2|EVX2$MA0888.1|EMX1$MA0612.2|HOXB2$MA0902.2|LHX9$MA0701.2|HOXD3$MA0912.2|GSX2$MA0893.1|DLX5$MA1476.1|HOXB2$MA0902.1|PRRX2$MA0075.3|HOXD4$MA1507.1|LBX2$MA0699.1|Prrx2$MA0075.1|EN1$MA0027.2|VSX1$MA0725.1|NKX6-1$MA0674.1|HOXB5$MA0904.2|LMX1B$MA0703.2|ESX1$MA0644.1|Dlx2$MA0885.1|HOXA5$MA0158.2|LHX9$MA0701.1|Dlx1$MA0879.1|Prrx2$MA0075.2|HOXC8$MA1505.1|HOXA1$MA1495.1|HOXA6$MA1497.1|EVX1$MA0887.1|GSX2$MA0893.2|ARGFX$MA1463.1|EMX2$MA0886.1|MSX2$MA0708.1|HOXB8$MA1502.1|VSX2$MA0726.1|LHX2$MA0700.1|HOXC4$MA1504.1	102635.81	119253.37	132478.15	-1.29	-0.08	0.88	979	453	526	-0.117	-0.07
FOXP1$MA0481.3|FOXA2$MA0047.3|Foxl2$MA1607.1|FOXA1$MA0148.4|FOXP2$MA0593.1|FOXP1$MA0481.2|FOXL1$MA0033.2|FOXA3$MA1683.1|FOXK1$MA0852.2|FOXK2$MA1103.2|FOXO3$MA0157.2|Foxj2$MA0614.1|FOXK2$MA1103.1|FOXP1$MA0481.1|FOXD1$MA0031.1|FOXG1$MA0613.1|FOXP3$MA0850.1|Foxf1$MA1606.1|FOXD2$MA0847.1|FOXO4$MA0848.1|FOXO6$MA0849.1|FOXI1$MA0042.2|FOXN3$MA1489.1|Foxo1$MA0480.1	111013.94	127971.04	141539.17	-1.22	-0.09	0.9	812	390	422	-0.038	-0.051
TBX21$MA0690.1|TBX20$MA0689.1|TBR1$MA0802.1|EOMES$MA0800.1|TBX15$MA0803.1|MGA$MA0801.1|TBX1$MA0805.1|TBX4$MA0806.1|TBX5$MA0807.1|TBX6$MA1567.1|TBX2$MA0688.1|TBX18$MA1565.1|TBX3$MA1566.1	183716.65	207703.69	230096.42	-2.4	-0.66	0.23	920	422	498	-0.166	-0.094
Hoxd3$MA0912.1|Hoxb5$MA0904.1	299615.8	337376.0	364401.45	-0.85	0.25	1.48	1201	611	590	0.051	0.024
ZBTB7B$MA0694.1|ZBTB7C$MA0695.1|ZBTB7A$MA0750.1	312103.2	348083.17	378168.1	-1.93	-0.42	0.5	1212	583	629	-0.027	-0.054
FOXC1$MA0032.2|FOXB1$MA0845.1|FOXC2$MA0846.1|FOXA1$MA0148.3|FOXA1$MA0148.1|FOXA1$MA0148.2|Foxa2$MA0047.2|FOXD2$MA0847.2	148946.15	169641.5	188446.75	-0.31	0.53	2.24	739	402	337	0.13	0.11
FEV$MA0156.2|ETV5$MA0765.2|ERG$MA0474.2|ETV4$MA0764.1|ETV6$MA0645.1|ELK3$MA0759.1|ETS1$MA0098.3|ETV5$MA0765.1|Gabpa$MA0062.2|ETV1$MA0761.1|FLI1$MA0475.1|ELK1$MA0028.2|FLI1$MA0475.2|ETV3$MA0763.1|ELF1$MA0473.1|ERF$MA0760.1|ELK4$MA0076.2|FEV$MA0156.1|ETS2$MA1484.1|ELF4$MA0641.1|ETV2$MA0762.1|ELF1$MA0473.2|SPI1$MA0080.2|EHF$MA0598.3|ZBTB7A$MA0750.2|ELF5$MA0136.2|Ets1$MA0098.2|GABPA$MA0062.1|ELK4$MA0076.1|ELF3$MA0640.2|ETV1$MA0761.2|ELF3$MA0640.1|ELF1$MA0473.3|SPIB$MA0081.2|GABPA$MA0062.3|Erg$MA0474.1|EHF$MA0598.2|ELF5$MA0136.1|Spi1$MA0080.3|ELF2$MA1483.1|SPI1$MA0080.5|ETS1$MA0098.1|EHF$MA0598.1|ETV4$MA0764.2	210972.21	236680.48	263690.17	4.6	8.2	12.77	1049	614	435	0.331	0.461
NFIC$MA0161.1|NFIX$MA0671.1|NFIA$MA0670.1|NFIC$MA0161.2	128061.55	147198.25	162626.5	-1.75	-0.25	0.64	521	253	268	-0.057	-0.074
BARHL2$MA0635.1|BARHL1$MA0877.2	121044.95	139519.5	156003.65	-1.81	-0.39	0.43	791	378	413	-0.038	-0.05
NR2F2$MA1111.1|ESRRA$MA0592.1|NR4A1$MA1112.1|NR5A1$MA1540.1|Esrra$MA0592.2|Esrrb$MA0141.1|Esrrb$MA0141.2|Esrrg$MA0643.1|NR4A1$MA1112.2|Nr5a2$MA0505.1|ESRRA$MA0592.3|ESRRB$MA0141.3	194654.57	219934.5	243467.59	-2.37	-0.64	0.32	950	442	508	-0.049	-0.119
NFIX(var.2)$MA1528.1|NFIC::TLX1$MA0119.1|NFIC(var.2)$MA1527.1|NFIB$MA1643.1	364655.4	404485.38	438947.2	-0.4	0.69	2.31	1359	706	653	0.103	0.08
E2F6$MA0471.2|E2F4$MA0470.1|E2F3$MA0469.1|E2F6$MA0471.1|E2F1$MA0024.2|TFDP1$MA1122.1	250969.0	282146.25	306010.88	-0.76	0.24	1.33	1137	594	543	0.089	0.027
CREB3L4$MA1474.1|ATF6$MA1466.1|CREB3$MA0638.1|CREB3L1$MA0839.1|XBP1$MA0844.1	349339.3	386500.2	421117.84	-0.24	0.9	2.74	1199	644	555	0.174	0.113
ONECUT1$MA0679.2|ONECUT3$MA0757.1|ONECUT2$MA0756.1|ONECUT1$MA0679.1	127314.88	145944.5	165299.5	-4.23	-1.73	-0.31	907	418	489	-0.128	-0.142
EGR1$MA0162.2|EGR2$MA0472.1|Egr1$MA0162.1|EGR1$MA0162.4|EGR3$MA0732.1|EGR2$MA0472.2|EGR4$MA0733.1|EGR1$MA0162.3	323110.12	358603.0	391227.05	0.29	1.79	4.04	1236	679	557	0.255	0.23
TGIF2LX$MA1571.1|TGIF2$MA0797.1|TGIF2LY$MA1572.1|TGIF1$MA0796.1|PKNOX2$MA0783.1|PKNOX1$MA0782.1	159653.08	181378.67	199310.32	-0.48	0.31	1.66	989	511	478	0.042	0.07
TFCP2$MA0145.3|GRHL1$MA0647.1	189418.3	214364.0	236687.95	-0.41	0.45	2.02	947	496	451	0.062	0.105
PAX9$MA0781.1|PAX1$MA0779.1	325982.1	362868.25	398107.6	-0.16	0.97	2.99	1142	601	541	0.08	0.101
RUNX3$MA0684.1|RUNX2$MA0511.2|RUNX1$MA0002.1	157031.97	177856.33	200621.97	2.48	5.31	9.07	929	544	385	0.259	0.324
NFE2L2$MA0150.1|BACH1$MA1633.1|MAFK$MA0496.3|Bach1::Mafk$MA0591.1|BACH2$MA1101.1|Nfe2l2$MA0150.2|NFE2L1$MA0089.2|MAF::NFE2$MA0501.1	281130.5	312488.31	345728.74	0.21	1.69	4.07	900	483	417	0.138	0.19
ATF4$MA0833.1|CEBPA$MA0102.3|CEBPB$MA0466.1|CEBPA$MA0102.4|CEBPD$MA0836.2|ATF4$MA0833.2|CEBPG(var.2)$MA1636.1	254427.11	285504.93	310041.5	-0.62	0.25	1.59	1154	598	556	0.036	0.089
TFAP2B$MA0811.1|TFAP2C$MA0524.2|TFAP2A(var.2)$MA0810.1|TFAP2C$MA0524.1|TFAP2A$MA0003.2	242302.86	270483.6	300446.84	0.14	1.57	3.87	1026	550	476	0.115	0.125
PRDM1$MA0508.1	260782.6	292606.0	325132.2	0.78	2.47	5.19	1140	609	531	0.104	0.161
RXRB$MA0855.1|PPARD$MA1550.1|PPARG::RXRA$MA0065.1|NR2F1(var.2)$MA1537.1|Rxra$MA0512.2|RXRG$MA0856.1|THRB$MA1574.1|Nr2f6$MA0677.1|NR2C2$MA0504.1	286054.91	321454.11	346322.19	-1.14	-0.02	0.86	937	455	482	-0.024	-0.033
TEAD2$MA1121.1|TEAD1$MA0090.3|TEAD3$MA0808.1|TEAD4$MA0809.2|TEAD1$MA0090.2|TEAD4$MA0809.1	191516.03	215191.67	238796.1	-2.61	-0.76	0.42	1104	528	576	-0.038	-0.104
STAT1$MA0137.3|Stat5a$MA1624.1|STAT3$MA0144.2|Stat5b$MA1625.1|Stat3$MA0144.1|Stat5a::Stat5b$MA0519.1|STAT1$MA0137.2|Stat4$MA0518.1	196783.12	220453.81	244541.85	-3.2	-1.2	0.08	834	379	455	-0.079	-0.148
NR1D1$MA1531.1|NR1D2$MA1532.1	391451.05	435726.75	463893.4	-1.33	0.11	0.78	1286	647	639	0.008	-0.049
CUX1$MA0754.1|CUX2$MA0755.1	119428.45	137221.0	155593.55	-4.44	-1.99	-0.46	789	360	429	-0.078	-0.134
RXRG(var.2)$MA1556.1|RXRB(var.2)$MA1555.1|RARB(var.3)$MA1552.1|RARG(var.3)$MA1553.1	275049.78	304974.5	334480.35	-0.36	0.76	2.45	1102	570	532	0.088	0.079
Zfx$MA0146.1|Zfx$MA0146.2	241568.3	273204.25	295373.0	-0.68	0.08	1.15	1052	542	510	0.043	-0.002
Nkx3-2$MA0122.3|NKX2-8$MA0673.1|NKX3-2$MA0122.2|Nkx3-1$MA0124.2|ISL2$MA0914.1|NKX2-3$MA0672.1	155669.87	177296.42	195267.67	-1.0	0.08	1.3	1037	502	535	-0.046	-0.06
MEF2A$MA0052.4|MEF2D$MA0773.1|MEF2B$MA0660.1|MEF2A$MA0052.2|MEF2C$MA0497.1|MEF2A$MA0052.3|MEF2A$MA0052.1	109574.41	127587.29	139538.76	-0.93	0.02	1.09	877	439	438	0.006	0.051
Atf3$MA0605.1|ATF3$MA0605.2|FOSL1::JUND(var.2)$MA1143.1|ATF7$MA0834.1|FOSB::JUN$MA1127.1|JDP2(var.2)$MA0656.1|Atf1$MA0604.1|CREM$MA0609.2|Creb5$MA0840.1|JUNB(var.2)$MA1140.2|FOSL2::JUNB(var.2)$MA1139.1|FOSL1::JUN(var.2)$MA1129.1|FOSL2::JUN(var.2)$MA1131.1|CREB1$MA0018.3|CREB3L4(var.2)$MA1475.1|FOSB::JUNB(var.2)$MA1136.1|JUNB(var.2)$MA1140.1|CREB1$MA0018.2|GMEB2$MA0862.1|Crem$MA0609.1|CREB1$MA0018.4|JUN::JUNB(var.2)$MA1133.1|FOSL2::JUND(var.2)$MA1145.1|ATF2$MA1632.1|JUND(var.2)$MA0492.1|JUN$MA0488.1|FOS::JUN(var.2)$MA1126.1	212074.1	238036.07	263798.86	0.11	1.58	4.02	822	456	366	0.292	0.225
Sox6$MA0515.1|Sox3$MA0514.1|SOX13$MA1120.1|SOX9$MA0077.1|SOX15$MA1152.1|SOX2$MA0143.4|Sox17$MA0078.1|SOX4$MA0867.2|SOX8$MA0868.2|SOX10$MA0442.2	136864.89	156839.8	174172.8	-1.66	-0.33	0.46	719	337	382	-0.132	-0.076
PKNOX1$MA0782.2|PBX3$MA1114.1|PBX2$MA1113.1	334187.5	372218.5	402486.83	-0.51	0.29	1.62	1227	630	597	0.021	0.039
Hmx1$MA0896.1|Hmx2$MA0897.1|Hmx3$MA0898.1	269359.5	301290.0	327002.63	-1.51	-0.27	0.47	1177	566	611	-0.073	-0.047
IRF8$MA0652.1|IRF4$MA1419.1|IRF9$MA0653.1|IRF5$MA1420.1	165425.65	187108.12	209835.98	4.55	8.15	12.72	921	541	380	0.281	0.518
PBX1$MA0070.1	150258.6	172429.0	195047.6	-3.8	-1.54	-0.2	868	405	463	-0.159	-0.15
OTX1$MA0711.1|OTX2$MA0712.2|OTX2$MA0712.1|Pitx1$MA0682.1|PITX3$MA0714.1|PITX1$MA0682.2|PITX2$MA1547.1|GSC2$MA0891.1|GSC$MA0648.1	114359.64	131019.72	148171.06	-3.21	-1.13	0.04	707	318	389	-0.16	-0.099
SMAD5$MA1557.1|SMAD3$MA0795.1	157877.55	180565.75	201446.25	-0.1	0.46	2.06	909	476	433	0.065	0.055
DMRTC2$MA1479.1|DMRT3$MA0610.1|DMRTA2$MA1478.1	187670.73	212185.17	237323.57	-3.15	-1.12	-0.07	963	451	512	-0.101	-0.1
HNF1B$MA0153.1	102725.9	118034.5	132234.0	-1.71	-0.3	0.49	697	343	354	-0.078	-0.054
HNF4A$MA0114.4|HNF4G$MA0484.2	243179.1	271741.75	298360.1	-2.04	-0.48	0.32	1056	514	542	-0.025	-0.037
EBF1$MA0154.1|EBF3$MA1637.1|EBF1$MA0154.2|Ebf2$MA1604.1|EBF1$MA0154.4|EBF1$MA0154.3	217840.78	244814.0	270424.97	-0.7	1.12	3.13	801	408	393	0.051	0.203
Tcfcp2l1$MA0145.2|Tcfcp2l1$MA0145.1	278797.6	309438.0	342855.3	-3.58	-1.4	-0.14	1153	546	607	-0.132	-0.091
TFAP2C(var.3)$MA0815.1|TFAP2A(var.3)$MA0872.1|TFAP2B(var.3)$MA0813.1	202503.43	228054.83	254348.63	0.78	2.6	5.56	1009	546	463	0.116	0.216
HOXB13$MA0901.2|CDX1$MA0878.1|HOXD9$MA0913.2|HOXA13$MA0650.1|CDX2$MA0465.2|HOXD13$MA0909.1|HOXB13$MA0901.1|HOXA10$MA0899.1|Hoxd9$MA0913.1|HOXD13$MA0909.2|CDX2$MA0465.1|CDX4$MA1473.1|CDX1$MA0878.2|HOXA13$MA0650.2	116526.04	133924.82	151254.0	-2.73	-0.84	0.46	836	394	442	-0.096	-0.144
Foxk1$MA0852.1|Foxj3$MA0851.1	249521.5	282749.25	304568.5	-0.93	0.12	1.17	1051	526	525	0.008	0.042
PAX6$MA0069.1	289470.6	321137.0	355363.7	-0.39	1.54	3.6	1177	609	568	0.061	0.13
Meis1$MA0498.1	327085.4	361139.0	392925.2	-0.25	0.38	1.71	1218	631	587	0.054	0.026
HOXC12$MA0906.1|HOXB9$MA1503.1|HOXC9$MA0485.2|HOXD11$MA0908.1|HOXC10$MA0905.1|HOXC11$MA0651.1|Hoxa11$MA0911.1|HOXD12$MA0873.1|HOXD10$MA1506.1	131465.52	151664.44	166720.46	-1.18	-0.02	0.97	818	429	389	0.075	0.01
TCF7$MA0769.2|LEF1$MA0768.1|TCF7L1$MA1421.1|TCF7L2$MA0523.1|Tcf7$MA0769.1	192719.76	218402.6	237867.9	-1.57	-0.16	0.58	795	386	409	-0.028	-0.052
NKX2-2$MA1645.1|NKX2-5$MA0063.2	226850.25	254293.25	277436.2	-1.88	-0.35	0.45	1154	557	597	-0.015	-0.063
HSF4$MA0771.1|HSF1$MA0486.2|HSF2$MA0770.1|HSF1$MA0486.1	240863.58	268995.62	296385.35	-4.42	-1.95	-0.44	1142	532	610	-0.078	-0.187
SCRT2$MA0744.1|SCRT2$MA0744.2|SCRT1$MA0743.1|SCRT1$MA0743.2	343830.98	381827.12	413197.8	-0.35	0.42	1.97	1058	547	511	0.045	0.055
NR2F6(var.3)$MA1539.1|NR2F1(var.3)$MA1538.1|NR1H4::RXRA$MA1146.1|NR4A2::RXRA$MA1147.1	276962.5	309031.12	337282.3	-0.38	0.5	2.09	859	456	403	0.034	0.074
Klf4$MA0039.1	118753.1	134904.0	154558.6	-3.56	-1.24	0.02	765	359	406	-0.097	-0.063
HLTF$MA0109.1	172542.2	195162.5	219147.8	-2.27	-0.67	0.03	905	428	477	-0.069	-0.029
PAX3$MA0780.1|PAX7$MA0680.1	43071.35	51660.75	60480.35	-2.7	-0.76	0.2	472	224	248	-0.049	-0.112
ESR1$MA0112.3|ESR2$MA0258.1|ESR2$MA0258.2|ESR1$MA0112.2	465269.38	513526.88	546400.68	-1.56	-0.28	0.61	1079	504	575	-0.099	-0.066
Wt1$MA1627.1|Znf281$MA1630.1	232337.5	261921.0	290999.8	0.24	1.62	4.04	1162	620	542	0.111	0.171
RORC$MA1151.1|RORA(var.2)$MA0072.1|RORB$MA1150.1	223629.63	251664.67	278195.93	-0.34	0.45	2.67	1079	564	515	0.1	0.097
HLF$MA0043.3|NFIL3$MA0025.2	207598.1	233316.25	258786.15	-0.2	0.75	2.42	1044	559	485	0.087	0.059
RFX3$MA0798.2|RFX2$MA0600.1|RFX1$MA0509.2|RFX3$MA0798.1|Rfx1$MA0509.1|RFX2$MA0600.2|RFX5$MA0510.2|RFX4$MA0799.1	320057.71	355466.06	385969.66	-0.55	0.37	1.92	1280	653	627	0.011	0.08
RXRA::VDR$MA0074.1	203222.1	229426.0	250252.0	-1.27	-0.14	0.64	964	467	497	-0.046	-0.012
MEIS1(var.2)$MA1639.1|MEIS2(var.2)$MA1640.1|Hoxa9$MA0594.1|PBX2$MA1113.2|Hoxc9$MA0485.1	175283.94	198943.3	221326.48	-2.83	-0.96	0.28	941	445	496	-0.051	-0.14
E2F2$MA0864.2|E2F4$MA0470.2|E2F1$MA0024.3	371618.2	410621.67	447692.0	-0.18	1.51	3.87	1508	781	727	0.043	0.146
NFYB$MA0502.1|NFYA$MA0060.1|NFYA$MA0060.3|NFYC$MA1644.1	262739.15	294234.5	319895.2	-0.46	0.37	1.82	1176	598	578	0.065	0.079
SPI1$MA0080.4|SPIC$MA0687.1	233162.15	260687.75	290998.5	4.05	7.44	12.02	998	563	435	0.233	0.443
NR1I2$MA1533.1|Vdr$MA0693.1	357721.55	398479.75	428591.9	-1.2	-0.08	0.9	1430	708	722	-0.032	-0.007
NFATC3$MA0625.1|NFATC1$MA0624.1|NFATC4$MA1525.1	196518.83	223203.17	244575.2	-1.83	-0.39	0.37	949	453	496	-0.071	-0.05
Zic2$MA1629.1|Zic1::Zic2$MA1628.1	228346.35	256642.5	280401.4	-1.62	-0.15	0.74	1133	565	568	-0.007	-0.031
RORA$MA0071.1	152365.4	175306.0	191788.9	-1.36	-0.17	0.67	844	414	430	-0.016	-0.015
Sox11$MA0869.1|SOX4$MA0867.1|SOX21$MA0866.1|Sox1$MA0870.1	83089.68	97921.38	108896.25	-0.59	0.62	2.14	589	327	262	0.169	0.213
ZNF740$MA0753.2|ZNF740$MA0753.1|VEZF1$MA1578.1	210021.67	235360.0	260635.93	0.25	1.5	3.76	1087	584	503	0.114	0.207
ZNF24$MA1124.1	167795.2	189337.5	212064.0	-2.8	-0.87	-0.03	896	424	472	-0.074	-0.083
E2F7$MA0758.1|E2F8$MA0865.1	153275.35	174974.25	191239.25	-2.16	-0.61	0.78	735	354	381	-0.058	-0.193
PAX5$MA0014.3	279947.2	313958.0	339352.1	-0.68	0.1	1.32	1125	571	554	0.022	0.012
MAF$MA1520.1|MAFA$MA1521.1|MAFG$MA0659.1|MAFK$MA0496.2|MAFF$MA0495.2	417906.86	460055.9	492679.6	-0.5	0.3	1.62	1222	638	584	0.074	0.043
TP53$MA0106.2|TP53$MA0106.3|TP53$MA0106.1	260150.4	291689.17	317644.83	-1.21	-0.21	1.13	1238	616	622	-0.012	0.041
ZNF410$MA0752.1	130124.2	148794.5	168571.0	-2.98	-0.99	0.1	798	379	419	-0.029	-0.119
REST$MA0138.1|REST$MA0138.2	420558.8	466099.75	496637.2	-0.63	0.13	1.32	1219	630	589	0.14	0.049
YY2$MA0748.2|YY2$MA0748.1	262942.1	294845.0	319281.15	-0.58	0.56	1.97	1112	581	531	0.048	0.104
SREBF2$MA0596.1|SREBF1$MA0595.1	151465.55	172882.25	190884.2	-2.06	-0.46	0.4	818	403	415	-0.041	-0.099
CTCFL$MA1102.1|CTCFL$MA1102.2	248898.35	277684.5	306765.65	8.93	13.47	19.18	1297	757	540	0.178	0.523
Nkx3-2$MA0122.1	120357.1	140602.5	153659.7	-1.07	0.01	1.01	750	381	369	0.054	-0.031
ZNF354C$MA0130.1	63311.8	75203.0	84251.8	-0.74	-0.12	1.29	552	274	278	-0.046	0.049
ZBTB12$MA1649.1	171603.6	194585.0	218901.4	-3.8	-1.55	-0.1	921	435	486	-0.056	-0.105
RFX7$MA1554.1	163431.7	185147.5	207871.0	-0.54	0.91	2.81	887	453	434	0.035	0.071
DPRX$MA1480.1	145918.9	167309.0	187385.7	-2.51	-0.73	0.2	840	401	439	-0.068	-0.076
HNF1B$MA0153.2|HNF1A$MA0046.2	89610.55	104294.25	117658.1	-2.04	-0.43	0.35	619	299	320	-0.043	-0.059
TFAP4(var.2)$MA1570.1|Twist2$MA0633.1	162303.25	184340.5	205971.5	-0.16	0.79	2.5	908	476	432	0.129	0.126
