Merged motif (Total sequences: 4402)	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
FEV$MA0156.2|ERG$MA0474.2|Gabpa$MA0062.2|ETS1$MA0098.3|ELK3$MA0759.1|ETV5$MA0765.2|ETV4$MA0764.1|ETV1$MA0761.1|FLI1$MA0475.2|ELK1$MA0028.2|ELK4$MA0076.2|ETV6$MA0645.1|ERF$MA0760.1|FLI1$MA0475.1|Ets1$MA0098.2|ELF1$MA0473.1|ETV3$MA0763.1|ELF4$MA0641.1|ETV2$MA0762.1|ETV5$MA0765.1|ETS2$MA1484.1|ZBTB7A$MA0750.2|FEV$MA0156.1|ELF1$MA0473.2|ELK4$MA0076.1|EHF$MA0598.3|ETV1$MA0761.2|ELF5$MA0136.2|GABPA$MA0062.3|ELF1$MA0473.3|SPI1$MA0080.2|GABPA$MA0062.1|ELF3$MA0640.1|ELF3$MA0640.2|Erg$MA0474.1|SPIB$MA0081.2|ELF2$MA1483.1|Spi1$MA0080.3|EHF$MA0598.2|SPI1$MA0080.5|ELF5$MA0136.1|EHF$MA0598.1|ETS1$MA0098.1|ETV4$MA0764.2	124375.03	141766.19	160559.49	3.98	7.32	11.66	830	486	344	0.331	0.482
Myb$MA0100.2	76163.5	89405.0	100394.7	-0.4	0.37	1.93	609	313	296	0.038	0.068
NFIC$MA0161.1|NFIX$MA0671.1|NFIC$MA0161.2|NFIA$MA0670.1	72440.05	84202.5	95677.08	-2.22	-0.56	0.44	396	192	204	-0.057	-0.081
BARHL2$MA0635.1|BARHL1$MA0877.2	71129.65	83494.75	95301.3	-2.18	-0.56	0.27	615	289	326	-0.048	-0.057
NR2F2$MA1111.1|NR4A1$MA1112.1|ESRRA$MA0592.1|Esrra$MA0592.2|NR4A1$MA1112.2|Esrrb$MA0141.1|Esrrb$MA0141.2|NR5A1$MA1540.1|Esrrg$MA0643.1|Nr5a2$MA0505.1|ESRRA$MA0592.3|ESRRB$MA0141.3	115534.45	133223.17	147961.42	-1.92	-0.44	0.48	744	347	397	-0.049	-0.116
NFIC::TLX1$MA0119.1|NFIX(var.2)$MA1528.1|NFIC(var.2)$MA1527.1|NFIB$MA1643.1	211644.82	237714.0	259311.5	-0.52	0.46	1.86	741	390	351	0.158	0.1
THAP1$MA0597.1	93438.2	107793.5	123264.6	-3.19	-1.09	0.56	683	331	352	-0.044	-0.068
E2F4$MA0470.1|E2F6$MA0471.1|E2F1$MA0024.2|E2F6$MA0471.2|TFDP1$MA1122.1|E2F3$MA0469.1	152446.05	175192.92	190492.98	-1.07	0.12	1.01	771	395	376	0.028	-0.076
CREB3L4$MA1474.1|ATF6$MA1466.1|CREB3$MA0638.1|CREB3L1$MA0839.1|XBP1$MA0844.1	206673.14	232351.9	255557.54	-0.48	0.49	2.27	933	498	435	0.141	0.121
ONECUT1$MA0679.2|ONECUT3$MA0757.1|ONECUT2$MA0756.1|ONECUT1$MA0679.1	80749.15	93840.0	108191.35	-4.78	-2.2	-0.55	734	324	410	-0.237	-0.173
EGR1$MA0162.2|EGR2$MA0472.1|Egr1$MA0162.1|EGR1$MA0162.4|EGR3$MA0732.1|EGR2$MA0472.2|EGR1$MA0162.3|EGR4$MA0733.1	190837.34	216067.19	237541.26	-0.09	1.29	3.31	968	529	439	0.242	0.223
TGIF2LX$MA1571.1|PKNOX2$MA0783.1|TGIF2$MA0797.1|TGIF2LY$MA1572.1|TGIF1$MA0796.1|PKNOX1$MA0782.1	102487.65	118245.33	131427.2	-0.46	0.29	1.64	788	411	377	0.057	0.065
TFCP2$MA0145.3|GRHL1$MA0647.1	114409.15	131483.75	147920.45	-0.3	0.98	3.0	748	397	351	0.114	0.155
PAX1$MA0779.1|PAX9$MA0781.1	188284.55	210622.0	233557.8	-0.43	0.66	2.41	1013	515	498	0.011	0.099
RUNX3$MA0684.1|RUNX2$MA0511.2|RUNX1$MA0002.1	88560.33	102059.33	117253.63	2.42	5.27	8.91	714	429	285	0.286	0.365
BACH1$MA1633.1|NFE2L2$MA0150.1|MAFK$MA0496.3|Bach1::Mafk$MA0591.1|BACH2$MA1101.1|Nfe2l2$MA0150.2|NFE2L1$MA0089.2|MAF::NFE2$MA0501.1	171787.56	194166.19	215107.86	-0.23	0.93	2.93	818	431	387	0.077	0.167
TFAP2B$MA0811.1|TFAP2C$MA0524.2|TFAP2A(var.2)$MA0810.1|TFAP2C$MA0524.1|TFAP2A$MA0003.2	141820.94	160729.2	180535.64	0.12	1.42	3.64	796	428	368	0.117	0.122
PPARG::RXRA$MA0065.1|THRB$MA1574.1|PPARD$MA1550.1|Rxra$MA0512.2|RXRG$MA0856.1|NR2C2$MA0504.1|Nr2f6$MA0677.1|RXRB$MA0855.1|NR2F1(var.2)$MA1537.1	167141.29	190734.83	207532.58	-0.74	0.16	1.36	897	462	435	0.151	0.082
TEAD2$MA1121.1|TEAD3$MA0808.1|TEAD1$MA0090.3|TEAD4$MA0809.2|TEAD1$MA0090.2|TEAD4$MA0809.1	114597.65	131988.92	145924.77	-1.73	-0.21	0.61	849	412	437	-0.025	-0.045
STAT1$MA0137.3|Stat5a::Stat5b$MA0519.1|STAT3$MA0144.2|Stat5a$MA1624.1|Stat3$MA0144.1|Stat5b$MA1625.1|STAT1$MA0137.2|Stat4$MA0518.1	109039.11	125183.88	141235.15	-3.91	-1.59	-0.2	638	281	357	-0.089	-0.183
NR1D2$MA1532.1|NR1D1$MA1531.1	236790.7	265746.75	287063.9	-0.77	0.24	1.4	1075	548	527	0.064	0.036
ZNF528$MA1597.1	201097.7	226054.5	248267.4	-2.53	-0.71	0.23	974	468	506	-0.058	-0.087
CUX1$MA0754.1|CUX2$MA0755.1	74311.0	86812.0	99244.1	-3.78	-1.4	-0.16	618	282	336	-0.075	-0.12
RXRB(var.2)$MA1555.1|RXRG(var.2)$MA1556.1|RARB(var.3)$MA1552.1|RARG(var.3)$MA1553.1	162503.55	184785.12	205501.52	-0.26	0.84	2.73	883	463	420	0.092	0.106
Zfx$MA0146.2|Zfx$MA0146.1	139638.65	161640.5	174899.4	-0.92	0.02	1.04	802	414	388	0.043	-0.021
Nkx3-1$MA0124.2|Nkx3-2$MA0122.3|NKX3-2$MA0122.2|NKX2-3$MA0672.1|NKX2-8$MA0673.1|ISL2$MA0914.1	90295.08	104983.25	117309.93	-0.8	0.16	1.39	628	322	306	0.034	0.052
MEF2D$MA0773.1|MEF2A$MA0052.4|MEF2A$MA0052.1|MEF2A$MA0052.3|MEF2C$MA0497.1|MEF2B$MA0660.1|MEF2A$MA0052.2	68578.01	81497.57	90077.33	-0.91	-0.03	1.07	486	240	246	-0.01	-0.007
Atf3$MA0605.1|ATF7$MA0834.1|ATF3$MA0605.2|Atf1$MA0604.1|CREB1$MA0018.3|CREM$MA0609.2|FOSB::JUN$MA1127.1|FOSL1::JUND(var.2)$MA1143.1|JUNB(var.2)$MA1140.2|FOSL2::JUNB(var.2)$MA1139.1|JDP2(var.2)$MA0656.1|CREB3L4(var.2)$MA1475.1|FOSL2::JUN(var.2)$MA1131.1|FOSL1::JUN(var.2)$MA1129.1|Creb5$MA0840.1|JUNB(var.2)$MA1140.1|FOSB::JUNB(var.2)$MA1136.1|CREB1$MA0018.2|GMEB2$MA0862.1|Crem$MA0609.1|JUN::JUNB(var.2)$MA1133.1|JUND(var.2)$MA0492.1|ATF2$MA1632.1|CREB1$MA0018.4|FOSL2::JUND(var.2)$MA1145.1|JUN$MA0488.1|FOS::JUN(var.2)$MA1126.1	128649.72	146653.3	164291.59	-0.15	1.21	3.4	650	360	290	0.292	0.241
ZBTB32$MA1580.1	78954.4	91299.5	103795.8	-2.04	-0.53	0.25	619	296	323	-0.024	-0.087
Sox6$MA0515.1|SOX9$MA0077.1|Sox3$MA0514.1|SOX13$MA1120.1|SOX2$MA0143.4|SOX15$MA1152.1|SOX8$MA0868.2|SOX4$MA0867.2|Sox17$MA0078.1|SOX10$MA0442.2	73439.54	86032.1	98077.73	-2.77	-0.93	0.24	548	247	301	-0.15	-0.171
PKNOX1$MA0782.2|PBX3$MA1114.1|PBX2$MA1113.1	197494.0	222066.5	242617.7	-0.44	0.37	1.86	953	487	466	0.013	0.062
Hmx3$MA0898.1|Hmx1$MA0896.1|Hmx2$MA0897.1	168670.07	193508.33	210494.57	-1.2	-0.1	0.92	860	419	441	-0.058	0.022
IRF8$MA0652.1|IRF4$MA1419.1|IRF9$MA0653.1|IRF5$MA1420.1	102354.92	117822.25	133778.42	3.97	7.35	11.79	737	429	308	0.282	0.552
OTX2$MA0712.2|PITX1$MA0682.2|OTX1$MA0711.1|GSC2$MA0891.1|OTX2$MA0712.1|PITX2$MA1547.1|Pitx1$MA0682.1|PITX3$MA0714.1|GSC$MA0648.1	66437.24	77479.33	89132.72	-3.15	-1.13	0.09	766	344	422	-0.095	-0.111
ZNF382$MA1594.1	213586.6	240565.0	266481.0	0.3	1.79	4.19	1026	546	480	0.106	0.123
Foxd3$MA0041.1	68585.4	79983.5	91500.1	-2.52	-0.74	0.06	584	274	310	-0.109	-0.087
SMAD3$MA0795.1|SMAD5$MA1557.1	93376.7	107658.25	121857.4	-0.12	0.52	2.12	639	339	300	0.064	0.07
DMRTC2$MA1479.1|DMRT3$MA0610.1|DMRTA2$MA1478.1	112248.9	128633.83	145745.1	-3.35	-1.26	-0.13	760	354	406	-0.122	-0.123
HNF1B$MA0153.1	65573.0	75377.0	86740.1	-2.61	-0.73	0.21	567	269	298	-0.15	-0.116
HNF4A$MA0114.4|HNF4G$MA0484.2	135145.3	155914.5	170698.7	-1.29	-0.16	0.67	791	389	402	-0.02	-0.004
EBF1$MA0154.2|EBF1$MA0154.1|EBF3$MA1637.1|EBF1$MA0154.4|Ebf2$MA1604.1|EBF1$MA0154.3	130158.32	148072.17	166053.83	-0.63	0.92	2.89	646	337	309	0.083	0.232
Tcfcp2l1$MA0145.2|Tcfcp2l1$MA0145.1	163288.85	183449.0	205457.4	-3.36	-1.25	-0.02	890	420	470	-0.151	-0.096
Mafb$MA0117.1	59714.0	72671.0	80951.2	-1.21	0.06	0.92	541	273	268	0.005	-0.019
TFAP2C(var.3)$MA0815.1|TFAP2A(var.3)$MA0872.1|TFAP2B(var.3)$MA0813.1	121208.83	138822.33	157170.43	0.38	1.86	4.22	785	427	358	0.116	0.198
HOXB13$MA0901.2|HOXA13$MA0650.1|CDX2$MA0465.2|CDX1$MA0878.1|HOXD9$MA0913.2|HOXD13$MA0909.1|HOXB13$MA0901.1|HOXD13$MA0909.2|CDX2$MA0465.1|Hoxd9$MA0913.1|CDX4$MA1473.1|HOXA13$MA0650.2|CDX1$MA0878.2|HOXA10$MA0899.1	73892.33	86368.14	97730.96	-2.12	-0.51	0.52	675	312	363	-0.123	-0.154
SOX10$MA0442.1	26296.0	32063.5	38105.4	-0.3	1.03	3.11	377	199	178	0.058	0.139
Foxj3$MA0851.1|Foxk1$MA0852.1	160393.65	184552.75	200633.5	-1.21	0.07	0.91	875	450	425	0.046	-0.018
Meis1$MA0498.1	191586.3	214914.0	238145.2	-0.09	0.75	2.55	951	500	451	0.074	0.051
HOXC12$MA0906.1|Hoxa11$MA0911.1|HOXD12$MA0873.1|HOXD10$MA1506.1|HOXC10$MA0905.1|HOXB9$MA1503.1|HOXC11$MA0651.1|HOXD11$MA0908.1|HOXC9$MA0485.2	80305.29	94586.94	105320.16	-0.66	0.1	1.52	656	356	300	0.11	0.058
Tcf7$MA0769.1|LEF1$MA0768.1|TCF7L1$MA1421.1|TCF7L2$MA0523.1|TCF7$MA0769.2	116536.02	133368.9	148903.5	-2.11	-0.52	0.26	680	321	359	-0.095	-0.094
NKX2-2$MA1645.1|Nkx2-5(var.2)$MA0503.1|NKX2-5$MA0063.2	118768.9	136806.17	150474.1	-1.1	-0.01	1.03	879	423	456	-0.017	-0.047
HSF4$MA0771.1|HSF1$MA0486.2|HSF2$MA0770.1|HSF1$MA0486.1	151756.98	172540.38	192076.47	-2.66	-0.84	0.45	899	428	471	-0.047	-0.135
SCRT2$MA0744.1|SCRT2$MA0744.2|SCRT1$MA0743.2|SCRT1$MA0743.1	210494.55	235545.75	259231.18	-0.2	0.6	2.22	837	440	397	0.064	0.071
NR2F6(var.3)$MA1539.1|NR2F1(var.3)$MA1538.1|NR4A2::RXRA$MA1147.1|NR1H4::RXRA$MA1146.1	159669.42	180523.62	201383.08	-0.23	0.94	2.86	669	368	301	0.093	0.127
SP1$MA0079.3|SP1$MA0079.2|SP2$MA0516.1	134682.33	153350.67	172535.5	0.05	1.4	3.6	746	406	340	0.15	0.168
Klf4$MA0039.1	66733.1	78424.5	90871.9	-3.32	-1.25	0.06	587	274	313	-0.122	-0.072
PAX3$MA0780.1|PAX7$MA0680.1	26405.55	32220.5	38546.25	-3.88	-1.53	-0.03	382	176	206	-0.1	-0.22
ESR1$MA0112.3|ESR1$MA0112.2|ESR2$MA0258.1|ESR2$MA0258.2	279552.78	313310.88	334728.47	-1.45	-0.24	0.62	834	393	441	-0.088	-0.07
Wt1$MA1627.1|Znf281$MA1630.1	132057.9	151257.25	169213.05	0.6	2.05	4.55	897	483	414	0.111	0.218
RORC$MA1151.1|RORA(var.2)$MA0072.1|RORB$MA1150.1	130603.73	149160.83	165509.67	-0.37	0.55	2.34	814	427	387	0.102	0.093
Pax4$MA0068.1	847115.5	916548.5	961619.6	-0.88	-0.17	1.33	1925	946	979	-0.039	0.011
HLF$MA0043.3|NFIL3$MA0025.2	132515.3	152158.75	168294.55	-0.56	0.36	1.65	835	445	390	0.087	0.04
RFX3$MA0798.2|RFX1$MA0509.2|Rfx1$MA0509.1|RFX2$MA0600.1|RFX3$MA0798.1|RFX4$MA0799.1|RFX2$MA0600.2|RFX5$MA0510.2	192655.25	216861.25	239470.19	-0.48	0.55	2.31	1016	525	491	0.018	0.115
MEIS1(var.2)$MA1639.1|MEIS2(var.2)$MA1640.1|Hoxa9$MA0594.1|PBX2$MA1113.2|Hoxc9$MA0485.1	105768.48	121062.9	136818.76	-3.72	-1.52	-0.04	744	336	408	-0.079	-0.185
E2F4$MA0470.2|E2F2$MA0864.2|E2F1$MA0024.3	222778.77	250191.17	277508.17	-0.28	1.25	3.4	1030	543	487	0.074	0.157
NFYA$MA0060.1|NFYC$MA1644.1|NFYB$MA0502.1|NFYA$MA0060.3	153409.83	176526.88	191349.72	-0.94	0.04	1.1	1007	511	496	0.02	0.027
SPIC$MA0687.1|SPI1$MA0080.4	139365.2	158040.0	177375.8	4.18	7.69	12.36	983	556	427	0.246	0.325
NR1I2$MA1533.1|Vdr$MA0693.1	211881.05	238710.25	259538.95	-1.46	-0.2	0.64	1112	547	565	-0.058	-0.033
NFATC3$MA0625.1|NFATC1$MA0624.1|NFATC4$MA1525.1	119753.33	137497.17	152864.37	-2.04	-0.53	0.4	746	353	393	-0.071	-0.067
Arid5a$MA0602.1	116819.2	135137.0	149443.2	-1.29	-0.16	0.74	741	367	374	-0.034	-0.012
Zic1::Zic2$MA1628.1|Zic2$MA1629.1	136076.5	158020.0	171755.75	-0.64	0.08	1.3	708	375	333	0.058	-0.009
Sox11$MA0869.1|SOX4$MA0867.1|Sox1$MA0870.1|SOX21$MA0866.1	56738.38	67425.38	76192.65	-0.39	0.67	2.28	493	276	217	0.169	0.232
ZNF740$MA0753.2|ZNF740$MA0753.1|VEZF1$MA1578.1	121485.23	138717.17	157052.5	0.03	1.27	3.36	829	443	386	0.114	0.191
E2F7$MA0758.1|E2F8$MA0865.1	90168.65	104891.75	117660.2	-1.3	-0.13	1.1	581	286	295	-0.023	-0.151
MAFG$MA0659.1|MAF$MA1520.1|MAFA$MA1521.1|MAFK$MA0496.2|MAFF$MA0495.2	256178.32	286209.5	309954.76	-0.65	0.21	1.44	1193	607	586	0.037	0.049
TP53$MA0106.1|TP53$MA0106.3|TP53$MA0106.2	148537.67	169542.83	187239.23	-1.44	-0.35	0.88	682	338	344	-0.015	-0.075
GATA1$MA0035.4	101187.9	117166.0	130158.8	-0.77	0.13	1.33	689	350	339	0.022	0.019
REST$MA0138.1|REST$MA0138.2	231519.2	261953.0	280468.2	-0.76	0.08	1.21	924	472	452	0.076	0.016
Myc$MA0147.2|MXI1$MA1108.2|MAX$MA0058.2	98497.6	113269.67	128820.4	0.06	1.36	3.54	694	378	316	0.191	0.195
YY2$MA0748.2|YY2$MA0748.1	159774.3	182879.75	200970.3	-0.74	0.24	1.39	875	450	425	0.044	0.062
SREBF2$MA0596.1|SREBF1$MA0595.1	88470.2	102794.5	114678.5	-1.69	-0.34	0.54	634	314	320	-0.022	-0.08
ZNF75D$MA1601.1	98608.4	113926.0	128105.1	-0.06	0.5	2.1	690	367	323	0.047	0.026
CTCFL$MA1102.1|CTCFL$MA1102.2	158422.8	177190.5	199680.05	6.88	11.1	16.24	1036	606	430	0.16	0.526
Dmrt1$MA1603.1	123608.1	141845.0	158270.6	-1.99	-0.5	0.37	769	372	397	-0.047	-0.033
HNF1B$MA0153.2|HNF1A$MA0046.2	60302.6	71097.5	81547.65	-2.38	-0.65	0.27	517	245	272	-0.065	-0.101
En1$MA0027.1	94739.7	109600.5	124352.8	0.33	1.76	4.14	699	382	317	0.123	0.076
