Merged motif (Total sequences: 2165)	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
Lhx8$MA0705.1|ISX$MA0654.1|Barhl1$MA0877.1|HOXB4$MA1499.1|RAX$MA0718.1|HOXD4$MA1507.1|UNCX$MA0721.1|HESX1$MA0894.1|MNX1$MA0707.1|Hoxb5$MA0904.1|NKX6-2$MA0675.1|TLX2$MA1577.1|Prrx2$MA0075.2|HOXB8$MA1502.1|Msx3$MA0709.1|GBX2$MA0890.1|PRRX1$MA0716.1|RAX2$MA0717.1|HOXD8$MA0910.2|HOXC4$MA1504.1|LBX2$MA0699.1|Shox2$MA0720.1|Dlx3$MA0880.1|ALX3$MA0634.1|BARX1$MA0875.1|HOXA6$MA1497.1|Dlx2$MA0885.1|HOXB6$MA1500.1|DLX6$MA0882.1|MSX2$MA0708.1|LHX2$MA0700.2|ARGFX$MA1463.1|HOXC8$MA1505.1|EN1$MA0027.2|HOXA4$MA1496.1|ESX1$MA0644.1|DRGX$MA1481.1|PRRX2$MA0075.3|Lhx4$MA0704.1|PDX1$MA0132.2|SHOX$MA0630.1|LMX1B$MA0703.1|MIXL1$MA0662.1|Dlx4$MA0881.1|LHX5$MA1519.1|LHX9$MA0701.2|Nobox$MA0125.1|HOXA7$MA1498.1|EMX1$MA0612.2|MSX1$MA0666.1|LHX9$MA0701.1|BSX$MA0876.1|GSX2$MA0893.2|EN2$MA0642.1|VSX1$MA0725.1|LMX1A$MA0702.1|PAX4$MA0068.2|LHX1$MA1518.1|GSX2$MA0893.1|Alx1$MA0854.1|GBX1$MA0889.1|VSX2$MA0726.1|VAX1$MA0722.1|NKX6-1$MA0674.1|HOXA1$MA1495.1|DLX5$MA1476.1|LHX2$MA0700.1|HOXB2$MA0902.2|Pdx1$MA0132.1|LMX1A$MA0702.2|mix-a$MA0621.1|LHX6$MA0658.1|MEOX2$MA0706.1|EMX2$MA0886.1|EMX1$MA0612.1|HOXB7$MA1501.1|VAX2$MA0723.1|HOXD3$MA0912.2|GSX1$MA0892.1|HOXB3$MA0903.1|Alx4$MA0853.1|Hoxd3$MA0912.1|HOXB2$MA0902.1|HOXB5$MA0904.2|NOTO$MA0710.1|LBX1$MA0618.1|MEOX1$MA0661.1|Prrx2$MA0075.1|HOXA2$MA0900.1|POU6F1$MA0628.1|EVX2$MA0888.1|EVX1$MA0887.1|Dlx1$MA0879.1|HOXA2$MA0900.2|HOXA5$MA0158.2|LMX1B$MA0703.2	14891.53	18708.86	22620.93	-3.15	-1.15	0.11	245	99	146	-0.313	-0.317
FOXA1$MA0148.3|FOXP1$MA0481.2|Foxj2$MA0614.1|Foxo1$MA0480.1|FOXP1$MA0481.3|Foxa2$MA0047.2|FOXA3$MA1683.1|FOXP2$MA0593.1|FOXK1$MA0852.2|FOXN3$MA1489.1|FOXG1$MA0613.1|FOXC2$MA0846.1|FOXD1$MA0031.1|FOXA2$MA0047.3|FOXO4$MA0848.1|FOXA1$MA0148.2|FOXA1$MA0148.1|FOXF2$MA0030.1|FOXD2$MA0847.1|FOXK2$MA1103.2|FOXD2$MA0847.2|FOXA1$MA0148.4|FOXK2$MA1103.1|Foxl2$MA1607.1|FOXC1$MA0032.2|FOXO6$MA0849.1|FOXB1$MA0845.1|Foxf1$MA1606.1|FOXP3$MA0850.1|FOXI1$MA0042.2|FOXP1$MA0481.1|Foxk1$MA0852.1|FOXO3$MA0157.2|FOXL1$MA0033.2|Foxj3$MA0851.1	24634.16	30192.06	34803.71	-0.86	0.14	1.38	475	250	225	0.055	0.154
TBX2$MA0688.1|TBX4$MA0806.1|TBX6$MA1567.1|TBX3$MA1566.1|TBR1$MA0802.1|MGA$MA0801.1|TBX5$MA0807.1|EOMES$MA0800.1|TBX21$MA0690.1|TBX18$MA1565.1|TBX1$MA0805.1|TBX15$MA0803.1|TBX20$MA0689.1	22497.04	27567.73	32905.57	0.18	1.74	4.13	387	214	173	0.205	0.257
ZBTB7A$MA0750.1|ZBTB7C$MA0695.1|ZBTB7B$MA0694.1	36919.83	45305.83	50361.73	-0.97	-0.05	1.02	412	202	210	-0.045	0.01
ETS1$MA0098.3|SPIB$MA0081.2|ETS2$MA1484.1|EHF$MA0598.3|ETV1$MA0761.1|ETV4$MA0764.1|FLI1$MA0475.2|ELK3$MA0759.1|FEV$MA0156.2|ERG$MA0474.2|ETV5$MA0765.1|ERF$MA0760.1|Gabpa$MA0062.2|ETV5$MA0765.2|ELF5$MA0136.2|ETV2$MA0762.1|ELK1$MA0028.2|Spi1$MA0080.3|FLI1$MA0475.1|ELF1$MA0473.1|ETV6$MA0645.1|ELK4$MA0076.2|ETV1$MA0761.2|ELK4$MA0076.1|GABPA$MA0062.3|ZBTB7A$MA0750.2|ELF1$MA0473.3|SPI1$MA0080.5|ELF4$MA0641.1|ELF2$MA1483.1|Erg$MA0474.1|ELF1$MA0473.2|Ets1$MA0098.2|ETV3$MA0763.1|ELF3$MA0640.2|FEV$MA0156.1|EHF$MA0598.2|ELF3$MA0640.1|ELK1$MA0028.1|SPI1$MA0080.2|IKZF1$MA1508.1|ELF5$MA0136.1|GABPA$MA0062.1|ETV4$MA0764.2|EHF$MA0598.1|ETS1$MA0098.1	27481.37	33405.43	39866.53	15.4	20.99	27.29	508	372	136	0.756	1.022
Myb$MA0100.2	17385.6	21770.5	26064.1	0.22	1.45	3.8	317	175	142	0.195	0.228
NFIC$MA0161.1|NFIX$MA0671.1|NFIC$MA0161.2|NFIA$MA0670.1	12010.05	15361.12	18837.47	-4.94	-2.33	-0.7	198	68	130	-0.449	-0.405
BARHL1$MA0877.2|BARHL2$MA0635.1	19651.45	24387.25	29485.75	-2.99	-1.02	0.3	313	147	166	-0.092	-0.15
Esrrb$MA0141.2|NR4A1$MA1112.2|Esrrb$MA0141.1|Esrrg$MA0643.1|ESRRA$MA0592.3|NR2F2$MA1111.1|ESRRA$MA0592.1|NR5A1$MA1540.1|NR4A1$MA1112.1|ESRRB$MA0141.3|Esrra$MA0592.2	25225.31	31004.68	36335.87	-0.61	0.4	1.92	384	200	184	0.035	0.156
ZNF135$MA1587.1	27632.1	34372.5	39041.5	-0.74	0.06	1.12	372	196	176	0.084	-0.026
NFIX(var.2)$MA1528.1|NFIC(var.2)$MA1527.1|NFIB$MA1643.1|NFIC::TLX1$MA0119.1	29779.85	35984.0	42359.6	-3.72	-1.48	-0.26	430	187	243	-0.234	-0.212
E2F1$MA0024.2|TFDP1$MA1122.1|E2F3$MA0469.1|E2F6$MA0471.1|E2F6$MA0471.2|E2F4$MA0470.1	32126.23	39108.08	44558.28	-1.35	-0.11	0.95	336	150	186	-0.107	-0.173
CREB3L4$MA1474.1|XBP1$MA0844.1|CREB3$MA0638.1|ATF6$MA1466.1|CREB3L1$MA0839.1	43033.9	51274.4	58995.86	-0.35	0.75	2.5	459	247	212	0.128	0.176
ONECUT1$MA0679.2|ONECUT3$MA0757.1|ONECUT2$MA0756.1|ONECUT1$MA0679.1	37461.8	44673.62	52154.2	-3.12	-1.09	-0.03	479	209	270	-0.196	-0.186
IRF1$MA0050.2|STAT1$MA0137.1|STAT1::STAT2$MA0517.1|IRF1$MA0050.1|IRF2$MA0051.1	29818.72	36230.3	43180.5	15.48	21.29	27.63	695	466	229	0.571	0.791
Egr1$MA0162.1|EGR1$MA0162.2|EGR2$MA0472.1|EGR2$MA0472.2|EGR1$MA0162.3|EGR4$MA0733.1|EGR1$MA0162.4|EGR3$MA0732.1	36688.86	44071.75	50798.4	-0.46	0.48	2.44	388	215	173	0.313	0.248
TGIF2$MA0797.1|TGIF2LY$MA1572.1|TGIF2LX$MA1571.1|TGIF1$MA0796.1|PKNOX2$MA0783.1|PKNOX1$MA0782.1	19580.32	24251.75	29000.05	-0.31	0.71	2.41	352	185	167	0.029	0.174
TEAD1$MA0090.2|TEAD4$MA0809.1|TEAD3$MA0808.1|TEAD4$MA0809.2|TEAD1$MA0090.3|TEAD1$MA0090.1|TEAD2$MA1121.1	32649.73	39505.21	45670.07	-2.68	-0.67	0.45	417	182	235	-0.091	-0.231
TFCP2$MA0145.3|GRHL1$MA0647.1|GRHL2$MA1105.1	28155.07	34301.33	39938.3	-0.32	0.58	2.57	364	205	159	0.229	0.244
PAX1$MA0779.1|PAX9$MA0781.1	37179.25	44324.5	51924.0	1.49	3.66	7.02	523	294	229	0.277	0.322
RUNX1$MA0002.2|RUNX2$MA0511.2|RUNX3$MA0684.1|RUNX1$MA0002.1|RUNX2$MA0511.1	24862.82	30376.4	36289.94	0.38	2.11	4.7	342	192	150	0.194	0.391
ATF4$MA0833.1|CEBPG(var.2)$MA1636.1|CEBPB$MA0466.1|CEBPD$MA0836.2|CEBPA$MA0102.4|ATF4$MA0833.2|CEBPA$MA0102.3	34162.81	41447.71	47196.01	-1.32	-0.11	0.78	434	205	229	-0.1	-0.074
TFAP2B$MA0811.1|TFAP2C$MA0524.2|TFAP2A(var.2)$MA0810.1	25456.03	31347.83	36193.67	-1.46	0.01	0.71	350	172	178	-0.01	-0.054
RXRG$MA0856.1|RXRB$MA0855.1|Rxra$MA0512.2|THRB$MA1574.1|Nr2f6$MA0677.1|PPARD$MA1550.1|HNF4A$MA0114.1|PPARG::RXRA$MA0065.1|NR2F1(var.2)$MA1537.1|NR2C2$MA0504.1|HNF4G$MA0484.1|HNF4A$MA0114.2	36198.17	43500.04	50323.12	-0.29	0.9	2.75	384	215	169	0.155	0.367
Stat5a$MA1624.1|Stat5a::Stat5b$MA0519.1|STAT3$MA0144.2|Stat5b$MA1625.1|Stat3$MA0144.1|STAT1$MA0137.2|Stat4$MA0518.1|STAT1$MA0137.3	27571.65	33623.5	38908.69	-1.91	-0.28	0.68	346	156	190	-0.058	-0.225
NR1D1$MA1531.1|NR1D2$MA1532.1	44331.15	52702.25	61015.65	-0.15	0.66	2.4	446	246	200	0.068	0.047
CUX1$MA0754.1|CUX2$MA0755.1	20920.55	25841.5	30504.15	-2.1	-0.51	0.38	323	150	173	-0.062	-0.145
RELB$MA1117.1	32255.5	39071.0	44337.8	-0.72	0.14	1.35	399	203	196	0.014	0.037
FOXE1$MA1487.1	34841.0	42299.5	47445.2	-0.89	-0.07	1.24	413	201	212	-0.022	0.024
RXRG(var.2)$MA1556.1|RARB(var.3)$MA1552.1|RARG(var.3)$MA1553.1|RXRB(var.2)$MA1555.1	35496.57	42804.0	48804.55	-1.06	-0.02	1.07	371	182	189	-0.013	-0.126
Zfx$MA0146.2|Zfx$MA0146.1	25210.75	30813.75	36722.35	-2.24	-0.64	0.18	364	169	195	-0.111	-0.045
ISL2$MA0914.1|NKX2-8$MA0673.1|Nkx3-1$MA0124.2|NKX2-3$MA0672.1|NKX3-2$MA0122.2|Nkx3-2$MA0122.3	22255.28	27860.67	32063.58	-0.92	0.03	1.14	293	147	146	0.01	-0.09
MEF2B$MA0660.1|MEF2D$MA0773.1|MEF2A$MA0052.3|MEF2C$MA0497.1|MEF2A$MA0052.4|MEF2A$MA0052.1|MEF2A$MA0052.2	25820.71	31514.07	37646.07	-0.33	1.68	4.07	330	177	153	0.147	0.444
FOSL1::JUND(var.2)$MA1143.1|Atf3$MA0605.1|GMEB2$MA0862.1|FOS::JUN(var.2)$MA1126.1|Atf1$MA0604.1|Crem$MA0609.1|CREB3L4(var.2)$MA1475.1|CREB1$MA0018.2|FOSL2::JUN(var.2)$MA1131.1|FOSB::JUN$MA1127.1|Gmeb1$MA0615.1|CREM$MA0609.2|CREB1$MA0018.3|JUN$MA0488.1|ATF3$MA0605.2|FOSB::JUNB(var.2)$MA1136.1|JDP2(var.2)$MA0656.1|JUNB(var.2)$MA1140.2|JUND(var.2)$MA0492.1|Creb5$MA0840.1|ATF2$MA1632.1|JUNB(var.2)$MA1140.1|ATF7$MA0834.1|FOSL1::JUN(var.2)$MA1129.1|FOSL2::JUND(var.2)$MA1145.1|FOSL2::JUNB(var.2)$MA1139.1|JUN::JUNB(var.2)$MA1133.1|CREB1$MA0018.4	33889.71	40751.61	46961.45	-0.5	0.48	2.14	390	216	174	0.17	0.263
ZBTB32$MA1580.1	20964.3	25686.0	30923.3	-0.14	1.08	3.03	339	182	157	0.104	0.162
CENPB$MA0637.1	54521.6	63827.0	72796.3	-0.49	0.45	1.91	517	263	254	0.006	0.07
NR4A2$MA0160.1	9075.7	12067.0	15045.0	-0.81	0.98	2.84	234	119	115	0.059	0.222
SOX13$MA1120.1|Sox17$MA0078.1|SOX2$MA0143.4|SOX9$MA0077.1|SOX8$MA0868.2|SOX15$MA1152.1	14215.15	17933.75	22170.58	-4.62	-2.15	-0.58	329	136	193	-0.161	-0.242
PBX3$MA1114.1|PBX2$MA1113.1|PKNOX1$MA0782.2	46602.03	54713.83	63152.73	-0.21	0.71	2.45	527	283	244	0.089	0.079
Hmx3$MA0898.1|Hmx2$MA0897.1|Hmx1$MA0896.1	55941.6	65342.0	74495.53	-2.36	-0.65	0.12	535	244	291	-0.139	-0.113
IRF9$MA0653.1|IRF8$MA0652.1|IRF4$MA1419.1|IRF3$MA1418.1|IRF7$MA0772.1|IRF5$MA1420.1	30018.42	36054.33	42633.25	15.56	21.11	27.15	420	307	113	1.245	1.411
GSC2$MA0891.1|OTX2$MA0712.2|PITX2$MA1547.1|GSC$MA0648.1|PITX1$MA0682.2|Pitx1$MA0682.1|OTX1$MA0711.1|PITX3$MA0714.1|OTX2$MA0712.1	16324.57	20390.33	24766.61	-3.08	-1.05	0.13	356	168	188	-0.049	-0.151
Foxd3$MA0041.1	23330.6	28870.0	33589.2	-1.69	-0.27	0.48	346	164	182	-0.106	-0.085
Sox3$MA0514.1|Sox6$MA0515.1|SOX4$MA0867.2|SOX10$MA0442.2	16357.25	20388.88	24613.7	-2.65	-0.85	0.14	289	130	159	-0.215	-0.209
SMAD5$MA1557.1|SMAD3$MA0795.1	13797.05	17464.0	21370.7	-4.96	-2.37	-0.62	310	129	181	-0.173	-0.357
DMRT3$MA0610.1|DMRTC2$MA1479.1|DMRTA2$MA1478.1	30711.97	37544.5	43307.97	-2.33	-0.37	0.79	366	172	194	-0.12	-0.213
HNF4A$MA0114.4|HNF4G$MA0484.2	29608.35	36553.75	41835.2	-1.28	-0.15	0.74	385	186	199	-0.052	0.009
EBF1$MA0154.4|EBF1$MA0154.2	27996.15	34423.75	39476.55	-0.68	0.15	1.4	424	215	209	0.034	0.054
Hoxd8$MA0910.1	46248.5	54542.0	63537.3	-3.73	-1.5	-0.2	495	222	273	-0.189	-0.118
Tcfcp2l1$MA0145.1|Tcfcp2l1$MA0145.2	36588.8	44024.5	50316.2	-1.68	-0.29	0.52	427	208	219	-0.034	-0.055
TFAP2B(var.3)$MA0813.1|TFAP2C(var.3)$MA0815.1|TFAP2A(var.3)$MA0872.1	17905.33	22603.5	26405.87	-0.56	0.28	1.6	318	166	152	0.123	0.087
HOXB13$MA0901.2|HOXA13$MA0650.1|HOXB13$MA0901.1|CDX1$MA0878.1|HOXD13$MA0909.1|Hoxd9$MA0913.1|HOXA13$MA0650.2|HOXA10$MA0899.1|HOXD13$MA0909.2|CDX2$MA0465.2|CDX2$MA0465.1|CDX1$MA0878.2|HOXD9$MA0913.2|CDX4$MA1473.1	20155.19	25098.93	29761.92	-2.5	-0.83	0.44	412	179	233	-0.22	-0.191
GATA3$MA0037.1	9122.4	11909.0	14590.0	-2.64	-0.76	0.19	230	106	124	-0.127	-0.14
HOXC12$MA0906.1|HOXD10$MA1506.1|HOXC11$MA0651.1|HOXC9$MA0485.2|HOXD12$MA0873.1|HOXB9$MA1503.1|Hoxa11$MA0911.1|HOXC10$MA0905.1|HOXD11$MA0908.1	22430.84	27499.0	32750.06	-0.09	1.23	3.26	360	204	156	0.283	0.235
Tcf7$MA0769.1|LEF1$MA0768.1|TCF7L2$MA0523.1|TCF7L1$MA1421.1	33436.2	40017.75	47191.18	-3.79	-1.54	-0.05	386	165	221	-0.202	-0.238
NKX2-2$MA1645.1|NKX2-5$MA0063.2|Nkx2-5(var.2)$MA0503.1	26623.03	32522.17	37458.3	-0.63	-0.0	1.67	431	215	216	-0.001	0.057
HSF4$MA0771.1|HSF2$MA0770.1|HSF1$MA0486.1|HSF1$MA0486.2	31937.05	39449.62	44065.1	-1.15	-0.03	0.85	412	206	206	-0.001	-0.042
SCRT2$MA0744.2|SCRT1$MA0743.1|SCRT1$MA0743.2|SCRT2$MA0744.1	36972.0	44431.62	51977.5	0.06	1.28	3.45	473	263	210	0.142	0.144
NR2F6(var.3)$MA1539.1|NR2F1(var.3)$MA1538.1|NR1H4::RXRA$MA1146.1|NR4A2::RXRA$MA1147.1	40069.75	48171.5	54640.48	-0.51	0.33	1.65	335	182	153	0.12	0.086
SP1$MA0079.3|MAZ$MA1522.1|ZNF148$MA1653.1|SP2$MA0516.1|SP1$MA0079.2	25134.0	31242.1	35571.48	-0.92	0.03	1.07	329	170	159	0.046	0.045
Dmbx1$MA0883.1	59419.0	70101.0	77978.2	-1.49	-0.26	0.5	537	260	277	-0.044	-0.065
PAX7$MA0680.1|PAX3$MA0780.1	11362.3	15035.75	17562.1	-1.12	-0.08	0.9	250	120	130	-0.083	0.042
ESR1$MA0112.2|ESR1$MA0112.3|ESR2$MA0258.1|ESR2$MA0258.2	51742.05	60733.38	69274.88	-2.23	-0.58	0.34	599	286	313	-0.111	-0.119
Wt1$MA1627.1|Znf281$MA1630.1	27868.55	34410.0	39075.65	-0.7	0.18	1.48	410	208	202	0.016	0.072
RORA(var.2)$MA0072.1|RORC$MA1151.1|RORB$MA1150.1	28414.33	34617.5	40157.2	-0.45	0.36	2.05	389	202	187	0.091	0.128
Pax4$MA0068.1	223819.4	248189.5	269417.2	-2.12	-0.42	0.53	1012	503	509	-0.024	-0.037
HLF$MA0043.3|NFIL3$MA0025.2	30928.0	37831.0	43460.9	-0.66	0.31	1.73	411	211	200	0.028	0.088
RFX3$MA0798.2|RFX3$MA0798.1|RFX1$MA0509.2|RFX4$MA0799.1|Rfx1$MA0509.1|RFX2$MA0600.1|RFX5$MA0510.2|RFX2$MA0600.2	39716.14	47856.38	53947.68	-1.24	0.06	0.91	450	220	230	-0.015	-0.07
TP53$MA0106.1|TP53$MA0106.2|TP63$MA0525.1|TP53$MA0106.3|TP73$MA0861.1|TP63$MA0525.2	41735.02	50202.17	56612.07	-1.36	-0.05	0.81	326	156	170	-0.106	-0.105
Hoxa9$MA0594.1|MEIS2(var.2)$MA1640.1|PBX2$MA1113.2|Hoxc9$MA0485.1|MEIS1(var.2)$MA1639.1	36140.96	43094.9	50252.74	-2.72	-0.72	0.18	396	178	218	-0.245	-0.297
Nr2e1$MA0676.1	16938.8	21594.0	26526.7	0.56	2.19	4.76	323	187	136	0.174	0.246
E2F1$MA0024.3|E2F2$MA0864.2|E2F4$MA0470.2	46339.37	54979.33	62389.77	-1.73	-0.38	0.62	392	183	209	-0.077	-0.122
NFYC$MA1644.1|NFYB$MA0502.1|NFYA$MA0060.3|NFYA$MA0060.1	31937.65	38516.62	44905.9	-2.38	-0.57	0.22	335	151	184	-0.125	-0.165
SPI1$MA0080.4|SPIC$MA0687.1	39060.7	46412.0	54432.95	9.75	14.7	20.24	539	356	183	0.743	0.865
Vdr$MA0693.1|NR1I2$MA1533.1	47021.1	56596.75	63102.75	-1.52	0.25	0.91	404	203	201	0.002	-0.084
NFATC3$MA0625.1|NFATC4$MA1525.1|NFATC1$MA0624.1	34365.37	41317.67	47534.77	-0.44	0.44	1.91	417	219	198	0.039	0.086
Zic2$MA1629.1|Zic1::Zic2$MA1628.1	25791.55	32112.25	36941.65	-0.73	0.2	1.5	398	209	189	0.027	0.07
Sox1$MA0870.1|Sox11$MA0869.1|SOX21$MA0866.1|SOX4$MA0867.1	24281.4	29738.88	34546.9	-1.29	-0.09	0.84	413	190	223	-0.09	-0.083
VEZF1$MA1578.1|ZNF740$MA0753.2|ZNF740$MA0753.1	19267.0	24042.17	28406.73	-1.73	-0.41	0.54	309	146	163	-0.093	-0.153
E2F8$MA0865.1|E2F7$MA0758.1	19889.4	24780.0	29232.55	-0.52	0.88	2.47	344	199	145	0.268	0.264
E2F3$MA0469.3	14123.6	18041.0	21989.5	-2.49	-0.79	0.27	282	131	151	-0.013	-0.206
PAX5$MA0014.3	36779.5	43341.5	51352.2	-0.6	2.42	4.92	453	242	211	0.092	0.254
REST$MA0138.1|REST$MA0138.2	41856.35	49428.5	57330.65	-2.68	-0.88	0.25	440	206	234	-0.313	-0.183
YY2$MA0748.1|YY2$MA0748.2	35513.25	42544.75	50090.5	-3.12	-1.06	0.12	432	196	236	-0.048	-0.183
SREBF2$MA0596.1|SREBF1$MA0595.1	19548.75	24638.25	28131.15	-1.04	0.02	0.94	309	157	152	0.041	-0.018
CTCFL$MA1102.2|CTCFL$MA1102.1	27573.0	33781.5	39602.95	-2.46	-0.76	0.3	361	164	197	-0.109	-0.172
ZNF354C$MA0130.1	7543.4	10135.0	12317.7	-0.58	0.21	1.53	205	104	101	0.046	0.104
RFX7$MA1554.1	21918.4	26728.0	32124.0	0.1	1.11	3.07	346	193	153	0.109	0.103
HNF1A$MA0046.1|HNF1B$MA0153.2|HNF1A$MA0046.2	29307.63	35467.0	41438.03	-0.03	1.17	3.07	412	225	187	0.504	0.329
