Merged motif (Total sequences: 2452)	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
Lhx8$MA0705.1|ISX$MA0654.1|HOXD4$MA1507.1|HOXB4$MA1499.1|RAX$MA0718.1|Barhl1$MA0877.1|Msx3$MA0709.1|NKX6-2$MA0675.1|MSX2$MA0708.1|HOXC4$MA1504.1|Prrx2$MA0075.2|HESX1$MA0894.1|GBX2$MA0890.1|UNCX$MA0721.1|TLX2$MA1577.1|MNX1$MA0707.1|HOXB6$MA1500.1|PRRX1$MA0716.1|EN1$MA0027.2|Lhx4$MA0704.1|DLX6$MA0882.1|HOXB8$MA1502.1|Shox2$MA0720.1|LHX9$MA0701.2|RAX2$MA0717.1|Dlx3$MA0880.1|LMX1B$MA0703.1|LHX2$MA0700.2|BARX1$MA0875.1|LBX2$MA0699.1|Nobox$MA0125.1|PDX1$MA0132.2|PRRX2$MA0075.3|HOXA6$MA1497.1|Hoxb5$MA0904.1|ARGFX$MA1463.1|SHOX$MA0630.1|HOXC8$MA1505.1|ALX3$MA0634.1|HOXD8$MA0910.2|Dlx2$MA0885.1|LHX5$MA1519.1|Dlx4$MA0881.1|MIXL1$MA0662.1|EMX1$MA0612.2|MSX1$MA0666.1|LHX9$MA0701.1|HOXA4$MA1496.1|DRGX$MA1481.1|GSX2$MA0893.2|ESX1$MA0644.1|BSX$MA0876.1|LMX1A$MA0702.1|HOXA7$MA1498.1|NKX6-1$MA0674.1|EN2$MA0642.1|GBX1$MA0889.1|VSX1$MA0725.1|VSX2$MA0726.1|HOXA1$MA1495.1|GSX2$MA0893.1|LHX1$MA1518.1|LHX2$MA0700.1|PAX4$MA0068.2|DLX5$MA1476.1|LMX1A$MA0702.2|Pdx1$MA0132.1|VAX1$MA0722.1|Alx1$MA0854.1|LHX6$MA0658.1|HOXB2$MA0902.2|HOXD3$MA0912.2|VAX2$MA0723.1|mix-a$MA0621.1|EMX1$MA0612.1|MEOX2$MA0706.1|EMX2$MA0886.1|Alx4$MA0853.1|HOXB7$MA1501.1|GSX1$MA0892.1|HOXB3$MA0903.1|Hoxd3$MA0912.1|LBX1$MA0618.1|HOXB2$MA0902.1|NOTO$MA0710.1|HOXB5$MA0904.2|MEOX1$MA0661.1|HOXA2$MA0900.1|Prrx2$MA0075.1|LMX1B$MA0703.2|EVX2$MA0888.1|HOXA2$MA0900.2|EVX1$MA0887.1|POU6F1$MA0628.1|Dlx1$MA0879.1|HOXA5$MA0158.2	18277.07	22744.31	27313.26	-3.47	-1.35	-0.01	271	110	161	-0.313	-0.345
FOXP1$MA0481.2|FOXP1$MA0481.3|Foxo1$MA0480.1|FOXA3$MA1683.1|Foxj2$MA0614.1|FOXP2$MA0593.1|FOXA2$MA0047.3|Foxf1$MA1606.1|Foxl2$MA1607.1|FOXK2$MA1103.2|FOXA1$MA0148.4|FOXN3$MA1489.1|FOXK1$MA0852.2|FOXD1$MA0031.1|FOXO4$MA0848.1|FOXP3$MA0850.1|FOXG1$MA0613.1|FOXP1$MA0481.1|FOXO6$MA0849.1|FOXL1$MA0033.2|FOXI1$MA0042.2|FOXD2$MA0847.1|FOXO3$MA0157.2|FOXK2$MA1103.1	24964.12	30495.21	35380.9	-0.7	0.27	1.61	420	237	183	0.088	0.098
TBX2$MA0688.1|TBX6$MA1567.1|TBX4$MA0806.1|TBR1$MA0802.1|TBX3$MA1566.1|MGA$MA0801.1|EOMES$MA0800.1|TBX5$MA0807.1|TBX21$MA0690.1|TBX1$MA0805.1|TBX18$MA1565.1|TBX15$MA0803.1|TBX20$MA0689.1	31299.68	37640.54	44275.82	-0.05	1.38	3.51	448	242	206	0.16	0.232
ZBTB7C$MA0695.1|ZBTB7B$MA0694.1|ZBTB7A$MA0750.1	49593.7	59469.33	66465.6	-1.32	-0.12	0.74	505	242	263	-0.073	-0.021
FOXA1$MA0148.3|Foxa2$MA0047.2|FOXA1$MA0148.2|FOXA1$MA0148.1|FOXC1$MA0032.2|FOXC2$MA0846.1|Foxk1$MA0852.1|FOXB1$MA0845.1|Foxj3$MA0851.1|FOXD2$MA0847.2	41535.58	49692.15	56992.22	-0.54	0.45	2.09	525	277	248	0.055	0.177
ETS2$MA1484.1|ETS1$MA0098.3|ETV1$MA0761.1|FLI1$MA0475.2|ETV4$MA0764.1|ELK3$MA0759.1|EHF$MA0598.3|FEV$MA0156.2|ERG$MA0474.2|ERF$MA0760.1|Gabpa$MA0062.2|SPIB$MA0081.2|ETV5$MA0765.1|FLI1$MA0475.1|ELF5$MA0136.2|ETV2$MA0762.1|ETV5$MA0765.2|ELK1$MA0028.2|ELK4$MA0076.2|ELF1$MA0473.1|ETV1$MA0761.2|GABPA$MA0062.3|Spi1$MA0080.3|ETV6$MA0645.1|ELK4$MA0076.1|ZBTB7A$MA0750.2|ELF1$MA0473.3|ETV3$MA0763.1|Ets1$MA0098.2|Erg$MA0474.1|FEV$MA0156.1|ELF3$MA0640.2|ELF2$MA1483.1|ELF4$MA0641.1|ELF1$MA0473.2|SPI1$MA0080.5|EHF$MA0598.2|IKZF1$MA1508.1|SPI1$MA0080.2|ELK1$MA0028.1|ELF3$MA0640.1|ELF5$MA0136.1|GABPA$MA0062.1|ETV4$MA0764.2|EHF$MA0598.1|ETS1$MA0098.1	34717.61	41673.29	49346.8	17.78	23.65	30.23	571	419	152	0.956	1.047
NFIC$MA0161.1|NFIX$MA0671.1|NFIC$MA0161.2|NFIA$MA0670.1	16130.98	20138.88	24408.2	-4.87	-2.36	-0.78	223	80	143	-0.434	-0.419
THAP11$MA1573.1	66528.9	78449.0	86740.7	-0.82	-0.06	1.17	562	281	281	-0.006	0.027
BARHL1$MA0877.2|BARHL2$MA0635.1	24801.55	30080.5	35914.7	-3.1	-1.18	0.14	353	162	191	-0.123	-0.155
Esrrb$MA0141.2|Esrrb$MA0141.1|Esrrg$MA0643.1|ESRRA$MA0592.3|Esrra$MA0592.2|NR5A1$MA1540.1|ESRRA$MA0592.1|ESRRB$MA0141.3	33430.36	40448.06	46642.39	-0.7	0.3	1.84	430	224	206	0.035	0.143
ZNF135$MA1587.1	37751.8	46265.5	51706.8	-0.91	0.01	0.98	430	224	206	0.077	-0.026
Rxra$MA0512.1	21369.3	26351.5	31934.2	0.04	1.31	3.44	346	189	157	0.077	0.229
NFIC(var.2)$MA1527.1|NFIX(var.2)$MA1528.1|NFIB$MA1643.1|NFIC::TLX1$MA0119.1	42232.28	50183.38	58369.18	-3.1	-1.1	0.02	463	197	266	-0.089	-0.139
TFDP1$MA1122.1|E2F1$MA0024.2|E2F6$MA0471.2|E2F3$MA0469.1|E2F4$MA0470.1|E2F6$MA0471.1	42222.42	50371.25	57821.87	-0.96	0.16	1.44	497	267	230	0.069	0.104
XBP1$MA0844.1|CREB3L4$MA1474.1|CREB3$MA0638.1|ATF6$MA1466.1|CREB3L1$MA0839.1	58052.64	68039.9	77119.1	-0.34	0.79	2.62	601	321	280	0.038	0.178
ONECUT1$MA0679.2|ONECUT3$MA0757.1|ONECUT2$MA0756.1|ONECUT1$MA0679.1	44696.25	53064.5	61363.18	-2.77	-0.97	0.06	518	227	291	-0.186	-0.18
IRF1$MA0050.2|STAT1$MA0137.1|IRF1$MA0050.1|STAT1::STAT2$MA0517.1|IRF2$MA0051.1	37996.02	45272.5	53106.82	17.02	22.86	29.19	768	516	252	0.571	0.788
EGR1$MA0162.2|Egr1$MA0162.1|EGR2$MA0472.1|EGR2$MA0472.2|EGR1$MA0162.4|EGR4$MA0733.1|EGR1$MA0162.3|EGR3$MA0732.1	51699.95	61220.25	69680.73	-0.48	0.48	2.37	458	239	219	0.136	0.2
TGIF2LY$MA1572.1|TGIF2$MA0797.1|TGIF2LX$MA1571.1|TGIF1$MA0796.1|PKNOX2$MA0783.1|PKNOX1$MA0782.1	24951.45	30402.25	35808.73	-0.41	0.54	2.09	404	215	189	0.132	0.116
TEAD1$MA0090.2|TEAD4$MA0809.1|TEAD3$MA0808.1|TEAD1$MA0090.3|TEAD4$MA0809.2|TEAD1$MA0090.1|TEAD2$MA1121.1	43192.77	51579.57	58841.76	-2.43	-0.57	0.47	460	204	256	-0.091	-0.199
TFCP2$MA0145.3|GRHL1$MA0647.1	29325.25	35796.5	42141.5	0.1	1.5	3.74	410	230	180	0.229	0.241
PAX1$MA0779.1|PAX9$MA0781.1	52217.55	60989.25	71044.1	1.16	3.22	6.17	602	332	270	0.23	0.303
FOXC1$MA0032.1	17360.3	21693.0	26632.4	0.36	1.79	4.48	320	181	139	0.16	0.149
RUNX1$MA0002.2|RUNX2$MA0511.2|RUNX3$MA0684.1|RUNX2$MA0511.1|RUNX1$MA0002.1	32523.5	39281.2	46413.26	0.37	2.34	4.89	396	222	174	0.205	0.375
CEBPB$MA0466.1|CEBPA$MA0102.3|CEBPA$MA0102.4|CEBPD$MA0836.2	33154.4	40399.38	45871.12	-0.99	0.0	0.96	380	202	178	0.224	0.031
TFAP2A$MA0003.2|TFAP2C$MA0524.1|TFAP2C$MA0524.2|TFAP2B$MA0811.1|TFAP2A(var.2)$MA0810.1	38411.7	46606.2	52910.92	-1.59	-0.25	0.56	481	226	255	-0.088	-0.075
RXRG$MA0856.1|RXRB$MA0855.1|Rxra$MA0512.2|Nr2f6$MA0677.1|THRB$MA1574.1|PPARD$MA1550.1|NR2F1(var.2)$MA1537.1|PPARG::RXRA$MA0065.1|NR2C2$MA0504.1	47838.67	56802.78	64607.16	-0.3	0.7	2.38	437	239	198	0.077	0.283
Stat5a$MA1624.1|Stat5b$MA1625.1|Stat3$MA0144.1|STAT3$MA0144.2|Stat5a::Stat5b$MA0519.1|Stat4$MA0518.1|STAT1$MA0137.2|STAT1$MA0137.3	34891.96	42072.75	48383.18	-1.61	-0.28	0.96	389	181	208	-0.047	-0.178
NR1D2$MA1532.1|NR1D1$MA1531.1	59200.1	68714.75	78988.45	-0.13	0.62	2.24	568	295	273	0.076	0.084
CUX1$MA0754.1|CUX2$MA0755.1	24910.7	30472.5	35566.15	-2.04	-0.53	0.34	353	166	187	-0.055	-0.139
FOXE1$MA1487.1	40740.7	49331.0	55372.2	-1.15	-0.07	0.9	446	216	230	-0.027	0.001
RARB(var.3)$MA1552.1|RXRG(var.2)$MA1556.1|RARG(var.3)$MA1553.1|RXRB(var.2)$MA1555.1	48895.48	57755.5	65521.68	-0.88	0.05	1.21	513	274	239	0.136	0.038
Zfx$MA0146.2|Zfx$MA0146.1	34687.05	41473.0	48335.2	-2.22	-0.56	0.3	419	199	220	-0.059	-0.047
ISL2$MA0914.1|NKX2-8$MA0673.1|Nkx3-2$MA0122.3|Nkx3-1$MA0124.2|NKX3-2$MA0122.2|NKX2-3$MA0672.1	29184.92	35737.17	40689.2	-1.1	-0.0	1.01	329	162	167	-0.02	-0.104
MEF2D$MA0773.1|MEF2B$MA0660.1|MEF2A$MA0052.3|MEF2C$MA0497.1|MEF2A$MA0052.4|MEF2A$MA0052.1|MEF2A$MA0052.2	30400.53	36790.36	43682.03	0.19	2.09	4.71	380	216	164	0.107	0.4
FOSL1::JUND(var.2)$MA1143.1|Atf3$MA0605.1|GMEB2$MA0862.1|FOS::JUN(var.2)$MA1126.1|Atf1$MA0604.1|Crem$MA0609.1|CREB3L4(var.2)$MA1475.1|FOSL2::JUN(var.2)$MA1131.1|FOSB::JUN$MA1127.1|CREB1$MA0018.2|ATF3$MA0605.2|JDP2(var.2)$MA0656.1|JUNB(var.2)$MA1140.2|CREB1$MA0018.3|ATF2$MA1632.1|CREM$MA0609.2|FOSB::JUNB(var.2)$MA1136.1|JUN$MA0488.1|Creb5$MA0840.1|JUNB(var.2)$MA1140.1|ATF7$MA0834.1|FOSL1::JUN(var.2)$MA1129.1|CREB1$MA0018.4|JUND(var.2)$MA0492.1|FOSL2::JUNB(var.2)$MA1139.1|FOSL2::JUND(var.2)$MA1145.1|Gmeb1$MA0615.1|JUN::JUNB(var.2)$MA1133.1	44726.72	53061.2	60659.4	-0.44	0.54	2.33	443	245	198	0.17	0.239
NR4A2$MA0160.1	12145.0	15455.5	19288.1	-0.66	1.08	2.99	265	138	127	0.06	0.207
SOX13$MA1120.1|Sox17$MA0078.1|SOX2$MA0143.4|SOX9$MA0077.1|SOX8$MA0868.2|Sox6$MA0515.1|Sox3$MA0514.1|SOX15$MA1152.1|SOX4$MA0867.2|SOX10$MA0442.2	20156.04	24911.2	29934.82	-3.85	-1.57	-0.19	372	156	216	-0.152	-0.21
PBX2$MA1113.1|PBX3$MA1114.1|PKNOX1$MA0782.2	60659.63	71003.83	79830.77	-0.54	0.16	1.61	481	252	229	0.059	0.051
Hmx3$MA0898.1|Hmx2$MA0897.1|Hmx1$MA0896.1	69061.2	80261.17	90833.6	-2.29	-0.65	0.16	589	268	321	-0.139	-0.1
VDR$MA0693.2	13652.6	17513.5	21488.0	0.92	2.86	5.7	298	178	120	0.186	0.255
IRF8$MA0652.1|IRF9$MA0653.1|IRF4$MA1419.1|IRF3$MA1418.1|IRF7$MA0772.1|IRF5$MA1420.1	38570.37	45982.83	54308.22	15.44	20.88	26.88	549	375	174	1.128	1.155
PBX1$MA0070.1	33364.0	40323.0	47093.3	-2.63	-0.79	-0.04	418	188	230	-0.215	-0.139
GSC2$MA0891.1|OTX2$MA0712.2|OTX1$MA0711.1|GSC$MA0648.1|PITX2$MA1547.1|PITX1$MA0682.2|Pitx1$MA0682.1|OTX2$MA0712.1|PITX3$MA0714.1	20230.19	24949.11	29974.56	-2.54	-0.76	0.27	392	184	208	-0.049	-0.126
Foxd3$MA0041.1	29115.6	36019.0	40388.8	-1.18	-0.03	0.92	380	187	193	-0.039	-0.04
SMAD5$MA1557.1|SMAD3$MA0795.1	19462.9	23841.5	29085.45	-4.2	-1.8	-0.24	349	147	202	-0.122	-0.287
DMRT3$MA0610.1|DMRTA2$MA1478.1|DMRTC2$MA1479.1	39198.1	47283.33	54322.87	-1.37	-0.07	0.97	399	193	206	-0.056	-0.123
HNF4A$MA0114.4|HNF4G$MA0484.2	39649.05	47573.5	53801.3	-1.48	-0.24	0.6	441	215	226	-0.027	-0.003
EBF1$MA0154.2|EBF1$MA0154.4	39164.8	47417.75	53079.05	-1.17	-0.06	0.96	374	184	190	-0.034	-0.07
Tcfcp2l1$MA0145.1|Tcfcp2l1$MA0145.2	51640.25	60917.75	68300.5	-1.67	-0.24	0.5	501	245	256	-0.034	-0.053
TFAP2B(var.3)$MA0813.1|TFAP2C(var.3)$MA0815.1|TFAP2A(var.3)$MA0872.1	26565.1	33133.0	37856.6	-0.78	0.12	1.26	381	194	187	0.046	0.025
HOXB13$MA0901.2|HOXB13$MA0901.1|HOXA13$MA0650.1|CDX1$MA0878.1|HOXD13$MA0909.1|Hoxd9$MA0913.1|HOXA10$MA0899.1|HOXA13$MA0650.2|CDX2$MA0465.2|CDX4$MA1473.1|CDX1$MA0878.2|HOXD9$MA0913.2|HOXD13$MA0909.2|CDX2$MA0465.1	24802.59	30578.36	35870.48	-2.33	-0.71	0.53	451	197	254	-0.155	-0.173
NR4A1$MA1112.2|NR2F2$MA1111.1|NR4A1$MA1112.1	29962.47	36342.83	42254.43	-0.65	0.4	1.85	419	224	195	0.039	0.139
SOX10$MA0442.1	7510.4	10079.5	12139.6	-0.6	0.18	1.38	204	105	99	0.058	0.04
HOXC12$MA0906.1|HOXD10$MA1506.1|HOXC9$MA0485.2|HOXC11$MA0651.1|HOXD12$MA0873.1|HOXB9$MA1503.1|HOXC10$MA0905.1|Hoxa11$MA0911.1|HOXD11$MA0908.1	27565.11	33476.11	39695.17	-0.16	0.97	2.9	393	218	175	0.176	0.188
Tcf7$MA0769.1|LEF1$MA0768.1|TCF7L2$MA0523.1|TCF7L1$MA1421.1	42522.2	50865.5	59418.25	-3.78	-1.5	-0.08	437	187	250	-0.186	-0.203
NKX2-5$MA0063.2|NKX2-2$MA1645.1|Nkx2-5(var.2)$MA0503.1	37693.07	45943.67	51017.27	-0.97	-0.02	1.06	387	189	198	-0.006	0.021
HSF2$MA0770.1|HSF4$MA0771.1|HSF1$MA0486.1|HSF1$MA0486.2	41058.95	49829.38	55999.7	-1.32	0.07	0.78	420	212	208	0.008	-0.069
SCRT2$MA0744.2|SCRT1$MA0743.1|SCRT1$MA0743.2|SCRT2$MA0744.1	49065.3	57965.12	67225.7	0.1	1.48	3.79	543	303	240	0.142	0.14
NR2F6(var.3)$MA1539.1|NR2F1(var.3)$MA1538.1|NR1H4::RXRA$MA1146.1|NR4A2::RXRA$MA1147.1	52147.4	61910.12	69468.33	-0.64	0.25	1.51	388	207	181	0.087	0.061
MAZ$MA1522.1|ZNF148$MA1653.1|SP1$MA0079.3|SP1$MA0079.2|SP2$MA0516.1	32706.78	40080.0	45154.82	-0.98	-0.02	1.08	356	176	180	-0.015	-0.04
Klf4$MA0039.1	25342.3	31214.5	35686.2	-0.61	0.15	1.41	357	187	170	0.093	-0.0
HLTF$MA0109.1	28101.3	34012.5	40126.8	-3.25	-1.19	-0.11	390	173	217	-0.107	-0.084
PAX3$MA0780.1|PAX7$MA0680.1	13427.15	17477.25	20293.8	-0.94	-0.06	1.03	262	129	133	-0.009	0.063
ESR1$MA0112.2|ESR2$MA0258.1|ESR1$MA0112.3|ESR2$MA0258.2	70954.75	82736.62	92815.02	-1.85	-0.35	0.47	695	336	359	-0.07	-0.087
Wt1$MA1627.1|Znf281$MA1630.1	36485.5	44436.0	50454.15	-0.72	0.2	1.48	468	239	229	0.029	0.081
RORA(var.2)$MA0072.1|RORB$MA1150.1|RORC$MA1151.1	36654.13	44058.67	50891.8	-0.36	0.75	2.52	433	228	205	0.107	0.161
PPARA::RXRA$MA1148.1	94282.7	108350.0	118267.6	-1.5	0.2	0.65	665	333	332	0.006	-0.041
SOX18$MA1563.1	18505.7	23123.5	27155.7	-1.41	-0.22	0.61	309	146	163	-0.061	-0.043
HLF$MA0043.3|NFIL3$MA0025.2	38648.15	46791.5	53271.3	-0.53	0.26	1.57	459	231	228	0.02	0.062
RFX3$MA0798.2|RFX3$MA0798.1|RFX2$MA0600.2|RFX5$MA0510.2|RFX1$MA0509.2|Rfx1$MA0509.1|RFX2$MA0600.1|RFX4$MA0799.1	50005.7	59530.19	66661.52	-1.47	-0.05	0.75	508	247	261	-0.018	-0.097
ATF4$MA0833.1|CEBPG(var.2)$MA1636.1|ATF4$MA0833.2	55654.03	66061.67	74634.13	-1.57	-0.25	0.67	491	236	255	-0.063	-0.078
RXRA::VDR$MA0074.1	30265.5	36995.5	42208.4	-1.37	-0.17	0.62	389	191	198	-0.026	-0.029
TP53$MA0106.2|TP53$MA0106.1|TP53$MA0106.3|TP73$MA0861.1|TP63$MA0525.1|TP63$MA0525.2	55291.85	65335.25	73348.12	-1.56	-0.26	0.6	541	250	291	-0.066	-0.051
Hoxa9$MA0594.1|MEIS2(var.2)$MA1640.1|PBX2$MA1113.2|MEIS1(var.2)$MA1639.1|Hoxc9$MA0485.1	44003.78	51960.3	60277.18	-3.0	-1.06	0.05	429	191	238	-0.252	-0.291
E2F1$MA0024.3|E2F2$MA0864.2|E2F4$MA0470.2	59484.7	70214.5	79005.5	-1.63	-0.36	0.68	439	206	233	-0.077	-0.098
NFYC$MA1644.1|NFYA$MA0060.3|NFYB$MA0502.1|NFYA$MA0060.1	41524.55	49276.75	57174.78	-2.81	-0.96	0.08	391	173	218	-0.132	-0.181
SPI1$MA0080.4|SPIC$MA0687.1	49223.2	58209.5	67643.7	9.88	14.79	20.44	587	382	205	0.725	0.836
Vdr$MA0693.1|NR1I2$MA1533.1	62168.3	72951.75	81332.0	-1.67	-0.32	0.66	467	230	237	-0.003	-0.078
NFATC3$MA0625.1|NFATC1$MA0624.1|NFATC4$MA1525.1	45018.7	53458.0	61742.83	-0.36	0.57	2.26	480	255	225	0.053	0.092
Zic2$MA1629.1|Zic1::Zic2$MA1628.1	35287.65	42901.5	48970.9	-0.73	0.2	1.46	461	241	220	0.025	0.075
Sox1$MA0870.1|Sox11$MA0869.1|SOX21$MA0866.1|SOX4$MA0867.1	28455.82	34691.75	40348.93	-1.36	-0.13	0.78	446	210	236	-0.08	-0.066
VEZF1$MA1578.1|ZNF740$MA0753.1|ZNF740$MA0753.2	26896.23	33205.67	38668.23	-1.37	-0.33	0.94	362	172	190	-0.057	-0.112
E2F8$MA0865.1|E2F7$MA0758.1	24495.95	30931.25	35821.8	-0.14	1.26	3.14	386	223	163	0.272	0.309
GATA1$MA0035.4	25770.8	32756.0	37222.1	-1.17	-0.05	0.91	363	178	185	-0.008	0.009
PLAG1$MA0163.1	25470.0	31085.0	36910.7	-2.57	-0.79	-0.01	368	167	201	-0.287	-0.158
REST$MA0138.1|REST$MA0138.2	57109.25	66683.75	76764.0	-2.92	-1.04	0.1	512	236	276	-0.327	-0.192
YY2$MA0748.2	44344.3	53292.5	61066.5	-1.96	-0.45	0.54	473	235	238	-0.012	-0.076
SREBF2$MA0596.1|SREBF1$MA0595.1	24489.4	30809.0	35075.9	-1.08	0.01	0.94	341	174	167	0.074	-0.021
CTCFL$MA1102.2|CTCFL$MA1102.1	38004.45	45895.5	52846.35	-2.72	-0.98	0.25	418	188	230	-0.151	-0.187
