id	motif	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
MA0781.1	PAX9	5890.9	7939.5	9489.4	-1.27	0.11	0.82	180	93	87	0.048	-0.08
MA0036.2	GATA2	4064.8	5598.0	6961.1	-1.88	-0.37	0.35	155	71	84	-0.184	-0.081
MA0803.1	TBX15	2660.5	3813.5	5018.0	-1.95	-0.43	0.35	129	61	68	-0.132	-0.152
MA0818.1	BHLHE22	1551.6	2429.5	3176.4	-0.71	0.13	1.42	100	54	46	0.084	0.026
MA0048.2	NHLH1	3102.6	4554.5	5513.2	-0.84	0.03	1.04	135	73	62	0.031	-0.066
MA0904.2	HOXB5	1625.9	2574.5	3151.5	-1.03	-0.0	0.95	101	48	53	-0.042	-0.072
MA0481.1	FOXP1	2808.9	4092.5	5077.1	-1.29	0.09	0.86	129	65	64	0.019	-0.016
MA0750.2	ZBTB7A	4821.0	6620.0	8555.2	-0.06	2.18	4.7	185	103	82	0.175	0.386
MA0846.1	FOXC2	2561.4	3690.0	5068.5	-0.49	1.19	3.22	134	72	62	0.144	0.26
MA0679.2	ONECUT1	2076.0	3118.5	3985.6	-1.43	0.19	0.65	114	58	56	0.033	-0.076
MA1130.1	FOSL2::JUN	3106.5	4496.0	5572.1	-0.53	0.28	1.77	138	71	67	0.061	0.079
MA0068.2	PAX4	1052.0	1621.5	2222.5	-2.79	-0.92	0.1	89	38	51	-0.278	-0.228
MA0881.1	Dlx4	1640.0	2519.5	3190.1	-0.8	-0.07	1.12	101	49	52	-0.026	0.066
MA0075.3	PRRX2	886.7	1490.5	1951.0	-1.24	0.1	0.71	78	39	39	0.009	-0.062
MA0747.1	SP8	4629.5	6257.5	7837.2	-0.14	0.39	1.87	164	92	72	0.182	0.109
MA0620.1	Mitf	2662.9	3842.0	4825.1	-0.73	-0.16	1.2	126	61	65	-0.03	0.052
MA0032.1	FOXC1	2117.9	3023.0	3970.3	-0.22	0.72	2.49	118	65	53	0.07	0.161
MA0511.2	RUNX2	2780.5	3931.0	5169.9	-0.21	0.94	2.77	136	75	61	0.293	0.262
MA0761.2	ETV1	6407.4	8367.5	10642.2	-0.71	1.18	3.23	198	104	94	0.021	0.32
MA0800.1	EOMES	6261.4	8149.0	10178.1	-1.98	-0.49	0.07	188	84	104	-0.115	-0.121
MA1633.1	BACH1	4213.7	5669.0	7331.2	-0.02	0.82	2.63	161	90	71	0.115	0.216
MA0102.4	CEBPA	3717.8	5239.0	6480.7	-1.51	-0.22	0.67	148	71	77	-0.064	-0.12
MA0707.1	MNX1	2182.9	3321.0	4090.0	-1.0	-0.01	1.1	115	55	60	-0.048	-0.014
MA0032.2	FOXC1	1409.8	2268.5	3236.6	0.52	2.03	4.43	112	70	42	0.422	0.402
MA0811.1	TFAP2B	3298.8	4591.0	5962.8	-0.3	0.58	2.06	143	77	66	0.094	0.196
MA0029.1	Mecom	1433.8	2191.5	2981.1	-2.23	-0.6	-0.01	100	41	59	-0.41	-0.2
MA0003.3	TFAP2A	2728.5	3994.5	5311.2	-2.52	-0.72	0.13	135	60	75	-0.323	-0.142
MA0508.1	PRDM1	4892.4	6715.5	8044.6	-0.86	0.03	1.01	164	82	82	0.002	-0.0
MA0065.1	PPARG::RXRA	4941.6	6649.0	8432.3	-2.03	-0.47	0.3	170	78	92	-0.279	-0.128
MA0500.1	Myog	2201.8	3248.5	4120.9	-0.83	0.09	1.24	115	61	54	0.034	0.046
MA0808.1	TEAD3	1438.9	2168.0	2962.2	-2.92	-1.03	-0.07	103	43	60	-0.377	-0.334
MA0519.1	Stat5a::Stat5b	2905.2	4252.5	5200.6	-0.88	-0.06	1.07	131	64	67	-0.177	0.048
MA1532.1	NR1D2	5993.0	7874.0	9857.7	-3.27	-1.04	-0.0	191	84	107	-0.159	-0.203
MA1597.1	ZNF528	6761.8	8910.0	11112.5	-0.5	0.78	2.6	200	104	96	0.045	0.206
MA0754.1	CUX1	1515.9	2283.5	3141.2	-4.07	-1.66	-0.24	110	45	65	-0.165	-0.304
MA1572.1	TGIF2LY	3253.6	4593.0	5917.1	-0.43	0.68	2.31	144	75	69	0.108	0.218
MA1117.1	RELB	4909.3	6915.0	8076.5	-1.0	-0.01	0.99	166	82	84	-0.027	-0.004
MA1487.1	FOXE1	2494.1	3578.0	4710.0	-2.28	-0.62	0.12	127	56	71	-0.062	-0.117
MA1569.1	TFAP2E	2320.8	3462.0	4448.2	-1.58	-0.26	0.61	121	59	62	-0.01	-0.081
MA0643.1	Esrrg	3472.8	4861.5	5963.6	-1.4	-0.18	0.54	142	63	79	-0.15	-0.028
MA1552.1	RARB(var.3)	5054.1	7039.0	8342.9	-0.88	-0.03	1.01	168	79	89	-0.135	0.024
MA0764.2	ETV4	2976.2	4137.0	5612.8	-0.21	1.38	3.51	143	79	64	0.136	0.376
MA0146.2	Zfx	4767.6	6701.0	8020.0	-0.78	0.09	1.32	165	84	81	0.022	0.058
MA0836.2	CEBPD	3621.5	5113.5	6230.6	-1.27	-0.08	0.62	144	65	79	-0.097	-0.015
MA0122.3	Nkx3-2	2374.8	3395.0	4646.8	-3.94	-1.76	-0.33	133	56	77	-0.24	-0.347
MA0098.2	Ets1	6279.0	8312.0	10387.3	-0.9	0.84	2.6	194	98	96	0.029	0.238
MA0660.1	MEF2B	678.9	1145.0	1585.2	-0.36	0.35	1.88	71	41	30	0.158	0.069
MA0609.1	Crem	1975.4	2875.0	3770.7	-0.52	0.49	1.99	113	59	54	0.184	0.191
MA1580.1	ZBTB32	2045.9	3092.5	3914.4	-0.88	0.08	1.34	112	59	53	0.035	0.016
MA0144.1	Stat3	3335.0	4547.0	5914.6	-0.48	0.46	2.06	141	74	67	0.172	0.184
MA1484.1	ETS2	2766.3	3976.5	5489.0	0.62	2.33	4.99	147	92	55	0.233	0.496
MA0807.1	TBX5	2516.6	3649.5	4762.2	-2.04	-0.5	0.23	127	56	71	-0.295	-0.16
MA0637.1	CENPB	7782.8	10029.0	12333.1	-2.2	-0.63	0.49	210	101	109	-0.107	-0.116
MA1509.1	IRF6	3230.2	4712.0	5788.2	-0.71	0.13	1.35	139	76	63	0.091	0.02
MA0160.1	NR4A2	1406.4	2273.0	2967.6	-0.88	0.08	1.17	96	50	46	0.066	0.057
MA0882.1	DLX6	1621.8	2514.0	3155.1	-1.02	-0.01	0.92	100	49	51	-0.075	0.067
MA0524.2	TFAP2C	3393.7	4692.0	6028.4	-0.24	0.53	1.99	144	79	65	0.123	0.176
MA1152.1	SOX15	1691.4	2484.5	3413.2	-0.48	0.68	2.4	107	56	51	0.058	0.241
MA0143.4	SOX2	4122.3	5640.5	6928.5	-0.74	0.19	1.47	153	79	74	0.061	0.053
MA1113.1	PBX2	3235.0	4640.0	5605.2	-0.84	0.07	1.21	137	71	66	0.119	-0.112
MA0492.1	JUND(var.2)	4578.3	6532.5	7912.8	-1.27	-0.04	0.99	162	76	86	-0.087	0.081
MA1560.1	SOHLH2	3417.4	4908.5	6315.6	0.01	0.7	2.67	149	86	63	0.139	0.122
MA0147.3	MYC	3991.7	5724.5	6896.0	-0.98	0.01	1.03	151	76	75	0.048	-0.015
MA1568.1	TCF21(var.2)	4135.2	5728.5	6991.6	-0.82	0.11	1.18	153	82	71	0.055	0.004
MA0886.1	EMX2	2256.6	3286.5	4257.5	-0.23	0.43	1.89	120	68	52	0.246	0.044
MA0885.1	Dlx2	1262.4	1994.0	2567.3	-1.15	-0.01	0.89	89	41	48	-0.024	0.039
MA0141.3	ESRRB	3580.7	5206.5	6258.1	-1.03	-0.01	1.05	144	70	74	-0.01	-0.013
MA0162.4	EGR1	6450.4	8549.5	10326.0	-0.45	0.31	1.69	190	101	89	0.068	0.064
MA0898.1	Hmx3	3133.4	4570.0	5605.8	-1.37	-0.13	0.66	137	66	71	-0.04	-0.086
MA0472.1	EGR2	6337.8	8425.5	10185.6	-0.59	0.27	1.73	188	99	89	0.153	0.106
MA0693.2	VDR	1834.2	2713.5	3613.3	-0.87	-0.32	1.56	108	51	57	-0.118	0.187
MA1419.1	IRF4	2332.4	3359.5	4449.8	0.01	1.05	2.95	127	73	54	0.206	0.283
MA0070.1	PBX1	2041.5	3010.5	3794.5	-1.31	-0.18	0.62	112	53	59	-0.086	-0.096
MA0158.2	HOXA5	1871.0	2892.0	3790.7	-1.69	-0.28	0.63	111	54	57	-0.063	-0.124
MA0910.2	HOXD8	1193.0	1873.0	2632.1	-2.15	-0.64	-0.01	93	37	56	-0.427	-0.113
MA0711.1	OTX1	2108.4	3115.5	4093.1	-1.97	-0.44	0.29	117	52	65	-0.152	-0.055
MA0007.1	Ar	13120.0	16647.5	19401.2	-0.62	0.25	1.64	263	134	129	0.158	0.113
MA0508.2	PRDM1	2509.5	3713.5	4796.8	-1.34	-0.16	0.67	124	58	66	-0.027	-0.093
MA1594.1	ZNF382	3500.5	4813.5	6350.5	-2.89	-0.95	0.3	150	69	81	-0.167	-0.19
MA0733.1	EGR4	8835.0	11200.0	13802.1	-0.1	0.74	2.38	223	123	100	0.218	0.082
MA0041.1	Foxd3	2036.8	3123.5	3849.5	-1.19	-0.04	0.91	112	56	56	-0.052	0.044
MA0604.1	Atf1	1925.5	2812.0	3762.2	-0.28	0.62	2.14	113	62	51	0.097	0.183
MA0599.1	KLF5	2468.0	3558.5	4721.7	0.29	1.63	3.93	135	79	56	0.373	0.413
MA0514.1	Sox3	1559.9	2343.5	3220.4	-0.14	0.57	2.14	103	59	44	0.193	0.197
MA0612.1	EMX1	1875.9	2807.5	3770.6	-0.14	0.85	2.74	115	65	50	0.138	0.112
MA0102.2	CEBPA	2021.5	3035.5	3979.0	-0.27	0.39	1.97	115	65	50	0.177	0.145
MA1557.1	SMAD5	3573.8	5095.0	6259.8	-0.74	0.1	1.17	144	74	70	0.053	0.025
MA1478.1	DMRTA2	3261.6	4796.0	5775.0	-1.14	-0.05	0.85	139	67	72	-0.044	0.011
MA0692.1	TFEB	3386.4	4925.0	5992.8	-0.87	-0.06	1.21	141	70	71	-0.008	0.029
MA0153.1	HNF1B	1147.0	1862.5	2430.5	-0.71	0.16	1.43	88	48	40	0.312	0.08
MA0052.2	MEF2A	2332.9	3385.5	4381.6	-0.38	0.46	1.99	122	65	57	0.094	0.152
MA0033.1	FOXL1	1828.0	2710.0	3642.3	-2.77	-0.84	0.04	113	48	65	-0.119	-0.142
MA0114.4	HNF4A	5108.3	6706.0	8689.6	-2.91	-1.06	0.47	177	83	94	-0.043	-0.258
MA0477.1	FOSL1	2875.6	4310.5	5215.8	-0.92	-0.01	1.02	131	63	68	-0.048	0.055
MA1566.1	TBX3	2901.5	4216.5	5248.8	-1.25	-0.16	0.69	132	63	69	-0.029	-0.032
MA0154.2	EBF1	2185.9	3153.5	4233.5	-2.13	-0.57	0.26	119	53	66	-0.309	-0.148
MA0910.1	Hoxd8	2004.2	2972.0	3912.1	-0.56	0.41	1.96	114	58	56	0.096	0.097
MA0004.1	Arnt	929.3	1537.5	1993.8	-0.74	0.08	1.19	79	41	38	0.07	0.064
MA0145.1	Tcfcp2l1	5204.9	7050.0	8460.8	-0.67	0.19	1.5	171	88	83	0.075	0.044
MA0117.1	Mafb	1163.8	1814.0	2561.2	-0.16	0.57	2.26	91	52	39	0.278	0.179
MA0685.1	SP4	7893.8	10188.5	12877.5	-0.08	1.65	3.86	222	123	99	0.28	0.356
MA0478.1	FOSL2	2873.5	4178.0	5326.0	-0.63	0.2	1.5	132	67	65	0.047	0.14
MA0706.1	MEOX2	2488.6	3567.5	4646.1	-2.02	-0.44	0.42	125	60	65	-0.042	-0.103
MA0813.1	TFAP2B(var.3)	2922.5	4189.0	5522.3	-0.26	0.92	2.9	140	76	64	0.199	0.263
MA0913.2	HOXD9	761.0	1217.0	1812.3	-3.49	-1.43	-0.19	81	31	50	-0.354	-0.362
MA0614.1	Foxj2	1372.2	2178.0	2793.2	-0.73	0.15	1.36	95	49	46	0.103	0.109
MA1128.1	FOSL1::JUN	4059.4	5638.5	6952.0	-0.64	0.19	1.54	153	78	75	0.034	0.049
MA0888.1	EVX2	2015.0	2963.0	4058.0	0.05	0.85	2.94	118	71	47	0.205	0.136
MA0090.3	TEAD1	4134.9	5613.0	7221.0	-2.85	-1.01	0.84	162	78	84	-0.02	-0.305
MA0132.1	Pdx1	661.4	1229.5	1621.2	-1.14	-0.03	0.82	70	31	39	-0.045	0.013
MA1111.1	NR2F2	3247.9	4756.0	5812.3	-1.4	-0.15	0.67	140	65	75	-0.049	-0.02
MA0442.1	SOX10	1009.9	1682.5	2193.3	-0.87	-0.03	1.07	82	38	44	-0.064	0.055
MA1524.1	MSGN1	3513.2	4985.5	6046.8	-0.81	-0.07	1.27	142	71	71	-0.003	0.017
MA0518.1	Stat4	6932.5	9101.5	10729.8	-0.68	0.13	1.25	193	100	93	0.096	0.04
MA0098.3	ETS1	2985.4	4112.5	5528.5	0.75	2.76	5.42	152	91	61	0.348	0.525
MA0621.1	mix-a	613.0	1089.5	1531.2	-0.66	0.21	1.36	68	34	34	0.072	0.116
MA0814.1	TFAP2C(var.2)	3029.8	4251.0	5532.6	-2.27	-0.61	0.19	138	62	76	-0.257	-0.112
MA0852.1	Foxk1	2941.6	4132.5	5366.2	-0.59	0.69	2.44	137	71	66	0.088	0.213
MA0069.1	PAX6	5005.6	6791.5	8603.6	-0.42	0.66	2.34	174	91	83	0.089	0.188
MA0704.1	Lhx4	1382.5	2186.5	2843.2	-0.64	0.14	1.23	95	52	43	0.109	0.004
MA1483.1	ELF2	4405.4	6031.5	7462.7	-0.3	0.47	2.08	162	88	74	0.176	0.145
MA0498.1	Meis1	4901.4	6792.5	8207.7	-1.02	0.03	0.99	165	84	81	0.027	0.014
MA0037.1	GATA3	842.0	1414.5	1885.2	-1.28	-0.1	0.82	76	37	39	-0.167	-0.084
MA1503.1	HOXB9	1494.4	2183.0	3015.5	-3.35	-1.26	0.52	105	48	57	-0.271	-0.348
MA1421.1	TCF7L1	1885.0	2821.5	3679.2	-0.8	-0.23	1.43	109	52	57	-0.068	0.121
MA0526.3	USF2	4542.9	6152.5	7600.2	-0.52	0.27	1.53	161	84	77	0.065	0.098
MA0867.2	SOX4	2588.4	3602.5	4807.1	-0.53	0.48	1.83	126	65	61	0.026	0.192
MA1495.1	HOXA1	1452.8	2277.5	2967.2	-0.75	0.14	1.42	97	52	45	0.075	-0.004
MA0063.2	NKX2-5	2714.2	3869.0	4990.0	-2.46	-0.73	0.28	133	60	73	-0.016	-0.191
MA0770.1	HSF2	2515.6	3553.0	4764.0	-3.99	-1.64	-0.37	135	55	80	-0.165	-0.395
MA0743.1	SCRT1	4083.4	5520.5	7005.5	-2.03	-0.54	0.52	156	75	81	-0.082	-0.198
MA0682.2	PITX1	2105.0	3149.0	3917.1	-1.26	-0.14	0.65	114	55	59	-0.081	-0.121
MA0710.1	NOTO	2166.4	3187.5	4221.0	0.0	0.41	2.04	118	68	50	0.174	0.007
MA1539.1	NR2F6(var.3)	2421.4	3506.5	4609.0	-2.45	-0.75	-0.04	127	52	75	-0.212	-0.204
MA0079.3	SP1	2978.1	4177.5	5627.5	0.92	2.74	5.42	153	96	57	0.687	0.546
MA0039.1	Klf4	2261.4	3395.5	4188.6	-0.75	-0.06	1.08	117	58	59	-0.014	0.035
MA0109.1	HLTF	3283.9	4700.0	5955.4	-0.48	0.28	1.6	141	75	66	0.027	0.097
MA0731.1	BCL6B	546.9	956.0	1409.2	-2.0	-0.47	0.29	66	29	37	-0.276	-0.246
MA1556.1	RXRG(var.2)	4537.4	6428.5	7748.4	-0.88	-0.06	1.12	161	79	82	-0.008	0.021
MA0883.1	Dmbx1	5068.9	6966.5	8349.8	-1.2	-0.13	0.75	169	84	85	-0.044	-0.083
MA0680.1	PAX7	400.5	732.0	1116.0	-0.84	-0.61	2.16	59	29	30	-0.013	0.415
MA0258.1	ESR2	9498.8	12492.5	14587.0	-0.53	0.24	1.52	228	116	112	0.036	0.042
MA1630.1	Znf281	2898.0	4160.0	5505.5	-2.68	-0.75	-0.02	138	58	80	-0.174	-0.223
MA0764.1	ETV4	3068.0	4296.5	5743.5	1.14	3.07	6.16	157	98	59	0.401	0.497
MA0678.1	OLIG2	1335.6	2174.0	2785.1	-1.0	0.02	1.09	93	49	44	0.054	-0.037
MA0075.2	Prrx2	1569.5	2442.0	3162.3	-1.27	0.11	0.75	100	51	49	0.012	-0.053
MA0909.1	HOXD13	1386.1	2117.0	2986.0	-3.12	-1.05	0.35	102	46	56	-0.223	-0.296
MA0058.1	MAX	2296.8	3298.0	4268.0	-1.87	-0.42	0.47	120	58	62	-0.114	-0.082
MA1564.1	SP9	3798.1	5325.0	6964.6	0.69	2.3	4.9	168	101	67	0.416	0.381
MA1150.1	RORB	4766.0	6423.0	8047.4	-0.49	0.31	1.68	165	87	78	0.112	0.105
MA0703.2	LMX1B	463.4	882.0	1201.5	-0.92	0.01	1.15	59	32	27	0.068	-0.036
MA1148.1	PPARA::RXRA	10444.8	13518.5	16240.0	-2.63	-0.79	0.8	245	121	124	-0.046	-0.128
MA1108.1	MXI1	4681.6	6368.5	7793.3	-0.75	-0.22	1.36	163	78	85	-0.026	0.063
MA0481.3	FOXP1	2930.0	4218.0	5346.8	-1.75	-0.3	0.3	134	60	74	-0.096	0.006
MA0068.1	Pax4	25916.2	31803.0	34827.6	-1.14	-0.03	0.97	357	177	180	-0.04	-0.024
MA1563.1	SOX18	2142.5	3056.0	4236.4	-5.67	-2.61	-0.79	132	49	83	-0.303	-0.338
MA0162.3	EGR1	4883.1	6585.5	8427.5	-0.23	0.72	2.66	172	93	79	0.124	0.235
MA0080.5	SPI1	11250.2	14036.5	17098.7	0.1	1.09	3.02	253	142	111	0.117	0.203
MA0025.2	NFIL3	2249.2	3307.5	4176.7	-1.41	-0.16	0.75	117	53	64	-0.066	-0.072
MA1619.1	Ptf1a(var.2)	2402.5	3409.0	4596.4	-3.26	-1.31	-0.11	130	55	75	-0.204	-0.21
MA0798.2	RFX3	6073.8	8194.5	10201.7	-0.57	0.24	1.58	185	95	90	0.018	0.086
MA0856.1	RXRG	3999.9	5559.5	7001.8	-1.74	-0.34	0.51	154	70	84	-0.031	-0.135
MA0471.2	E2F6	3082.2	4275.5	5690.2	0.81	2.64	5.41	154	97	57	0.398	0.337
MA1498.1	HOXA7	1640.1	2434.5	3324.6	-2.0	0.47	0.87	104	54	50	0.055	-0.111
MA0039.3	KLF4	4331.9	5912.5	7533.0	-1.77	-0.36	0.46	159	77	82	-0.09	-0.097
MA0465.1	CDX2	1583.0	2350.0	3262.2	-2.31	-0.66	0.34	104	48	56	-0.186	-0.277
MA0050.1	IRF1	2110.2	3060.0	4026.5	-1.75	-0.35	0.53	115	56	59	-0.138	-0.086
MA0833.1	ATF4	3568.2	4887.0	6323.2	-0.47	0.73	2.61	149	78	71	0.058	0.202
MA0506.1	NRF1	2983.2	4305.5	5725.1	-0.18	0.72	2.47	140	77	63	0.129	0.198
MA0636.1	BHLHE41	2188.5	3306.5	4120.0	-0.81	0.09	1.12	116	62	54	0.018	0.075
MA0074.1	RXRA::VDR	3739.4	5158.0	6651.3	-0.96	-0.46	1.89	150	72	78	-0.101	0.223
MA0740.1	KLF14	6772.6	8809.0	10817.1	-0.52	0.32	1.65	193	100	93	0.035	0.115
MA0861.1	TP73	5941.0	8022.5	9564.7	-0.73	0.12	1.22	181	93	88	0.041	0.047
MA1101.2	BACH2	5134.8	7001.0	8789.7	-1.86	-0.37	0.61	173	86	87	-0.002	-0.082
MA0814.2	TFAP2C(var.2)	3136.2	4590.0	5650.8	-1.16	-0.05	0.99	136	63	73	-0.072	0.084
MA0485.1	Hoxc9	2828.0	3962.0	5247.1	-0.64	0.48	2.18	132	67	65	0.063	0.103
MA0087.1	Sox5	1204.0	1964.0	2569.6	-1.24	-0.13	0.65	90	39	51	-0.064	-0.017
MA1558.1	SNAI1	2305.4	3513.5	4351.2	-0.74	-0.12	1.09	120	58	62	-0.031	0.067
MA0676.1	Nr2e1	2039.1	3014.0	3777.1	-0.8	0.11	1.15	111	57	54	0.071	0.009
MA0470.1	E2F4	3403.3	4953.5	6235.6	-0.65	0.23	1.55	144	75	69	0.014	0.096
MA0745.1	SNAI2	1581.5	2385.5	3058.4	-0.58	0.2	1.42	100	52	48	0.045	0.057
MA0470.2	E2F4	6544.7	8764.0	10601.8	-1.43	-0.22	0.54	191	88	103	-0.221	-0.045
MA0594.2	HOXA9	2536.1	3531.0	4733.2	-2.53	-0.81	0.23	128	58	70	-0.017	-0.198
MA0103.1	ZEB1	1123.1	1786.5	2387.6	-1.5	0.23	0.63	87	44	43	0.053	-0.102
MA0486.2	HSF1	2056.0	3004.5	4183.1	-3.94	-1.67	-0.26	125	51	74	-0.119	-0.414
MA1132.1	JUN::JUNB	2398.1	3422.5	4694.6	0.1	1.28	3.4	130	76	54	0.26	0.192
MA0716.1	PRRX1	1334.0	2104.5	2752.0	-1.46	0.2	0.72	94	47	47	0.001	-0.073
MA1644.1	NFYC	2867.5	4080.0	5215.5	-0.37	0.49	2.07	134	72	62	0.061	0.229
MA0774.1	MEIS2	1375.0	2103.0	2857.7	-1.83	-0.39	0.41	96	44	52	-0.094	-0.177
MA1135.1	FOSB::JUNB	2571.3	3811.5	4574.8	-0.85	0.06	1.28	124	64	60	0.005	0.013
MA0509.1	Rfx1	5513.0	7567.0	9150.1	-0.72	0.13	1.25	176	88	88	0.003	0.051
MA1463.1	ARGFX	1028.5	1700.0	2269.6	-1.15	0.07	0.89	83	44	39	0.116	-0.135
MA0687.1	SPIC	6207.4	8335.5	10132.5	-0.58	0.27	1.57	187	95	92	0.015	0.09
MA0871.2	TFEC	3163.4	4480.5	5569.5	-0.58	0.3	1.65	138	69	69	0.001	0.139
MA1533.1	NR1I2	8502.2	11095.0	13283.1	-0.45	0.37	1.73	217	115	102	0.115	0.113
MA1508.1	IKZF1	4293.9	5944.0	7530.3	-0.25	0.75	2.64	164	89	75	0.085	0.189
MA0624.1	NFATC1	2828.6	4047.5	5168.8	-0.77	-0.44	1.87	133	65	68	-0.007	0.119
MA0602.1	Arid5a	2512.2	3534.0	4743.6	-2.96	-0.91	-0.04	129	52	77	-0.183	-0.139
MA0473.2	ELF1	4731.8	6448.5	8195.1	-0.15	0.89	2.71	172	95	77	0.201	0.194
MA1628.1	Zic1::Zic2	2291.1	3402.5	4439.6	-1.59	-0.26	0.53	120	58	62	-0.111	-0.081
