id	motif	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val
MA0643.1	Esrrg	96089.75	111227.5	125427.575	-1.6896751985511855	-0.2752614696319606	0.40628566603474187
MA1552.1	RARB(var.3)	158486.225	180894.5	202070.875	-0.3730557755899874	0.4867740855367614	2.0888870474626726
MA0764.2	ETV4	44212.600000000006	53598.5	64434.625	64.86743265254138	74.69478905959427	83.28316223029952
MA0146.2	Zfx	157504.25	182643.5	199983.675	-0.9843440473914468	-0.015946658081822926	0.947650001300656
MA0836.2	CEBPD	113827.35	130778.0	149651.65	1.2951505371678977	3.4705990028879845	6.783230138614336
MA0122.3	Nkx3-2	130185.17499999999	151579.5	168849.525	-0.5044147594762091	0.2623494213411023	1.5972949168785906
MA0098.2	Ets1	83192.45	98468.0	114081.67499999999	79.8176812308256	91.04406176826619	102.27197082846389
MA0660.1	MEF2B	104335.45	121539.0	135787.92500000002	-0.701570410473773	-0.29453439412682325	1.7583226065969788
MA0609.1	Crem	102383.425	118680.0	133118.32499999998	-0.32249257249022073	0.3416105037043356	1.700188498157416
MA1580.1	ZBTB32	93509.59999999999	107870.0	123162.675	-0.4951467202932401	0.563780000333335	2.161583893804263
MA0144.1	Stat3	87723.9	101575.5	116211.65	0.12016622894192763	1.1874717667052315	3.2605408430228113
MA1484.1	ETS2	78841.5	92863.0	106800.65	37.81523976432996	46.008291642503956	55.64185034382546
MA0807.1	TBX5	68548.275	79945.0	92731.59999999999	-6.0823583254879665	-3.189049907714597	-1.126792968570536
MA0637.1	CENPB	234954.19999999998	265340.5	293323.875	-1.5252150720549462	-0.26181463088738616	0.4162556807033457
MA1509.1	IRF6	110646.075	129893.0	145072.34999999998	-1.3197921988237007	-0.1451641126500517	0.6900585793094198
MA0160.1	NR4A2	56008.375	66519.5	77492.825	-2.902958364165872	-0.8877430284021213	-0.02938876500503177
MA0882.1	DLX6	56435.875	68322.0	75857.525	-0.9816735909213937	-0.04766236697729363	1.0195136334545114
MA0524.2	TFAP2C	114171.825	131760.0	150304.6	0.16455476635729388	1.4050298545329403	3.6604920758139476
MA1152.1	SOX15	77408.45000000001	92492.5	102523.25	-1.093671401890158	-0.031382167754602515	0.9380073559302585
MA0143.4	SOX2	107263.425	122589.5	137030.84999999998	-1.7832929740121024	0.3656412292682729	0.7054681601888568
MA1113.1	PBX2	108841.025	126395.0	141460.9	-0.6870469355061416	-0.3336088991514873	1.6753198520714772
MA0492.1	JUND(var.2)	150249.125	171578.0	192820.55	-0.7536107852746239	1.367457036794137	3.6789046717167153
MA1560.1	SOHLH2	166743.975	189944.0	212743.75	-0.6525806320403563	0.5543025672614481	2.148275393402561
MA0147.3	MYC	165884.9	190235.0	209400.675	-1.3482663958571917	-0.16994360890525315	0.6604545091529997
MA1568.1	TCF21(var.2)	128184.125	147433.5	164271.25	-0.6676838785327059	0.19388036290658636	1.3333573057132673
MA0886.1	EMX2	74833.15	87880.0	99202.4	-0.5868571041799359	0.2627254033777939	1.5990978003678833
MA0885.1	Dlx2	57210.5	69238.0	77080.5	-0.9136375456196216	-0.03351355703996041	1.0375321269016604
MA0141.3	ESRRB	101220.125	117222.0	132575.4	-1.6610656335721568	-0.35198901176888403	0.28958885780637034
MA0162.4	EGR1	198252.4	223956.0	250087.125	-0.5346769151568843	0.8127327890548753	2.6925502297077215
MA0898.1	Hmx3	200140.125	226257.5	254596.74999999997	-4.259063333822052	-1.750953337150177	0.10767078279328475
MA0472.1	EGR2	174746.65	198732.0	223535.125	0.1534472644246047	1.1315656525965245	3.1350954526157566
MA0693.2	VDR	57245.825000000004	69511.5	79127.15	-1.378573872087179	0.09127449318610723	0.8444078430953385
MA1419.1	IRF4	168538.225	191252.0	215347.85	0.6382059934914209	2.3127353528481764	5.08337495221117
MA0070.1	PBX1	104281.1	122884.5	134440.0	-1.2544159494350338	-0.08369150011359788	0.8392043675593333
MA0158.2	HOXA5	60697.975000000006	72885.5	81665.59999999999	-1.0507088500863508	0.04187690487443033	0.8991068854259374
MA0910.2	HOXD8	57767.899999999994	68416.5	78202.45	-2.1769305287859733	-0.4900977633725244	0.4070256242120792
MA0711.1	OTX1	62848.325000000004	74551.5	86732.09999999999	-7.4461907652709725	-3.830171364132223	-1.5427744254606164
MA0007.1	Ar	290828.875	326048.5	362662.275	0.24191449356887468	1.498185774616084	3.805754331404164
MA0508.2	PRDM1	132988.95	151776.0	171535.52499999997	1.07931843577349	3.123304141540645	6.130516875440719
MA1594.1	ZNF382	275092.35	310985.5	336236.75	-1.1287086374554602	0.10280436632515921	0.8123800045953576
MA0733.1	EGR4	232212.975	261255.5	288648.575	-0.030325457755676088	0.5492054819367562	2.259083355301862
MA0041.1	Foxd3	120244.175	141938.5	154932.92500000002	-1.087936265407766	0.04596215810657041	0.8796750327190099
MA0604.1	Atf1	109137.875	127668.5	142132.125	-0.6156343498276288	0.21231201497217594	1.4627995709190784
MA0599.1	KLF5	105753.3	125642.5	137473.7	-1.2061666931589539	-0.013216967511445583	0.9457206061905292
MA0514.1	Sox3	76688.25	89572.0	102695.40000000001	-3.381360841805257	-1.1672529091988908	-0.032427795995130626
MA0612.1	EMX1	72294.3	85118.0	96247.89999999998	-0.5008249152949149	0.2797828412729823	1.4821182394542387
MA0102.2	CEBPA	78577.02500000001	91311.5	105523.22499999999	0.9701213091540589	2.9605186731624156	5.91170037609106
MA1557.1	SMAD5	92289.6	109047.0	122664.875	-0.4626918548662441	0.1951501129183295	1.5883285464667143
MA1478.1	DMRTA2	127219.72499999999	145489.0	164351.075	-2.351224347574278	-0.5954512720887719	0.3433186660500074
MA0692.1	TFEB	110617.325	127339.5	146668.125	-0.405048045778883	1.439791899567778	3.620862280304385
MA0153.1	HNF1B	95467.55	111030.5	126151.2	-0.34513034076440097	0.5784880330722495	2.1313587255912605
MA0052.2	MEF2A	145667.15	166428.5	186953.1	-0.39857533303948905	1.1320734640627617	3.2445378301552985
MA0033.1	FOXL1	60341.049999999996	72822.5	80991.025	-1.0908050662314737	-0.04848582015495689	0.8255100769017215
MA0114.4	HNF4A	108416.1	125262.5	142655.44999999998	-2.880994171948785	-0.8658568904083952	0.38243257761933425
MA0477.1	FOSL1	82360.125	95508.5	111719.175	2.332338529534864	5.214271230731994	8.961659893599371
MA1566.1	TBX3	119518.95000000001	136441.0	155121.125	-2.675477228471004	-0.845736369159314	0.21306430678938662
MA0154.2	EBF1	86695.5	100221.0	114664.97499999999	-2.8103254246487444	-0.972598952967807	0.3680058621122189
MA0910.1	Hoxd8	163652.925	187080.5	210792.175	-2.925820502710744	-0.9310853570047299	-0.019735644319798677
MA0004.1	Arnt	64302.175	75772.0	86448.875	-1.8581615890269845	-0.3694906295306621	0.4099509385267015
MA0145.1	Tcfcp2l1	143415.225	163786.0	181284.22499999998	-1.7677663917809499	-0.3636352746562202	-0.023161460591161757
MA0117.1	Mafb	71192.8	84005.0	96494.0	0.036656045392030885	0.775294765172958	2.619802389724146
MA0685.1	SP4	261092.65	293358.0	320500.425	0.006983679527497689	0.3089829650548964	1.4960349782054239
MA0478.1	FOSL2	92921.425	108325.0	124537.67499999999	2.5655381263358006	5.302123652865376	9.171298602813877
MA0706.1	MEOX2	85185.05	100528.0	111186.77499999998	-1.257975339421279	-0.0876242538736781	0.6482464272002393
MA0813.1	TFAP2B(var.3)	110110.67499999999	127350.5	143648.925	-2.289363081003484	-0.583716902695467	0.25096744693799355
MA0913.2	HOXD9	83978.075	98343.0	113377.97499999999	-2.4380976047763316	-0.7096373114671017	-0.05252796824444709
MA0614.1	Foxj2	53716.85	64107.0	73399.29999999999	-1.6305963033393067	-0.26855736326382074	0.6997467649107628
MA1128.1	FOSL1::JUN	127083.725	147182.5	167763.05	3.2461546752596355	6.597295352182285	10.541101970526448
MA0888.1	EVX2	84793.375	99890.5	110930.75	-1.281818592797393	-0.11697628649345637	0.7865512341011025
MA0090.3	TEAD1	134905.675	156293.0	175102.925	-1.9507044881370594	-0.4316349112568147	0.5071344500763686
MA0132.1	Pdx1	28724.149999999998	35512.0	41448.774999999994	-0.7161359135003343	0.16453728812682564	1.3015132746335667
MA1111.1	NR2F2	94831.475	110663.0	124216.075	-1.8864502358098647	-0.45446454220655974	0.30647735216610505
MA0442.1	SOX10	31432.25	38322.0	44521.175	-1.5997319558946208	-0.2610238747710436	0.4736722539326096
MA1524.1	MSGN1	131633.575	152503.0	168088.95	-1.285672322503354	-0.08060935230999054	0.7145292934404116
MA0518.1	Stat4	144377.90000000002	165348.0	186767.30000000002	0.1556391268938051	1.337868120329397	3.5245583922073496
MA0098.3	ETS1	63655.325000000004	75482.0	89163.025	53.80377808579613	62.5687008801691	72.70597137577921
MA0621.1	mix-a	60554.5	71940.5	82938.42499999999	-2.4673497246223772	-0.6653717519369069	0.24112790437785428
MA0814.1	TFAP2C(var.2)	105735.375	122492.5	137869.375	0.017080992033263968	0.3761112095806207	1.8160914506369197
MA0852.1	Foxk1	193430.525	220262.5	242764.32499999998	-1.7373740454347795	-0.2644119079253812	0.596361025742562
MA0069.1	PAX6	166249.05000000002	189002.5	215317.45	0.4679589180711781	2.0567396091678685	4.729816853994336
MA0704.1	Lhx4	46602.175	57025.5	63416.8	-1.170987459894069	-0.05512028786617818	0.761108151941141
MA1483.1	ELF2	115446.825	132642.5	151845.425	41.74302602009437	50.930675913360844	60.59823131194572
MA0498.1	Meis1	160882.55	183773.0	203436.75	-0.3853162938032561	0.4210251935560483	1.933818619352474
MA0037.1	GATA3	41057.4	50784.0	57831.5	-1.0917584981562956	0.022978676736975436	0.9562594589266508
MA1503.1	HOXB9	95266.975	110237.0	125471.12499999999	-2.3386215910219827	-0.59727572663414	-0.0008117430799773682
MA1421.1	TCF7L1	96499.675	112087.0	128301.40000000001	-4.486782665674178	-1.9333445632816695	-0.38884469196051497
MA0526.3	USF2	148806.225	170119.5	191774.09999999998	-0.5689969303065909	1.0195398158337174	3.095593915632634
MA0867.2	SOX4	79019.4	92995.0	104218.7	-1.755110333610752	-0.33254166827259923	0.48674373524628056
MA1495.1	HOXA1	61072.275	73090.0	81722.95	-1.223356123845121	-0.10854817735223832	0.731857644266923
MA0063.2	NKX2-5	88405.47499999999	102310.0	116277.74999999999	-2.398372805156781	-0.6269405220437756	0.07433298820735865
MA0770.1	HSF2	139877.025	159884.0	176617.27500000002	-1.344095029328663	-0.13979272759717717	0.6472230040851061
MA0743.1	SCRT1	191971.0	216657.0	238937.125	-1.7919264620435442	-0.38155213157121914	0.48232621478114235
MA0682.2	PITX1	58788.975	69226.5	80887.45	-4.322108357616974	-1.9032879413369335	0.3238454572931345
MA0710.1	NOTO	75547.27500000001	89086.5	99923.97499999999	-0.5329751889026273	0.3351087834466098	1.753677282118988
MA1539.1	NR2F6(var.3)	160756.825	183158.5	205563.95	-2.1791561301925975	-0.549522978426431	0.572400828662762
MA0079.3	SP1	135611.625	155439.5	174474.775	-2.3470753850923756	-0.5557930809253295	0.36849013845934725
MA0039.1	Klf4	116320.75	134127.0	150466.9	-1.687356368099099	0.312769297431083	0.6375118168533692
MA0109.1	HLTF	96724.40000000001	111536.0	127446.15	-4.962474697607417	-2.2929443197849606	-0.652173971814424
MA0731.1	BCL6B	109309.325	125998.0	142132.84999999998	-0.3321018161632624	0.6211424064532778	2.3265550189003723
MA1556.1	RXRG(var.2)	151438.19999999998	175593.0	191986.42500000002	-1.0020948337753697	-0.030470785991071912	0.932115344481039
MA0883.1	Dmbx1	207628.875	234714.5	262376.5	-6.507176261031368	-3.3582191896946934	-1.2371109505348785
MA0680.1	PAX7	75550.925	89453.0	101004.325	-1.3888570864404812	-0.21590273239249885	0.5322220846456259
MA0258.1	ESR2	207667.075	234166.5	262201.975	-0.9214454496707163	1.3094030311580696	3.5068281687527048
MA1630.1	Znf281	137380.65	159499.0	176737.325	-0.4899728849337086	0.3207735240948735	1.6868102545570203
MA0764.1	ETV4	70449.77500000001	83501.0	97036.275	51.18287516832346	60.87087925256432	70.4154488995842
MA0678.1	OLIG2	94518.57500000001	110808.5	122699.425	-1.3300670272536157	-0.1238001962214474	0.7012697330304424
MA0075.2	Prrx2	53054.175	64203.5	71354.7	-1.1078084330108071	-0.04848196242964968	0.892718189118786
MA0909.1	HOXD13	77971.45	90770.5	103699.325	-2.1066070172971827	-0.5175606742299811	0.27738254238909393
MA0058.1	MAX	108337.325	126479.5	139406.80000000002	-1.329580958487476	0.13286970295587927	0.7689966245478461
MA1564.1	SP9	176510.125	203979.5	224180.575	-0.8644424150520874	-0.0921522597602136	1.227870771522877
MA1150.1	RORB	113038.3	133176.0	146369.67500000002	-0.9300148106477422	-0.062296188557844696	1.2242416888643854
MA0703.2	LMX1B	68434.5	80723.0	92067.575	-2.0038215136555895	-0.46058180973367147	0.16692234056116317
MA1148.1	PPARA::RXRA	267333.0	301273.0	330969.175	-2.3403200023264805	-0.6121114778984534	0.6526837769294224
MA1108.1	MXI1	190967.075	221029.5	239450.90000000002	-0.8091790354327842	0.06754158862740316	1.1982226215401914
MA0481.3	FOXP1	101180.9	118932.0	131106.425	-1.1443960623550065	-0.09435718822396315	0.7903272329509274
MA0068.1	Pax4	545549.975	598680.0	647878.9	-2.78852792847126	-0.8805118493080335	0.42967491642924915
MA1563.1	SOX18	71744.075	84436.5	96916.375	-0.33706373965126385	0.5484438863603438	2.1237561192140406
MA0162.3	EGR1	172896.425	197211.0	217264.675	-0.4500487219872034	0.38469003548782593	1.685455999526869
MA0080.5	SPI1	88608.325	103529.5	120367.275	138.21931245930213	149.73641437700024	161.05232992075761
MA0025.2	NFIL3	121188.475	141356.5	158401.25	-0.013561212219063378	0.6854217140779787	2.5255512147592674
MA1619.1	Ptf1a(var.2)	97608.675	114562.5	128350.54999999999	-1.3436828960942608	-0.17688433454933639	0.6459383553175873
MA0798.2	RFX3	133273.125	153791.0	170254.875	-1.593374914564216	-0.24045709480996863	0.6548580487423101
MA0856.1	RXRG	145939.92500000002	170977.0	187605.525	-1.184337019859466	-0.032665014608929586	0.8821646886997851
MA0471.2	E2F6	191496.425	219867.5	235771.225	-0.9919680591359984	-0.013911123826324184	0.937314398349248
MA1498.1	HOXA7	59278.825000000004	70327.0	79102.24999999999	-1.4166202780248243	-0.22368210364286256	0.5979104560370537
MA0039.3	KLF4	119380.375	140033.5	154152.32499999998	-0.8010494106653437	0.07259148213131433	1.057218414167572
MA0465.1	CDX2	86756.525	102851.0	115184.825	-0.5872815018977955	-0.23306568698596772	1.558409347140637
MA0050.1	IRF1	122236.09999999999	141441.0	161394.82499999998	2.8055375685635524	5.901648101324337	10.158629558118127
MA0833.1	ATF4	155314.45	178662.5	200600.85	0.09744141762064357	1.132933197066811	3.277969893491996
MA0506.1	NRF1	155707.025	178726.0	198159.0	-0.6084659181557875	0.2542684344168909	1.7081276140574435
MA0636.1	BHLHE41	118433.925	136929.5	153582.875	0.7303911365672051	2.499382188038157	5.0767224491719
MA0074.1	RXRA::VDR	138243.325	159008.0	177010.55	-1.7129321823193582	-0.3632345886737782	0.37561855213480344
MA0740.1	KLF14	225665.85	255877.0	281901.575	-2.0149764980513356	-0.4344359421150996	0.6502242353405674
MA0861.1	TP73	206694.8	232404.0	261300.69999999998	0.6553785249327372	2.3869709498029024	5.042140683420266
MA1101.2	BACH2	239791.575	269395.5	299067.175	1.2340110396668793	3.25637749915835	6.750701027431871
MA0814.2	TFAP2C(var.2)	162296.55000000002	187041.0	204885.95	-1.1004086979894212	0.05469838591596804	0.9512919658848172
MA0485.1	Hoxc9	123309.825	142665.5	159779.84999999998	-2.3128426424137394	-0.5753864611828141	0.34111741882441304
MA0087.1	Sox5	36185.25	44115.5	50767.925	-1.5754562123021618	-0.22717464493560297	0.48148799596402103
MA1558.1	SNAI1	90110.825	104565.5	120863.15	-10.705140766325956	-6.378484281098383	-3.318129672873028
MA0676.1	Nr2e1	78981.025	92625.5	104933.025	-0.17550593029212233	0.6490372923517838	2.410437182422566
MA0470.1	E2F4	143755.17500000002	164657.0	184017.15	-2.0319068053769187	-0.5438641400425217	0.20216502366660402
MA0745.1	SNAI2	76121.6	89924.0	104529.39999999998	-11.296332419410488	-6.9794961912286215	-3.608719879669723
MA0470.2	E2F4	181385.17500000002	206178.5	227144.75	-1.5534207465272791	0.2549636529219948	0.6736535537867752
MA0594.2	HOXA9	119989.0	138669.5	158007.475	-2.78109865350019	-0.8906214603201132	0.3459152821740615
MA0103.1	ZEB1	26580.125	32769.0	39653.32499999999	-26.013300741412063	-19.798494440601637	-14.098714766809112
MA0486.2	HSF1	136277.55	156230.5	171986.375	-1.4918247382875802	-0.2645925175382337	0.5173108732063663
MA1132.1	JUN::JUNB	93423.825	109233.5	125614.22499999999	3.5372844055203045	6.736083003136222	11.078000918111735
MA0716.1	PRRX1	51696.475	62614.5	70558.375	-1.1681766781125829	-0.058048719964919164	0.856508930517869
MA1644.1	NFYC	87919.72499999999	103439.5	119463.52500000001	-3.6265361689402593	-1.3798028762222234	-0.10539782019590774
MA0774.1	MEIS2	54533.725000000006	65626.5	74726.70000000001	-1.514082355486634	-0.19239271047178938	0.5308351543163785
MA1135.1	FOSB::JUNB	75886.5	89555.0	103901.875	4.894372109109293	8.506923610289947	13.05922921552009
MA0509.1	Rfx1	115185.57500000001	131659.0	150221.175	-3.891882823633986	-1.5496366185257373	-0.22302655490144158
MA1463.1	ARGFX	60477.5	72976.5	82091.35	-1.4038824398808203	-0.1547554292286304	0.6424609454161392
MA0687.1	SPIC	85843.825	100592.0	118009.55	89.51693904418251	100.42149146805919	111.8571121069828
MA0871.2	TFEC	131837.57499999998	151284.0	168856.19999999998	-0.44893776033622657	0.5860832604987734	2.164826260956731
MA1533.1	NR1I2	214530.7	243448.5	271504.725	0.027064433738876435	1.2917243057219103	3.410319047491024
MA1508.1	IKZF1	66053.85	78737.5	92432.67499999999	61.957531858717545	71.81517029298179	81.41942104280704
MA0624.1	NFATC1	117081.075	133879.5	151550.45	-4.226494761455601	-1.869362365101616	-0.25378181374023845
