id	motif	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
MA0475.2	FLI1	4551.5	6296.0	8226.5	12.44	16.73	22.23	255	194	61	1.078	1.128
MA0100.2	Myb	4045.9	5428.5	6997.1	-0.29	0.57	2.13	155	83	72	0.2	0.168
MA0670.1	NFIA	3334.9	4738.5	5993.4	-0.7	0.0	1.4	140	70	70	0.0	0.099
MA1635.1	BHLHE22(var.2)	3189.9	4415.5	5782.2	-1.97	-0.46	0.18	139	61	78	-0.057	-0.131
MA1573.1	THAP11	10880.4	14017.5	16581.2	-1.46	-0.22	0.51	241	113	128	-0.048	-0.032
MA0765.1	ETV5	5554.2	7729.5	9918.2	9.75	13.99	19.05	262	198	64	0.73	0.838
MA0877.2	BARHL1	3624.0	4964.5	6511.6	-3.63	-1.39	0.14	156	69	87	-0.145	-0.239
MA0141.2	Esrrb	5339.5	7269.5	9096.6	-0.68	0.68	2.47	180	91	89	0.021	0.167
MA0104.1	Mycn	1712.9	2638.5	3390.4	-0.65	0.19	1.61	105	56	49	0.139	0.086
MA1587.1	ZNF135	4553.8	6208.0	8045.0	-4.47	-1.84	0.36	177	80	97	-0.133	-0.381
MA0512.1	Rxra	2827.5	3984.5	5085.4	-0.28	0.54	2.24	133	72	61	0.055	0.231
MA0119.1	NFIC::TLX1	3268.0	4621.5	6046.8	-2.6	-0.73	-0.03	145	60	85	-0.315	-0.219
MA0904.1	Hoxb5	10421.7	13177.5	16191.5	-2.84	-0.96	-0.06	244	106	138	-0.202	-0.16
MA0597.1	THAP1	4176.3	5928.5	7199.7	-1.26	-0.08	0.72	155	69	86	-0.138	-0.006
MA0471.1	E2F6	5850.1	8127.0	9590.0	-0.9	-0.06	1.1	181	89	92	-0.043	-0.045
MA0844.1	XBP1	13868.6	17815.0	20224.1	-1.02	0.06	0.86	268	134	134	0.0	0.015
MA1466.1	ATF6	7170.8	9815.0	11956.6	-1.71	-0.35	0.4	204	96	108	-0.11	-0.066
MA0895.1	HMBOX1	2797.4	3940.5	5289.6	1.69	4.13	7.21	157	97	60	0.338	0.43
MA0679.1	ONECUT1	9434.2	12299.0	14713.3	-1.71	-0.29	0.47	227	111	116	-0.01	-0.033
MA0051.1	IRF2	7031.8	9119.5	11560.0	5.88	9.59	13.63	258	168	90	0.973	0.935
MA0059.1	MAX::MYC	3568.0	5012.5	6398.3	-0.43	0.31	1.75	146	80	66	0.16	0.123
MA0162.2	EGR1	6431.1	8571.0	10468.9	-0.81	-0.29	1.72	190	91	99	-0.069	0.143
MA0761.1	ETV1	5584.5	7619.5	9814.8	10.95	15.37	20.3	267	205	62	0.734	0.959
MA0796.1	TGIF1	2499.8	3630.0	4639.4	-0.62	0.27	1.57	124	62	62	0.002	0.181
MA0090.1	TEAD1	6245.8	8285.0	10214.6	0.0	0.37	1.89	188	105	83	0.211	0.064
MA0037.3	GATA3	3890.4	5260.5	6617.7	-0.51	0.27	1.58	149	78	71	0.07	0.142
MA0145.3	TFCP2	4942.0	6770.5	8640.3	-0.4	0.69	2.42	174	92	82	0.136	0.211
MA0781.1	PAX9	7632.0	9898.5	12416.1	0.28	1.65	3.95	219	124	95	0.422	0.316
MA0036.2	GATA2	10265.8	13320.5	15377.4	-1.31	0.12	0.75	233	118	115	0.015	-0.062
MA0803.1	TBX15	2822.4	3988.0	5228.3	-0.47	0.53	2.13	133	70	63	0.1	0.197
MA0818.1	BHLHE22	3940.4	5594.0	7006.6	-1.49	0.23	0.88	153	81	72	0.048	-0.109
MA0048.2	NHLH1	3968.3	5678.0	7057.5	-1.24	-0.1	0.81	152	74	78	-0.02	-0.05
MA0904.2	HOXB5	2473.4	3582.5	4559.3	-0.62	0.18	1.49	122	64	58	0.078	0.001
MA0481.1	FOXP1	8808.8	11504.5	13547.6	-1.35	-0.14	0.67	217	101	116	-0.159	0.049
MA0750.2	ZBTB7A	7189.2	9541.5	12155.3	7.34	11.23	15.93	271	178	93	0.847	0.867
MA0846.1	FOXC2	6051.9	8102.0	9956.9	-0.73	-0.24	1.45	184	90	94	-0.032	0.089
MA0679.2	ONECUT1	9837.8	12831.0	15600.5	-2.12	-0.49	0.19	235	108	127	-0.112	-0.088
MA1130.1	FOSL2::JUN	7620.9	9982.5	12500.9	-0.39	0.84	2.72	212	112	100	0.088	0.294
MA0068.2	PAX4	2622.9	3697.5	5097.7	-3.73	-1.57	0.09	137	60	77	-0.27	-0.286
MA0881.1	Dlx4	2809.4	3953.0	5229.2	-2.6	-0.9	-0.04	136	57	79	-0.108	-0.135
MA0075.3	PRRX2	2046.8	2910.5	4062.5	-3.28	-1.23	-0.13	120	49	71	-0.121	-0.281
MA0747.1	SP8	6749.6	8978.0	11470.2	-2.71	-0.81	0.14	201	89	112	-0.187	-0.173
MA0620.1	Mitf	3906.7	5590.0	6954.2	-0.59	0.23	1.6	153	78	75	0.036	0.086
MA0032.1	FOXC1	2710.8	3883.5	5271.8	0.51	2.11	4.76	144	91	53	0.236	0.213
MA0511.2	RUNX2	3523.8	4881.0	6585.1	0.51	2.1	4.61	160	98	62	0.472	0.415
MA0761.2	ETV1	6517.4	8629.5	11181.9	10.4	14.76	20.02	277	197	80	0.637	0.993
MA0800.1	EOMES	9545.8	12266.0	15156.3	0.12	1.18	3.21	238	140	98	0.159	0.21
MA1633.1	BACH1	6489.8	8525.5	10946.0	-0.23	1.31	3.35	201	110	91	0.116	0.323
MA0102.4	CEBPA	6685.4	8995.0	10937.8	-0.73	0.14	1.28	192	99	93	0.063	0.025
MA0707.1	MNX1	4529.2	6179.5	7937.0	-2.84	-0.94	0.07	169	75	94	-0.006	-0.148
MA0032.2	FOXC1	5487.9	7222.0	9035.0	-0.62	0.39	1.9	176	88	88	0.01	0.122
MA0811.1	TFAP2B	5052.0	6796.5	8398.3	-1.66	-0.33	0.57	170	84	86	-0.011	-0.109
MA0029.1	Mecom	5756.4	7619.5	9566.5	-0.39	1.04	2.94	188	100	88	0.179	0.255
MA0003.3	TFAP2A	3560.5	4888.5	6369.0	-2.29	-0.63	0.49	148	71	77	-0.123	-0.169
MA0508.1	PRDM1	9782.8	12395.5	15499.1	2.34	4.87	8.63	267	164	103	0.444	0.534
MA0065.1	PPARG::RXRA	9547.3	12394.0	14544.0	-0.68	0.18	1.33	226	117	109	0.097	0.047
MA0500.1	Myog	3022.9	4322.0	5537.7	-1.49	-0.25	0.53	135	63	72	-0.101	-0.074
MA0808.1	TEAD3	3818.2	5202.0	6776.0	-2.63	-0.88	0.31	155	71	84	-0.17	-0.269
MA0519.1	Stat5a::Stat5b	3957.6	5391.5	6942.0	-1.89	-0.44	0.34	153	71	82	-0.132	-0.179
MA1532.1	NR1D2	10950.4	14148.0	16751.1	-0.67	0.21	1.49	242	125	117	0.076	0.041
MA1597.1	ZNF528	10519.2	13628.5	15684.6	-0.78	0.09	1.16	235	122	113	0.04	0.061
MA0754.1	CUX1	5044.3	6805.5	8417.0	-1.54	-0.26	0.52	169	82	87	-0.029	-0.064
MA1572.1	TGIF2LY	4047.7	5596.5	7290.0	-0.44	0.82	2.67	160	85	75	0.126	0.23
MA1117.1	RELB	6413.4	8474.0	10489.1	-0.32	0.44	2.0	191	101	90	0.065	0.103
MA1487.1	FOXE1	6638.0	8830.5	10833.4	-0.75	-0.37	1.66	194	95	99	-0.022	0.145
MA1569.1	TFAP2E	2582.4	3735.0	4801.1	-1.87	-0.37	0.37	127	57	70	-0.122	-0.09
MA0643.1	Esrrg	3470.7	4851.0	6207.9	-0.17	0.69	2.36	148	82	66	0.24	0.173
MA1552.1	RARB(var.3)	8876.4	11598.0	13912.2	-1.38	0.14	0.79	218	112	106	0.068	-0.11
MA0764.2	ETV4	4134.4	5743.5	7517.6	5.67	9.25	13.51	212	153	59	0.519	0.864
MA0146.2	Zfx	5215.5	7078.5	9050.1	-2.72	-0.89	-0.04	180	77	103	-0.31	-0.095
MA0836.2	CEBPD	5634.9	7768.0	9317.3	-0.86	0.06	1.08	177	91	86	0.048	-0.001
MA0122.3	Nkx3-2	7645.2	10167.5	12225.1	-1.29	0.13	0.77	204	106	98	0.067	-0.067
MA0098.2	Ets1	6934.4	9139.5	11664.3	9.56	14.09	19.19	280	195	85	0.831	1.008
MA0660.1	MEF2B	3668.8	4914.5	6549.0	-0.73	1.89	4.31	159	86	73	0.168	0.509
MA0609.1	Crem	4225.6	5708.0	7524.1	0.05	1.31	3.49	166	95	71	0.317	0.335
MA1580.1	ZBTB32	4964.3	6662.0	8425.0	-0.03	1.02	2.87	176	98	78	0.172	0.189
MA0144.1	Stat3	5492.1	7282.0	9034.1	-0.66	0.15	1.21	173	92	81	0.089	0.048
MA1484.1	ETS2	4578.7	6278.0	8060.2	10.41	14.83	19.79	246	184	62	1.195	1.143
MA0807.1	TBX5	3078.1	4397.0	5866.9	-0.91	0.78	2.59	142	71	71	0.028	0.218
MA0637.1	CENPB	11678.3	15341.0	17648.3	-1.07	-0.03	0.88	248	120	128	-0.029	0.001
MA1509.1	IRF6	3642.4	5070.0	6690.2	5.6	9.12	13.0	201	138	63	0.716	0.959
MA0160.1	NR4A2	1591.4	2356.0	3237.0	-0.83	0.65	2.25	104	52	52	0.015	0.2
MA0882.1	DLX6	2697.5	3962.5	5367.0	-2.97	-1.0	-0.06	137	57	80	-0.169	-0.144
MA0524.2	TFAP2C	5321.6	7119.5	8577.1	-1.45	0.2	0.69	172	87	85	0.018	-0.087
MA1152.1	SOX15	3235.9	4693.0	5896.6	-1.54	-0.21	0.62	140	66	74	-0.055	-0.051
MA0143.4	SOX2	3974.0	5540.5	7266.6	-3.55	-1.23	0.25	163	74	89	-0.231	-0.19
MA1113.1	PBX2	7981.3	10543.0	12811.7	-0.4	0.39	1.97	212	111	101	0.061	0.097
MA0492.1	JUND(var.2)	8971.4	11592.5	14372.3	-0.32	0.52	1.97	224	118	106	0.157	0.12
MA1560.1	SOHLH2	5226.0	7189.5	8709.2	-1.29	-0.15	0.74	172	83	89	-0.03	-0.031
MA0147.3	MYC	4948.3	6726.5	8326.1	-1.54	-0.25	0.42	168	75	93	-0.079	-0.032
MA1568.1	TCF21(var.2)	6633.4	8651.0	10906.4	-0.37	0.44	2.07	193	103	90	0.128	0.115
MA0886.1	EMX2	4232.3	5957.5	7542.9	-1.65	-0.31	0.5	159	78	81	-0.098	-0.094
MA0885.1	Dlx2	2832.9	4179.5	5578.5	-2.37	-0.72	0.49	138	65	73	-0.037	-0.187
MA0141.3	ESRRB	4583.1	6436.0	7730.2	-0.78	0.11	1.24	162	83	79	0.015	0.044
MA0162.4	EGR1	8302.0	11212.0	12932.6	-1.14	-0.03	0.78	212	100	112	-0.085	0.049
MA0898.1	Hmx3	12941.2	16569.5	19322.6	-1.68	-0.28	0.46	263	122	141	-0.1	-0.057
MA0472.1	EGR2	9891.6	12600.0	15167.2	-0.3	0.57	2.24	234	125	109	0.146	0.146
MA0693.2	VDR	2132.9	3224.0	4470.1	0.4	1.79	4.35	130	81	49	0.179	0.28
MA1419.1	IRF4	5120.3	6920.5	9007.6	5.82	9.72	13.65	231	156	75	0.824	1.099
MA0070.1	PBX1	6517.6	8912.0	10645.8	-0.84	-0.13	1.26	191	91	100	-0.136	0.074
MA0158.2	HOXA5	2277.7	3361.5	4349.0	-0.55	0.24	1.49	119	62	57	0.325	0.061
MA0910.2	HOXD8	2677.2	3961.0	4999.0	-1.42	-0.16	0.66	128	61	67	-0.039	-0.032
MA0711.1	OTX1	2582.7	3652.5	4794.0	-2.03	-0.49	0.44	127	60	67	-0.073	-0.157
MA0007.1	Ar	18867.4	23912.0	26890.4	-0.98	-0.01	1.02	309	153	156	-0.08	-0.027
MA0508.2	PRDM1	4243.9	5847.5	7730.0	2.17	4.67	8.24	190	123	67	0.366	0.627
MA1594.1	ZNF382	11634.0	15104.5	17499.6	-1.28	0.11	0.78	248	125	123	0.038	-0.027
MA0733.1	EGR4	14477.2	18059.5	21401.9	-0.58	0.43	1.83	277	140	137	0.033	0.118
MA0041.1	Foxd3	4840.8	6750.5	7956.9	-0.98	-0.01	0.95	164	80	84	-0.039	-0.034
MA0604.1	Atf1	3803.4	5414.0	7047.0	0.16	1.33	3.56	162	97	65	0.224	0.253
MA0599.1	KLF5	2668.2	3777.0	5078.2	-0.01	1.01	2.84	134	76	58	0.226	0.333
MA0514.1	Sox3	2810.3	3963.0	5321.1	-3.94	-1.63	-0.21	142	58	84	-0.33	-0.363
MA0612.1	EMX1	4688.6	6400.0	7875.4	-1.77	-0.33	0.1	165	72	93	-0.073	-0.041
MA0102.2	CEBPA	2915.5	4192.0	5346.4	-0.44	0.26	1.49	133	71	62	0.195	0.084
MA1557.1	SMAD5	2893.9	4105.5	5500.7	-5.72	-2.94	-1.15	153	61	92	-0.322	-0.459
MA1478.1	DMRTA2	8047.3	10376.5	12915.4	-0.15	0.51	1.99	212	116	96	0.117	0.091
MA0692.1	TFEB	4092.0	5582.5	7280.2	0.06	0.74	2.48	159	96	63	0.244	0.184
MA0153.1	HNF1B	4346.8	5953.5	7711.6	-0.09	1.05	2.87	167	93	74	0.292	0.287
MA0052.2	MEF2A	8688.4	11356.5	13560.4	-0.74	-0.21	1.4	217	106	111	-0.044	0.122
MA0033.1	FOXL1	4398.9	6219.5	7606.5	-1.5	0.21	0.71	161	82	79	0.028	-0.085
MA0114.4	HNF4A	4750.3	6547.0	7802.6	-0.81	-0.03	1.05	162	81	81	-0.0	0.054
MA0477.1	FOSL1	4979.2	6806.5	8780.1	-0.55	1.37	3.5	181	97	84	0.184	0.4
MA1566.1	TBX3	5366.7	7317.5	9394.4	-0.18	0.71	2.54	181	99	82	0.107	0.116
MA0154.2	EBF1	3851.1	5327.5	6537.0	-1.4	-0.14	0.69	148	70	78	-0.078	-0.039
MA0910.1	Hoxd8	11541.8	14417.5	17677.4	-2.72	-0.89	-0.03	254	113	141	-0.245	-0.099
MA0004.1	Arnt	1716.8	2672.0	3330.4	-0.84	0.07	1.09	104	53	51	0.07	0.057
MA0145.1	Tcfcp2l1	7088.5	9459.5	11503.9	-1.58	-0.26	0.48	199	95	104	-0.057	-0.037
MA0117.1	Mafb	2730.0	4038.0	5057.1	-1.4	0.14	0.75	129	66	63	0.021	-0.038
MA0685.1	SP4	8817.2	11905.0	13703.0	-1.01	-0.01	0.99	218	104	114	-0.015	0.061
MA0478.1	FOSL2	4230.3	5864.5	7582.6	0.08	1.18	3.39	167	95	72	0.253	0.327
MA0706.1	MEOX2	4879.7	6736.5	8217.3	-1.52	-0.18	0.59	167	79	88	-0.099	-0.054
MA0813.1	TFAP2B(var.3)	3945.5	5551.0	6745.5	-1.59	-0.2	0.59	152	71	81	-0.134	-0.038
MA0913.2	HOXD9	3816.6	5449.0	6717.6	-1.33	-0.1	0.81	149	72	77	-0.177	-0.034
MA0614.1	Foxj2	1566.7	2375.0	3295.6	-3.4	-1.36	-0.17	110	44	66	-0.231	-0.367
MA1128.1	FOSL1::JUN	7817.6	10099.5	12762.3	-0.72	0.74	2.32	212	108	104	0.032	0.255
MA0888.1	EVX2	4990.4	6942.0	8360.6	-1.36	-0.15	0.74	169	84	85	-0.006	-0.062
MA0090.3	TEAD1	8204.6	11041.0	12950.8	-1.18	0.06	0.84	211	108	103	0.019	-0.081
MA0132.1	Pdx1	1610.4	2394.0	3171.0	-2.01	-0.46	0.41	103	48	55	-0.25	-0.159
MA1111.1	NR2F2	3525.8	5003.5	6490.4	0.03	1.09	3.15	154	88	66	0.147	0.225
MA0442.1	SOX10	1194.5	1879.0	2499.6	-0.64	0.0	1.56	90	45	45	0.0	0.104
MA1524.1	MSGN1	5236.2	7273.5	8826.5	-1.06	-0.04	1.07	171	81	90	-0.067	-0.001
MA0518.1	Stat4	8401.3	11031.5	13157.5	-1.31	-0.16	0.68	213	103	110	-0.031	-0.043
MA0098.3	ETS1	4988.7	6802.0	9026.3	11.08	15.6	20.78	257	197	60	0.948	1.094
MA0621.1	mix-a	2563.0	3706.5	4990.6	-2.81	-0.92	0.15	132	59	73	-0.249	-0.239
MA0814.1	TFAP2C(var.2)	3389.9	4808.0	6170.8	-1.8	-0.31	0.51	143	69	74	-0.018	-0.084
MA0852.1	Foxk1	11342.2	14503.0	17145.9	-0.7	-0.21	1.52	245	119	126	-0.042	0.07
MA0069.1	PAX6	9767.3	12698.5	15838.5	1.07	3.08	5.96	258	153	105	0.28	0.344
MA0704.1	Lhx4	2897.4	4175.5	5393.4	-2.18	-0.53	0.24	136	62	74	-0.115	-0.136
MA1483.1	ELF2	7536.1	9843.0	12518.4	7.37	11.34	16.07	275	185	90	0.775	0.939
MA0498.1	Meis1	11629.4	14984.0	17881.2	-0.5	0.27	1.59	250	130	120	0.032	0.036
MA0037.1	GATA3	2003.8	2965.0	3788.6	-0.86	-0.1	1.15	110	52	58	-0.097	0.035
MA1503.1	HOXB9	3864.3	5371.0	6566.2	-0.43	0.31	1.73	151	80	71	0.109	0.099
MA1421.1	TCF7L1	4681.5	6432.0	8011.3	-1.98	-0.45	0.61	167	83	84	-0.001	-0.164
MA0526.3	USF2	7028.8	9058.0	11410.4	-0.24	0.91	2.75	203	109	94	0.098	0.211
MA0867.2	SOX4	2567.7	3632.5	4720.8	-2.04	-0.52	0.22	127	56	71	-0.176	-0.137
MA1495.1	HOXA1	2323.9	3552.0	4316.8	-1.04	-0.02	1.0	119	57	62	-0.112	-0.073
MA0063.2	NKX2-5	4878.1	6891.5	8306.8	-1.02	-0.02	0.91	166	76	90	-0.016	0.034
MA0770.1	HSF2	6032.9	8031.5	9811.6	-0.37	0.36	1.86	185	101	84	0.149	0.061
MA0743.1	SCRT1	6590.0	8708.5	11115.4	0.81	2.69	5.45	214	129	85	0.304	0.377
MA0682.2	PITX1	1945.4	2900.0	3793.5	-1.86	-0.35	0.41	112	52	60	-0.101	-0.131
MA0710.1	NOTO	4126.0	5716.5	6971.0	-1.26	-0.12	0.71	153	72	81	-0.067	-0.067
MA1539.1	NR2F6(var.3)	4558.3	6292.5	7778.2	-0.5	0.22	1.62	162	89	73	0.147	0.023
MA0079.3	SP1	4807.5	6766.0	8156.2	-1.26	0.05	0.83	165	83	82	0.022	0.0
MA0039.1	Klf4	4289.6	6140.5	7345.1	-0.82	0.04	1.13	157	85	72	0.15	-0.026
MA0109.1	HLTF	3668.3	5145.5	6666.1	-2.83	-0.86	0.04	154	67	87	-0.133	-0.107
MA0731.1	BCL6B	2418.4	3472.0	4559.6	-2.11	-0.41	-0.02	123	51	72	-0.207	-0.135
MA1556.1	RXRG(var.2)	5634.5	7309.0	9152.6	-2.82	-1.01	0.04	184	82	102	-0.15	-0.263
MA0883.1	Dmbx1	14984.8	18875.5	21563.3	-0.9	0.07	1.19	276	138	138	0.005	-0.015
MA0680.1	PAX7	2994.9	4373.5	5446.1	-1.1	-0.07	0.81	133	65	68	-0.085	0.054
MA0258.1	ESR2	13151.8	16661.5	19687.6	-0.53	0.24	1.59	263	138	125	0.106	0.056
MA1630.1	Znf281	4419.3	5956.0	7465.3	-1.44	0.24	0.7	158	79	79	0.012	-0.135
MA0764.1	ETV4	6010.0	8149.5	10480.3	9.71	14.12	19.17	268	197	71	0.81	0.922
MA0678.1	OLIG2	5164.0	6964.0	8425.4	-0.61	0.2	1.53	170	90	80	0.051	0.028
MA0075.2	Prrx2	2693.4	3846.0	5088.2	-4.11	-1.77	-0.38	141	54	87	-0.135	-0.21
MA0909.1	HOXD13	3339.4	4737.0	6328.3	-4.69	-1.99	-0.53	157	64	93	-0.378	-0.363
MA0058.1	MAX	3672.1	5140.5	6579.2	0.02	0.57	2.23	151	86	65	0.321	0.134
MA1564.1	SP9	7016.2	9154.5	10986.9	-1.45	-0.21	0.64	195	93	102	-0.073	-0.03
MA1150.1	RORB	6032.2	7966.5	9684.7	-0.73	-0.28	1.62	183	90	93	-0.008	0.085
MA0703.2	LMX1B	3713.9	5172.5	6523.9	-0.48	0.29	1.59	148	78	70	0.077	0.074
MA1148.1	PPARA::RXRA	14929.1	18712.5	22115.0	-1.82	0.38	0.68	281	141	140	0.006	-0.07
MA1108.1	MXI1	5994.8	7980.0	9714.7	-1.65	-0.27	0.5	183	87	96	-0.087	-0.047
MA0481.3	FOXP1	5708.8	7508.5	9462.9	-0.23	0.69	2.51	183	99	84	0.152	0.111
MA0068.1	Pax4	50573.7	58431.5	65930.2	-2.45	-0.71	0.28	500	240	260	-0.064	-0.073
MA1563.1	SOX18	2823.8	4094.5	5145.8	-1.68	-0.3	0.47	132	62	70	-0.088	-0.078
MA0162.3	EGR1	5889.4	7896.0	9712.7	-0.59	0.4	1.86	184	94	90	0.041	0.171
MA0080.5	SPI1	16730.4	20750.5	25366.0	5.8	9.62	14.27	366	231	135	0.422	0.653
MA0025.2	NFIL3	5415.8	7414.5	9278.0	0.02	0.61	2.2	181	103	78	0.17	0.142
MA1619.1	Ptf1a(var.2)	4236.5	6017.0	7186.0	-1.16	-0.02	0.9	155	75	80	-0.047	0.02
MA0798.2	RFX3	9258.8	12159.0	14275.6	-1.48	0.19	0.68	224	115	109	0.018	-0.053
MA0856.1	RXRG	4046.3	5691.5	7392.4	0.58	2.26	5.0	173	103	70	0.376	0.422
MA0471.2	E2F6	9238.7	11719.5	14239.0	-0.53	0.51	2.04	225	115	110	0.029	0.103
MA1498.1	HOXA7	3126.0	4381.5	5455.0	-1.54	-0.26	0.53	136	66	70	-0.072	-0.066
MA0039.3	KLF4	6621.1	8662.5	10476.8	-0.45	0.36	1.75	192	100	92	0.041	0.112
MA0465.1	CDX2	5517.1	7658.5	9170.7	-0.86	0.07	1.12	176	89	87	0.018	-0.019
MA0050.1	IRF1	3616.9	5059.5	6706.4	5.33	8.74	13.06	199	143	56	1.0	0.924
MA0833.1	ATF4	7470.5	10098.0	11831.2	-1.05	0.02	0.98	201	103	98	0.016	-0.008
MA0506.1	NRF1	4684.8	6307.5	7824.1	-1.45	-0.21	0.59	162	77	85	-0.079	-0.062
MA0636.1	BHLHE41	2938.0	4207.0	5287.3	-0.28	0.32	1.71	134	76	58	0.221	0.075
MA0074.1	RXRA::VDR	4136.7	5812.5	7201.0	-1.41	-0.23	0.6	156	75	81	-0.068	-0.081
MA0740.1	KLF14	9559.0	12427.0	14833.0	-1.97	-0.4	0.32	230	109	121	-0.054	-0.071
MA0861.1	TP73	10823.3	13958.5	16622.3	-1.71	-0.25	0.64	241	116	125	-0.049	-0.071
MA1101.2	BACH2	15337.4	19261.5	23057.1	-0.41	0.5	2.12	287	148	139	0.004	0.172
MA0814.2	TFAP2C(var.2)	5602.5	7542.5	9131.9	-1.55	-0.2	0.29	177	78	99	-0.081	-0.059
MA0485.1	Hoxc9	7613.0	10071.0	12452.5	-2.47	-0.76	0.32	212	99	113	-0.099	-0.16
MA0087.1	Sox5	695.4	1193.5	1642.6	-0.79	0.11	1.25	70	37	33	0.061	0.072
MA1558.1	SNAI1	4215.6	5939.5	7377.8	-0.55	0.19	1.51	157	84	73	0.037	0.062
MA0676.1	Nr2e1	3109.2	4331.5	5898.7	0.71	2.5	5.21	154	90	64	0.165	0.416
MA0470.1	E2F4	5180.5	7194.5	8742.7	-0.68	0.09	1.2	171	90	81	0.014	-0.016
MA0745.1	SNAI2	3577.4	5059.0	6406.4	-0.56	0.26	1.63	146	75	71	0.069	0.095
MA0470.2	E2F4	8085.0	10529.5	12848.5	-0.52	0.4	1.91	212	110	102	0.041	0.11
MA0594.2	HOXA9	6287.2	8401.0	10418.5	-0.8	0.66	2.38	193	97	96	0.022	0.103
MA0103.1	ZEB1	1826.9	2852.5	3597.3	-1.07	-0.04	1.02	107	50	57	-0.08	0.03
MA0486.2	HSF1	5562.3	7433.5	8900.3	-0.48	0.29	1.62	177	95	82	0.054	0.094
MA1132.1	JUN::JUNB	5112.9	6942.5	8893.8	-0.32	0.77	2.5	177	94	83	0.122	0.237
MA0716.1	PRRX1	2386.2	3443.0	4684.8	-3.28	-1.23	-0.1	130	53	77	-0.162	-0.233
MA1644.1	NFYC	5331.1	7057.0	9014.7	-2.13	-0.55	0.06	176	78	98	-0.138	-0.122
MA0774.1	MEIS2	3367.9	4894.5	5939.2	-0.86	0.03	1.13	140	71	69	0.007	0.019
MA1135.1	FOSB::JUNB	5030.6	6898.0	8659.3	-1.07	-0.47	2.01	173	82	91	-0.072	0.242
MA0509.1	Rfx1	8568.2	11611.0	13860.2	-1.36	0.14	0.88	218	114	104	0.02	-0.088
MA1463.1	ARGFX	3468.1	4765.0	6373.8	-3.2	-1.15	-0.1	151	62	89	-0.163	-0.229
MA0687.1	SPIC	9733.2	12483.5	15817.8	3.33	6.58	10.29	278	178	100	0.743	0.624
MA0871.2	TFEC	4465.3	6085.5	7766.6	-0.43	0.49	2.15	163	84	79	0.042	0.241
MA1533.1	NR1I2	12911.1	16386.5	19697.6	-0.31	0.43	2.06	264	139	125	0.136	0.061
MA1508.1	IKZF1	6128.8	8083.0	10351.5	6.61	10.52	14.86	250	174	76	0.497	0.796
MA0624.1	NFATC1	9531.5	12596.0	14833.7	-0.74	-0.19	1.49	228	111	117	-0.025	0.077
MA0602.1	Arid5a	9162.3	11855.5	14191.7	-1.62	-0.29	0.45	223	102	121	-0.082	-0.092
MA0473.2	ELF1	6719.9	8890.5	11439.0	6.75	10.54	15.02	260	175	85	0.914	0.949
MA1628.1	Zic1::Zic2	4431.2	6296.0	7644.7	-0.76	-0.09	1.25	160	78	82	-0.013	0.084
