id	motif	correlation	p-val
MA1556.1	RXRG(var.2)	-0.03331138632213769	0.33262811572746825
MA0883.1	Dmbx1	0.04604615586995938	0.3978521870686826
MA0680.1	PAX7	-0.005482743298634946	0.038608793360604604
MA0258.1	ESR2	-0.005586898319423172	0.04865094271680587
MA1630.1	Znf281	0.05307708964124307	0.48251670533946955
MA0764.1	ETV4	-0.005471239447593953	0.06147050698205941
MA0678.1	OLIG2	-0.05195719635486641	0.6743926460977034
MA0075.2	Prrx2	0.02883489453792588	0.4143023244287912
MA0909.1	HOXD13	0.3717730114459844	5.422162518880342
MA0058.1	MAX	0.004716597802937038	0.06320616650385183
MA1564.1	SP9	-0.05668438597023416	0.799492839006082
MA1150.1	RORB	-0.02461247515678459	0.32464003190998525
MA0703.2	LMX1B	0.02517254020087358	0.20219064832281608
MA1148.1	PPARA::RXRA	-0.0281041333675393	0.3132136416239821
MA1108.1	MXI1	0.00965103258751315	0.17594413237726492
MA0481.3	FOXP1	0.04047968739271234	0.6246481607076785
MA0068.1	Pax4	0.015717403255403647	0.13965310935344022
MA1563.1	SOX18	0.012535469532012915	0.24579154493791483
MA0162.3	EGR1	-0.01850686698220681	0.200363546380946
MA0080.5	SPI1	0.053624026067555626	0.8517124508378621
MA0025.2	NFIL3	0.13555790621042435	1.25609758850271
MA1619.1	Ptf1a(var.2)	-0.032113018076867283	0.7104167787155768
MA0798.2	RFX3	0.047312768761069296	0.33837334330613666
MA0856.1	RXRG	-0.02860703978315005	0.3548306828810176
MA0471.2	E2F6	0.031569090947508	0.36527677287070087
MA1498.1	HOXA7	0.035268333673477294	0.4690036771832299
MA0039.3	KLF4	-0.040976499259471326	0.5600388568456167
MA0465.1	CDX2	0.2911064965724928	4.369614730275335
MA0050.1	IRF1	0.0015411030054091946	0.06748687914746615
MA0833.1	ATF4	-0.06327325214818168	0.6247489116140125
MA0506.1	NRF1	0.05108660172577839	0.8939614123160315
MA0636.1	BHLHE41	0.02996114645991569	0.30537962732387125
MA0074.1	RXRA::VDR	0.006979721323354256	0.0646115880532399
MA0740.1	KLF14	-0.044289218652994525	0.46965601363857856
MA0861.1	TP73	-0.010762511632172152	0.0705342260643186
MA1101.2	BACH2	-0.06313702704338436	0.7620376854279258
MA0814.2	TFAP2C(var.2)	-0.036348209694028515	0.699061441668223
MA0485.1	Hoxc9	0.11191234311461293	1.4980144350811349
MA0087.1	Sox5	0.026890955448150632	0.21969258812796758
MA1558.1	SNAI1	0.0035826057381927747	0.05683575867607377
MA0676.1	Nr2e1	0.015749759554863366	0.27672141572537107
MA0470.1	E2F4	0.04196102155745076	0.5344892171725694
MA0745.1	SNAI2	0.003675591468810888	0.06563073053298822
MA0470.2	E2F4	0.017321538178948635	0.17776726051497
MA0594.2	HOXA9	0.046513792991639075	0.9912805133388849
MA0103.1	ZEB1	-0.0293980365991596	0.9725078211863502
MA0486.2	HSF1	0.04127835112065066	0.20219244794382624
MA1132.1	JUN::JUNB	-0.008860306173563799	0.10520143462843703
MA0716.1	PRRX1	0.022707376837729675	0.2656841977780408
MA1644.1	NFYC	-0.08062207937240658	1.3375650966221952
MA0774.1	MEIS2	-0.04430437743663865	0.9884003892416273
MA1135.1	FOSB::JUNB	-0.02864074420183863	0.3356812215977639
MA0509.1	Rfx1	-0.013379499765112945	0.124263111995727
MA1463.1	ARGFX	0.038935222234576065	0.4306671314533632
MA0687.1	SPIC	0.03606841520219991	0.5393330838651645
MA0871.2	TFEC	-0.013074701907113436	0.1607737407703981
MA1533.1	NR1I2	-0.03948887572530631	0.5559632574909508
MA1508.1	IKZF1	-0.00821177300810812	0.13032317791217038
MA0624.1	NFATC1	-0.004894861340522706	0.0600495419456774
MA0602.1	Arid5a	0.06344014776498264	0.5075375711175236
MA0473.2	ELF1	-0.0039022848475726186	0.04082756844633685
MA1628.1	Zic1::Zic2	-0.02773026269674336	0.5804617171454516
MA0071.1	RORA	0.0002923321723940231	0.0029218200251055104
MA0104.3	Mycn	0.018852887749671945	0.3271330875017062
MA0900.2	HOXA2	0.005177931815385261	0.03774338292510634
MA0608.1	Creb3l2	-0.008368965171277524	0.12536042061653005
MA0866.1	SOX21	-0.11367819330189034	1.5616479254711346
MA0860.1	Rarg(var.2)	0.018493329070508536	0.24162030668296375
MA1578.1	VEZF1	0.034709465664810785	0.36876743955869584
MA0491.2	JUND	-0.01913846342964081	0.18684168126742515
MA1138.1	FOSL2::JUNB	-0.023556958962232484	0.2617556272413683
MA1103.2	FOXK2	0.004184349179267843	0.04587496844154325
MA0872.1	TFAP2A(var.3)	0.0292758827954535	0.4247823625599565
MA0718.1	RAX	0.048689954459666146	0.6604458642414796
MA1124.1	ZNF24	-0.13223201678506924	1.8659657606501283
MA1538.1	NR2F1(var.3)	0.0016790645318103402	0.01622136322078327
MA1474.1	CREB3L4	-0.03751652418077075	0.5899152852035775
MA0473.3	ELF1	-0.011163049325347152	0.14930292982638016
MA0758.1	E2F7	0.050992536626757914	0.592938143509156
MA0469.3	E2F3	0.012419699884951327	0.1338830595068041
MA0638.1	CREB3	-0.06609934309124779	0.8914009761630135
MA0112.2	ESR1	0.04095261406642241	0.47258779677775464
MA0035.2	Gata1	-0.03285599899291989	0.5214939583138509
MA1099.1	Hes1	-0.00139979803562162	0.02861039656337526
MA0014.3	PAX5	-0.0071590617597103575	0.09688477933221185
MA0659.1	MAFG	-0.040646050222684006	0.4790407795155584
MA0106.2	TP53	-0.030316771460930227	0.29179482495195963
MA0650.1	HOXA13	0.29702512073517073	4.599816257645533
MA0616.2	HES2	-0.0041040335968136185	0.043593581896327775
MA0043.3	HLF	0.09639739961822827	0.8813617035299883
MA0036.3	GATA2	-0.01787224501371392	0.2193733586260272
MA0752.1	ZNF410	1.33418943928925	10.311797549796436
MA0750.1	ZBTB7A	0.018896622568368868	0.2111490056507976
MA0035.4	GATA1	-0.055809303462504824	0.8105942863802996
MA1511.1	KLF10	-0.0613279151879236	0.6755275750341507
MA0480.1	Foxo1	0.021033777415752727	0.28422821268370485
MA0496.2	MAFK	-0.07689715150650477	1.295043552048577
MA0148.1	FOXA1	0.010615992054343328	0.12432027191829441
MA0163.1	PLAG1	0.0848103817459215	1.4479418058324283
MA0817.1	BHLHE23	-0.06485084374714503	0.882909009786468
MA0746.1	SP3	-0.048366107881067925	0.6559171900852627
MA0462.2	BATF::JUN	-0.03120487719774331	0.41621562933626777
MA0108.2	TBP	0.06920337289571733	0.797492539483276
MA0093.2	USF1	-0.03395471960958091	0.3520276747233144
MA0138.1	REST	0.02690139768519944	0.33683579423132115
MA1615.1	Plagl1	-0.0394650487191975	0.6204548757809996
MA1108.2	MXI1	0.036309362806379746	0.4674050625487351
MA0613.1	FOXG1	-0.0010220803171398403	0.00825185966178666
MA0748.2	YY2	-0.04427391093969509	0.5481108304213904
MA0757.1	ONECUT3	-0.009786833263933797	0.07216193019979592
MA0150.1	NFE2L2	-0.06988703832030403	1.0834414933166165
MA0052.1	MEF2A	0.11036535948515037	1.1387965797105424
MA0258.2	ESR2	0.022708857073215193	0.256629440615977
MA0596.1	SREBF2	0.041676941648125194	0.28896902861775753
MA1521.1	MAFA	-0.04131059204973285	0.6559237852346251
MA0669.1	NEUROG2	-0.07990426675975447	1.258396384466468
MA0702.1	LMX1A	0.04308987426757878	0.5074020204350367
MA1601.1	ZNF75D	0.08025485426187623	0.8964463197263495
MA0500.2	MYOG	-0.02833781414106435	0.5444305025662253
MA0102.3	CEBPA	-0.009069559507071695	0.05250686926551132
MA0512.2	Rxra	-0.014640856970101852	0.15970071497210697
MA1102.1	CTCFL	-0.01472683042474081	0.21863555810163987
MA0878.2	CDX1	0.18702410557866284	2.6764019540789783
MA0650.2	HOXA13	0.4244011923596395	6.379142597006714
MA1481.1	DRGX	-0.011653008088469731	0.11054948073168942
MA0002.1	RUNX1	0.09405233407020633	1.3463842216330895
MA1603.1	Dmrt1	-0.04508185620606033	0.6791697527042071
MA1525.1	NFATC4	-0.012724483609199522	0.15557440714201246
MA1502.1	HOXB8	0.022437575221061226	0.25031296691949134
MA0122.1	Nkx3-2	0.016323444008827116	0.3863413342506339
MA1099.2	HES1	0.00037239971826789615	0.0048195718610641956
MA1113.2	PBX2	0.013419060915707758	0.10908268912798706
MA1640.1	MEIS2(var.2)	0.04082546967267962	0.3886672361945577
MA0619.1	LIN54	-0.0038230592906476806	0.05165433834260868
MA0605.1	Atf3	-0.062128179356456925	0.9058207092423648
MA0726.1	VSX2	0.023644847303628532	0.223518973074831
MA0130.1	ZNF354C	-0.03601267611980326	0.7755030477784102
MA1109.1	NEUROD1	-0.06330223123356396	1.2746488179991187
MA0712.1	OTX2	0.067485524177549	0.8092896527941711
MA0077.1	SOX9	-0.003257062196731342	0.034018448329056795
MA0100.1	Myb	0.014185883879662117	0.24281565093006124
MA0067.1	Pax2	-0.027218501567839892	0.6357333714239218
MA0515.1	Sox6	-0.008508307911455678	0.09597907613656272
MA1649.1	ZBTB12	-0.0347290496230119	0.587780149362481
MA1554.1	RFX7	-0.02218144583702121	0.42386495603364516
MA0695.1	ZBTB7C	0.020080045238137684	0.2381156596662677
MA0698.1	ZBTB18	-0.03149658970162308	0.48393124079043215
MA1499.1	HOXB4	-0.025457259893417097	0.22770429199740802
MA0891.1	GSC2	0.12481630301475173	2.2420854544391573
MA1480.1	DPRX	0.04368271732330409	0.4248565006361052
MA0153.2	HNF1B	0.0821337907114081	0.9761577313535423
MA0828.1	SREBF2(var.2)	0.0900424186121692	0.9582888306255771
MA1577.1	TLX2	0.0388800304532051	0.49981209097279267
MA0131.2	HINFP	-0.032430312737822785	0.6052945878431055
MA0809.1	TEAD4	-0.05454571068286912	0.5338827348194184
MA0656.1	JDP2(var.2)	0.05813865175889695	0.5811696569788655
MA1570.1	TFAP4(var.2)	-0.02453339847922301	0.2758854112101553
MA0666.1	MSX1	-0.0143986421823499	0.16143828572119603
MA0652.1	IRF8	-0.026748559832572415	0.8163743509422114
MA0870.1	Sox1	-0.13424514345172803	1.5703075548702048
MA1107.1	KLF9	-0.02328139022551525	0.21638638157442303
MA0027.1	En1	0.006178329229354799	0.09874426516404967
MA0485.2	HOXC9	0.0012981165647508869	0.01105243033461296
MA0909.2	HOXD13	0.29946742168069374	4.047026548066351
MA0729.1	RARA	-0.03439230221789274	0.4961142514531236
MA0787.1	POU3F2	0.034145363941788485	0.33824609906536157
MA0035.3	Gata1	0.009556431218981086	0.110452945886105
MA1136.1	FOSB::JUNB(var.2)	0.0952815221622578	1.2406642708313134
MA0795.1	SMAD3	-0.010679879330098958	0.12332318441564101
MA0902.2	HOXB2	-0.013886143207549757	0.14459173022435975
MA1574.1	THRB	-0.06639053145796103	1.107614913291254
MA1528.1	NFIX(var.2)	-0.07310972764156957	0.9965739893262225
MA0009.1	Tbxt	0.017091953827067748	0.2158964634516929
MA1602.1	ZSCAN29	-0.04123105755820961	0.5656256599523154
MA0526.2	USF2	-0.010928511421312301	0.11575969320165988
MA0522.2	TCF3	0.008294579945504638	0.14900127611515765
MA0653.1	IRF9	-0.04313150838390044	1.8974837805013132
MA0520.1	Stat6	-0.016413750564679485	0.18875852622935763
MA1141.1	FOS::JUND	-0.04453401523455923	0.5846140894522267
MA0810.1	TFAP2A(var.2)	-0.024712657613213843	0.3957547082589686
MA0634.1	ALX3	0.019954927921295062	0.2404931670556632
MA0794.1	PROX1	0.015793716084212178	0.15150371192331313
MA1625.1	Stat5b	0.2195711986869522	3.1696729681204916
MA0137.2	STAT1	0.17240280241146594	2.3520707319166534
MA0009.2	TBXT	0.020550217045470977	0.26127817570044165
MA0489.1	JUN(var.2)	0.005092707612551483	0.04838198553811625
MA1596.1	ZNF460	0.0209161403673929	0.18440144080785273
MA0508.3	PRDM1	-0.020558673799037495	0.35683765144251056
MA0640.1	ELF3	-0.013615471309050962	0.15023876153798527
MA0469.2	E2F3	0.029024435818194725	0.32461705465253177
MA0473.1	ELF1	0.008596215404570166	0.11277816286736905
MA0509.2	RFX1	0.0026555771082634695	0.016825701942829528
MA0673.1	NKX2-8	0.02567582499980955	0.5169125867820558
MA0046.2	HNF1A	0.08562996225454932	1.0861280284443713
MA0114.1	HNF4A	-0.04012864053249292	1.0202209655670456
MA0771.1	HSF4	0.005004821032286146	0.029347895787763388
MA1144.1	FOSL2::JUND	-0.027610053962096013	0.32186559225432687
MA0083.3	SRF	-0.0003184189968742469	0.0018986563740149827
MA1123.1	TWIST1	-0.029359222449362773	0.5264793472557271
MA0146.1	Zfx	0.018487984742968765	0.2517146046812077
MA0006.1	Ahr::Arnt	-0.021754654884338653	0.5333681259482078
MA0842.1	NRL	0.01207135236263258	0.17757844075693346
MA1122.1	TFDP1	0.03399275580048592	0.5079628231051787
MA0868.1	SOX8	-0.010344238435849602	0.08251603200140248
MA0681.1	Phox2b	0.02774769291654136	0.2528959585821899
MA0024.1	E2F1	-0.024988476440310332	0.3986132781966219
MA0618.1	LBX1	0.09207685860991535	1.1826180927529002
MA0494.1	Nr1h3::Rxra	0.04668122291937515	0.48018517750899853
MA1515.1	KLF2	-0.002855861291288884	0.02614712272774408
MA0469.1	E2F3	-0.01807101226970542	0.18021970374881965
MA0503.1	Nkx2-5(var.2)	0.01062784476578241	0.13688080487672927
MA0024.3	E2F1	0.009395725617185094	0.09786966529154505
MA0017.2	NR2F1	-0.014429426431656218	0.20474551665281507
MA0816.1	Ascl2	-0.022763414806685776	0.3533368572885144
MA0079.1	SP1	0.015349492788315083	0.16106636200513813
MA1501.1	HOXB7	0.0029418483972551705	0.026035003404856497
MA0647.1	GRHL1	0.03643381610209965	0.5897367910651291
MA0871.1	TFEC	0.06828030073642657	1.0058085639886507
MA0622.1	Mlxip	0.001040861964225103	0.013915949693351956
MA0598.3	EHF	0.018013912856579172	0.2476409313799136
MA1657.1	ZNF652	0.034606958746910145	0.4842516196785682
MA0526.1	USF2	-0.012853757560253073	0.10580448120359472
MA0734.1	GLI2	-0.028875965643673895	0.38450779726268386
MA1112.1	NR4A1	0.03850202906131686	0.618557694252104
MA0025.1	NFIL3	0.1200573255531521	1.1867613316343286
MA0645.1	ETV6	-0.013298340082168476	0.21933110924465865
MA0122.2	NKX3-2	0.03314948010444637	0.6241015266349846
MA0734.2	GLI2	-0.04913362658955191	0.524567769042082
MA0035.1	Gata1	-0.0030134384632110574	0.033440939811858
MA0623.2	NEUROG1	-0.05795504947099802	0.778047499535243
MA0630.1	SHOX	0.057657961487769326	0.964409302567146
MA1629.1	Zic2	-0.04785184919356881	1.1220461846077976
MA1583.1	ZFP57	-0.060755163550375656	1.1875576430292996
MA0755.1	CUX2	-0.016092130854725686	0.15356032049057738
MA0030.1	FOXF2	-0.002043896581977596	0.01723859330528778
MA0036.1	GATA2	-0.01509223866462733	0.29944117681412336
MA0598.1	EHF	0.005041490197181762	0.05626172256554995
MA0106.1	TP53	0.01992095563560692	0.18520719697546978
MA0658.1	LHX6	0.041000615381635415	0.4224344086126127
MA1125.1	ZNF384	0.022820784332231434	0.2240318124935388
MA0482.1	Gata4	-0.06788358511030712	1.153579260639972
MA0104.4	MYCN	0.010973115034401668	0.21206712437515782
MA1553.1	RARG(var.3)	0.002438695777673113	0.019561492668123688
MA1106.1	HIF1A	0.019623481392860697	0.2562462177770948
MA0461.2	Atoh1	-0.048958822548388334	0.7023353019087331
MA0700.2	LHX2	0.07058510845899622	0.7973254611242389
MA1541.1	NR6A1	0.018271966829895875	0.2533189907757163
MA0155.1	INSM1	-0.02242576564848432	0.19803503254110982
MA0709.1	Msx3	0.016094359993934753	0.15310532486360917
MA0467.1	Crx	0.0346668928563584	0.33892752374230484
MA1103.1	FOXK2	-0.003988551288843175	0.04185270649155514
MA0019.1	Ddit3::Cebpa	-0.025218177735804977	0.269347323178668
MA1140.1	JUNB(var.2)	0.09055233839154062	1.3514700445557075
MA1584.1	ZIC5	-0.05930545960180324	1.1611722973431218
MA0902.1	HOXB2	0.02611282968521085	0.33751219041920943
MA1618.1	Ptf1a	-0.05650722563266772	1.3687267981882367
MA0684.2	RUNX3	0.0021076334714889883	0.025037952764155443
MA0058.2	MAX	0.014771746970713298	0.18797827885055246
MA0007.3	Ar	0.02030953899119031	0.18939032705492373
MA0649.1	HEY2	-0.002407715529203373	0.02588112988741734
