Merged motif (Total sequences: 1000)	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
SPI1$MA0080.2|ERF$MA0760.1|SPDEF$MA0686.1|ZBTB7A$MA0750.2|ETV2$MA0762.1|EHF$MA0598.3|Erg$MA0474.1|ETV4$MA0764.2|ETV5$MA0765.2|ELF2$MA1483.1|ETV1$MA0761.2|ETV3$MA0763.1|ELF1$MA0473.3|Ets1$MA0098.2|FLI1$MA0475.1|ETV6$MA0645.1|GABPA$MA0062.3|ELK4$MA0076.2|Gabpa$MA0062.2|ETV4$MA0764.1|ELF5$MA0136.2|ELF3$MA0640.2|ETS1$MA0098.3|EHF$MA0598.2|ETV1$MA0761.1|ELK1$MA0028.2|ELF1$MA0473.1|ELK3$MA0759.1|FLI1$MA0475.2|FEV$MA0156.2|ERG$MA0474.2|ELF4$MA0641.1|ETV5$MA0765.1|ELK4$MA0076.1|ETS2$MA1484.1|EHF$MA0598.1|ELF3$MA0640.1|ELF1$MA0473.2	14186.39	17878.53	20604.26	-1.1	-0.04	1.02	247	130	117	0.077	0.106
NFIC$MA0161.1|NFIX$MA0671.1|NFIA$MA0670.1	12039.07	15174.67	18207.2	-2.87	-0.92	0.21	247	111	136	-0.144	-0.235
BARHL2$MA0635.1|BARHL1$MA0877.2	17301.1	22010.75	24842.85	-1.0	-0.06	1.14	313	148	165	-0.084	0.077
NR4A1$MA1112.2|NR4A1$MA1112.1|ESRRA$MA0592.1|NR2F2$MA1111.1|Esrrg$MA0643.1|Nr5a2$MA0505.1|ESRRA$MA0592.3|Esrrb$MA0141.1|Esrrb$MA0141.2|NR5A1$MA1540.1|Esrra$MA0592.2|ESRRB$MA0141.3	10878.72	14016.33	16630.01	-1.03	0.07	1.17	262	146	116	0.224	0.131
NFIX(var.2)$MA1528.1|NFIC(var.2)$MA1527.1|NFIB$MA1643.1|NFIC::TLX1$MA0119.1	22332.4	27067.88	31346.18	-2.23	-0.62	0.24	378	163	215	-0.197	-0.193
E2F4$MA0470.1|E2F1$MA0024.2|TFDP1$MA1122.1|E2F6$MA0471.1|E2F3$MA0469.1|E2F6$MA0471.2	14640.2	18383.67	21433.22	-0.67	0.26	1.58	249	132	117	0.072	0.169
XBP1$MA0844.1|ATF6$MA1466.1|CREB3L4$MA1474.1|CREB3$MA0638.1|CREB3L1$MA0839.1	24744.46	29821.2	34676.4	-2.4	-0.68	0.25	338	161	177	-0.085	-0.278
ONECUT1$MA0679.2|ONECUT1$MA0679.1|ONECUT2$MA0756.1|ONECUT3$MA0757.1	27939.78	33644.25	37890.8	-1.12	-0.07	1.07	430	214	216	-0.015	-0.129
EGR3$MA0732.1|EGR2$MA0472.2|EGR1$MA0162.2|EGR2$MA0472.1|EGR4$MA0733.1|EGR1$MA0162.3|EGR1$MA0162.4|Egr1$MA0162.1	16094.34	19982.88	23246.12	-1.71	-0.29	0.48	272	123	149	-0.109	-0.138
TGIF2LY$MA1572.1|TGIF2LX$MA1571.1|TGIF2$MA0797.1|PKNOX1$MA0782.1|PKNOX2$MA0783.1|TGIF1$MA0796.1	11247.82	14248.67	17071.65	-2.08	-0.46	0.45	304	141	163	-0.171	-0.208
GRHL1$MA0647.1|GRHL2$MA1105.1|TFCP2$MA0145.3	8772.83	11427.17	13543.43	-1.13	-0.01	0.97	218	110	108	0.016	0.167
PAX1$MA0779.1|PAX9$MA0781.1	10904.5	13816.25	16977.05	-2.45	-0.74	0.26	262	124	138	-0.077	-0.224
ATOH7$MA1468.1|NEUROG2$MA0669.1|Atoh1$MA0461.2|BHLHE23$MA0817.1|OLIG1$MA0826.1|OLIG2$MA0678.1|NEUROG1$MA0623.2|OLIG3$MA0827.1|TCF21(var.2)$MA1568.1|BHLHE22$MA0818.1|Bhlha15$MA0607.1|NEUROD2$MA0668.1|Twist2$MA0633.1|Neurog1$MA0623.1	22174.32	26984.14	31343.91	-2.49	-0.71	0.38	301	136	165	-0.206	-0.2
RUNX3$MA0684.1|RUNX2$MA0511.2	10684.05	13681.25	16175.25	-1.46	-0.22	0.58	254	122	132	-0.041	-0.088
MAF::NFE2$MA0501.1|BACH1$MA1633.1|BACH2$MA1101.1|Bach1::Mafk$MA0591.1|MAFK$MA0496.3|Nfe2l2$MA0150.2|NFE2L1$MA0089.2|NFE2L2$MA0150.1	16362.01	20133.94	24153.56	-3.34	-1.23	0.01	326	141	185	-0.363	-0.353
NR2F1(var.2)$MA1537.1|HNF4A$MA0114.1|Nr2f6$MA0677.1|NR2C2$MA0504.1|THRB$MA1574.1|HNF4A$MA0114.2|HNF4G$MA0484.1|PPARD$MA1550.1|PPARG::RXRA$MA0065.1|RXRG$MA0856.1|RXRB$MA0855.1|Rxra$MA0512.2	10042.22	12848.33	15728.5	-2.58	-0.76	0.24	228	98	130	-0.166	-0.26
TEAD4$MA0809.1|TEAD4$MA0809.2|TEAD1$MA0090.3|TEAD1$MA0090.2|TEAD3$MA0808.1|TEAD2$MA1121.1	73395.67	83783.75	90454.47	-1.21	-0.14	0.98	528	249	279	-0.092	-0.103
Stat5b$MA1625.1|Stat3$MA0144.1|STAT1$MA0137.3|Stat5a::Stat5b$MA0519.1|Stat4$MA0518.1|STAT1$MA0137.2|STAT3$MA0144.2|Stat5a$MA1624.1	57073.02	65419.94	73978.06	0.83	2.57	5.42	658	363	295	0.168	0.334
NR1D2$MA1532.1|NR1D1$MA1531.1	54763.25	63749.75	69639.8	-0.52	0.31	1.72	580	304	276	0.179	0.108
CUX1$MA0754.1|CUX2$MA0755.1	28504.2	34214.5	38611.85	-1.58	-0.27	0.7	375	186	189	-0.007	-0.105
RXRG(var.2)$MA1556.1|RXRB(var.2)$MA1555.1|RARB(var.3)$MA1552.1|RARG(var.3)$MA1553.1	17303.85	21567.12	24621.4	-1.44	-0.05	0.71	274	127	147	-0.137	-0.122
Zfx$MA0146.1|Zfx$MA0146.2	8356.9	11267.25	13140.95	-0.93	-0.06	1.03	213	103	110	-0.015	0.087
Nkx3-2$MA0122.3|Nkx3-1$MA0124.2|NKX3-2$MA0122.2|ISL2$MA0914.1	16033.0	19874.75	23373.3	-0.43	0.53	2.06	375	210	165	0.181	0.129
MEF2A$MA0052.4|MEF2A$MA0052.2|MEF2C$MA0497.1|MEF2A$MA0052.1|MEF2A$MA0052.3|MEF2B$MA0660.1|MEF2D$MA0773.1	61290.44	70188.0	78320.0	-0.39	0.35	2.42	611	331	280	0.227	0.112
CENPB$MA0637.1	23986.1	29290.5	33932.0	-1.06	-0.45	2.12	352	170	182	-0.02	0.147
SOX2$MA0143.4|SOX15$MA1152.1|SOX8$MA0868.2|SOX13$MA1120.1|SOX9$MA0077.1	38440.54	45205.5	50324.6	-0.86	0.2	1.38	498	264	234	0.115	0.073
PKNOX1$MA0782.2|PBX2$MA1113.1|PBX3$MA1114.1	14460.6	18086.5	21393.2	-1.86	-0.44	0.46	252	117	135	-0.07	-0.164
Hmx3$MA0898.1|Hmx2$MA0897.1|Hmx1$MA0896.1	50521.97	58904.17	64270.23	-1.37	-0.2	0.6	502	233	269	-0.179	-0.073
IRF9$MA0653.1|IRF8$MA0652.1|IRF4$MA1419.1|IRF5$MA1420.1	991.38	1549.75	2102.78	-2.38	-0.75	0.25	72	28	44	-0.567	-0.599
GSC2$MA0891.1|GSC$MA0648.1|OTX2$MA0712.1|Dmbx1$MA0883.1|OTX2$MA0712.2|OTX1$MA0711.1|DPRX$MA1480.1|RHOXF1$MA0719.1|PITX3$MA0714.1|Pitx1$MA0682.1|PITX2$MA1547.1|PITX1$MA0682.2	55624.65	63965.75	71173.63	-0.24	0.73	2.47	608	341	267	0.167	0.205
Ar$MA0007.1	44629.8	52422.5	59327.6	-0.13	1.23	3.38	482	257	225	0.166	0.174
Foxd3$MA0041.1	27852.7	33284.0	37917.8	-0.35	0.4	1.88	374	196	178	0.089	0.042
Sox3$MA0514.1|SOX10$MA0442.2|Sox2$MA0143.3|SOX4$MA0867.2|Sox6$MA0515.1	7748.12	10203.4	12225.84	-1.66	-0.28	0.52	170	71	99	-0.246	-0.135
SMAD5$MA1557.1|SMAD3$MA0795.1	10309.5	13103.75	15646.75	-1.74	-0.27	0.38	233	107	126	-0.124	-0.063
DMRT3$MA0610.1|DMRTA2$MA1478.1|DMRTC2$MA1479.1	16969.3	20765.83	25225.3	-4.35	-1.95	-0.25	349	149	200	-0.276	-0.192
FOXL1$MA0033.1	41261.1	48063.5	55874.0	0.35	1.78	4.22	469	260	209	0.196	0.122
HNF4A$MA0114.4|HNF4G$MA0484.2	13719.4	17114.0	20755.7	-2.56	-0.8	0.24	281	132	149	-0.071	-0.2
EBF1$MA0154.2|EBF1$MA0154.3|EBF1$MA0154.4|EBF3$MA1637.1|Ebf2$MA1604.1|EBF1$MA0154.1	24052.67	29399.58	33026.93	-0.75	0.1	1.18	388	205	183	0.172	0.056
Tcfcp2l1$MA0145.2|Tcfcp2l1$MA0145.1	15396.15	19287.5	22204.15	-0.62	0.2	1.51	282	143	139	0.021	0.023
TFAP2B(var.3)$MA0813.1|TFAP2C(var.3)$MA0815.1|TFAP2A(var.3)$MA0872.1	6110.43	8122.33	10265.17	-0.05	1.38	3.62	209	115	94	0.406	0.26
HOXA13$MA0650.2|HOXB13$MA0901.1|CDX1$MA0878.1|HOXD13$MA0909.1|CDX2$MA0465.1|HOXA13$MA0650.1|HOXB13$MA0901.2|HOXD13$MA0909.2|CDX4$MA1473.1|HOXD9$MA0913.2|CDX1$MA0878.2|CDX2$MA0465.2|HOXA10$MA0899.1|Hoxd9$MA0913.1	72815.64	82458.75	92544.26	1.89	4.34	7.87	677	388	289	0.68	0.627
PAX6$MA0069.1	13618.5	17309.5	20190.6	-1.78	-0.3	0.44	269	124	145	-0.107	-0.087
HOXC10$MA0905.1|Hoxa11$MA0911.1|HOXC12$MA0906.1|HOXD11$MA0908.1|HOXD12$MA0873.1|HOXC11$MA0651.1|HOXD10$MA1506.1|HOXC9$MA0485.2|HOXB9$MA1503.1	28067.23	33663.67	38263.78	-0.71	0.3	1.67	490	275	215	0.206	0.126
LEF1$MA0768.1|TCF7$MA0769.2|TCF7L1$MA1421.1|Tcf7$MA0769.1|TCF7L2$MA0523.1	13534.1	16961.1	20459.44	-3.06	-1.11	0.09	319	137	182	-0.248	-0.264
NKX2-5$MA0063.2|NKX2-2$MA1645.1	20339.25	25227.5	29046.1	-0.8	0.16	1.25	299	162	137	0.084	0.097
HSF1$MA0486.1|HSF2$MA0770.1|HSF1$MA0486.2|HSF4$MA0771.1	59611.48	68332.88	74659.53	-0.46	0.33	1.68	487	249	238	0.049	0.129
SCRT1$MA0743.2|SCRT2$MA0744.1|SCRT1$MA0743.1|SCRT2$MA0744.2	9373.78	12245.75	14472.15	-1.49	-0.0	0.67	255	128	127	0.006	-0.103
NR1H4::RXRA$MA1146.1|NR4A2::RXRA$MA1147.1|NR2F6(var.3)$MA1539.1|NR2F1(var.3)$MA1538.1	11991.15	15158.62	18182.65	-0.31	0.68	2.38	283	161	122	0.322	0.152
Klf4$MA0039.1	16271.6	20735.0	23802.5	-0.88	0.06	1.26	289	150	139	0.046	-0.016
BCL6B$MA0731.1	4474.7	6250.0	7561.0	-0.78	0.13	1.38	160	82	78	0.043	0.1
PAX3$MA0780.1|PAX7$MA0680.1	30138.9	36063.25	40582.75	-1.54	-0.22	0.64	378	189	189	-0.002	-0.044
ESR1$MA0112.3|ESR1$MA0112.2|ESR2$MA0258.2|ESR2$MA0258.1	23610.05	28516.25	32226.0	-0.66	0.26	1.48	208	111	97	0.168	0.198
RORC$MA1151.1|RORB$MA1150.1|RORA(var.2)$MA0072.1|RORA$MA0071.1	24560.72	29689.62	33728.3	-1.25	-0.12	0.9	433	209	224	-0.077	-0.104
SPI1$MA0080.5|SPIB$MA0081.2|Spi1$MA0080.3	15976.37	19718.0	23551.67	-0.18	0.73	2.52	329	182	147	0.153	0.163
RFX5$MA0510.1|RFX3$MA0798.2|RFX2$MA0600.1|RFX4$MA0799.1|RFX3$MA0798.1|Rfx1$MA0509.1|RFX2$MA0600.2|RFX5$MA0510.2|RFX1$MA0509.2	39720.29	46932.28	51809.56	-0.75	0.08	1.34	399	210	189	0.129	0.137
IRF1$MA0050.1	46.0	132.0	233.0	-0.36	0.39	1.82	25	15	10	0.119	0.062
NRF1$MA0506.1	7216.3	9505.5	11394.4	-0.54	0.43	1.92	202	103	99	0.037	0.253
RXRA::VDR$MA0074.1	12671.0	16094.0	18691.8	-0.67	0.16	1.2	257	132	125	0.112	0.027
TP63$MA0525.1|TP53$MA0106.3|TP63$MA0525.2|TP53$MA0106.2|TP53$MA0106.1|TP73$MA0861.1	26093.32	31269.17	35718.7	-1.76	-0.46	0.67	378	178	200	-0.093	-0.185
Hoxc9$MA0485.1|Hoxa9$MA0594.1|MEIS2(var.2)$MA1640.1|PBX2$MA1113.2|MEIS1(var.2)$MA1639.1	46681.36	54315.9	60833.7	-0.38	0.87	2.65	479	253	226	0.214	0.234
Sox5$MA0087.1|SRY$MA0084.1	31431.5	37834.5	42323.7	-0.82	0.06	1.25	413	209	204	0.01	0.065
E2F2$MA0864.2|E2F3$MA0469.3|E2F4$MA0470.2|E2F1$MA0024.3	16684.5	20934.12	23733.65	-0.98	-0.0	0.97	327	155	172	-0.073	0.036
HOXA9$MA0594.2	46238.6	53851.5	61414.6	0.15	1.35	3.65	490	279	211	0.164	0.095
ZEB1$MA0103.1	2256.0	3279.0	4365.1	-2.34	-0.64	0.66	122	60	62	-0.009	-0.241
NFYA$MA0060.3|NFYB$MA0502.1|NFYC$MA1644.1|NFYA$MA0060.1	36904.07	43150.88	49264.95	-3.21	-1.16	0.27	414	194	220	-0.069	-0.282
SPIC$MA0687.1|SPI1$MA0080.4	10882.3	13919.25	16408.4	-0.66	0.26	1.52	274	146	128	0.103	0.132
NR1I2$MA1533.1|Vdr$MA0693.1	14346.65	18169.75	20751.4	-1.34	-0.16	0.68	289	138	151	-0.049	-0.137
IKZF1$MA1508.1	5434.7	7414.0	9148.1	-1.58	-0.3	0.52	177	86	91	-0.047	-0.046
NFATC4$MA1525.1|NFAT5$MA0606.1|NFATC2$MA0152.1|NFATC1$MA0624.1|NFATC3$MA0625.1	15357.9	19422.1	22190.32	-1.05	-0.04	1.02	284	136	148	-0.079	-0.045
Zic2$MA1629.1|Zic1::Zic2$MA1628.1	6713.35	8782.25	10935.7	-2.31	-0.63	0.22	214	99	115	-0.132	-0.224
Creb3l2$MA0608.1	5052.5	7064.5	8154.1	-1.11	-0.02	1.0	168	82	86	-0.061	-0.05
SOX21$MA0866.1|Sox1$MA0870.1|SOX4$MA0867.1|Sox11$MA0869.1	12940.08	16125.62	19487.02	-3.81	-1.52	0.05	291	129	162	-0.267	-0.391
Rarg(var.2)$MA0860.1	6696.8	9216.0	10794.6	-0.93	-0.02	1.03	192	94	98	-0.018	0.096
E2F7$MA0758.1|E2F8$MA0865.1	17818.85	21994.75	25499.9	-0.58	0.18	1.64	308	157	151	0.048	0.166
MAFF$MA0495.2|MAFK$MA0496.2|MAFA$MA1521.1|MAF$MA1520.1|MAFG$MA0659.1	23985.82	28902.1	33832.94	-2.65	-0.89	0.25	398	186	212	-0.164	-0.245
ZNF410$MA0752.1	162069.2	175885.5	191112.2	9.06	14.2	19.94	992	632	360	1.965	1.345
REST$MA0138.1|REST$MA0138.2	9380.7	12077.75	14428.85	-0.98	0.02	1.21	215	110	105	0.062	0.125
YY2$MA0748.2|YY2$MA0748.1	22684.25	27337.25	31204.65	-1.68	-0.32	0.5	324	152	172	-0.105	-0.137
SREBF2$MA0596.1|SREBF1$MA0595.1	66118.15	75787.5	82324.15	-0.29	0.3	1.62	594	319	275	0.21	0.07
ZNF75D$MA1601.1	37131.6	43821.5	50113.4	0.11	1.03	2.99	439	243	196	0.146	0.183
CTCFL$MA1102.1|CTCFL$MA1102.2	7933.5	10357.25	12457.0	-1.25	-0.12	0.89	206	99	107	-0.036	-0.071
ZBTB12$MA1649.1	14454.7	17753.0	20856.6	-1.85	-0.45	0.41	275	132	143	-0.048	-0.126
HNF1A$MA0046.2|HNF1B$MA0153.2|HNF1A$MA0046.1	25293.77	30358.17	35491.17	-0.03	1.2	3.17	382	207	175	0.183	0.224
