Merged motif (Total sequences: 12124)	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
GSX2$MA0893.2|EMX1$MA0612.1|LHX1$MA1518.1|LHX5$MA1519.1|PDX1$MA0132.2|Pdx1$MA0132.1|EVX2$MA0888.1|EVX1$MA0887.1|BARX1$MA0875.1|LHX2$MA0700.2|Alx4$MA0853.1|HOXA6$MA1497.1|GSX2$MA0893.1|Lhx8$MA0705.1|HOXB3$MA0903.1|HOXB7$MA1501.1|GBX2$MA0890.1|BSX$MA0876.1|MSX1$MA0666.1|HOXB2$MA0902.1|Nobox$MA0125.1|GBX1$MA0889.1|HESX1$MA0894.1|Alx1$MA0854.1|LHX6$MA0658.1|LMX1A$MA0702.2|HOXC4$MA1504.1|HOXB5$MA0904.2|LHX9$MA0701.1|EMX2$MA0886.1|HOXB8$MA1502.1|Lhx4$MA0704.1|LBX2$MA0699.1|Dlx2$MA0885.1|HOXB6$MA1500.1|ARGFX$MA1463.1|HOXA7$MA1498.1|EN1$MA0027.2|HOXD8$MA0910.2|MSX2$MA0708.1|ALX3$MA0634.1|NKX6-2$MA0675.1|Dlx4$MA0881.1|HOXA2$MA0900.1|HOXD4$MA1507.1|POU6F1$MA0628.1|SHOX$MA0630.1|ESX1$MA0644.1|HOXA5$MA0158.2|PRRX2$MA0075.3|VSX1$MA0725.1|LHX9$MA0701.2|MIXL1$MA0662.1|DLX6$MA0882.1|Dlx1$MA0879.1|LBX1$MA0618.1|GSX1$MA0892.1|Dlx3$MA0880.1|Prrx2$MA0075.1|Msx3$MA0709.1|RAX2$MA0717.1|VAX1$MA0722.1|EN2$MA0642.1|NOTO$MA0710.1|HOXC8$MA1505.1|EMX1$MA0612.2|PAX4$MA0068.2|Shox2$MA0720.1|VSX2$MA0726.1|ISX$MA0654.1|Prrx2$MA0075.2|DLX5$MA1476.1|DRGX$MA1481.1|HOXD3$MA0912.2|LMX1A$MA0702.1|NKX6-1$MA0674.1|RAX$MA0718.1|MNX1$MA0707.1|LMX1B$MA0703.2|LMX1B$MA0703.1|MEOX2$MA0706.1|HOXA1$MA1495.1|HOXA2$MA0900.2|HOXB2$MA0902.2|HOXA4$MA1496.1|VAX2$MA0723.1|MEOX1$MA0661.1|HOXB4$MA1499.1|PRRX1$MA0716.1|mix-a$MA0621.1|LHX2$MA0700.1|UNCX$MA0721.1|TLX2$MA1577.1	665156.12	728644.35	783068.1	-1.87	-0.35	0.64	1589	761	828	-0.097	-0.122
Foxj2$MA0614.1|FOXO4$MA0848.1|Foxl2$MA1607.1|FOXO6$MA0849.1|FOXO3$MA0157.2|FOXL1$MA0033.2|FOXI1$MA0042.2|FOXP1$MA0481.1|Foxf1$MA1606.1|FOXG1$MA0613.1|FOXA1$MA0148.4|FOXP3$MA0850.1|FOXK2$MA1103.1|FOXA3$MA1683.1|FOXA2$MA0047.3|Foxo1$MA0480.1|FOXD1$MA0031.1|FOXP1$MA0481.2|FOXN3$MA1489.1|FOXP2$MA0593.1|FOXK1$MA0852.2|FOXD2$MA0847.1|FOXK2$MA1103.2|FOXP1$MA0481.3	782730.36	854898.69	911845.27	-0.59	0.32	1.72	1637	850	787	0.084	0.059
TBX15$MA0803.1|TBX4$MA0806.1|EOMES$MA0800.1|TBX1$MA0805.1|TBX5$MA0807.1|TBX6$MA1567.1|MGA$MA0801.1|TBX21$MA0690.1|TBX20$MA0689.1|TBX3$MA1566.1|TBX18$MA1565.1|TBR1$MA0802.1|TBX2$MA0688.1	903749.53	983597.81	1050422.81	-1.55	-0.03	1.16	1727	845	882	-0.017	-0.118
Hoxd3$MA0912.1|Hoxb5$MA0904.1	1483874.35	1596774.0	1700531.2	-0.07	0.61	2.27	2581	1333	1248	0.067	0.011
ZBTB7B$MA0694.1|ZBTB7A$MA0750.1|ZBTB7C$MA0695.1	1328852.77	1429652.67	1533734.97	-6.18	-2.97	-1.05	2492	1172	1320	-0.08	-0.145
FOXA1$MA0148.3|FOXA1$MA0148.1|FOXA1$MA0148.2|FOXD2$MA0847.2|FOXB1$MA0845.1|FOXC1$MA0032.2|Foxa2$MA0047.2|FOXC2$MA0846.1	981940.62	1064024.06	1145924.84	0.47	2.11	4.7	2466	1323	1143	0.073	0.101
SPI1$MA0080.2|ETV6$MA0645.1|EHF$MA0598.3|ELF1$MA0473.3|ELF1$MA0473.1|ELF5$MA0136.2|GABPA$MA0062.3|ETV1$MA0761.2|ETV5$MA0765.2|EHF$MA0598.1|ETV4$MA0764.2|ELF3$MA0640.2|EHF$MA0598.2|FLI1$MA0475.1|Ets1$MA0098.2|Erg$MA0474.1|ELF2$MA1483.1|ELF1$MA0473.2|ELK4$MA0076.2|ETV2$MA0762.1|ERF$MA0760.1|ETV5$MA0765.1|ELF4$MA0641.1|Gabpa$MA0062.2|ETV3$MA0763.1|ELK1$MA0028.2|ELK3$MA0759.1|ETS1$MA0098.3|ERG$MA0474.2|FEV$MA0156.2|ZBTB7A$MA0750.2|ELF3$MA0640.1|ETV4$MA0764.1|FLI1$MA0475.2|ETV1$MA0761.1|ETS2$MA1484.1|ELK4$MA0076.1	815713.99	886751.58	958337.69	2.5	5.03	8.58	1004	634	370	0.475	0.481
Myb$MA0100.2	715362.9	782096.0	846362.7	-0.1	0.67	2.43	1799	930	869	0.035	0.04
NFIC$MA0161.1|NFIX$MA0671.1|NFIA$MA0670.1	507667.63	555724.83	606074.6	-3.65	-1.37	-0.08	1131	529	602	-0.18	-0.09
BARHL1$MA0877.2|BARHL2$MA0635.1	814269.7	885604.75	945930.8	-2.45	-0.7	0.24	1843	891	952	-0.041	-0.057
ESRRA$MA0592.3|Esrrb$MA0141.1|Esrrb$MA0141.2|Esrra$MA0592.2|ESRRB$MA0141.3|ESRRA$MA0592.1|NR5A1$MA1540.1|Esrrg$MA0643.1	905811.98	984710.06	1054622.01	-2.09	-0.46	0.46	2184	1033	1151	-0.044	-0.072
Rxra$MA0512.1	764151.2	830874.5	907909.0	0.35	1.71	4.24	1882	987	895	0.055	0.108
NFIB$MA1643.1|NFIC(var.2)$MA1527.1|NFIC::TLX1$MA0119.1|NFIX(var.2)$MA1528.1	1665207.7	1788622.0	1887247.42	-1.76	0.03	0.84	3087	1547	1540	0.007	-0.065
TFDP1$MA1122.1|E2F6$MA0471.1|E2F6$MA0471.2|E2F1$MA0024.2|E2F4$MA0470.1	1261938.02	1368012.9	1443348.78	-1.67	-0.26	1.08	2398	1132	1266	-0.069	-0.09
XBP1$MA0844.1|CREB3L1$MA0839.1|CREB3$MA0638.1|CREB3L4$MA1474.1|ATF6$MA1466.1	1537984.28	1650580.8	1759932.66	-0.22	1.08	3.11	2773	1473	1300	0.063	0.068
ONECUT1$MA0679.2|ONECUT1$MA0679.1|ONECUT3$MA0757.1|ONECUT2$MA0756.1	1386855.72	1488060.75	1584816.4	-1.17	0.28	1.8	2675	1384	1291	0.057	0.052
IRF2$MA0051.1	1472842.2	1588892.0	1694678.5	0.23	1.59	4.06	2587	1351	1236	0.124	0.126
EGR1$MA0162.4|Egr1$MA0162.1|EGR2$MA0472.1|EGR1$MA0162.2|EGR3$MA0732.1|EGR1$MA0162.3|EGR4$MA0733.1|EGR2$MA0472.2	1691152.16	1813316.94	1924885.99	0.12	1.53	3.68	2842	1484	1358	0.08	0.129
TGIF2LX$MA1571.1|TGIF1$MA0796.1|PKNOX2$MA0783.1|TGIF2LY$MA1572.1|PKNOX1$MA0782.1|TGIF2$MA0797.1	1002105.65	1083871.25	1162312.17	-0.16	0.76	2.61	2234	1149	1085	0.053	0.066
TFCP2$MA0145.3|GRHL1$MA0647.1|GRHL2$MA1105.1	1196697.13	1296652.5	1380225.77	-2.17	-0.6	0.6	2039	1006	1033	-0.028	-0.058
PAX1$MA0779.1|PAX9$MA0781.1	1879961.75	2004883.5	2121364.0	-2.17	-0.26	0.92	2953	1473	1480	-0.006	-0.08
Neurog1$MA0623.1|TCF21(var.2)$MA1568.1|Bhlha15$MA0607.1|OLIG3$MA0827.1|OLIG2$MA0678.1|ATOH7$MA1468.1|NEUROD2$MA0668.1|OLIG1$MA0826.1|BHLHE22$MA0818.1|Atoh1$MA0461.2|NEUROG2$MA0669.1|NEUROG1$MA0623.2|BHLHE23$MA0817.1	864680.24	941692.04	1011273.88	-0.08	1.25	3.32	1953	1075	878	0.143	0.08
RUNX2$MA0511.2|RUNX3$MA0684.1|RUNX1$MA0002.1	763842.93	832412.83	900474.37	0.25	1.56	3.85	1821	969	852	0.101	0.117
BACH1$MA1633.1|BACH2$MA1101.1|NFE2L2$MA0150.1|MAFK$MA0496.3|Bach1::Mafk$MA0591.1|MAF::NFE2$MA0501.1|NFE2L1$MA0089.2|Nfe2l2$MA0150.2	1104983.9	1192616.38	1280265.55	2.47	5.18	8.97	2149	1191	958	0.116	0.277
CEBPB$MA0466.1|CEBPA$MA0102.3|CEBPA$MA0102.4|CEBPD$MA0836.2	830227.5	901696.88	975027.62	6.03	10.17	15.24	1931	1117	814	0.345	0.355
PPARD$MA1550.1|RXRG$MA0856.1|Rxra$MA0512.2|RXRB$MA0855.1|THRB$MA1574.1|Nr2f6$MA0677.1|NR2F1(var.2)$MA1537.1|NR1H2::RXRA$MA0115.1|NR2C2$MA0504.1|PPARG::RXRA$MA0065.1	1350683.01	1456677.35	1548279.06	-2.4	-0.72	0.34	2623	1225	1398	-0.07	-0.079
TEAD1$MA0090.2|TEAD2$MA1121.1|TEAD3$MA0808.1|TEAD4$MA0809.1|TEAD4$MA0809.2|TEAD1$MA0090.3	897857.15	976725.0	1043583.08	-2.15	-0.44	0.43	1882	920	962	-0.057	-0.077
Stat5a::Stat5b$MA0519.1|Stat5a$MA1624.1|STAT3$MA0144.2|Stat5b$MA1625.1|STAT1$MA0137.3|STAT1$MA0137.2|Stat4$MA0518.1	929147.11	1007409.57	1085737.14	0.23	1.76	4.1	1759	949	810	0.177	0.176
NR1D1$MA1531.1|NR1D2$MA1532.1	1572978.3	1688412.5	1800780.1	-2.5	-0.75	0.44	2613	1281	1332	-0.031	-0.043
CUX2$MA0755.1|CUX1$MA0754.1	900929.9	982787.5	1055014.4	-2.4	-0.67	0.08	2042	973	1069	-0.049	-0.045
FOXE1$MA1487.1	1348826.4	1458947.5	1558378.5	0.08	0.89	2.9	2459	1299	1160	0.058	0.045
RXRB(var.2)$MA1555.1|RARB(var.3)$MA1552.1|RARG(var.3)$MA1553.1|RXRG(var.2)$MA1556.1	1271946.25	1368065.88	1469771.8	0.37	2.04	4.72	2437	1310	1127	0.103	0.086
Zfx$MA0146.2|Zfx$MA0146.1	1441738.9	1554785.75	1655709.5	-2.47	-0.7	0.43	2518	1243	1275	-0.02	-0.059
Nkx3-2$MA0122.3|Nkx3-1$MA0124.2|NKX3-2$MA0122.2|ISL2$MA0914.1	786062.15	858129.12	924675.85	-0.21	1.11	3.06	2257	1205	1052	0.087	0.078
MEF2C$MA0497.1|MEF2A$MA0052.1|MEF2A$MA0052.4|MEF2A$MA0052.2|MEF2B$MA0660.1|MEF2A$MA0052.3|MEF2D$MA0773.1	1164749.03	1256868.14	1341650.86	-0.34	0.79	2.46	2446	1294	1152	0.058	0.055
FOSL1::JUND(var.2)$MA1143.1|ATF2$MA1632.1|JUN$MA0488.1|FOSB::JUN$MA1127.1|JUNB(var.2)$MA1140.1|Creb5$MA0840.1|FOSL2::JUNB(var.2)$MA1139.1|CREB1$MA0018.4|FOSB::JUNB(var.2)$MA1136.1|FOS::JUN(var.2)$MA1126.1|FOSL2::JUN(var.2)$MA1131.1|Atf1$MA0604.1|FOSL2::JUND(var.2)$MA1145.1|FOSL1::JUN(var.2)$MA1129.1|JUNB(var.2)$MA1140.2|Crem$MA0609.1|JUND(var.2)$MA0492.1|ATF7$MA0834.1|JDP2(var.2)$MA0656.1|ATF3$MA0605.2|CREB1$MA0018.2|JUN::JUNB(var.2)$MA1133.1|CREM$MA0609.2|CREB1$MA0018.3|CREB3L4(var.2)$MA1475.1|GMEB2$MA0862.1	909598.73	986376.29	1065592.0	3.08	6.09	10.19	1849	1072	777	0.172	0.238
NR4A2$MA0160.1	457851.8	502841.0	549780.2	-1.01	1.14	3.17	1458	736	722	0.033	0.099
SOX9$MA0077.1|SOX15$MA1152.1|SOX8$MA0868.2|SOX2$MA0143.4|SOX13$MA1120.1	771721.1	841132.9	905824.18	0.16	1.44	3.49	1731	932	799	0.123	0.107
PBX2$MA1113.1|PBX3$MA1114.1|PKNOX1$MA0782.2	1414431.67	1523219.67	1611089.27	-1.74	-0.35	0.65	2152	1047	1105	-0.048	-0.047
Hmx1$MA0896.1|Hmx3$MA0898.1|Hmx2$MA0897.1	1596796.83	1709848.33	1830254.83	-4.83	-2.18	0.23	2719	1274	1445	-0.12	-0.085
VDR$MA0693.2	517435.8	569143.5	622704.8	0.25	1.59	4.04	1560	828	732	0.128	0.062
IRF8$MA0652.1|IRF5$MA1420.1|IRF4$MA1419.1|IRF9$MA0653.1	1184999.42	1281704.75	1360987.32	-0.53	0.4	1.82	2208	1143	1065	0.014	0.061
PITX2$MA1547.1|OTX1$MA0711.1|PITX1$MA0682.2|GSC$MA0648.1|OTX2$MA0712.2|GSC2$MA0891.1|Pitx1$MA0682.1|PITX3$MA0714.1|OTX2$MA0712.1	695966.41	759809.94	820092.84	-2.8	-0.9	0.11	1622	767	855	-0.044	-0.079
Ar$MA0007.1	2644777.8	2804417.5	2968130.5	-1.63	1.59	3.87	3425	1716	1709	0.003	0.074
Sox3$MA0514.1|Sox6$MA0515.1	658351.15	722503.25	775923.15	-0.35	0.44	1.88	1716	878	838	0.049	0.047
SMAD3$MA0795.1|SMAD5$MA1557.1	867683.25	938997.0	1011463.05	-4.86	-2.18	0.08	1961	951	1010	-0.043	-0.145
DMRTA2$MA1478.1|DMRT3$MA0610.1|DMRTC2$MA1479.1	1090729.27	1179339.83	1259782.43	0.11	1.34	3.41	2260	1191	1069	0.089	0.069
FOXL1$MA0033.1	663227.2	731405.0	776610.3	-1.43	-0.15	0.75	1719	856	863	-0.004	-0.007
HNF4A$MA0114.4|HNF4G$MA0484.2	1030533.35	1116646.0	1204129.75	1.0	3.0	6.11	2208	1171	1037	0.031	0.093
Hoxd8$MA0910.1	1510415.6	1623986.5	1739107.2	-0.1	0.94	2.98	2595	1331	1264	0.072	0.038
Tcfcp2l1$MA0145.2|Tcfcp2l1$MA0145.1	1292934.2	1392606.75	1473904.35	-1.69	-0.34	0.4	2377	1159	1218	-0.056	-0.002
Mafb$MA0117.1	550032.6	607409.5	655378.9	-0.76	-0.49	2.08	1581	788	793	-0.018	0.041
TFAP2C(var.3)$MA0815.1|TFAP2B(var.3)$MA0813.1|TFAP2A(var.3)$MA0872.1	1233890.17	1331780.0	1422748.33	-2.52	-0.73	0.65	2387	1175	1212	-0.032	-0.046
HOXD9$MA0913.2|HOXB13$MA0901.1|CDX1$MA0878.2|HOXA13$MA0650.1|HOXA10$MA0899.1|Hoxd9$MA0913.1|HOXD13$MA0909.1|HOXB13$MA0901.2|CDX4$MA1473.1|HOXD13$MA0909.2|HOXA13$MA0650.2|CDX1$MA0878.1|CDX2$MA0465.2|CDX2$MA0465.1	885636.28	961152.0	1035230.04	-1.87	-0.14	1.45	1874	881	993	-0.066	-0.104
NR4A1$MA1112.1|NR4A1$MA1112.2|NR2F2$MA1111.1	829069.2	908071.67	966272.9	-1.58	0.26	0.77	1775	895	880	0.002	-0.065
Foxk1$MA0852.1|Foxj3$MA0851.1	1605544.4	1720968.0	1830774.3	-1.25	0.2	1.45	2731	1387	1344	0.045	0.053
PAX6$MA0069.1	1423138.7	1529879.0	1638416.6	-2.56	-0.73	0.17	2512	1220	1292	-0.057	-0.037
Meis1$MA0498.1	1351614.1	1455936.5	1547549.7	-0.52	0.68	2.57	2449	1234	1215	0.019	0.038
GATA3$MA0037.1	380022.1	422964.0	464267.4	-4.06	-1.62	-0.22	1349	641	708	-0.081	-0.076
HOXC12$MA0906.1|HOXC11$MA0651.1|HOXD10$MA1506.1|HOXC10$MA0905.1|HOXD12$MA0873.1|Hoxa11$MA0911.1|HOXD11$MA0908.1|HOXB9$MA1503.1|HOXC9$MA0485.2	981425.96	1064232.78	1142159.03	-0.15	0.82	2.73	2168	1126	1042	0.052	0.072
Tcf7$MA0769.1|TCF7L1$MA1421.1|LEF1$MA0768.1|TCF7L2$MA0523.1	1135994.73	1226037.5	1315826.25	-0.3	1.35	3.56	2107	1086	1021	0.075	0.14
SOX10$MA0442.2|SOX4$MA0867.2	764347.3	835042.0	887356.5	-1.08	-0.14	0.96	1894	926	968	-0.041	0.008
NKX2-2$MA1645.1|NKX2-5$MA0063.2	1137568.95	1229312.25	1308174.35	-0.31	0.38	1.76	2428	1259	1169	0.017	0.02
HSF4$MA0771.1|HSF1$MA0486.1|HSF1$MA0486.2|HSF2$MA0770.1	1181185.32	1279062.5	1352570.65	-1.72	-0.33	0.63	2308	1141	1167	-0.007	-0.066
SCRT1$MA0743.1|SCRT1$MA0743.2|SCRT2$MA0744.1|SCRT2$MA0744.2	1408884.45	1511642.12	1618580.15	-5.59	-2.69	-0.71	2531	1159	1372	-0.104	-0.187
NR2F6(var.3)$MA1539.1|NR2F1(var.3)$MA1538.1|NR4A2::RXRA$MA1147.1|NR1H4::RXRA$MA1146.1	1441886.72	1544194.62	1656450.35	-0.23	1.66	3.86	2403	1277	1126	0.091	0.149
PAX3$MA0780.1|PAX7$MA0680.1	700944.5	769109.25	819211.9	-1.36	0.14	0.76	1755	880	875	0.003	-0.048
ESR2$MA0258.2|ESR2$MA0258.1|ESR1$MA0112.3|ESR1$MA0112.2	1801387.58	1929885.0	2038679.62	-2.04	-0.49	0.26	2561	1221	1340	-0.098	-0.03
Znf281$MA1630.1|Wt1$MA1627.1	1345904.45	1451644.5	1541053.2	-1.0	-0.11	1.5	2252	1098	1154	-0.036	0.099
RORA(var.2)$MA0072.1|RORB$MA1150.1|RORC$MA1151.1	1047650.63	1139046.0	1205828.07	-0.9	0.02	1.03	2230	1091	1139	-0.077	-0.025
SOX18$MA1563.1	780267.1	857154.5	901980.5	-0.77	0.07	1.16	1856	935	921	0.005	0.014
Spi1$MA0080.3|SPIB$MA0081.2|SPI1$MA0080.5	1196927.6	1288886.0	1384787.27	7.5	11.92	17.38	2231	1287	944	0.263	0.37
NFIL3$MA0025.2|HLF$MA0043.3	1047939.45	1133287.5	1219784.2	2.89	5.68	9.64	2160	1200	960	0.152	0.193
RFX3$MA0798.2|RFX1$MA0509.2	1346563.65	1447935.5	1542083.35	-2.9	-0.92	0.0	2462	1193	1269	-0.023	-0.057
CEBPG(var.2)$MA1636.1|ATF4$MA0833.2|ATF4$MA0833.1	1069163.7	1158404.33	1245815.43	8.59	13.34	19.02	2469	1443	1026	0.175	0.267
PBX2$MA1113.2|Hoxa9$MA0594.1|MEIS2(var.2)$MA1640.1|MEIS1(var.2)$MA1639.1|Hoxc9$MA0485.1	1168589.06	1259417.3	1350251.08	-0.17	1.32	3.52	2253	1177	1076	0.038	0.093
E2F4$MA0470.2|E2F1$MA0024.3|E2F2$MA0864.2	1544928.1	1658057.33	1771696.13	-5.22	-2.43	-0.62	2632	1221	1411	-0.084	-0.125
HOXA9$MA0594.2	1082572.3	1183320.5	1239347.0	-1.06	-0.02	1.13	2177	1078	1099	-0.001	0.018
NFYC$MA1644.1|NFYA$MA0060.3|NFYB$MA0502.1|NFYA$MA0060.1	1196301.52	1289530.38	1379278.28	-2.44	-1.03	1.48	2046	990	1056	-0.033	-0.098
Rfx1$MA0509.1|RFX2$MA0600.2|RFX5$MA0510.2|RFX2$MA0600.1|RFX3$MA0798.1|RFX4$MA0799.1	1538778.8	1647124.17	1759348.12	-3.63	-1.39	0.28	2410	1171	1239	-0.02	-0.106
SPIC$MA0687.1|SPI1$MA0080.4	882904.85	957653.5	1036600.3	11.72	17.33	24.4	2201	1285	916	0.298	0.385
NR1I2$MA1533.1|Vdr$MA0693.1	1694834.15	1823024.25	1933213.7	-2.84	-0.98	0.12	2884	1377	1507	-0.066	-0.041
NFAT5$MA0606.1|NFATC1$MA0624.1|NFATC3$MA0625.1|NFATC2$MA0152.1|NFATC4$MA1525.1	537579.14	591214.0	643300.32	-0.16	0.84	2.9	1631	868	763	0.109	0.073
Zic1::Zic2$MA1628.1|Zic2$MA1629.1	1176632.0	1271672.0	1354202.95	-0.3	0.6	2.18	2151	1113	1038	0.052	0.052
RORA$MA0071.1	718205.8	783363.0	846956.2	-0.96	-0.63	2.33	1799	894	905	-0.013	0.072
Sox1$MA0870.1|SOX21$MA0866.1|SOX4$MA0867.1|Sox11$MA0869.1	1229158.65	1335769.12	1410932.48	-0.87	0.12	0.97	2529	1265	1264	0.008	-0.038
ZNF740$MA0753.2|ZNF740$MA0753.1|VEZF1$MA1578.1	1223258.47	1316914.5	1406713.2	-0.06	1.17	3.17	2595	1356	1239	0.059	0.149
ZNF24$MA1124.1	1214974.4	1311701.0	1393513.3	-1.78	-0.36	0.0	2312	1117	1195	-0.035	-0.019
E2F7$MA0758.1|E2F8$MA0865.1	1103717.9	1190843.25	1274406.5	-0.14	0.81	2.62	2206	1151	1055	0.058	0.099
MAFG$MA0659.1|MAFK$MA0496.2|MAFF$MA0495.2|MAF$MA1520.1|MAFA$MA1521.1	1900312.4	2026590.6	2156298.22	1.32	3.53	6.67	3253	1758	1495	0.159	0.128
TP53$MA0106.2	1529984.0	1636014.0	1749533.2	0.74	2.74	5.79	2652	1379	1273	0.075	0.106
REST$MA0138.2|REST$MA0138.1	2149495.95	2296371.25	2430873.2	-0.05	0.88	2.78	3247	1671	1576	0.063	0.066
SREBF2$MA0596.1|SREBF1$MA0595.1	940760.15	1019911.75	1085941.15	-0.44	0.5	2.0	2008	1023	985	0.053	0.046
CTCFL$MA1102.2|CTCFL$MA1102.1	1335683.9	1440830.0	1534464.2	0.03	1.13	3.18	2390	1261	1129	0.079	0.058
