id	motif	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
MA0904.1	Hoxb5	3022827.4	3208446.0	3368889.0	-1.63	0.31	0.71	3606	1812	1794	0.01	-0.016
MA0597.1	THAP1	1553410.2	1678064.0	1783340.6	-0.28	0.64	2.55	2626	1342	1284	0.032	0.028
MA0471.1	E2F6	1924718.2	2066364.0	2203142.5	0.11	1.19	3.36	2933	1539	1394	0.075	0.046
MA0844.1	XBP1	3202584.6	3396154.0	3600105.5	-5.27	-2.51	-0.69	3792	1818	1974	-0.036	-0.101
MA1466.1	ATF6	2756567.3	2940872.0	3096733.2	-1.85	-0.42	0.46	3459	1714	1745	-0.012	-0.053
MA0895.1	HMBOX1	1610752.2	1746067.5	1836817.1	-1.28	-0.07	0.65	2648	1295	1353	-0.021	0.009
MA0679.1	ONECUT1	2575844.8	2740400.0	2887620.4	-2.45	-0.69	0.14	3353	1641	1712	-0.007	-0.053
MA0051.1	IRF2	3189739.0	3385353.0	3557551.0	0.02	0.41	2.07	3710	1917	1793	0.085	0.022
MA0059.1	MAX::MYC	2149229.6	2310783.0	2419432.2	-1.46	-0.18	0.59	3054	1512	1542	-0.033	-0.01
MA0162.2	EGR1	3002298.0	3199250.5	3390040.9	-0.26	0.66	2.39	3620	1845	1775	0.056	0.043
MA0761.1	ETV1	990181.1	1077172.5	1166627.4	20.7	28.47	37.09	2418	1461	957	0.263	0.354
MA0796.1	TGIF1	1731722.7	1863751.0	1977571.4	0.02	0.53	2.16	2762	1424	1338	0.008	0.043
MA0090.1	TEAD1	1876858.8	2031663.5	2121510.2	0.01	0.02	1.12	2852	1476	1376	0.077	-0.031
MA0037.3	GATA3	1117694.4	1211156.5	1303603.8	-3.79	-1.45	-0.23	2259	1060	1199	-0.105	-0.058
MA0145.3	TFCP2	1845328.6	1973710.0	2094624.0	-0.26	0.58	2.06	2844	1450	1394	0.042	0.045
MA0781.1	PAX9	3714741.4	3929865.5	4134496.9	-2.36	-0.73	0.08	4013	1962	2051	-0.044	-0.041
MA0036.2	GATA2	2433408.6	2594258.0	2751089.8	-3.35	-1.17	-0.12	3282	1571	1711	-0.071	-0.044
MA0803.1	TBX15	1305962.2	1412050.0	1518053.6	-4.17	-1.68	0.63	2443	1195	1248	-0.018	-0.102
MA0818.1	BHLHE22	1550197.2	1674268.5	1797938.3	-4.13	-1.68	-0.35	2657	1253	1404	-0.051	-0.067
MA0048.2	NHLH1	1575732.4	1685798.0	1801179.8	-0.42	1.79	4.23	2669	1368	1301	0.031	0.098
MA0904.2	HOXB5	1139283.8	1234459.0	1315160.3	-0.2	0.54	2.13	2251	1156	1095	0.042	0.029
MA0481.1	FOXP1	2530661.0	2695807.0	2846357.1	-2.04	-0.52	0.01	3318	1614	1704	-0.049	-0.025
MA0750.2	ZBTB7A	1483730.8	1597358.0	1711282.4	21.15	27.96	36.6	2896	1712	1184	0.257	0.329
MA0846.1	FOXC2	2028826.3	2175719.0	2301081.4	-2.41	-0.58	0.11	2985	1454	1531	-0.053	-0.038
MA0679.2	ONECUT1	2805451.1	2985652.5	3166405.1	-7.06	-3.55	-1.41	3583	1673	1910	-0.087	-0.109
MA1130.1	FOSL2::JUN	1647715.5	1764840.0	1902203.4	5.88	10.27	15.99	2867	1559	1308	0.14	0.28
MA0068.2	PAX4	1015772.8	1105136.0	1194028.3	-3.32	-1.15	0.15	2151	1045	1106	-0.058	-0.05
MA0881.1	Dlx4	1158660.5	1254816.0	1335460.8	-1.72	-0.29	0.52	2258	1116	1142	-0.013	-0.019
MA0075.3	PRRX2	972453.6	1053755.5	1130333.1	-2.46	-0.71	-0.04	2087	995	1092	-0.021	-0.042
MA0747.1	SP8	2898656.1	3105971.0	3242116.9	-0.63	0.16	1.32	3538	1769	1769	0.001	0.006
MA0620.1	Mitf	1882590.7	2012925.0	2142259.8	0.19	1.72	4.22	2911	1507	1404	0.042	0.074
MA0032.1	FOXC1	1251667.6	1352525.5	1452701.9	1.18	3.27	6.53	2426	1292	1134	0.108	0.074
MA0511.2	RUNX2	1466019.5	1585826.0	1699258.6	0.53	2.12	4.76	2598	1373	1225	0.086	0.121
MA0761.2	ETV1	1245291.4	1336382.5	1435888.8	28.29	36.25	45.0	2726	1632	1094	0.127	0.409
MA0800.1	EOMES	2411044.6	2576863.0	2739542.5	-2.85	-0.95	-0.01	3263	1582	1681	-0.02	-0.04
MA1633.1	BACH1	1907314.2	2045386.5	2182092.4	3.1	5.86	9.96	3017	1597	1420	0.089	0.208
MA0102.4	CEBPA	2270283.6	2413965.0	2569274.2	3.69	7.05	11.27	3289	1760	1529	0.105	0.182
MA0707.1	MNX1	1316916.4	1417585.0	1520671.4	-2.3	-0.69	-0.05	2417	1149	1268	-0.018	-0.018
MA0032.2	FOXC1	1707406.6	1839503.5	1971972.6	-4.26	-1.7	-0.09	2784	1346	1438	-0.052	-0.071
MA0811.1	TFAP2B	2177541.3	2331880.5	2459410.5	-1.61	-0.28	0.2	3074	1493	1581	-0.036	-0.007
MA0029.1	Mecom	2202010.1	2341924.0	2495105.7	-4.33	-1.86	-0.4	3141	1484	1657	-0.126	-0.1
MA0003.3	TFAP2A	2095100.1	2241771.0	2377257.5	-0.38	0.79	2.56	3039	1541	1498	0.023	0.034
MA0508.1	PRDM1	2238366.1	2389360.5	2539320.2	-0.27	0.98	3.04	3144	1602	1542	0.045	0.046
MA0065.1	PPARG::RXRA	3348521.9	3557036.0	3734706.7	-2.42	-0.73	-0.03	3819	1845	1974	-0.084	-0.053
MA0500.1	Myog	1571789.0	1692797.0	1815872.4	0.78	2.47	5.1	2691	1419	1272	0.061	0.098
MA0808.1	TEAD3	1091458.9	1180242.0	1276690.8	-6.86	-3.46	-1.37	2273	1061	1212	-0.163	-0.122
MA0519.1	Stat5a::Stat5b	1438497.6	1551456.0	1660452.3	-3.8	-1.42	0.24	2552	1240	1312	-0.071	-0.093
MA1532.1	NR1D2	3061710.2	3269423.5	3405400.5	-0.75	0.13	1.46	3627	1814	1813	0.003	0.013
MA1597.1	ZNF528	3355675.0	3551281.0	3736152.2	-0.65	0.59	2.24	3809	1910	1899	0.012	0.049
MA0754.1	CUX1	1830307.0	1960812.5	2087711.0	-5.46	-2.53	-0.78	2894	1380	1514	-0.039	-0.092
MA1572.1	TGIF2LY	2054619.2	2212024.5	2316666.1	-1.35	-0.1	0.66	2982	1465	1517	-0.044	0.0
MA1117.1	RELB	1874303.1	2009459.5	2143819.2	0.86	2.62	5.55	2931	1553	1378	0.087	0.071
MA1487.1	FOXE1	2546688.2	2707470.0	2885923.6	-3.12	-1.09	-0.03	3349	1626	1723	-0.022	-0.06
MA1569.1	TFAP2E	1828697.0	1976173.5	2110551.3	0.76	2.44	5.23	2903	1549	1354	0.112	0.087
MA0643.1	Esrrg	1627314.7	1745189.5	1849334.1	-1.71	0.38	1.05	2666	1355	1311	0.014	-0.048
MA1552.1	RARB(var.3)	2618486.5	2792232.5	2971580.0	1.02	3.09	6.34	3457	1802	1655	0.119	0.094
MA0764.2	ETV4	591963.5	652061.0	715883.7	27.69	35.95	45.39	1971	1243	728	0.334	0.504
MA0146.2	Zfx	2881983.1	3075576.0	3265788.6	0.74	2.62	5.68	3614	1859	1755	0.04	0.109
MA0836.2	CEBPD	1869280.7	1994135.5	2126277.3	7.08	11.59	17.26	3056	1705	1351	0.1	0.231
MA0122.3	Nkx3-2	2216682.4	2384669.5	2482718.0	-0.89	-0.06	1.08	3093	1519	1574	-0.022	-0.009
MA0098.2	Ets1	1458757.6	1572026.5	1682845.3	21.43	28.53	36.89	2879	1669	1210	0.279	0.387
MA0660.1	MEF2B	1730898.0	1861297.5	1966437.2	-0.62	-0.24	1.57	2745	1370	1375	-0.006	0.058
MA0609.1	Crem	1777849.4	1917896.5	2039340.3	-5.58	-2.68	-0.88	2866	1350	1516	-0.128	-0.107
MA1580.1	ZBTB32	1729704.2	1859200.5	1961462.4	-1.74	-0.32	0.52	2748	1357	1391	-0.008	-0.033
MA0144.1	Stat3	1252959.1	1360314.5	1430724.1	-0.87	-0.08	1.12	2338	1152	1186	-0.032	0.006
MA1484.1	ETS2	1056342.2	1145292.5	1234426.1	11.58	17.13	23.79	2397	1377	1020	0.1	0.341
MA0807.1	TBX5	1389295.8	1489870.0	1599724.1	-6.38	-3.09	-0.97	2540	1218	1322	-0.069	-0.111
MA0637.1	CENPB	3976359.0	4213863.5	4383757.8	-1.38	0.18	0.8	4121	2075	2046	0.004	-0.006
MA1509.1	IRF6	1783982.2	1918860.5	2042632.8	-2.87	-0.95	0.72	2819	1396	1423	-0.02	-0.074
MA0160.1	NR4A2	987203.9	1070250.5	1154570.1	-3.8	-1.6	-0.27	2129	982	1147	-0.129	-0.083
MA0882.1	DLX6	1121623.7	1215584.5	1295290.5	-1.94	-0.41	0.54	2228	1108	1120	-0.011	-0.02
MA0524.2	TFAP2C	2102492.2	2253112.0	2382884.8	-2.15	-0.57	-0.01	3037	1467	1570	-0.064	-0.021
MA1152.1	SOX15	1581703.2	1708651.5	1791954.8	-0.79	-0.09	1.24	2621	1307	1314	-0.012	0.027
MA0143.4	SOX2	1936274.5	2096081.5	2188540.9	-1.08	0.03	0.91	2898	1463	1435	0.017	0.005
MA1113.1	PBX2	1976406.4	2115459.0	2258695.6	-3.66	-1.44	-0.2	2975	1424	1551	-0.057	-0.05
MA0492.1	JUND(var.2)	2722187.0	2900881.0	3046283.9	-1.8	-0.35	0.35	3432	1678	1754	-0.03	-0.007
MA1560.1	SOHLH2	2365264.4	2526852.5	2641306.8	-1.51	0.18	0.75	3193	1604	1589	0.017	-0.004
MA0147.3	MYC	2539895.0	2706527.0	2868771.9	-1.1	1.05	2.96	3347	1677	1670	0.003	0.06
MA1568.1	TCF21(var.2)	2183195.3	2349504.5	2482672.9	-0.18	0.3	1.75	3087	1583	1504	0.03	0.015
MA0886.1	EMX2	1352818.5	1466074.5	1551126.2	-1.46	0.24	0.91	2437	1236	1201	0.021	-0.033
MA0885.1	Dlx2	1045017.1	1140413.0	1210126.6	-1.52	0.23	0.8	2150	1085	1065	0.006	-0.03
MA0141.3	ESRRB	1770063.5	1904117.5	2029323.8	-3.99	-1.43	0.74	2824	1389	1435	-0.015	-0.106
MA0162.4	EGR1	3726872.2	3968974.0	4106484.6	-1.01	0.01	0.89	3985	2012	1973	0.007	-0.01
MA0898.1	Hmx3	3191962.0	3384798.5	3572807.4	-6.38	-3.34	-1.13	3806	1790	2016	-0.123	-0.078
MA0472.1	EGR2	3356806.0	3543057.0	3719474.1	0.03	0.74	2.51	3812	1971	1841	0.061	0.034
MA0693.2	VDR	1149918.8	1238842.0	1323131.7	-2.08	-0.54	-0.02	2255	1079	1176	-0.071	-0.025
MA1419.1	IRF4	2721772.7	2906069.5	3036289.7	-1.5	-0.21	0.72	3426	1694	1732	-0.002	-0.016
MA0070.1	PBX1	2010783.3	2154497.0	2270009.1	-1.54	-0.26	0.49	2954	1462	1492	-0.03	-0.039
MA0158.2	HOXA5	1036692.4	1122008.5	1205940.9	0.09	1.08	3.23	2165	1123	1042	0.065	0.053
MA0910.2	HOXD8	1157256.2	1255248.0	1317050.3	-0.7	-0.09	1.36	2247	1119	1128	-0.014	0.008
MA0711.1	OTX1	1409794.4	1519922.5	1622854.8	-3.72	-1.31	0.65	2523	1239	1284	-0.026	-0.05
MA0007.1	Ar	5021303.1	5305109.5	5519056.8	-1.86	-0.38	0.47	4638	2291	2347	-0.032	-0.023
MA0508.2	PRDM1	1282055.7	1391911.5	1474622.8	-1.32	0.17	0.92	2371	1205	1166	0.015	-0.033
MA1594.1	ZNF382	4680951.1	4920175.0	5167142.6	0.17	1.39	3.49	4516	2354	2162	0.092	0.057
MA0733.1	EGR4	4351216.1	4596537.5	4837170.1	0.89	2.75	5.93	4409	2313	2096	0.082	0.061
MA0041.1	Foxd3	2054322.6	2193084.5	2329839.4	-3.28	-1.2	0.32	3021	1479	1542	-0.071	-0.062
MA0604.1	Atf1	1662884.0	1785831.0	1911166.0	-4.67	-2.07	0.37	2753	1337	1416	-0.026	-0.103
MA0599.1	KLF5	1580638.8	1697425.0	1814710.4	0.76	2.63	5.54	2698	1442	1256	0.065	0.095
MA0514.1	Sox3	1345022.0	1457097.0	1546781.4	-0.27	0.56	2.26	2445	1246	1199	0.035	0.03
MA0612.1	EMX1	1499978.8	1616849.0	1710951.4	-1.71	-0.35	0.45	2565	1265	1300	-0.02	-0.014
MA0102.2	CEBPA	1046575.0	1134972.0	1229997.2	5.0	8.97	13.82	2306	1273	1033	0.167	0.207
MA1557.1	SMAD5	1899423.3	2056617.0	2161593.2	-0.87	-0.05	1.08	2872	1423	1449	-0.009	0.022
MA1478.1	DMRTA2	2055270.7	2201054.0	2348612.8	-4.19	-1.78	-0.33	3044	1444	1600	-0.088	-0.043
MA0692.1	TFEB	1695026.2	1829141.0	1959427.8	0.69	2.41	5.31	2794	1489	1305	0.103	0.073
MA0153.1	HNF1B	1769030.9	1910982.5	2003689.3	-0.78	0.08	1.22	2771	1407	1364	0.036	-0.007
MA0052.2	MEF2A	2693350.3	2877911.0	3019970.4	-1.47	-0.21	0.62	3409	1696	1713	-0.007	-0.004
MA0033.1	FOXL1	1059990.8	1148167.0	1234500.0	-6.05	-2.88	-0.95	2232	1053	1179	-0.07	-0.091
MA0114.4	HNF4A	2155722.8	2291059.5	2441262.6	-2.77	-1.03	-0.06	3081	1481	1600	-0.027	-0.043
MA0477.1	FOSL1	1356465.1	1457008.0	1566499.3	5.27	9.07	13.91	2601	1412	1189	0.198	0.299
MA1566.1	TBX3	1962032.2	2096841.0	2234997.2	-5.13	-2.36	-0.7	2987	1425	1562	-0.029	-0.062
MA0154.2	EBF1	1479674.3	1593825.5	1711090.2	0.98	3.12	6.11	2626	1380	1246	0.106	0.139
MA0910.1	Hoxd8	3025612.4	3212523.0	3415722.6	-4.25	-1.78	-0.34	3669	1734	1935	-0.124	-0.04
MA0004.1	Arnt	1064489.7	1158746.0	1219855.5	-0.75	-0.16	1.34	2163	1077	1086	-0.07	0.032
MA0145.1	Tcfcp2l1	2654550.8	2825223.0	2967450.7	-2.07	-0.54	0.37	3397	1672	1725	-0.041	-0.019
MA0117.1	Mafb	1163131.6	1256886.5	1355953.1	0.06	1.31	3.5	2297	1194	1103	0.066	0.062
MA0685.1	SP4	4234760.5	4471988.5	4690133.1	-0.23	0.67	2.34	4276	2175	2101	0.016	0.061
MA0478.1	FOSL2	1428786.2	1533941.0	1644059.7	5.95	10.23	15.36	2680	1437	1243	0.175	0.297
MA0706.1	MEOX2	1454407.8	1569343.0	1664190.7	-0.52	0.27	1.63	2523	1287	1236	0.032	-0.002
MA0813.1	TFAP2B(var.3)	2326354.8	2477226.5	2633935.3	-0.35	0.52	2.19	3181	1612	1569	0.04	0.027
MA0913.2	HOXD9	1468833.2	1593570.0	1693731.4	-1.76	-0.28	0.52	2543	1249	1294	-0.022	-0.017
MA0614.1	Foxj2	1010190.4	1103967.0	1169514.5	-1.32	0.19	0.76	2113	1064	1049	0.024	-0.033
MA1128.1	FOSL1::JUN	1912762.3	2049804.0	2178058.2	6.1	10.28	15.28	3081	1663	1418	0.188	0.247
MA0888.1	EVX2	1484269.0	1596478.5	1688631.4	-2.01	-0.48	0.27	2555	1254	1301	-0.019	-0.012
MA0090.3	TEAD1	2214299.4	2372536.5	2488878.8	-1.63	0.22	0.79	3097	1556	1541	0.008	-0.009
MA0132.1	Pdx1	512741.3	572330.5	610504.5	-0.87	-0.02	0.99	1514	746	768	-0.045	0.016
MA1111.1	NR2F2	1708469.4	1827851.0	1956910.6	-3.44	-1.35	0.18	2765	1346	1419	-0.042	-0.068
MA0442.1	SOX10	627407.3	686254.5	741739.6	-1.1	-0.76	2.44	1689	841	848	-0.013	0.076
MA1524.1	MSGN1	2020830.9	2163014.5	2279133.9	-0.57	0.2	1.37	2956	1487	1469	0.008	0.011
MA0518.1	Stat4	2229927.9	2371246.5	2513245.8	-2.79	0.77	0.99	3124	1563	1561	0.003	-0.048
MA0098.3	ETS1	1037444.4	1122862.0	1216824.5	15.44	21.82	29.68	2414	1447	967	0.371	0.339
MA0621.1	mix-a	1184780.4	1277728.5	1365874.1	-2.8	-0.93	-0.04	2304	1108	1196	-0.06	-0.045
MA0814.1	TFAP2C(var.2)	1968006.6	2103351.5	2234959.4	0.28	1.62	3.89	2972	1555	1417	0.076	0.044
MA0852.1	Foxk1	3145807.1	3342454.5	3495116.8	-1.48	-0.23	0.18	3675	1793	1882	-0.042	0.002
MA0069.1	PAX6	2953567.4	3139818.5	3289190.5	-1.38	-0.19	0.75	3559	1763	1796	-0.022	-0.013
MA0704.1	Lhx4	1026682.5	1109429.5	1193465.8	-2.93	-0.89	0.06	2147	1041	1106	-0.044	-0.048
MA1483.1	ELF2	1341586.8	1452959.5	1558925.4	13.81	20.23	27.63	2709	1569	1140	0.223	0.36
MA0498.1	Meis1	2734936.4	2909673.0	3071575.4	-0.18	0.58	2.2	3449	1759	1690	0.047	0.024
MA0037.1	GATA3	785168.3	854677.5	926590.0	-5.04	-2.31	-0.64	1921	887	1034	-0.083	-0.084
MA1503.1	HOXB9	1651860.5	1765779.5	1888795.6	-4.43	-1.96	-0.51	2735	1290	1445	-0.077	-0.081
MA1421.1	TCF7L1	1803196.8	1936010.5	2054859.2	-0.4	0.43	1.96	2810	1426	1384	0.026	0.032
MA0526.3	USF2	2574422.0	2730847.5	2898781.4	-0.21	1.27	3.28	3370	1723	1647	0.03	0.063
MA0867.2	SOX4	1675607.4	1797511.0	1912614.6	-0.28	0.81	2.57	2724	1387	1337	0.024	0.039
MA1495.1	HOXA1	1036477.4	1122023.5	1210918.6	-0.06	1.04	2.96	2164	1117	1047	0.058	0.033
MA0063.2	NKX2-5	1648899.3	1766929.5	1887653.9	-3.74	-1.38	0.05	2720	1320	1400	-0.016	-0.037
MA0770.1	HSF2	2267608.7	2436158.5	2529279.3	-1.19	-0.07	0.84	3127	1537	1590	-0.013	0.002
MA0743.1	SCRT1	2878136.7	3069471.5	3197547.1	-0.8	-0.09	1.2	3512	1753	1759	-0.001	-0.005
MA0682.2	PITX1	1119720.4	1209599.0	1295363.6	-1.97	0.53	1.05	2228	1125	1103	0.025	-0.062
MA0710.1	NOTO	1454321.6	1568883.0	1663937.4	-1.52	-0.28	0.47	2523	1255	1268	-0.011	-0.015
MA1539.1	NR2F6(var.3)	2634776.6	2816077.0	2951558.8	-0.62	-0.29	1.82	3378	1688	1690	-0.001	0.035
MA0079.3	SP1	1951360.2	2086090.0	2231548.7	0.1	1.26	3.35	2949	1546	1403	0.075	0.066
MA0039.1	Klf4	1292639.9	1396388.0	1501198.8	-3.64	-1.4	-0.21	2422	1153	1269	-0.058	-0.035
MA0109.1	HLTF	1555720.8	1668228.0	1797891.5	-6.47	-3.35	-1.23	2690	1254	1436	-0.074	-0.064
MA0731.1	BCL6B	1771871.9	1908654.0	2005015.9	-1.56	-0.28	0.52	2782	1364	1418	-0.058	-0.02
MA1556.1	RXRG(var.2)	2491482.7	2652532.0	2828381.9	1.62	4.09	7.57	3392	1798	1594	0.133	0.113
MA0883.1	Dmbx1	3466397.7	3684910.0	3833444.8	-1.31	-0.15	0.71	3852	1895	1957	-0.037	-0.016
MA0680.1	PAX7	1325006.3	1429155.0	1535299.6	-4.59	-1.94	-0.39	2464	1178	1286	-0.028	-0.103
MA0258.1	ESR2	3847512.0	4073684.0	4300826.8	-4.18	-1.72	0.17	4124	2013	2111	-0.044	-0.055
MA1630.1	Znf281	2248249.7	2413682.5	2536447.3	-0.64	0.14	1.34	3118	1571	1547	0.014	0.01
MA0764.1	ETV4	941441.4	1017305.0	1104825.4	20.87	28.42	36.09	2355	1419	936	0.321	0.351
MA0678.1	OLIG2	1717666.6	1840936.5	1977842.4	-4.63	-2.05	-0.49	2794	1342	1452	-0.082	-0.087
MA0075.2	Prrx2	1082036.6	1172605.0	1253888.5	-2.55	-0.75	0.17	2202	1070	1132	-0.028	-0.03
MA0909.1	HOXD13	1424318.3	1523648.5	1617730.2	-1.97	-0.54	0.25	2499	1215	1284	-0.035	-0.031
MA0058.1	MAX	1822512.7	1946848.5	2084360.2	-0.04	1.05	3.01	2843	1465	1378	0.074	0.068
MA1564.1	SP9	2945395.9	3111111.5	3293143.7	0.59	2.33	5.08	3627	1916	1711	0.101	0.069
MA1150.1	RORB	1882673.5	2007362.5	2151747.8	-0.67	1.19	3.35	2891	1463	1428	0.008	0.038
MA0703.2	LMX1B	1355991.6	1459868.5	1564624.8	-2.63	-0.75	0.87	2455	1224	1231	-0.004	-0.043
MA1148.1	PPARA::RXRA	3890715.6	4147823.5	4295051.1	-0.93	-0.0	0.97	4073	2030	2043	-0.006	-0.001
MA1108.1	MXI1	3084074.5	3268996.0	3439381.0	-0.44	0.43	1.84	3647	1842	1805	0.016	0.034
MA0481.3	FOXP1	1745312.2	1872151.5	2005387.5	-2.98	-0.98	-0.02	2786	1343	1443	-0.044	-0.041
MA0068.1	Pax4	7355472.2	7701227.0	8051539.8	-5.86	-2.7	-0.84	5686	2736	2950	-0.092	-0.044
MA1563.1	SOX18	1549488.1	1668876.5	1769058.6	-0.43	0.36	1.74	2606	1337	1269	0.033	0.009
MA0162.3	EGR1	3639359.8	3834364.0	4058980.5	0.59	2.27	5.09	4019	2101	1918	0.077	0.089
MA0080.5	SPI1	2227371.2	2370139.5	2518516.5	39.83	49.32	59.78	3640	2164	1476	0.286	0.48
MA0025.2	NFIL3	2070451.0	2208759.0	2352774.9	-0.07	1.81	4.13	3050	1568	1482	0.037	0.083
MA1619.1	Ptf1a(var.2)	2003513.7	2154370.5	2258435.3	-1.22	-0.1	0.72	2943	1463	1480	-0.004	0.018
MA0798.2	RFX3	2659882.7	2847759.0	2980339.4	-0.62	-0.2	1.59	3391	1695	1696	-0.0	0.031
MA0856.1	RXRG	2598115.2	2776742.5	2960767.9	-3.59	-1.22	-0.14	3396	1622	1774	-0.039	-0.061
MA0471.2	E2F6	2756681.3	2933339.5	3081300.8	-0.49	0.37	1.74	3452	1743	1709	0.02	0.027
MA1498.1	HOXA7	1194709.8	1300517.5	1370055.8	-1.21	-0.08	0.83	2286	1136	1150	-0.011	-0.014
MA0039.3	KLF4	2036330.7	2178988.5	2324905.5	0.1	1.51	3.76	3021	1566	1455	0.041	0.07
MA0465.1	CDX2	1564872.3	1684205.0	1786085.6	-1.62	-0.26	0.49	2613	1290	1323	-0.033	-0.016
MA0050.1	IRF1	1460742.1	1577752.0	1691468.4	1.07	2.92	6.2	2609	1383	1226	0.155	0.122
MA0833.1	ATF4	2419197.2	2600384.0	2756128.1	0.94	3.08	6.26	3338	1748	1590	0.074	0.113
MA0506.1	NRF1	2937572.7	3114475.5	3262563.4	-0.43	0.33	1.74	3554	1797	1757	0.024	0.008
MA0636.1	BHLHE41	1849278.9	1980428.0	2109286.4	0.48	1.99	4.73	2895	1547	1348	0.026	0.081
MA0074.1	RXRA::VDR	2623995.9	2818378.0	2944537.9	-1.28	-0.11	0.78	3367	1663	1704	-0.035	-0.02
MA0740.1	KLF14	3597848.1	3817078.5	4006417.8	-0.46	0.46	2.22	3941	1986	1955	0.013	0.033
MA0861.1	TP73	3785059.9	4010908.5	4186107.7	-1.9	-0.4	0.46	4036	2002	2034	-0.01	-0.01
MA1101.2	BACH2	3831768.4	4066966.5	4284850.4	-0.01	1.12	3.15	4099	2100	1999	0.026	0.051
MA0814.2	TFAP2C(var.2)	2758510.3	2919630.0	3082579.6	-0.31	0.62	2.34	3457	1752	1705	0.019	0.036
MA0485.1	Hoxc9	2200912.6	2351128.0	2501862.6	-3.2	-1.15	0.04	3125	1519	1606	-0.071	-0.045
